School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Avg. Scaled Score;SGP;Included In SGP;Ach. PCTL;year ;grade;student_group
Ayer Shirley School District - Ayer Shirley Regional Middle School;06160305;MATH;         188;47;          29;7;         159;40;         185;46;          29;7;         402;     498.6;          53.6;         389;78;2019;ALL;title 1
Ayer Shirley School District - Ayer Shirley Regional Middle School;06160305;SCI;          81;61;          18;14;          63;47;          44;33;           8;6;         133;     505.8;;;95;2019;ALL;title 1
Ayer Shirley School District - Lura A. White Elementary School;06160001;ELA;          79;48;           7;4;          72;43;          78;47;           9;5;         166;     500.1;          39.3;         108;72;2019;ALL;title 1
Ayer Shirley School District - Lura A. White Elementary School;06160001;MATH;          88;53;          12;7;          76;46;          62;38;          15;9;         165;     500.5;          49.9;         107;84;2019;ALL;title 1
Ayer Shirley School District - Lura A. White Elementary School;06160001;SCI;          27;54;           2;4;          25;50;          20;40;           3;6;          50;     503.1;;;91;2019;ALL;title 1
Ayer Shirley School District - Page Hilltop Elementary School;06160002;ELA;         139;57;          24;10;         115;47;          98;40;           8;3;         245;     504.3;          53.0;         167;87;2019;ALL;title 1
Ayer Shirley School District - Page Hilltop Elementary School;06160002;MATH;         113;46;          12;5;         101;41;         118;48;          13;5;         244;     499.4;          62.0;         166;81;2019;ALL;title 1
Ayer Shirley School District - Page Hilltop Elementary School;06160002;SCI;          49;55;           7;8;          42;47;          31;35;           9;10;          89;     500.3;;;84;2019;ALL;title 1
Barnstable - Barnstable United Elementary School;00200050;ELA;         363;47;          35;5;         328;42;         358;46;          54;7;         775;     499.1;          42.6;         740;68;2019;ALL;title 1
Barnstable - Barnstable United Elementary School;00200050;MATH;         344;44;          27;3;         317;41;         346;45;          87;11;         777;     495.8;          36.9;         744;67;2019;ALL;title 1
Barnstable - Barnstable United Elementary School;00200050;SCI;         148;39;          19;5;         129;34;         182;48;          49;13;         379;     495.2;;;67;2019;ALL;title 1
Barnstable - Hyannis West Elementary;00200025;ELA;          36;45;           4;5;          32;40;          37;46;           7;9;          80;     499.5;;;70;2019;ALL;title 1
Barnstable - Hyannis West Elementary;00200025;MATH;          31;39;           3;4;          28;35;          36;45;          13;16;          80;     492.8;;;54;2019;ALL;title 1
Barnstable Community Horace Mann Charter Public (District) - Barnstable Community Horace Mann Charter Public School;04270010;ELA;          30;44;           1;1;          29;43;          34;50;           4;6;          68;     497.0;;;59;2019;ALL;title 1
Barnstable Community Horace Mann Charter Public (District) - Barnstable Community Horace Mann Charter Public School;04270010;MATH;          27;40;           1;1;          26;38;          35;51;           6;9;          68;     493.6;;;58;2019;ALL;title 1
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School;35020405;ELA;          56;23;           3;1;          53;22;         130;53;          57;23;         243;     485.4;          39.9;         233;12;2019;ALL;title 1
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School;35020405;MATH;          57;23;           5;2;          52;21;         144;59;          42;17;         243;     487.5;          45.4;         232;30;2019;ALL;title 1
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School;35020405;SCI;          18;23;           1;1;          17;21;          41;51;          21;26;          80;     484.3;;;28;2019;ALL;title 1
Bedford - John Glenn Middle;00230305;ELA;           5;31;           0;0;           5;31;           8;50;           3;19;          16;     486.9;;          15;17;2019;ALL;title 1
Bedford - John Glenn Middle;00230305;MATH;           2;13;           0;0;           2;13;          11;69;           3;19;          16;     484.1;;          15;18;2019;ALL;title 1
Bedford - Lt Job Lane School;00230012;ELA;          21;54;           1;3;          20;51;          17;44;           1;3;          39;     499.6;          43.2;          23;70;2019;ALL;title 1
Bedford - Lt Job Lane School;00230012;MATH;          14;37;           0;0;          14;37;          18;47;           6;16;          38;     489.6;          52.6;          22;40;2019;ALL;title 1
Bellingham - Joseph F DiPietro Elementary School;00250020;ELA;          45;54;           3;4;          42;50;          36;43;           3;4;          84;     502.1;;;80;2019;ALL;title 1
Bellingham - Joseph F DiPietro Elementary School;00250020;MATH;          37;44;           7;8;          30;36;          36;43;          11;13;          84;     497.8;;;75;2019;ALL;title 1
Bellingham - Stall Brook;00250025;ELA;          40;73;           4;7;          36;65;          14;25;           1;2;          55;     507.1;;;93;2019;ALL;title 1
Bellingham - Stall Brook;00250025;MATH;          28;51;           3;5;          25;45;          26;47;           1;2;          55;     501.8;;;88;2019;ALL;title 1
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School;04200205;ELA;         133;73;          52;29;          81;45;          43;24;           5;3;         181;     514.8;          59.0;         128;99;2019;ALL;title 1
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School;04200205;MATH;         125;69;          25;14;         100;55;          52;29;           4;2;         181;     509.3;          54.8;         129;97;2019;ALL;title 1
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School;04200205;SCI;          27;68;           7;18;          20;50;          13;33;           0;0;          40;     509.6;;;98;2019;ALL;title 1
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School;04470205;ELA;          18;35;           2;4;          16;31;          33;63;           1;2;          52;     497.6;          40.2;          41;61;2019;ALL;title 1
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School;04470205;MATH;          20;38;           0;0;          20;38;          32;60;           1;2;          53;     494.7;          37.7;          41;62;2019;ALL;title 1
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School;04470205;SCI;           5;26;           0;0;           5;26;          10;53;           4;21;          19;     488.4;;;40;2019;ALL;title 1
Bentley Academy Charter School (District) - Bentley Academy Charter School;35110205;ELA;          48;32;           1;1;          47;31;          89;59;          13;9;         150;     492.6;          44.0;          90;37;2019;ALL;title 1
Bentley Academy Charter School (District) - Bentley Academy Charter School;35110205;MATH;          42;28;           1;1;          41;27;          76;51;          32;21;         150;     486.0;          49.5;          90;24;2019;ALL;title 1
Bentley Academy Charter School (District) - Bentley Academy Charter School;35110205;SCI;          16;44;           3;8;          13;36;          19;53;           1;3;          36;     499.4;;;81;2019;ALL;title 1
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School;04140305;ELA;         100;49;          21;10;          79;38;          81;39;          25;12;         206;     498.4;          49.4;         190;68;2019;ALL;title 1
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School;04140305;MATH;          97;47;          18;9;          79;38;          97;47;          12;6;         206;     500.0;          53.9;         191;85;2019;ALL;title 1
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School;04140305;SCI;          34;46;           7;9;          27;36;          38;51;           2;3;          74;     501.6;;;87;2019;ALL;title 1
Berkshire Hills - Muddy Brook Regional Elementary School;06180035;ELA;          68;54;           9;7;          59;46;          47;37;          12;9;         127;     500.2;          70.1;          58;73;2019;ALL;title 1
Berkshire Hills - Muddy Brook Regional Elementary School;06180035;MATH;          46;36;           9;7;          37;29;          60;47;          21;17;         127;     494.0;          58.0;          58;59;2019;ALL;title 1
Berkshire Hills - W.E.B. Du Bois Regional Middle School;06180310;ELA;         168;51;          39;12;         129;39;         127;39;          32;10;         327;     502.4;          55.4;         306;81;2019;ALL;title 1
Berkshire Hills - W.E.B. Du Bois Regional Middle School;06180310;MATH;         149;46;          17;5;         132;40;         150;46;          28;9;         327;     498.3;          55.1;         305;77;2019;ALL;title 1
Berkshire Hills - W.E.B. Du Bois Regional Middle School;06180310;SCI;          70;41;           8;5;          62;37;          81;48;          18;11;         169;     496.2;;;72;2019;ALL;title 1
Berlin-Boylston - Tahanto Regional High;06200505;ELA;           7;50;           2;14;           5;36;           5;36;           2;14;          14;     498.1;;          13;64;2019;ALL;title 1
