School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Part. Rate %;Avg. Scaled Score;SGP;Included In SGP;year;grade;student_group
Andover - Doherty Middle;00090305;SCI;          78;53;          20;14;          58;39;          55;37;          14;10;         147;98;     501.7;;;2021;8;ALL
Andover - Wood Hill Middle School;00090350;ELA;          72;56;          18;14;          54;42;          46;36;          11;9;         129;99;     504.0;          25.3;         120;2021;8;ALL
Andover - Wood Hill Middle School;00090350;MATH;          80;62;          19;15;          61;47;          35;27;          14;11;         129;99;     506.2;          34.8;         120;2021;8;ALL
Andover - Wood Hill Middle School;00090350;SCI;          65;63;          14;13;          51;49;          30;29;           9;9;         104;100;     504.2;;;2021;8;ALL
Argosy Collegiate Charter School (District) - Argosy Collegiate Charter School;35090305;ELA;          20;19;           1;1;          19;18;          58;55;          27;26;         105;96;     482.0;          21.4;         102;2021;8;ALL
Argosy Collegiate Charter School (District) - Argosy Collegiate Charter School;35090305;MATH;          16;15;           0;0;          16;15;          55;51;          36;34;         107;98;     478.9;          10.8;         103;2021;8;ALL
Argosy Collegiate Charter School (District) - Argosy Collegiate Charter School;35090305;SCI;           9;14;           1;2;           8;13;          36;56;          19;30;          64;96;     480.8;;;2021;8;ALL
Arlington - Ottoson Middle;00100410;ELA;         255;63;          69;17;         186;46;         135;33;          14;3;         404;94;     510.3;          43.7;         385;2021;8;ALL
Arlington - Ottoson Middle;00100410;MATH;         265;65;          45;11;         220;54;         122;30;          18;4;         405;94;     507.2;          44.9;         387;2021;8;ALL
Arlington - Ottoson Middle;00100410;SCI;         206;67;          60;19;         146;47;          90;29;          13;4;         309;97;     509.9;;;2021;8;ALL
Ashburnham-Westminster - Overlook Middle School;06100305;ELA;          95;54;          12;7;          83;47;          69;39;          11;6;         175;98;     502.9;          51.0;         171;2021;8;ALL
Ashburnham-Westminster - Overlook Middle School;06100305;MATH;          62;35;           3;2;          59;34;          83;47;          30;17;         175;98;     490.8;          28.1;         171;2021;8;ALL
Ashburnham-Westminster - Overlook Middle School;06100305;SCI;          71;44;           8;5;          63;39;          83;52;           7;4;         161;98;     498.5;;;2021;8;ALL
Ashland - Ashland Middle;00140405;ELA;         123;59;          31;15;          92;44;          66;32;          20;10;         209;97;     504.7;          43.1;         199;2021;8;ALL
Ashland - Ashland Middle;00140405;MATH;          98;47;          13;6;          85;40;          88;42;          24;11;         210;97;     497.5;          29.8;         199;2021;8;ALL
Ashland - Ashland Middle;00140405;SCI;         112;58;          27;14;          85;44;          61;31;          21;11;         194;96;     503.5;;;2021;8;ALL
Athol-Royalston - Athol-Royalston Middle School;06150305;ELA;          28;26;           0;0;          28;26;          51;48;          27;25;         106;99;     484.8;          37.8;         106;2021;8;ALL
Athol-Royalston - Athol-Royalston Middle School;06150305;MATH;          30;29;           3;3;          27;26;          57;54;          18;17;         105;98;     488.0;          40.5;         103;2021;8;ALL
Athol-Royalston - Athol-Royalston Middle School;06150305;SCI;          19;25;           6;8;          13;17;          39;52;          17;23;          75;98;     488.6;;;2021;8;ALL
Atlantis Charter (District) - Atlantis Charter School;04910550;ELA;          47;43;           9;8;          38;35;          48;44;          15;14;         110;100;     497.4;          44.0;         104;2021;8;ALL
Atlantis Charter (District) - Atlantis Charter School;04910550;MATH;          43;39;           1;1;          42;38;          50;45;          17;15;         110;100;     492.7;          39.8;         104;2021;8;ALL
Atlantis Charter (District) - Atlantis Charter School;04910550;SCI;          31;37;           3;4;          28;33;          41;49;          12;14;          84;100;     490.9;;;2021;8;ALL
Attleboro - Cyril K. Brennan Middle School;00160315;ELA;          55;35;           7;4;          48;31;          71;46;          30;19;         156;98;     493.0;          39.6;         141;2021;8;ALL
Attleboro - Cyril K. Brennan Middle School;00160315;MATH;          35;23;           5;3;          30;19;          83;54;          37;24;         155;97;     486.0;          25.7;         140;2021;8;ALL
Attleboro - Cyril K. Brennan Middle School;00160315;SCI;          36;28;           5;4;          31;24;          63;49;          30;23;         129;96;     489.1;;;2021;8;ALL
Attleboro - Robert J. Coelho Middle School;00160305;ELA;          60;35;           6;3;          54;31;          80;46;          33;19;         173;100;     490.2;          31.8;         167;2021;8;ALL
Attleboro - Robert J. Coelho Middle School;00160305;MATH;          58;34;           5;3;          53;31;          85;49;          30;17;         173;100;     489.8;          26.1;         166;2021;8;ALL
Attleboro - Robert J. Coelho Middle School;00160305;SCI;          64;43;          14;9;          50;34;          73;49;          12;8;         149;99;     498.0;;;2021;8;ALL
Attleboro - Wamsutta Middle School;00160320;ELA;          49;38;           3;2;          46;35;          61;47;          20;15;         130;99;     491.9;          38.4;         124;2021;8;ALL
Attleboro - Wamsutta Middle School;00160320;MATH;          53;41;           3;2;          50;38;          59;45;          18;14;         130;99;     492.7;          30.7;         125;2021;8;ALL
Attleboro - Wamsutta Middle School;00160320;SCI;          38;37;           3;3;          35;34;          56;54;           9;9;         103;99;     495.1;;;2021;8;ALL
Auburn - Auburn Middle;00170305;ELA;          86;45;           9;5;          77;40;          86;45;          20;10;         192;97;     498.8;          29.4;         186;2021;8;ALL
Auburn - Auburn Middle;00170305;MATH;          80;42;           6;3;          74;39;          91;47;          21;11;         192;97;     496.1;          35.5;         186;2021;8;ALL
Auburn - Auburn Middle;00170305;SCI;          85;49;          18;10;          67;38;          75;43;          15;9;         175;97;     501.1;;;2021;8;ALL
Avon - Avon Middle High School;00180510;ELA;          32;55;           7;12;          25;43;          22;38;           4;7;          58;95;     504.1;          42.9;          51;2021;8;ALL
Avon - Avon Middle High School;00180510;MATH;          19;33;           1;2;          18;31;          30;52;           9;16;          58;95;     490.1;          36.0;          51;2021;8;ALL
Avon - Avon Middle High School;00180510;SCI;          16;33;           0;0;          16;33;          26;53;           7;14;          49;94;     490.0;;;2021;8;ALL
Ayer Shirley School District - Ayer Shirley Regional Middle School;06160305;ELA;          49;40;           3;2;          46;37;          56;46;          18;15;         123;93;     494.3;          40.5;         118;2021;8;ALL
Ayer Shirley School District - Ayer Shirley Regional Middle School;06160305;MATH;          30;24;           3;2;          27;22;          68;55;          25;20;         123;93;     487.0;          30.1;         119;2021;8;ALL
Ayer Shirley School District - Ayer Shirley Regional Middle School;06160305;SCI;          46;40;           7;6;          39;34;          58;50;          11;10;         115;92;     496.2;;;2021;8;ALL
Barnstable - Barnstable High;00200505;ELA;         125;37;           9;3;         116;35;         147;44;          64;19;         336;89;     491.7;          39.6;         309;2021;8;ALL
Barnstable - Barnstable High;00200505;MATH;          53;16;           0;0;          53;16;         200;59;          84;25;         337;89;     482.1;          21.0;         311;2021;8;ALL
Barnstable - Barnstable High;00200505;SCI;          83;30;          10;4;          73;26;         139;50;          54;20;         276;88;     489.6;;;2021;8;ALL
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School;35020405;ELA;          15;19;           1;1;          14;18;          33;43;          29;38;          77;97;     478.8;          23.5;          72;2021;8;ALL
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School;35020405;MATH;           4;5;           0;0;           4;5;          41;53;          32;42;          77;97;     471.1;          15.1;          72;2021;8;ALL
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School;35020405;SCI;           4;8;           0;0;           4;8;          31;58;          18;34;          53;98;     477.4;;;2021;8;ALL
Bedford - John Glenn Middle;00230305;ELA;         142;72;          41;21;         101;52;          49;25;           5;3;         196;98;     515.5;          44.4;         183;2021;8;ALL
Bedford - John Glenn Middle;00230305;MATH;         121;62;          15;8;         106;54;          71;36;           4;2;         196;98;     506.7;          36.2;         183;2021;8;ALL
Bedford - John Glenn Middle;00230305;SCI;         105;59;          30;17;          75;42;          67;38;           5;3;         177;98;     506.6;;;2021;8;ALL
Belchertown - Jabish Middle School;00240025;ELA;          60;37;          10;6;          50;31;          76;47;          27;17;         163;89;     494.3;          37.7;         156;2021;8;ALL
Belchertown - Jabish Middle School;00240025;MATH;          57;34;           3;2;          54;32;          84;50;          28;17;         169;92;     490.0;          28.9;         162;2021;8;ALL
Belchertown - Jabish Middle School;00240025;SCI;          62;45;          13;9;          49;36;          58;42;          18;13;         138;88;     496.9;;;2021;8;ALL
Bellingham - Bellingham High School;00250505;ELA;          51;33;           2;1;          49;32;          85;55;          19;12;         155;95;     492.8;          32.2;         151;2021;8;ALL
Bellingham - Bellingham High School;00250505;MATH;          30;19;           2;1;          28;18;         104;67;          21;14;         155;95;     485.7;          19.3;         151;2021;8;ALL
Bellingham - Bellingham High School;00250505;SCI;          62;41;           8;5;          54;36;          79;53;           9;6;         150;94;     497.9;;;2021;8;ALL
Belmont - Winthrop L Chenery Middle;00260305;ELA;         229;72;          58;18;         171;53;          74;23;          17;5;         320;97;     512.0;          41.3;         302;2021;8;ALL
Belmont - Winthrop L Chenery Middle;00260305;MATH;         189;59;          41;13;         148;46;         109;34;          22;7;         320;97;     505.2;          23.0;         302;2021;8;ALL
Belmont - Winthrop L Chenery Middle;00260305;SCI;         199;72;          71;26;         128;46;          68;24;          11;4;         278;98;     512.5;;;2021;8;ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School;04470205;ELA;          27;54;           3;6;          24;48;          22;44;           1;2;          50;96;     504.6;          33.5;          50;2021;8;ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School;04470205;MATH;          22;42;           6;12;          16;31;          28;54;           2;4;          52;100;     498.6;          22.4;          52;2021;8;ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School;04470205;SCI;          25;54;           6;13;          19;41;          21;46;           0;0;          46;100;     504.5;;;2021;8;ALL
Berkley - Berkley Middle School;00270305;ELA;          30;31;           4;4;          26;27;          61;64;           5;5;          96;100;     496.8;          31.3;          95;2021;8;ALL
Berkley - Berkley Middle School;00270305;MATH;          33;35;           2;2;          31;33;          57;60;           5;5;          95;99;     493.0;          26.1;          93;2021;8;ALL
Berkley - Berkley Middle School;00270305;SCI;          37;40;           3;3;          34;37;          52;57;           3;3;          92;99;     496.1;;;2021;8;ALL
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School;04140305;ELA;          25;40;           2;3;          23;37;          25;40;          13;21;          63;95;     490.4;          31.3;          59;2021;8;ALL
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School;04140305;MATH;          15;23;           1;2;          14;22;          35;55;          14;22;          64;97;     484.6;          20.1;          60;2021;8;ALL
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School;04140305;SCI;          19;40;           4;8;          15;31;          21;44;           8;17;          48;94;     495.9;;;2021;8;ALL
Berkshire Hills - W.E.B. Du Bois Regional Middle School;06180310;ELA;          35;38;           2;2;          33;36;          45;49;          12;13;          92;96;     494.0;          28.2;          79;2021;8;ALL
Berkshire Hills - W.E.B. Du Bois Regional Middle School;06180310;MATH;          22;24;           1;1;          21;23;          50;54;          20;22;          92;96;     486.2;          21.8;          79;2021;8;ALL
Berkshire Hills - W.E.B. Du Bois Regional Middle School;06180310;SCI;          31;36;           0;0;          31;36;          48;56;           7;8;          86;94;     495.4;;;2021;8;ALL
Berlin-Boylston - Tahanto Regional High;06200505;ELA;          40;56;           8;11;          32;44;          27;38;           5;7;          72;100;     503.2;          31.0;          70;2021;8;ALL
Berlin-Boylston - Tahanto Regional High;06200505;MATH;          28;39;           2;3;          26;37;          38;54;           5;7;          71;99;     495.9;          25.9;          69;2021;8;ALL
Berlin-Boylston - Tahanto Regional High;06200505;SCI;          46;67;          15;22;          31;45;          20;29;           3;4;          69;100;     509.0;;;2021;8;ALL
Beverly - Beverly Middle School;00300305;ELA;         110;34;          14;4;          96;29;         174;53;          42;13;         326;96;     494.8;          27.2;         314;2021;8;ALL
Beverly - Beverly Middle School;00300305;MATH;          99;30;           8;2;          91;28;         167;51;          63;19;         329;97;     489.9;          24.5;         316;2021;8;ALL
Beverly - Beverly Middle School;00300305;SCI;         104;35;          22;7;          82;28;         142;48;          48;16;         294;95;     493.5;;;2021;8;ALL
Billerica - Billerica Memorial High School;00310505;ELA;         118;30;           9;2;         109;28;         215;55;          56;14;         389;100;     490.3;          27.2;         373;2021;8;ALL
Billerica - Billerica Memorial High School;00310505;MATH;          64;16;           1;0;          63;16;         249;64;          75;19;         388;99;     483.2;          17.2;         373;2021;8;ALL
Billerica - Billerica Memorial High School;00310505;SCI;         141;41;          29;9;         112;33;         167;49;          33;10;         341;99;     497.3;;;2021;8;ALL
Blackstone-Millville - Frederick W. Hartnett Middle School;06220405;ELA;          60;43;           5;4;          55;39;          63;45;          17;12;         140;97;     495.2;          35.1;         134;2021;8;ALL
Blackstone-Millville - Frederick W. Hartnett Middle School;06220405;MATH;          42;30;           3;2;          39;28;          80;57;          18;13;         140;97;     490.7;          30.9;         134;2021;8;ALL
Blackstone-Millville - Frederick W. Hartnett Middle School;06220405;SCI;          35;34;           3;3;          32;31;          49;48;          19;18;         103;96;     490.3;;;2021;8;ALL
Boston - Boston Latin Academy;00350545;ELA;         147;63;          12;5;         135;57;          83;35;           5;2;         235;84;     505.6;          24.6;         197;2021;8;ALL
Boston - Boston Latin Academy;00350545;MATH;          95;39;           3;1;          92;38;         136;56;          10;4;         241;86;     495.6;          14.0;         204;2021;8;ALL
Boston - Boston Latin Academy;00350545;SCI;          33;44;           5;7;          28;37;          40;53;           2;3;          75;90;     500.2;;;2021;8;ALL
Boston - Boston Latin School;00350560;ELA;         281;78;          47;13;         234;65;          76;21;           2;1;         359;87;     514.5;          23.0;         260;2021;8;ALL
Boston - Boston Latin School;00350560;MATH;         238;66;          41;11;         197;55;         118;33;           4;1;         360;87;     508.7;          17.4;         261;2021;8;ALL
Boston - Boston Latin School;00350560;SCI;          98;67;          14;10;          84;57;          47;32;           2;1;         147;71;     506.2;;;2021;8;ALL
Boston - Condon K-8 School;00350146;ELA;           6;10;           1;2;           5;8;          33;54;          22;36;          61;82;     476.3;          38.0;          61;2021;8;ALL
Boston - Condon K-8 School;00350146;MATH;           6;9;           0;0;           6;9;          26;41;          32;50;          64;86;     472.4;          24.5;          63;2021;8;ALL
Boston - Condon K-8 School;00350146;SCI;           3;8;           0;0;           3;8;          19;50;          16;42;          38;74;     474.1;;;2021;8;ALL
Boston - Curley K-8 School;00350020;ELA;           7;10;           0;0;           7;10;          32;47;          29;43;          68;83;     474.5;          33.0;          57;2021;8;ALL
Boston - Curley K-8 School;00350020;MATH;           2;3;           0;0;           2;3;          30;45;          35;52;          67;83;     468.3;          27.7;          55;2021;8;ALL
Boston - Curley K-8 School;00350020;SCI;           1;2;           0;0;           1;2;          24;52;          21;46;          46;77;     471.4;;;2021;8;ALL
Boston - Dearborn 6-12 STEM Academy;00350074;ELA;          12;15;           2;3;          10;13;          41;52;          26;33;          79;94;     479.8;          30.0;          71;2021;8;ALL
Boston - Dearborn 6-12 STEM Academy;00350074;MATH;           4;5;           0;0;           4;5;          29;36;          47;59;          80;97;     466.2;          19.2;          69;2021;8;ALL
Boston - Dearborn 6-12 STEM Academy;00350074;SCI;           3;7;           0;0;           3;7;          18;42;          22;51;          43;89;     470.4;;;2021;8;ALL
Boston - Edison K-8 School;00350375;ELA;           2;4;           0;0;           2;4;          24;47;          25;49;          51;96;     469.6;          39.5;          44;2021;8;ALL
Boston - Edison K-8 School;00350375;MATH;           7;13;           0;0;           7;13;          24;46;          21;40;          52;95;     476.0;          43.5;          46;2021;8;ALL
Boston - Edison K-8 School;00350375;SCI;           3;7;           0;0;           3;7;          24;59;          14;34;          41;93;     474.9;;;2021;8;ALL
Boston - Edwards Middle School;00350430;ELA;          16;14;           0;0;          16;14;          41;37;          54;49;         111;98;     473.7;          31.1;         101;2021;8;ALL
Boston - Edwards Middle School;00350430;MATH;           6;5;           0;0;           6;5;          40;36;          64;58;         110;95;     467.5;          23.9;         101;2021;8;ALL
Boston - Edwards Middle School;00350430;SCI;           5;7;           0;0;           5;7;          32;44;          35;49;          72;91;     472.0;;;2021;8;ALL
Boston - Eliot K-8 Innovation School;00350096;ELA;           9;24;           1;3;           8;21;          18;47;          11;29;          38;83;     483.3;          39.9;          37;2021;8;ALL
Boston - Eliot K-8 Innovation School;00350096;MATH;          15;41;           0;0;          15;41;          15;41;           7;19;          37;81;     491.0;          57.3;          36;2021;8;ALL
Boston - Eliot K-8 Innovation School;00350096;SCI;           4;12;           0;0;           4;12;          16;47;          14;41;          34;76;     475.4;;;2021;8;ALL
Boston - Frederick Pilot Middle School;00350383;ELA;           7;6;           0;0;           7;6;          45;39;          62;54;         114;83;     470.1;          25.2;          82;2021;8;ALL
Boston - Frederick Pilot Middle School;00350383;MATH;           5;5;           0;0;           5;5;          50;45;          55;50;         110;78;     471.8;          23.2;          79;2021;8;ALL
Boston - Frederick Pilot Middle School;00350383;SCI;           3;4;           0;0;           3;4;          27;40;          37;55;          67;69;     471.7;;;2021;8;ALL
Boston - Gardner Pilot Academy;00350326;ELA;           7;21;           1;3;           6;18;          16;47;          11;32;          34;95;     481.6;          40.1;          31;2021;8;ALL
Boston - Gardner Pilot Academy;00350326;MATH;           2;6;           0;0;           2;6;          25;76;           6;18;          33;92;     477.1;          37.6;          30;2021;8;ALL
Boston - Gardner Pilot Academy;00350326;SCI;           3;10;           0;0;           3;10;          16;55;          10;34;          29;94;     475.7;;;2021;8;ALL
Boston - Greenwood Sarah K-8 School;00350308;ELA;           0;0;           0;0;           0;0;           8;40;          12;60;          20;77;     465.2;;          19;2021;8;ALL
Boston - Greenwood Sarah K-8 School;00350308;MATH;           0;0;           0;0;           0;0;           5;25;          15;75;          20;77;     458.6;;          19;2021;8;ALL
Boston - Greenwood Sarah K-8 School;00350308;SCI;           0;0;           0;0;           0;0;           5;36;           9;64;          14;68;     464.9;;;2021;8;ALL
Boston - Haley Pilot School;00350077;ELA;          11;26;           0;0;          11;26;          19;44;          13;30;          43;96;     484.6;          36.8;          42;2021;8;ALL
Boston - Haley Pilot School;00350077;MATH;           3;7;           0;0;           3;7;          27;63;          13;30;          43;96;     478.7;          40.4;          42;2021;8;ALL
Boston - Haley Pilot School;00350077;SCI;           5;17;           0;0;           5;17;          18;60;           7;23;          30;94;     482.8;;;2021;8;ALL
Boston - Henderson K-12 Inclusion School Upper;00350426;ELA;          14;23;           0;0;          14;23;          28;46;          19;31;          61;100;     482.6;          27.5;          54;2021;8;ALL
Boston - Henderson K-12 Inclusion School Upper;00350426;MATH;           7;11;           0;0;           7;11;          26;43;          28;46;          61;100;     474.8;          18.2;          54;2021;8;ALL
Boston - Henderson K-12 Inclusion School Upper;00350426;SCI;           3;9;           0;0;           3;9;          21;64;           9;27;          33;97;     483.6;;;2021;8;ALL
Boston - Hennigan K-8 School;00350153;ELA;          10;15;           0;0;          10;15;          27;40;          31;46;          68;100;     475.5;          39.9;          60;2021;8;ALL
Boston - Hennigan K-8 School;00350153;MATH;           6;9;           0;0;           6;9;          30;43;          33;48;          69;99;     472.0;          34.7;          62;2021;8;ALL
Boston - Hennigan K-8 School;00350153;SCI;           0;0;           0;0;           0;0;          18;50;          18;50;          36;97;     469.1;;;2021;8;ALL
Boston - Hernandez K-8 School;00350691;ELA;           7;39;           0;0;           7;39;           6;33;           5;28;          18;72;     488.1;;          18;2021;8;ALL
Boston - Hernandez K-8 School;00350691;MATH;           2;13;           0;0;           2;13;           7;44;           7;44;          16;64;     475.3;;          16;2021;8;ALL
Boston - Hernandez K-8 School;00350691;SCI;           4;27;           0;0;           4;27;           9;60;           2;13;          15;65;     487.4;;;2021;8;ALL
Boston - Higginson-Lewis K-8 School;00350377;ELA;           3;7;           0;0;           3;7;          14;33;          26;60;          43;96;     467.8;          45.2;          34;2021;8;ALL
Boston - Higginson-Lewis K-8 School;00350377;MATH;           1;2;           0;0;           1;2;          16;39;          24;59;          41;91;     465.2;          38.7;          32;2021;8;ALL
Boston - Higginson-Lewis K-8 School;00350377;SCI;           0;0;           0;0;           0;0;          10;43;          13;57;          23;83;     469.2;;;2021;8;ALL
Boston - Hurley K-8 School;00350182;ELA;           9;45;           0;0;           9;45;           9;45;           2;10;          20;100;     497.8;          47.5;          20;2021;8;ALL
Boston - Hurley K-8 School;00350182;MATH;           3;15;           0;0;           3;15;           9;45;           8;40;          20;100;     477.5;          13.9;          20;2021;8;ALL
Boston - Hurley K-8 School;00350182;SCI;           1;6;           0;0;           1;6;          11;61;           6;33;          18;100;     478.2;;;2021;8;ALL
Boston - Irving Middle School;00350445;ELA;           5;8;           0;0;           5;8;          36;56;          23;36;          64;87;     475.6;          36.7;          55;2021;8;ALL
Boston - Irving Middle School;00350445;MATH;           5;8;           0;0;           5;8;          27;42;          32;50;          64;87;     471.1;          30.7;          54;2021;8;ALL
Boston - Irving Middle School;00350445;SCI;           3;7;           0;0;           3;7;          22;50;          19;43;          44;82;     471.1;;;2021;8;ALL
Boston - Jackson-Mann K-8 School;00350013;ELA;           4;13;           0;0;           4;13;          16;52;          11;35;          31;94;     479.2;          31.3;          25;2021;8;ALL
Boston - Jackson-Mann K-8 School;00350013;MATH;           1;3;           0;0;           1;3;          11;34;          20;63;          32;97;     465.8;           9.7;          26;2021;8;ALL
Boston - Jackson-Mann K-8 School;00350013;SCI;           0;0;           0;0;           0;0;           8;50;           8;50;          16;100;     474.9;;;2021;8;ALL
Boston - Kilmer K-8 School;00350190;ELA;           8;31;           0;0;           8;31;          15;58;           3;12;          26;96;     491.4;          42.0;          21;2021;8;ALL
Boston - Kilmer K-8 School;00350190;MATH;           3;12;           0;0;           3;12;          15;58;           8;31;          26;96;     478.2;          20.8;          21;2021;8;ALL
Boston - Kilmer K-8 School;00350190;SCI;           4;19;           1;5;           3;14;          14;67;           3;14;          21;100;     485.7;;;2021;8;ALL
Boston - King K-8 School;00350376;ELA;           5;20;           0;0;           5;20;          10;40;          10;40;          25;65;     474.6;          37.3;          20;2021;8;ALL
Boston - King K-8 School;00350376;MATH;          12;46;           0;0;          12;46;           9;35;           5;19;          26;68;     492.7;          65.4;          23;2021;8;ALL
