School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Part. Rate %;Avg. Scaled Score;SGP;Included In SGP;Ach. PCTL;year;grade;student_group
Community Day Charter Public School - Gateway (District) - Community Day Charter Public School - Gateway;04260205;SCI;          30;43;           5;7;          25;36;          24;34;          16;23;          70;100;     492.2;;;78;2022;ALL;hispanic/latino
Community Day Charter Public School - R. Kingman Webster (District) - Community Day Charter Public School - R. Kingman Webster;04310205;ELA;         100;46;          13;6;          87;40;          93;43;          25;11;         218;100;     497.4;          52.8;         176;86;2022;ALL;hispanic/latino
Community Day Charter Public School - R. Kingman Webster (District) - Community Day Charter Public School - R. Kingman Webster;04310205;MATH;          93;43;          10;5;          83;38;          96;44;          29;13;         218;100;     495.2;          44.2;         176;83;2022;ALL;hispanic/latino
Community Day Charter Public School - R. Kingman Webster (District) - Community Day Charter Public School - R. Kingman Webster;04310205;SCI;          22;33;           1;2;          21;32;          36;55;           8;12;          66;100;     493.0;;;80;2022;ALL;hispanic/latino
Concord - Alcott;00670005;ELA;          10;53;           3;16;           7;37;           8;42;           1;5;          19;100;     503.5;;          11;94;2022;ALL;hispanic/latino
Concord - Alcott;00670005;MATH;          12;67;           3;17;           9;50;           4;22;           2;11;          18;100;     506.8;;          11;97;2022;ALL;hispanic/latino
Concord - Concord Middle;00670305;ELA;          21;40;           6;12;          15;29;          27;52;           4;8;          52;98;     497.9;          44.2;          50;87;2022;ALL;hispanic/latino
Concord - Concord Middle;00670305;MATH;          21;40;           1;2;          20;38;          25;48;           6;12;          52;98;     493.2;          24.5;          51;80;2022;ALL;hispanic/latino
Concord - Concord Middle;00670305;SCI;          12;63;           1;5;          11;58;           6;32;           1;5;          19;100;     505.1;;;97;2022;ALL;hispanic/latino
Concord - Thoreau;00670020;ELA;           9;56;           2;13;           7;44;           7;44;           0;0;          16;100;     507.4;;          13;97;2022;ALL;hispanic/latino
Concord - Thoreau;00670020;MATH;          11;69;           1;6;          10;63;           5;31;           0;0;          16;100;     507.1;;          13;98;2022;ALL;hispanic/latino
Conservatory Lab Charter (District) - Conservatory Lab Charter School;04390050;ELA;          42;39;           1;1;          41;38;          51;48;          14;13;         107;74;     493.6;          54.9;          83;76;2022;ALL;hispanic/latino
Conservatory Lab Charter (District) - Conservatory Lab Charter School;04390050;MATH;          20;19;           0;0;          20;19;          61;58;          25;24;         106;99;     481.9;          48.0;          82;40;2022;ALL;hispanic/latino
Conservatory Lab Charter (District) - Conservatory Lab Charter School;04390050;SCI;           8;28;           0;0;           8;28;          19;66;           2;7;          29;100;     489.8;;;72;2022;ALL;hispanic/latino
Danvers - Great Oak;00710015;ELA;           3;23;           0;0;           3;23;           8;62;           2;15;          13;100;     489.9;;           7;64;2022;ALL;hispanic/latino
Danvers - Great Oak;00710015;MATH;           5;38;           1;8;           4;31;           6;46;           2;15;          13;100;     493.2;;           7;80;2022;ALL;hispanic/latino
Danvers - Highlands;00710010;ELA;           3;19;           0;0;           3;19;          11;69;           2;13;          16;100;     486.0;;          10;49;2022;ALL;hispanic/latino
Danvers - Highlands;00710010;MATH;           3;19;           0;0;           3;19;           7;44;           6;38;          16;100;     479.9;;          10;32;2022;ALL;hispanic/latino
Danvers - Holten Richmond Middle School;00710305;ELA;          24;29;           3;4;          21;26;          37;45;          21;26;          82;100;     485.9;          43.2;          73;49;2022;ALL;hispanic/latino
Danvers - Holten Richmond Middle School;00710305;MATH;          12;15;           1;1;          11;13;          48;59;          22;27;          82;100;     482.3;          36.4;          71;42;2022;ALL;hispanic/latino
Danvers - Holten Richmond Middle School;00710305;SCI;           8;36;           0;0;           8;36;          11;50;           3;14;          22;100;     489.5;;;71;2022;ALL;hispanic/latino
Danvers - Ivan G Smith;00710032;ELA;           7;54;           1;8;           6;46;           4;31;           2;15;          13;100;     497.1;;           7;86;2022;ALL;hispanic/latino
Danvers - Ivan G Smith;00710032;MATH;           5;42;           1;8;           4;33;           4;33;           3;25;          12;92;     492.5;;           7;78;2022;ALL;hispanic/latino
Danvers - Riverside;00710030;ELA;           5;25;           0;0;           5;25;           7;35;           8;40;          20;95;     485.7;;           9;48;2022;ALL;hispanic/latino
Danvers - Riverside;00710030;MATH;           2;10;           0;0;           2;10;           8;40;          10;50;          20;95;     476.4;;           9;19;2022;ALL;hispanic/latino
Danvers - Willis E Thorpe;00710045;ELA;           4;31;           1;8;           3;23;           8;62;           1;8;          13;100;     498.8;;           8;89;2022;ALL;hispanic/latino
Danvers - Willis E Thorpe;00710045;MATH;           3;23;           0;0;           3;23;           9;69;           1;8;          13;100;     496.6;;           8;87;2022;ALL;hispanic/latino
Dartmouth - Dartmouth Middle;00720050;ELA;          21;45;           5;11;          16;34;          22;47;           4;9;          47;100;     498.0;          50.8;          42;87;2022;ALL;hispanic/latino
Dartmouth - Dartmouth Middle;00720050;MATH;          20;43;           1;2;          19;40;          25;53;           2;4;          47;100;     497.1;          60.8;          42;88;2022;ALL;hispanic/latino
Dartmouth - Dartmouth Middle;00720050;SCI;           2;13;           0;0;           2;13;          13;81;           1;6;          16;100;     491.4;;;76;2022;ALL;hispanic/latino
Dartmouth - James M. Quinn School;00720040;ELA;           3;21;           0;0;           3;21;           9;64;           2;14;          14;100;     490.0;;           5;65;2022;ALL;hispanic/latino
Dartmouth - James M. Quinn School;00720040;MATH;           6;43;           0;0;           6;43;           5;36;           3;21;          14;100;     496.5;;           5;87;2022;ALL;hispanic/latino
Dartmouth - Joseph Demello;00720015;ELA;           3;27;           1;9;           2;18;           7;64;           1;9;          11;100;     490.3;;           8;66;2022;ALL;hispanic/latino
Dartmouth - Joseph Demello;00720015;MATH;           3;27;           1;9;           2;18;           7;64;           1;9;          11;100;     489.9;;           8;71;2022;ALL;hispanic/latino
Dedham - Avery;00730010;ELA;          15;31;           0;0;          15;31;          24;49;          10;20;          49;100;     488.7;          32.4;          33;60;2022;ALL;hispanic/latino
Dedham - Avery;00730010;MATH;          10;20;           1;2;           9;18;          28;57;          11;22;          49;100;     486.3;          47.6;          33;58;2022;ALL;hispanic/latino
Dedham - Avery;00730010;SCI;           7;39;           0;0;           7;39;           7;39;           4;22;          18;100;     490.1;;;73;2022;ALL;hispanic/latino
Dedham - Dedham Middle School;00730305;ELA;          27;29;           3;3;          24;26;          45;49;          20;22;          92;99;     486.3;          48.7;          91;50;2022;ALL;hispanic/latino
Dedham - Dedham Middle School;00730305;MATH;          19;21;           1;1;          18;20;          52;57;          21;23;          92;99;     486.7;          47.7;          92;59;2022;ALL;hispanic/latino
Dedham - Dedham Middle School;00730305;SCI;           7;27;           0;0;           7;27;          10;38;           9;35;          26;100;     482.3;;;49;2022;ALL;hispanic/latino
Dedham - Greenlodge;00730025;ELA;           2;12;           2;12;           0;0;          11;65;           4;24;          17;95;     491.8;;           8;71;2022;ALL;hispanic/latino
Dedham - Greenlodge;00730025;MATH;           3;18;           1;6;           2;12;           9;53;           5;29;          17;94;     486.4;;           8;58;2022;ALL;hispanic/latino
Dedham - Oakdale;00730030;ELA;           2;13;           0;0;           2;13;          12;75;           2;13;          16;100;     487.3;;          12;54;2022;ALL;hispanic/latino
Dedham - Oakdale;00730030;MATH;           1;6;           0;0;           1;6;          13;81;           2;13;          16;100;     485.0;;          12;53;2022;ALL;hispanic/latino
Dedham - Riverdale;00730045;ELA;           5;31;           0;0;           5;31;           8;50;           3;19;          16;100;     488.6;;          13;59;2022;ALL;hispanic/latino
Dedham - Riverdale;00730045;MATH;           5;31;           0;0;           5;31;           9;56;           2;13;          16;100;     491.9;;          13;76;2022;ALL;hispanic/latino
Dennis-Yarmouth - Dennis-Yarmouth Regional High;06450505;ELA;          10;29;           2;6;           8;23;          16;46;           9;26;          35;97;     484.5;          46.1;          34;43;2022;ALL;hispanic/latino
Dennis-Yarmouth - Dennis-Yarmouth Regional High;06450505;MATH;           6;17;           1;3;           5;14;          21;60;           8;23;          35;100;     485.7;          55.3;          34;56;2022;ALL;hispanic/latino
Dennis-Yarmouth - Dennis-Yarmouth Regional High;06450505;SCI;           9;26;           1;3;           8;23;          17;49;           9;26;          35;100;     486.2;;;61;2022;ALL;hispanic/latino
Dennis-Yarmouth - Ezra H Baker Innovation School;06450005;ELA;           4;36;           0;0;           4;36;           3;27;           4;36;          11;85;     490.3;;;66;2022;ALL;hispanic/latino
Dennis-Yarmouth - Ezra H Baker Innovation School;06450005;MATH;           3;27;           0;0;           3;27;           6;55;           2;18;          11;100;     488.6;;;65;2022;ALL;hispanic/latino
Dennis-Yarmouth - Mattacheese Middle School;06450305;ELA;          13;34;           2;5;          11;29;          16;42;           9;24;          38;100;     490.5;          58.9;          36;66;2022;ALL;hispanic/latino
Dennis-Yarmouth - Mattacheese Middle School;06450305;MATH;           9;24;           1;3;           8;21;          15;39;          14;37;          38;100;     481.8;          44.3;          36;39;2022;ALL;hispanic/latino
Dennis-Yarmouth - Nathaniel H. Wixon School;06450050;ELA;           2;5;           0;0;           2;5;          25;63;          13;33;          40;91;     477.9;          40.6;          39;15;2022;ALL;hispanic/latino
Dennis-Yarmouth - Nathaniel H. Wixon School;06450050;MATH;           4;10;           0;0;           4;10;          20;48;          18;43;          42;100;     477.4;          36.2;          40;22;2022;ALL;hispanic/latino
Dennis-Yarmouth - Nathaniel H. Wixon School;06450050;SCI;           4;18;           0;0;           4;18;          11;50;           7;32;          22;100;     478.2;;;31;2022;ALL;hispanic/latino
Dennis-Yarmouth - Station Avenue Elementary;06450025;ELA;           2;17;           0;0;           2;17;           6;50;           4;33;          12;100;     477.6;;;13;2022;ALL;hispanic/latino
Dennis-Yarmouth - Station Avenue Elementary;06450025;MATH;           4;33;           0;0;           4;33;           4;33;           4;33;          12;100;     484.3;;;51;2022;ALL;hispanic/latino
Dighton-Rehoboth - Dighton Middle School;06500305;ELA;           8;42;           1;5;           7;37;          11;58;           0;0;          19;100;     496.7;;          17;85;2022;ALL;hispanic/latino
Dighton-Rehoboth - Dighton Middle School;06500305;MATH;           4;21;           0;0;           4;21;          12;63;           3;16;          19;100;     488.0;;          17;64;2022;ALL;hispanic/latino
Dighton-Rehoboth - Dighton Middle School;06500305;SCI;           3;30;           0;0;           3;30;           5;50;           2;20;          10;100;     491.2;;;75;2022;ALL;hispanic/latino
Dighton-Rehoboth - Dorothy L Beckwith;06500310;ELA;           3;19;           0;0;           3;19;           9;56;           4;25;          16;94;     485.1;;          11;46;2022;ALL;hispanic/latino
Dighton-Rehoboth - Dorothy L Beckwith;06500310;MATH;           3;19;           0;0;           3;19;           9;56;           4;25;          16;94;     483.6;;          11;48;2022;ALL;hispanic/latino
Dighton-Rehoboth - Palmer River;06500010;ELA;           6;46;           0;0;           6;46;           6;46;           1;8;          13;100;     499.2;;           4;89;2022;ALL;hispanic/latino
Dighton-Rehoboth - Palmer River;06500010;MATH;           5;38;           0;0;           5;38;           6;46;           2;15;          13;100;     488.9;;           4;67;2022;ALL;hispanic/latino
Douglas - Douglas Elementary School;00770015;ELA;          10;63;           0;0;          10;63;           6;38;           0;0;          16;100;     500.4;;          10;91;2022;ALL;hispanic/latino
Douglas - Douglas Elementary School;00770015;MATH;           8;50;           0;0;           8;50;           6;38;           2;13;          16;100;     493.9;;          10;81;2022;ALL;hispanic/latino
Douglas - Douglas Middle School;00770305;ELA;           6;43;           1;7;           5;36;           5;36;           3;21;          14;94;     494.1;;          14;78;2022;ALL;hispanic/latino
Douglas - Douglas Middle School;00770305;MATH;           8;53;           0;0;           8;53;           5;33;           2;13;          15;100;     497.3;;          14;88;2022;ALL;hispanic/latino
Dover-Sherborn - Dover-Sherborn Regional Middle School;06550405;ELA;          26;74;           7;20;          19;54;           8;23;           1;3;          35;97;     512.4;          57.5;          29;99;2022;ALL;hispanic/latino
Dover-Sherborn - Dover-Sherborn Regional Middle School;06550405;MATH;          21;62;           5;15;          16;47;          10;29;           3;9;          34;95;     506.6;          48.9;          27;97;2022;ALL;hispanic/latino
Dover-Sherborn - Dover-Sherborn Regional Middle School;06550405;SCI;           7;50;           3;21;           4;29;           6;43;           1;7;          14;88;     505.4;;;97;2022;ALL;hispanic/latino
Dracut - Brookside Elementary;00790035;ELA;          12;46;           2;8;          10;38;          10;38;           4;15;          26;100;     493.2;;          12;75;2022;ALL;hispanic/latino
Dracut - Brookside Elementary;00790035;MATH;           7;27;           0;0;           7;27;          13;50;           6;23;          26;100;     484.5;;          13;52;2022;ALL;hispanic/latino
Dracut - George H. Englesby Elementary School;00790045;ELA;          21;42;           1;2;          20;40;          24;48;           5;10;          50;100;     493.7;          58.3;          32;76;2022;ALL;hispanic/latino
Dracut - George H. Englesby Elementary School;00790045;MATH;          20;40;           3;6;          17;34;          21;42;           9;18;          50;100;     492.3;          51.8;          32;78;2022;ALL;hispanic/latino
Dracut - George H. Englesby Elementary School;00790045;SCI;           7;39;           1;6;           6;33;           7;39;           4;22;          18;100;     492.7;;;80;2022;ALL;hispanic/latino
Dracut - Greenmont Avenue;00790030;ELA;           5;38;           0;0;           5;38;           7;54;           1;8;          13;100;     496.8;;           8;85;2022;ALL;hispanic/latino
Dracut - Greenmont Avenue;00790030;MATH;           3;23;           1;8;           2;15;           8;62;           2;15;          13;100;     493.0;;           8;79;2022;ALL;hispanic/latino
Dracut - Joseph A Campbell Elementary;00790020;ELA;           2;11;           0;0;           2;11;          12;63;           5;26;          19;96;     482.3;;           9;34;2022;ALL;hispanic/latino
Dracut - Joseph A Campbell Elementary;00790020;MATH;           1;5;           0;0;           1;5;          15;75;           4;20;          20;100;     477.2;;          10;21;2022;ALL;hispanic/latino
Dracut - Justus C. Richardson Middle School;00790410;ELA;          32;27;           2;2;          30;25;          53;45;          34;29;         119;98;     486.3;          42.4;         113;50;2022;ALL;hispanic/latino
Dracut - Justus C. Richardson Middle School;00790410;MATH;          25;21;           2;2;          23;19;          76;63;          19;16;         120;99;     488.1;          53.1;         114;64;2022;ALL;hispanic/latino
Dracut - Justus C. Richardson Middle School;00790410;SCI;          10;28;           0;0;          10;28;          24;67;           2;6;          36;98;     490.7;;;74;2022;ALL;hispanic/latino
Dudley Street Neighborhood Charter School (District) - Dudley Street Neighborhood Charter School;04070405;ELA;           8;21;           0;0;           8;21;          22;58;           8;21;          38;88;     484.1;          42.7;          23;41;2022;ALL;hispanic/latino
Dudley Street Neighborhood Charter School (District) - Dudley Street Neighborhood Charter School;04070405;MATH;           8;21;           0;0;           8;21;          19;49;          12;31;          39;98;     481.0;          41.0;          25;36;2022;ALL;hispanic/latino
Dudley Street Neighborhood Charter School (District) - Dudley Street Neighborhood Charter School;04070405;SCI;           2;18;           0;0;           2;18;           8;73;           1;9;          11;100;     489.5;;;71;2022;ALL;hispanic/latino
Dudley-Charlton Reg - Charlton Middle School;06580310;ELA;          15;38;           1;3;          14;35;          17;43;           8;20;          40;100;     491.6;          46.4;          36;71;2022;ALL;hispanic/latino
Dudley-Charlton Reg - Charlton Middle School;06580310;MATH;           8;20;           0;0;           8;20;          28;70;           4;10;          40;100;     486.5;          40.1;          36;58;2022;ALL;hispanic/latino
Dudley-Charlton Reg - Charlton Middle School;06580310;SCI;           4;22;           1;6;           3;17;          12;67;           2;11;          18;100;     491.3;;;76;2022;ALL;hispanic/latino
Dudley-Charlton Reg - Dudley Elementary;06580005;ELA;           8;28;           1;3;           7;24;          15;52;           6;21;          29;100;     488.0;;          15;57;2022;ALL;hispanic/latino
Dudley-Charlton Reg - Dudley Elementary;06580005;MATH;           9;31;           1;3;           8;28;          15;52;           5;17;          29;100;     490.5;;          15;73;2022;ALL;hispanic/latino
Dudley-Charlton Reg - Dudley Middle School;06580305;ELA;          19;31;           0;0;          19;31;          28;46;          14;23;          61;97;     487.5;          45.3;          58;55;2022;ALL;hispanic/latino
Dudley-Charlton Reg - Dudley Middle School;06580305;MATH;          11;18;           0;0;          11;18;          35;58;          14;23;          60;97;     483.4;          44.2;          57;47;2022;ALL;hispanic/latino
Dudley-Charlton Reg - Dudley Middle School;06580305;SCI;           6;21;           0;0;           6;21;          17;61;           5;18;          28;97;     486.2;;;62;2022;ALL;hispanic/latino
Dudley-Charlton Reg - Heritage School;06580030;ELA;           9;31;           0;0;           9;31;          11;38;           9;31;          29;100;     490.3;;          10;66;2022;ALL;hispanic/latino
Dudley-Charlton Reg - Heritage School;06580030;MATH;           9;31;           0;0;           9;31;          10;34;          10;34;          29;100;     486.8;;          10;60;2022;ALL;hispanic/latino
Duxbury - Alden School;00820004;ELA;          11;65;           2;12;           9;53;           5;29;           1;6;          17;100;     503.7;;           9;94;2022;ALL;hispanic/latino
Duxbury - Alden School;00820004;MATH;           8;47;           1;6;           7;41;           8;47;           1;6;          17;100;     502.8;;           9;94;2022;ALL;hispanic/latino
Duxbury - Duxbury Middle;00820305;ELA;          10;53;           2;11;           8;42;           5;26;           4;21;          19;95;     498.4;;          19;88;2022;ALL;hispanic/latino
Duxbury - Duxbury Middle;00820305;MATH;          10;50;           2;10;           8;40;           8;40;           2;10;          20;100;     500.8;          49.5;          20;92;2022;ALL;hispanic/latino
East Bridgewater - East Bridgewater JR./SR. High School;00830505;ELA;           6;46;           0;0;           6;46;           4;31;           3;23;          13;94;     488.7;;          13;60;2022;ALL;hispanic/latino
East Bridgewater - East Bridgewater JR./SR. High School;00830505;MATH;           3;21;           0;0;           3;21;           6;43;           5;36;          14;100;     483.6;;          14;48;2022;ALL;hispanic/latino
East Bridgewater - Gordon W. Mitchell School;00830010;ELA;          11;34;           0;0;          11;34;          14;44;           7;22;          32;98;     486.7;          37.6;          25;52;2022;ALL;hispanic/latino
East Bridgewater - Gordon W. Mitchell School;00830010;MATH;           8;25;           1;3;           7;22;          16;50;           8;25;          32;100;     485.5;          29.6;          25;55;2022;ALL;hispanic/latino
East Longmeadow - Birchland Park;00870305;ELA;          34;55;           4;6;          30;48;          26;42;           2;3;          62;100;     501.3;          59.5;          60;92;2022;ALL;hispanic/latino
East Longmeadow - Birchland Park;00870305;MATH;          19;31;           1;2;          18;29;          39;63;           4;6;          62;100;     492.7;          55.2;          60;78;2022;ALL;hispanic/latino
East Longmeadow - Birchland Park;00870305;SCI;           6;60;           0;0;           6;60;           4;40;           0;0;          10;100;     502.5;;;94;2022;ALL;hispanic/latino
East Longmeadow - Mapleshade;00870010;ELA;          13;35;           1;3;          12;32;          15;41;           9;24;          37;100;     491.0;          47.2;          24;68;2022;ALL;hispanic/latino
East Longmeadow - Mapleshade;00870010;MATH;           9;24;           0;0;           9;24;          21;57;           7;19;          37;100;     486.0;          47.8;          24;56;2022;ALL;hispanic/latino
East Longmeadow - Mapleshade;00870010;SCI;           7;50;           0;0;           7;50;           6;43;           1;7;          14;100;     501.8;;;94;2022;ALL;hispanic/latino
East Longmeadow - Mountain View;00870015;ELA;           7;30;           0;0;           7;30;          15;65;           1;4;          23;100;     488.7;;          14;60;2022;ALL;hispanic/latino
East Longmeadow - Mountain View;00870015;MATH;           6;26;           0;0;           6;26;          13;57;           4;17;          23;100;     488.5;;          14;65;2022;ALL;hispanic/latino
Easthampton - Neil A Pepin;00860020;ELA;           2;11;           0;0;           2;11;          10;56;           6;33;          18;100;     480.8;;           9;27;2022;ALL;hispanic/latino
Easthampton - Neil A Pepin;00860020;MATH;           2;12;           0;0;           2;12;           3;18;          12;71;          17;95;     464.9;;           8;2;2022;ALL;hispanic/latino
Easthampton - White Brook Middle School;00860305;ELA;          15;21;           0;0;          15;21;          32;44;          26;36;          73;99;     479.7;          50.1;          64;22;2022;ALL;hispanic/latino
Easthampton - White Brook Middle School;00860305;MATH;          13;19;           0;0;          13;19;          39;56;          18;26;          70;99;     481.2;          55.3;          61;37;2022;ALL;hispanic/latino
Easthampton - White Brook Middle School;00860305;SCI;           4;13;           0;0;           4;13;          15;50;          11;37;          30;94;     481.8;;;47;2022;ALL;hispanic/latino
Easton - Easton Middle School;00880405;ELA;          26;50;           0;0;          26;50;          20;38;           6;12;          52;100;     496.6;          59.7;          47;84;2022;ALL;hispanic/latino
Easton - Easton Middle School;00880405;MATH;          23;44;           2;4;          21;40;          23;44;           6;12;          52;100;     495.0;          53.5;          47;83;2022;ALL;hispanic/latino
Easton - Easton Middle School;00880405;SCI;           4;27;           1;7;           3;20;           9;60;           2;13;          15;94;     494.1;;;83;2022;ALL;hispanic/latino
Easton - Richardson Olmsted School;00880025;ELA;          30;48;           0;0;          30;48;          27;43;           6;10;          63;100;     495.3;          44.5;          45;81;2022;ALL;hispanic/latino
Easton - Richardson Olmsted School;00880025;MATH;          26;42;           2;3;          24;39;          32;52;           4;6;          62;99;     498.0;          53.9;          44;89;2022;ALL;hispanic/latino
Easton - Richardson Olmsted School;00880025;SCI;          16;62;           4;15;          12;46;           5;19;           5;19;          26;96;     501.4;;;93;2022;ALL;hispanic/latino
Edgartown - Edgartown Elementary;00890005;ELA;          12;24;           0;0;          12;24;          25;51;          12;24;          49;97;     486.1;          39.0;          41;42;2022;ALL;hispanic/latino
Edgartown - Edgartown Elementary;00890005;MATH;          12;24;           2;4;          10;20;          29;57;          10;20;          51;100;     487.9;          53.4;          42;59;2022;ALL;hispanic/latino
Edgartown - Edgartown Elementary;00890005;SCI;           8;42;           1;5;           7;37;           8;42;           3;16;          19;100;     495.8;;;83;2022;ALL;hispanic/latino
Everett - George Keverian School;00930028;ELA;          80;20;           2;1;          78;20;         196;50;         118;30;         394;100;     481.1;          43.0;         279;28;2022;ALL;hispanic/latino
Everett - George Keverian School;00930028;MATH;          79;20;           4;1;          75;19;         211;53;         105;27;         395;100;     483.0;          46.5;         270;45;2022;ALL;hispanic/latino
Everett - George Keverian School;00930028;SCI;          35;24;           3;2;          32;22;          59;40;          54;36;         148;100;     479.8;;;37;2022;ALL;hispanic/latino
Everett - Lafayette School;00930038;ELA;          58;19;           4;1;          54;18;         139;46;         106;35;         303;100;     481.4;          50.4;         225;30;2022;ALL;hispanic/latino
Everett - Lafayette School;00930038;MATH;          58;19;           2;1;          56;19;         156;52;          85;28;         299;99;     482.8;          50.8;         226;44;2022;ALL;hispanic/latino
Everett - Lafayette School;00930038;SCI;          18;18;           0;0;          18;18;          50;50;          33;33;         101;98;     476.5;;;24;2022;ALL;hispanic/latino
Everett - Madeline English School;00930018;ELA;          42;16;           4;2;          38;15;         145;56;          71;28;         258;100;     481.2;          44.5;         208;28;2022;ALL;hispanic/latino
Everett - Madeline English School;00930018;MATH;          58;22;           5;2;          53;21;         128;50;          72;28;         258;100;     482.5;          51.9;         209;43;2022;ALL;hispanic/latino
Everett - Madeline English School;00930018;SCI;          14;16;           1;1;          13;15;          50;57;          24;27;          88;100;     482.2;;;48;2022;ALL;hispanic/latino
Everett - Parlin School;00930058;ELA;          56;13;           2;0;          54;13;         200;48;         162;39;         418;100;     476.7;          42.9;         320;11;2022;ALL;hispanic/latino
Everett - Parlin School;00930058;MATH;          58;14;           4;1;          54;13;         227;54;         132;32;         417;100;     479.3;          53.4;         325;30;2022;ALL;hispanic/latino
Everett - Parlin School;00930058;SCI;          19;14;           0;0;          19;14;          69;49;          52;37;         140;100;     475.5;;;20;2022;ALL;hispanic/latino
Everett - Sumner G. Whittier School;00930010;ELA;          47;18;           2;1;          45;17;         139;52;          79;30;         265;100;     481.4;          49.4;         205;30;2022;ALL;hispanic/latino
Everett - Sumner G. Whittier School;00930010;MATH;          64;24;           3;1;          61;23;         135;51;          67;25;         266;100;     484.2;          46.8;         206;50;2022;ALL;hispanic/latino
Everett - Sumner G. Whittier School;00930010;SCI;          16;18;           0;0;          16;18;          50;57;          22;25;          88;100;     480.7;;;41;2022;ALL;hispanic/latino
Everett - Webster School;00930015;ELA;          32;39;           0;0;          32;39;          37;45;          14;17;          83;100;     495.8;          69.3;          29;82;2022;ALL;hispanic/latino
Everett - Webster School;00930015;MATH;          29;35;           5;6;          24;29;          40;48;          14;17;          83;100;     494.3;          73.5;          29;82;2022;ALL;hispanic/latino
Everett - Webster School;00930015;SCI;          11;44;           2;8;           9;36;          11;44;           3;12;          25;100;     502.9;;;95;2022;ALL;hispanic/latino
Excel Academy Charter (District) - Excel Academy Charter School;04100205;ELA;         221;43;          41;8;         180;35;         211;41;          88;17;         520;100;     495.1;          62.2;         484;80;2022;ALL;hispanic/latino
Excel Academy Charter (District) - Excel Academy Charter School;04100205;MATH;         148;28;          11;2;         137;26;         269;52;         103;20;         520;100;     488.2;          54.5;         478;64;2022;ALL;hispanic/latino
Excel Academy Charter (District) - Excel Academy Charter School;04100205;SCI;          92;37;          10;4;          82;33;         116;46;          43;17;         251;100;     491.4;;;75;2022;ALL;hispanic/latino
Fairhaven - Hastings Middle;00940305;ELA;           9;31;           1;3;           8;28;          13;45;           7;24;          29;97;     486.7;          33.8;          23;52;2022;ALL;hispanic/latino
Fairhaven - Hastings Middle;00940305;MATH;          10;36;           0;0;          10;36;          12;43;           6;21;          28;93;     490.5;          48.4;          23;73;2022;ALL;hispanic/latino
Fairhaven - Hastings Middle;00940305;SCI;           3;27;           0;0;           3;27;           6;55;           2;18;          11;85;     492.4;;;79;2022;ALL;hispanic/latino
Fall River - Carlton M. Viveiros Elementary School;00950009;ELA;          18;16;           0;0;          18;16;          51;46;          43;38;         112;100;     477.5;          40.3;          72;13;2022;ALL;hispanic/latino
Fall River - Carlton M. Viveiros Elementary School;00950009;MATH;          27;24;           0;0;          27;24;          36;32;          48;43;         111;100;     475.6;          50.4;          71;16;2022;ALL;hispanic/latino
Fall River - Carlton M. Viveiros Elementary School;00950009;SCI;           8;21;           0;0;           8;21;          15;39;          15;39;          38;100;     477.3;;;27;2022;ALL;hispanic/latino
Fall River - Henry Lord Community School;00950017;ELA;          17;11;           0;0;          17;11;          70;46;          65;43;         152;98;     478.5;          44.3;         110;18;2022;ALL;hispanic/latino
Fall River - Henry Lord Community School;00950017;MATH;          23;15;           3;2;          20;13;          85;56;          45;29;         153;99;     481.9;          51.4;         110;40;2022;ALL;hispanic/latino
Fall River - Henry Lord Community School;00950017;SCI;           5;9;           0;0;           5;9;          18;34;          30;57;          53;100;     469.2;;;6;2022;ALL;hispanic/latino
Fall River - James Tansey;00950140;ELA;           7;35;           0;0;           7;35;          12;60;           1;5;          20;100;     491.4;;           8;70;2022;ALL;hispanic/latino
Fall River - James Tansey;00950140;MATH;          12;60;           0;0;          12;60;           5;25;           3;15;          20;100;     496.1;;           8;86;2022;ALL;hispanic/latino
Fall River - John J Doran;00950045;ELA;          20;22;           0;0;          20;22;          49;54;          22;24;          91;100;     483.0;          50.0;          67;37;2022;ALL;hispanic/latino
Fall River - John J Doran;00950045;MATH;          11;14;           0;0;          11;14;          44;54;          26;32;          81;100;     478.6;          44.3;          57;27;2022;ALL;hispanic/latino
Fall River - John J Doran;00950045;SCI;           3;9;           0;0;           3;9;          18;55;          12;36;          33;97;     475.2;;;19;2022;ALL;hispanic/latino
Fall River - Letourneau Elementary School;00950013;ELA;          13;15;           3;3;          10;12;          44;51;          29;34;          86;100;     480.3;          53.2;          54;25;2022;ALL;hispanic/latino
Fall River - Letourneau Elementary School;00950013;MATH;          10;12;           0;0;          10;12;          50;59;          25;29;          85;100;     477.5;          47.3;          54;22;2022;ALL;hispanic/latino
Fall River - Letourneau Elementary School;00950013;SCI;           5;14;           1;3;           4;11;          18;50;          13;36;          36;100;     477.5;;;28;2022;ALL;hispanic/latino
Fall River - Mary Fonseca Elementary School;00950011;ELA;          20;16;           0;0;          20;16;          65;52;          39;31;         124;99;     480.3;          42.8;          82;25;2022;ALL;hispanic/latino
Fall River - Mary Fonseca Elementary School;00950011;MATH;          18;15;           0;0;          18;15;          62;50;          44;35;         124;99;     477.6;          43.6;          82;23;2022;ALL;hispanic/latino
Fall River - Mary Fonseca Elementary School;00950011;SCI;           9;20;           0;0;           9;20;          22;50;          13;30;          44;100;     480.8;;;42;2022;ALL;hispanic/latino
