School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Part. Rate %;Avg. Scaled Score;SGP;Included In SGP;year;grade;student_group
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell;35030205;MATH;          19;58;           3;9;          16;48;          10;30;           4;12;          33;97;     498.8;          40.2;          24;2021;10;ALL
Community Charter School of Cambridge (District) - Community Charter School of Cambridge;04360305;ELA;          26;79;           5;15;          21;64;           5;15;           2;6;          33;92;     511.8;          47.9;          31;2021;10;ALL
Community Charter School of Cambridge (District) - Community Charter School of Cambridge;04360305;MATH;          22;67;           2;6;          20;61;          10;30;           1;3;          33;92;     504.6;          33.6;          31;2021;10;ALL
Concord-Carlisle - Concord Carlisle High;06400505;ELA;         307;91;         141;42;         166;49;          25;7;           4;1;         336;97;     524.8;          63.3;         290;2021;10;ALL
Concord-Carlisle - Concord Carlisle High;06400505;MATH;         281;83;         106;31;         175;52;          52;15;           4;1;         337;97;     519.8;          55.3;         292;2021;10;ALL
Danvers - Danvers High;00710505;ELA;         131;66;          21;11;         110;56;          60;30;           7;4;         198;99;     507.4;          61.6;         193;2021;10;ALL
Danvers - Danvers High;00710505;MATH;          83;42;           8;4;          75;38;          89;45;          25;13;         197;98;     494.6;          36.0;         191;2021;10;ALL
Dartmouth - Dartmouth High;00720505;ELA;         163;74;          55;25;         108;49;          50;23;           6;3;         219;94;     514.2;          51.7;         190;2021;10;ALL
Dartmouth - Dartmouth High;00720505;MATH;         136;62;          17;8;         119;54;          72;33;          11;5;         219;94;     504.6;          25.8;         191;2021;10;ALL
Dedham - Dedham High;00730505;ELA;         117;73;          27;17;          90;56;          36;23;           7;4;         160;99;     511.8;          61.4;         149;2021;10;ALL
Dedham - Dedham High;00730505;MATH;         110;69;          22;14;          88;55;          40;25;          10;6;         160;99;     508.5;          53.2;         149;2021;10;ALL
Dennis-Yarmouth - Dennis-Yarmouth Regional High;06450505;ELA;          88;61;          21;14;          67;46;          45;31;          12;8;         145;92;     505.0;          55.9;         130;2021;10;ALL
Dennis-Yarmouth - Dennis-Yarmouth Regional High;06450505;MATH;          81;56;          10;7;          71;49;          48;33;          16;11;         145;92;     500.4;          47.2;         131;2021;10;ALL
Dighton-Rehoboth - Dighton-Rehoboth Regional High School;06500505;ELA;         101;86;          37;31;          64;54;          14;12;           3;3;         118;70;     519.2;          59.7;         115;2021;10;ALL
Dighton-Rehoboth - Dighton-Rehoboth Regional High School;06500505;MATH;          76;66;           7;6;          69;59;          34;29;           6;5;         116;69;     504.1;          28.2;         112;2021;10;ALL
Douglas - Douglas High School;00770505;ELA;          55;74;          13;18;          42;57;          14;19;           5;7;          74;100;     512.7;          56.8;          69;2021;10;ALL
Douglas - Douglas High School;00770505;MATH;          36;49;           5;7;          31;42;          29;39;           9;12;          74;100;     498.9;          41.6;          69;2021;10;ALL
Dover-Sherborn - Dover-Sherborn Regional High;06550505;ELA;         145;96;          72;48;          73;48;           6;4;           0;0;         151;97;     527.4;          57.9;         141;2021;10;ALL
Dover-Sherborn - Dover-Sherborn Regional High;06550505;MATH;         141;93;          54;36;          87;58;           9;6;           1;1;         151;97;     523.3;          60.8;         142;2021;10;ALL
Dracut - Dracut Senior High;00790505;ELA;         107;64;          22;13;          85;51;          46;28;          13;8;         166;82;     506.9;          42.9;         151;2021;10;ALL
Dracut - Dracut Senior High;00790505;MATH;          94;56;          14;8;          80;48;          57;34;          17;10;         168;83;     502.0;          32.8;         154;2021;10;ALL
Dudley-Charlton Reg - Shepherd Hill Regional High;06580505;ELA;         119;64;          24;13;          95;51;          56;30;          11;6;         186;89;     507.5;          48.6;         174;2021;10;ALL
Dudley-Charlton Reg - Shepherd Hill Regional High;06580505;MATH;         114;61;          17;9;          97;52;          57;31;          15;8;         186;89;     502.7;          40.1;         174;2021;10;ALL
Duxbury - Duxbury High;00820505;ELA;         209;90;          71;30;         138;59;          23;10;           1;0;         233;97;     520.9;          60.3;         218;2021;10;ALL
Duxbury - Duxbury High;00820505;MATH;         192;82;          29;12;         163;70;          42;18;           0;0;         234;98;     513.7;          58.3;         220;2021;10;ALL
East Bridgewater - East Bridgewater JR./SR. High School;00830505;ELA;          93;62;          16;11;          77;51;          49;33;           8;5;         150;95;     505.2;          41.6;         146;2021;10;ALL
East Bridgewater - East Bridgewater JR./SR. High School;00830505;MATH;          67;44;          10;7;          57;38;          75;49;          10;7;         152;96;     497.6;          33.2;         148;2021;10;ALL
East Longmeadow - East Longmeadow High;00870505;ELA;         140;67;          37;18;         103;49;          63;30;           7;3;         210;98;     510.5;          47.9;         198;2021;10;ALL
East Longmeadow - East Longmeadow High;00870505;MATH;          96;45;          20;9;          76;36;          99;47;          16;8;         211;98;     500.1;          29.6;         201;2021;10;ALL
Easthampton - Easthampton High;00860505;ELA;          54;62;          15;17;          39;45;          28;32;           5;6;          87;92;     506.4;          60.1;          84;2021;10;ALL
Easthampton - Easthampton High;00860505;MATH;          43;50;           4;5;          39;45;          38;44;           5;6;          86;91;     500.3;          29.9;          83;2021;10;ALL
Easton - Oliver Ames High;00880505;ELA;         200;73;          70;26;         130;48;          62;23;          11;4;         273;99;     513.3;          52.9;         259;2021;10;ALL
Easton - Oliver Ames High;00880505;MATH;         187;69;          42;15;         145;53;          77;28;           8;3;         272;99;     509.3;          32.2;         256;2021;10;ALL
Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District) - Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School;04520505;ELA;          46;45;           4;4;          42;41;          51;50;           6;6;         103;97;     496.7;          49.4;          91;2021;10;ALL
Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District) - Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School;04520505;MATH;          24;24;           0;0;          24;24;          53;52;          25;25;         102;96;     483.1;          29.0;          91;2021;10;ALL
Essex North Shore Agricultural and Technical School District - Essex North Shore Agricultural and Technical School;08170505;ELA;         336;84;         104;26;         232;58;          62;16;           2;1;         400;98;     517.5;          64.5;         365;2021;10;ALL
Essex North Shore Agricultural and Technical School District - Essex North Shore Agricultural and Technical School;08170505;MATH;         225;56;          10;3;         215;54;         163;41;          12;3;         400;98;     500.9;          31.8;         364;2021;10;ALL
Everett - Everett High;00930505;ELA;         184;42;          27;6;         157;36;         179;41;          74;17;         437;93;     494.3;          48.5;         365;2021;10;ALL
Everett - Everett High;00930505;MATH;         101;23;           7;2;          94;22;         236;55;          95;22;         432;92;     484.8;          24.4;         361;2021;10;ALL
Excel Academy Charter (District) - Excel Academy Charter School;04100205;ELA;          98;64;           8;5;          90;59;          46;30;           8;5;         152;88;     503.7;          38.3;         149;2021;10;ALL
Excel Academy Charter (District) - Excel Academy Charter School;04100205;MATH;          81;52;           2;1;          79;51;          66;42;           9;6;         156;90;     498.5;          23.0;         153;2021;10;ALL
Fairhaven - Fairhaven High;00940505;ELA;         104;63;          19;12;          85;52;          54;33;           7;4;         165;97;     505.9;          51.4;         161;2021;10;ALL
Fairhaven - Fairhaven High;00940505;MATH;          87;53;          17;10;          70;43;          63;39;          13;8;         163;95;     501.1;          37.9;         158;2021;10;ALL
Fall River - B M C Durfee High;00950505;ELA;         163;34;          26;5;         137;29;         189;39;         128;27;         480;90;     488.7;          40.5;         414;2021;10;ALL
Fall River - B M C Durfee High;00950505;MATH;          91;19;           9;2;          82;17;         223;47;         162;34;         476;89;     481.1;          23.3;         410;2021;10;ALL
Falmouth - Falmouth High;00960505;ELA;         150;79;          48;25;         102;54;          32;17;           8;4;         190;92;     516.6;          52.5;         179;2021;10;ALL
Falmouth - Falmouth High;00960505;MATH;         118;63;          22;12;          96;51;          62;33;           8;4;         188;91;     506.5;          23.3;         176;2021;10;ALL
Fitchburg - Fitchburg High;00970505;ELA;         125;42;          21;7;         104;35;         113;38;          61;20;         299;88;     494.2;          42.1;         262;2021;10;ALL
Fitchburg - Fitchburg High;00970505;MATH;          75;25;           9;3;          66;22;         155;52;          67;23;         297;87;     487.5;          30.8;         262;2021;10;ALL
Four Rivers Charter Public (District) - Four Rivers Charter Public School;04130505;ELA;          29;78;           9;24;          20;54;           7;19;           1;3;          37;100;     517.1;          59.2;          34;2021;10;ALL
Four Rivers Charter Public (District) - Four Rivers Charter Public School;04130505;MATH;          26;70;           3;8;          23;62;           9;24;           2;5;          37;100;     505.8;          43.6;          34;2021;10;ALL
Foxborough - Foxborough High;00990505;ELA;         124;70;          42;24;          82;46;          42;24;          11;6;         177;97;     512.1;          54.9;         168;2021;10;ALL
Foxborough - Foxborough High;00990505;MATH;         127;72;          29;16;          98;55;          37;21;          13;7;         177;97;     508.8;          36.4;         168;2021;10;ALL
Foxborough Regional Charter (District) - Foxborough Regional Charter School;04460550;ELA;          59;69;          15;17;          44;51;          25;29;           2;2;          86;92;     510.3;          61.5;          86;2021;10;ALL
Foxborough Regional Charter (District) - Foxborough Regional Charter School;04460550;MATH;          42;49;           5;6;          37;44;          36;42;           7;8;          85;91;     499.6;          39.5;          85;2021;10;ALL
Framingham - Framingham High School;01000515;ELA;         291;68;          91;21;         200;47;         106;25;          29;7;         426;72;     510.9;          59.4;         380;2021;10;ALL
Framingham - Framingham High School;01000515;MATH;         238;59;          47;12;         191;47;         133;33;          33;8;         404;68;     504.3;          36.5;         365;2021;10;ALL
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School;04780505;ELA;          60;90;          19;28;          41;61;           7;10;           0;0;          67;100;     521.1;          64.0;          64;2021;10;ALL
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School;04780505;MATH;          44;66;           5;7;          39;58;          22;33;           1;1;          67;100;     507.5;          30.9;          65;2021;10;ALL
Franklin - Franklin High;01010505;ELA;         325;81;         133;33;         192;48;          72;18;           6;1;         403;95;     518.7;          58.6;         390;2021;10;ALL
Franklin - Franklin High;01010505;MATH;         267;66;          64;16;         203;50;         127;32;           9;2;         403;95;     509.5;          33.4;         390;2021;10;ALL
Franklin County Regional Vocational Technical - Franklin County Technical;08180605;ELA;          40;29;           1;1;          39;28;          79;58;          18;13;         137;96;     491.2;          46.2;         122;2021;10;ALL
Franklin County Regional Vocational Technical - Franklin County Technical;08180605;MATH;          32;23;           0;0;          32;23;          73;53;          32;23;         137;96;     484.5;          24.8;         122;2021;10;ALL
Freetown-Lakeville - Apponequet Regional High;06650505;ELA;         142;77;          56;30;          86;47;          35;19;           7;4;         184;98;     517.3;          66.9;         168;2021;10;ALL
Freetown-Lakeville - Apponequet Regional High;06650505;MATH;         122;66;          28;15;          94;51;          52;28;          10;5;         184;98;     508.8;          47.3;         167;2021;10;ALL
Frontier - Frontier Regional;06700505;ELA;          71;79;          18;20;          53;59;          17;19;           2;2;          90;94;     513.5;          64.1;          79;2021;10;ALL
Frontier - Frontier Regional;06700505;MATH;          58;64;           7;8;          51;57;          28;31;           4;4;          90;94;     505.4;          36.9;          79;2021;10;ALL
Gardner - Gardner High;01030505;ELA;          39;45;           8;9;          31;36;          41;48;           6;7;          86;92;     499.2;          61.4;          76;2021;10;ALL
Gardner - Gardner High;01030505;MATH;          24;28;           2;2;          22;26;          42;49;          20;23;          86;91;     486.5;          33.6;          77;2021;10;ALL
Gateway - Gateway Regional High;06720505;ELA;          33;72;          12;26;          21;46;          11;24;           2;4;          46;100;     511.6;          62.5;          45;2021;10;ALL
Gateway - Gateway Regional High;06720505;MATH;          21;46;           0;0;          21;46;          20;43;           5;11;          46;100;     494.1;          36.0;          45;2021;10;ALL
Georgetown - Georgetown High School;01050505;ELA;          61;75;          17;21;          44;54;          17;21;           3;4;          81;99;     512.8;          51.6;          78;2021;10;ALL
Georgetown - Georgetown High School;01050505;MATH;          46;57;           4;5;          42;52;          29;36;           6;7;          81;99;     502.3;          46.7;          78;2021;10;ALL
Gill-Montague - Turners Fall High;06740505;ELA;          16;52;           4;13;          12;39;          11;35;           4;13;          31;82;     501.7;          51.9;          29;2021;10;ALL
Gill-Montague - Turners Fall High;06740505;MATH;          13;43;           0;0;          13;43;          14;47;           3;10;          30;79;     495.3;          26.9;          28;2021;10;ALL
Global Learning Charter Public (District) - Global Learning Charter Public School;04960305;ELA;          25;57;           4;9;          21;48;          15;34;           4;9;          44;96;     500.8;          55.6;          42;2021;10;ALL
Global Learning Charter Public (District) - Global Learning Charter Public School;04960305;MATH;          19;43;           5;11;          14;32;          15;34;          10;23;          44;96;     495.5;          35.9;          43;2021;10;ALL
Gloucester - Gloucester High;01070505;ELA;          97;65;          27;18;          70;47;          39;26;          13;9;         149;83;     507.0;          58.2;         141;2021;10;ALL
Gloucester - Gloucester High;01070505;MATH;          76;51;          20;14;          56;38;          56;38;          16;11;         148;82;     501.7;          47.1;         140;2021;10;ALL
Grafton - Grafton High School;01100505;ELA;         168;76;          62;28;         106;48;          43;20;           9;4;         220;96;     515.1;          50.8;         216;2021;10;ALL
Grafton - Grafton High School;01100505;MATH;         152;71;          34;16;         118;55;          54;25;           9;4;         215;94;     509.7;          36.2;         211;2021;10;ALL
Granby - Granby Jr Sr High School;01110505;ELA;          33;59;           5;9;          28;50;          18;32;           5;9;          56;98;     503.3;          60.1;          53;2021;10;ALL
Granby - Granby Jr Sr High School;01110505;MATH;          28;50;           2;4;          26;46;          22;39;           6;11;          56;98;     497.5;          40.2;          53;2021;10;ALL
Greater Commonwealth Virtual District - Greater Commonwealth Virtual School;39010900;ELA;          27;60;           3;7;          24;53;          13;29;           5;11;          45;47;     501.2;          31.9;          22;2021;10;ALL
Greater Commonwealth Virtual District - Greater Commonwealth Virtual School;39010900;MATH;          17;40;           2;5;          15;35;          19;44;           7;16;          43;45;     491.9;          30.7;          21;2021;10;ALL
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High;08210605;ELA;         228;64;          44;12;         184;52;         116;33;          12;3;         356;98;     506.4;          58.9;         306;2021;10;ALL
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High;08210605;MATH;         156;44;           8;2;         148;42;         176;49;          24;7;         356;98;     496.0;          28.7;         306;2021;10;ALL
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical;08230605;ELA;         215;52;          21;5;         194;47;         172;41;          29;7;         416;98;     500.0;          54.1;         387;2021;10;ALL
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical;08230605;MATH;         120;29;           6;1;         114;27;         253;61;          43;10;         416;98;     490.6;          21.2;         386;2021;10;ALL
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical;08280605;ELA;         205;48;          21;5;         184;43;         181;42;          45;10;         431;75;     498.7;          45.0;         389;2021;10;ALL
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical;08280605;MATH;         137;32;          10;2;         127;30;         220;52;          70;16;         427;74;     491.3;          25.7;         387;2021;10;ALL
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical;08250605;ELA;         252;50;          30;6;         222;44;         217;43;          34;7;         503;97;     499.7;          49.6;         433;2021;10;ALL
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical;08250605;MATH;         191;38;           9;2;         182;36;         281;56;          31;6;         503;97;     494.9;          43.5;         434;2021;10;ALL
Greenfield - Greenfield High;01140505;ELA;          30;39;           4;5;          26;34;          27;36;          19;25;          76;95;     491.5;          33.1;          69;2021;10;ALL
Greenfield - Greenfield High;01140505;MATH;          31;41;           3;4;          28;37;          25;33;          19;25;          75;95;     489.4;          28.2;          68;2021;10;ALL
Groton-Dunstable - Groton Dunstable Regional;06730505;ELA;         131;81;          35;22;          96;59;          26;16;           5;3;         162;98;     515.5;          63.9;         148;2021;10;ALL
Groton-Dunstable - Groton Dunstable Regional;06730505;MATH;         132;81;          52;32;          80;49;          25;15;           5;3;         162;98;     519.8;          56.1;         150;2021;10;ALL
Hadley - Hopkins Academy;01170505;ELA;          26;72;           7;19;          19;53;           8;22;           2;6;          36;95;     509.9;          53.1;          35;2021;10;ALL
Hadley - Hopkins Academy;01170505;MATH;          14;40;           0;0;          14;40;          17;49;           4;11;          35;92;     495.1;          43.0;          34;2021;10;ALL
Hamilton-Wenham - Hamilton-Wenham Regional High;06750505;ELA;         110;89;          50;41;          60;49;          13;11;           0;0;         123;96;     525.8;          58.4;         105;2021;10;ALL
Hamilton-Wenham - Hamilton-Wenham Regional High;06750505;MATH;          94;76;          34;28;          60;49;          26;21;           3;2;         123;96;     515.1;          48.6;         105;2021;10;ALL
Hampden Charter School of Science East (District) - Hampden Charter School of Science East;04990305;ELA;          45;56;          11;14;          34;42;          31;38;           5;6;          81;93;     504.5;          49.0;          72;2021;10;ALL
Hampden Charter School of Science East (District) - Hampden Charter School of Science East;04990305;MATH;          41;51;           9;11;          32;40;          33;41;           6;8;          80;93;     502.4;          39.5;          72;2021;10;ALL
Hampden Charter School of Science West (District) - Hampden Charter School of Science West;35160305;ELA;          18;51;           1;3;          17;49;          13;37;           4;11;          35;90;     498.5;          44.6;          30;2021;10;ALL
Hampden Charter School of Science West (District) - Hampden Charter School of Science West;35160305;MATH;          15;43;           1;3;          14;40;          17;49;           3;9;          35;90;     494.0;          35.2;          30;2021;10;ALL
Hampden-Wilbraham - Minnechaug Regional High;06800505;ELA;         162;71;          40;17;         122;53;          63;28;           4;2;         229;97;     510.8;          47.5;         210;2021;10;ALL
Hampden-Wilbraham - Minnechaug Regional High;06800505;MATH;         158;69;          25;11;         133;58;          61;27;          10;4;         229;97;     508.6;          50.2;         209;2021;10;ALL
Hampshire - Hampshire Regional High;06830505;ELA;          69;70;          16;16;          53;54;          26;27;           3;3;          98;97;     509.0;          51.3;          92;2021;10;ALL
Hampshire - Hampshire Regional High;06830505;MATH;          60;61;          11;11;          49;50;          33;34;           5;5;          98;97;     504.5;          40.2;          92;2021;10;ALL
Hanover - Hanover High;01220505;ELA;         142;83;          35;20;         107;63;          28;16;           1;1;         171;99;     515.7;          57.0;         166;2021;10;ALL
Hanover - Hanover High;01220505;MATH;         120;71;          23;14;          97;58;          44;26;           4;2;         168;97;     510.1;          42.4;         163;2021;10;ALL
Harvard - Bromfield;01250505;ELA;          66;94;          46;66;          20;29;           3;4;           1;1;          70;100;     532.5;          63.2;          66;2021;10;ALL
Harvard - Bromfield;01250505;MATH;          64;91;          33;47;          31;44;           5;7;           1;1;          70;100;     525.4;          61.4;          67;2021;10;ALL
Hatfield - Smith Academy;01270505;ELA;          20;83;           5;21;          15;63;           4;17;           0;0;          24;96;     516.1;          77.9;          22;2021;10;ALL
Hatfield - Smith Academy;01270505;MATH;          14;58;           0;0;          14;58;           8;33;           2;8;          24;96;     501.0;          38.1;          22;2021;10;ALL
Haverhill - Haverhill High;01280505;ELA;         184;51;          43;12;         141;39;         122;34;          52;15;         358;87;     498.9;          46.2;         304;2021;10;ALL
Haverhill - Haverhill High;01280505;MATH;         127;36;          15;4;         112;32;         159;45;          65;19;         351;84;     491.6;          27.8;         296;2021;10;ALL
Hingham - Hingham High;01310505;ELA;         295;91;         138;43;         157;49;          27;8;           1;0;         323;98;     527.0;          63.9;         306;2021;10;ALL
Hingham - Hingham High;01310505;MATH;         263;82;          64;20;         199;62;          55;17;           3;1;         321;98;     515.5;          55.6;         306;2021;10;ALL
Holbrook - Holbrook Middle High School;01330505;ELA;          46;56;          10;12;          36;44;          29;35;           7;9;          82;100;     502.0;          48.8;          65;2021;10;ALL
Holbrook - Holbrook Middle High School;01330505;MATH;          29;35;           2;2;          27;33;          46;56;           7;9;          82;100;     494.4;          33.8;          65;2021;10;ALL
Holliston - Holliston High;01360505;ELA;         168;89;          66;35;         102;54;          20;11;           1;1;         189;97;     522.0;          62.3;         184;2021;10;ALL
Holliston - Holliston High;01360505;MATH;         162;86;          45;24;         117;62;          23;12;           3;2;         188;96;     518.5;          49.0;         182;2021;10;ALL
Holyoke - Holyoke High;01370505;ELA;          94;35;          10;4;          84;31;         115;42;          63;23;         272;82;     489.1;          48.1;         236;2021;10;ALL
Holyoke - Holyoke High;01370505;MATH;          34;13;           0;0;          34;13;         155;57;          81;30;         270;82;     478.5;          26.4;         233;2021;10;ALL
Hoosac Valley Regional - Hoosac Valley High School;06030505;ELA;          29;62;          10;21;          19;40;          15;32;           3;6;          47;92;     507.3;          46.6;          44;2021;10;ALL
Hoosac Valley Regional - Hoosac Valley High School;06030505;MATH;          17;38;           2;4;          15;33;          22;49;           6;13;          45;88;     493.8;          31.5;          43;2021;10;ALL
Hopedale - Hopedale Jr Sr High;01380505;ELA;          46;69;          14;21;          32;48;          16;24;           5;7;          67;100;     510.2;          51.5;          61;2021;10;ALL
Hopedale - Hopedale Jr Sr High;01380505;MATH;          40;62;           9;14;          31;48;          18;28;           7;11;          65;97;     505.0;          37.4;          59;2021;10;ALL
Hopkinton - Hopkinton High;01390505;ELA;         267;89;          99;33;         168;56;          34;11;           0;0;         301;97;     520.9;          58.3;         283;2021;10;ALL
Hopkinton - Hopkinton High;01390505;MATH;         252;84;         101;34;         151;50;          48;16;           1;0;         301;97;     519.0;          35.6;         284;2021;10;ALL
Hudson - Hudson High;01410505;ELA;         105;64;          33;20;          72;44;          41;25;          17;10;         163;98;     508.4;          50.8;         147;2021;10;ALL
Hudson - Hudson High;01410505;MATH;          82;51;          18;11;          64;40;          59;37;          20;12;         161;96;     498.5;          37.3;         145;2021;10;ALL
Hull - Hull High;01420505;ELA;          47;78;          21;35;          26;43;          10;17;           3;5;          60;97;     516.7;          60.5;          55;2021;10;ALL
Hull - Hull High;01420505;MATH;          42;72;           5;9;          37;64;          14;24;           2;3;          58;94;     508.0;          35.9;          55;2021;10;ALL
Innovation Academy Charter (District) - Innovation Academy Charter School;04350305;ELA;          60;70;          13;15;          47;55;          22;26;           4;5;          86;93;     509.7;          55.1;          77;2021;10;ALL
Innovation Academy Charter (District) - Innovation Academy Charter School;04350305;MATH;          53;62;          12;14;          41;48;          25;29;           8;9;          86;93;     504.3;          40.4;          77;2021;10;ALL
Ipswich - Ipswich High;01440505;ELA;         105;88;          48;40;          57;48;          14;12;           1;1;         120;100;     524.1;          59.6;         118;2021;10;ALL
Ipswich - Ipswich High;01440505;MATH;          85;71;          24;20;          61;51;          30;25;           5;4;         120;100;     511.1;          33.3;         118;2021;10;ALL
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School;04290010;ELA;          36;40;           5;6;          31;34;          44;49;          10;11;          90;74;     495.3;          27.9;          86;2021;10;ALL
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School;04290010;MATH;          37;39;           4;4;          33;35;          38;40;          20;21;          95;78;     493.5;          21.0;          87;2021;10;ALL
King Philip - King Philip Regional High;06900505;ELA;         214;84;          81;32;         133;52;          38;15;           4;2;         256;96;     519.9;          64.7;         245;2021;10;ALL
King Philip - King Philip Regional High;06900505;MATH;         175;69;          30;12;         145;57;          72;28;           8;3;         255;96;     508.7;          42.2;         243;2021;10;ALL
Lawrence - Lawrence High School;01490515;ELA;         132;30;          17;4;         115;26;         172;39;         138;31;         442;56;     485.2;          37.8;         343;2021;10;ALL
Lawrence - Lawrence High School;01490515;MATH;          90;21;           3;1;          87;20;         212;49;         132;30;         434;55;     481.5;          19.3;         336;2021;10;ALL
Lee - Lee Middle/High School;01500505;ELA;          42;70;           8;13;          34;57;          15;25;           3;5;          60;98;     506.1;          44.7;          50;2021;10;ALL
Lee - Lee Middle/High School;01500505;MATH;          30;50;           4;7;          26;43;          23;38;           7;12;          60;98;     497.6;          33.5;          50;2021;10;ALL
Leicester - Leicester High;01510505;ELA;          48;56;          13;15;          35;41;          31;36;           7;8;          86;93;     504.2;          59.6;          82;2021;10;ALL
Leicester - Leicester High;01510505;MATH;          43;51;           4;5;          39;46;          30;36;          11;13;          84;90;     498.7;          40.6;          80;2021;10;ALL
Lenox - Lenox Memorial High;01520505;ELA;          55;87;          26;41;          29;46;           8;13;           0;0;          63;97;     521.1;          64.3;          60;2021;10;ALL
Lenox - Lenox Memorial High;01520505;MATH;          41;65;          10;16;          31;49;          19;30;           3;5;          63;97;     508.9;          30.8;          60;2021;10;ALL
Leominster - Center For Technical Education Innovation;01530605;ELA;          63;40;           9;6;          54;34;          71;45;          24;15;         158;99;     496.4;          47.7;         141;2021;10;ALL
Leominster - Center For Technical Education Innovation;01530605;MATH;          54;34;           6;4;          48;31;          76;48;          27;17;         157;98;     492.8;          24.3;         140;2021;10;ALL
Leominster - Leominster High School;01530505;ELA;         161;57;          32;11;         129;45;          95;33;          28;10;         284;98;     501.4;          45.9;         249;2021;10;ALL
Leominster - Leominster High School;01530505;MATH;         140;51;          15;5;         125;45;          96;35;          39;14;         275;95;     497.4;          27.4;         245;2021;10;ALL
Lexington - Lexington High;01550505;ELA;         539;93;         261;45;         278;48;          35;6;           7;1;         581;98;     526.5;          52.1;         530;2021;10;ALL
Lexington - Lexington High;01550505;MATH;         527;91;         289;50;         238;41;          46;8;           7;1;         580;98;     528.4;          44.0;         529;2021;10;ALL
Lincoln-Sudbury - Lincoln-Sudbury Regional High;06950505;ELA;         291;84;         115;33;         176;51;          43;12;          11;3;         345;93;     519.8;          54.7;         317;2021;10;ALL
Lincoln-Sudbury - Lincoln-Sudbury Regional High;06950505;MATH;         289;84;         109;32;         180;52;          43;12;          13;4;         345;93;     518.8;          61.5;         316;2021;10;ALL
Littleton - Littleton High School;01580505;ELA;          90;84;          28;26;          62;58;          17;16;           0;0;         107;98;     516.4;          41.6;         104;2021;10;ALL
Littleton - Littleton High School;01580505;MATH;          88;82;          24;22;          64;60;          18;17;           1;1;         107;98;     517.4;          50.7;         104;2021;10;ALL
Longmeadow - Longmeadow High;01590505;ELA;         155;80;          48;25;         107;55;          37;19;           1;1;         193;90;     516.9;          43.1;         173;2021;10;ALL
Longmeadow - Longmeadow High;01590505;MATH;         150;77;          43;22;         107;55;          41;21;           3;2;         194;90;     515.3;          38.6;         174;2021;10;ALL
Lowell - Lowell High;01600505;ELA;         252;50;          44;9;         208;41;         167;33;          87;17;         506;84;     497.8;          43.5;         426;2021;10;ALL
Lowell - Lowell High;01600505;MATH;         209;40;          35;7;         174;34;         201;39;         107;21;         517;86;     493.5;          28.0;         430;2021;10;ALL
Lowell - The Career Academy;01600515;ELA;           1;8;           0;0;           1;8;           5;38;           7;54;          13;65;     467.1;;          12;2021;10;ALL
Lowell - The Career Academy;01600515;MATH;           0;0;           0;0;           0;0;           5;38;           8;62;          13;65;     463.5;;          12;2021;10;ALL
Ludlow - Ludlow Senior High;01610505;ELA;         146;72;          47;23;          99;49;          51;25;           5;2;         202;97;     513.1;          73.9;         183;2021;10;ALL
Ludlow - Ludlow Senior High;01610505;MATH;         113;56;          30;15;          83;41;          76;38;          12;6;         201;96;     504.5;          47.0;         181;2021;10;ALL
Lunenburg - Lunenburg High;01620505;ELA;          89;84;          26;25;          63;59;          17;16;           0;0;         106;98;     517.8;          62.2;         103;2021;10;ALL
Lunenburg - Lunenburg High;01620505;MATH;          83;78;          17;16;          66;62;          22;21;           1;1;         106;98;     512.3;          45.4;         103;2021;10;ALL
Lynn - Classical High;01630505;ELA;         149;36;          28;7;         121;30;         116;28;         144;35;         409;94;     485.6;          47.6;         294;2021;10;ALL
Lynn - Classical High;01630505;MATH;          97;24;           4;1;          93;23;         151;37;         156;39;         404;93;     479.1;          24.9;         292;2021;10;ALL
Lynn - Fecteau-Leary Junior/Senior High School;01630525;ELA;           2;11;           0;0;           2;11;          10;56;           6;33;          18;91;     478.8;;          13;2021;10;ALL
Lynn - Fecteau-Leary Junior/Senior High School;01630525;MATH;           0;0;           0;0;           0;0;           6;40;           9;60;          15;76;     465.0;;          12;2021;10;ALL
Lynn - Lynn English High;01630510;ELA;         130;32;          27;7;         103;25;         133;32;         147;36;         410;84;     483.6;          41.2;         282;2021;10;ALL
