School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Part. Rate %;Avg. Scaled Score;SGP;Included In SGP;Ach. PCTL;year;grade;student_group
Easton - Richardson Olmsted School;00880025;MATH;          28;17;           2;1;          26;16;          96;57;          43;26;         167;100;     484.7;          48.5;         113;77;2022;ALL;students with disabilities
Easton - Richardson Olmsted School;00880025;SCI;          16;27;           0;0;          16;27;          31;52;          13;22;          60;98;     488.0;;;81;2022;ALL;students with disabilities
Edgartown - Edgartown Elementary;00890005;ELA;          19;28;           0;0;          19;28;          27;39;          23;33;          69;96;     480.2;          39.5;          55;61;2022;ALL;students with disabilities
Edgartown - Edgartown Elementary;00890005;MATH;           8;12;           2;3;           6;9;          40;58;          21;30;          69;96;     478.5;          44.8;          53;59;2022;ALL;students with disabilities
Edgartown - Edgartown Elementary;00890005;SCI;          11;46;           3;13;           8;33;           7;29;           6;25;          24;96;     491.2;;;84;2022;ALL;students with disabilities
Erving - Erving Elementary;00910030;ELA;           0;0;           0;0;           0;0;           5;38;           8;62;          13;100;     470.3;;           3;25;2022;ALL;students with disabilities
Erving - Erving Elementary;00910030;MATH;           1;8;           0;0;           1;8;           5;38;           7;54;          13;100;     470.8;;           4;31;2022;ALL;students with disabilities
Everett - Devens School;00930030;ELA;           0;0;           0;0;           0;0;           8;50;           8;50;          16;96;     472.5;;           6;33;2022;ALL;students with disabilities
Everett - Devens School;00930030;MATH;           0;0;           0;0;           0;0;           7;44;           9;56;          16;96;     470.5;;           6;30;2022;ALL;students with disabilities
Everett - George Keverian School;00930028;ELA;           2;2;           0;0;           2;2;          36;33;          71;65;         109;99;     464.3;          38.0;          81;8;2022;ALL;students with disabilities
Everett - George Keverian School;00930028;MATH;           2;2;           0;0;           2;2;          33;31;          73;68;         108;98;     464.4;          35.9;          78;11;2022;ALL;students with disabilities
Everett - George Keverian School;00930028;SCI;           1;3;           0;0;           1;3;           8;25;          23;72;          32;100;     463.6;;;10;2022;ALL;students with disabilities
Everett - Lafayette School;00930038;ELA;           6;4;           0;0;           6;4;          36;26;          98;70;         140;98;     466.8;          46.6;          89;14;2022;ALL;students with disabilities
Everett - Lafayette School;00930038;MATH;           5;4;           0;0;           5;4;          37;26;          98;70;         140;99;     464.7;          42.4;          93;12;2022;ALL;students with disabilities
Everett - Lafayette School;00930038;SCI;           1;2;           0;0;           1;2;          13;28;          33;70;          47;98;     459.2;;;3;2022;ALL;students with disabilities
Everett - Madeline English School;00930018;ELA;           3;4;           0;0;           3;4;          30;35;          52;61;          85;99;     466.4;          36.8;          65;13;2022;ALL;students with disabilities
Everett - Madeline English School;00930018;MATH;           2;2;           0;0;           2;2;          33;39;          50;59;          85;99;     465.9;          39.6;          65;16;2022;ALL;students with disabilities
Everett - Madeline English School;00930018;SCI;           3;9;           0;0;           3;9;          10;31;          19;59;          32;100;     467.6;;;21;2022;ALL;students with disabilities
Everett - Parlin School;00930058;ELA;           1;1;           0;0;           1;1;          28;32;          59;67;          88;99;     463.6;          38.7;          78;7;2022;ALL;students with disabilities
Everett - Parlin School;00930058;MATH;           1;1;           0;0;           1;1;          32;36;          55;63;          88;99;     464.3;          38.5;          77;11;2022;ALL;students with disabilities
Everett - Parlin School;00930058;SCI;           1;3;           0;0;           1;3;          12;35;          21;62;          34;100;     464.2;;;11;2022;ALL;students with disabilities
Everett - Sumner G. Whittier School;00930010;ELA;           2;3;           0;0;           2;3;          27;42;          36;55;          65;100;     467.1;          44.3;          60;15;2022;ALL;students with disabilities
Everett - Sumner G. Whittier School;00930010;MATH;           3;5;           0;0;           3;5;          33;51;          29;45;          65;100;     470.5;          41.5;          60;30;2022;ALL;students with disabilities
Everett - Sumner G. Whittier School;00930010;SCI;           3;15;           0;0;           3;15;          10;50;           7;35;          20;100;     476.2;;;47;2022;ALL;students with disabilities
Everett - Webster School;00930015;ELA;           7;18;           1;3;           6;15;          17;44;          15;38;          39;100;     488.8;;          11;89;2022;ALL;students with disabilities
Everett - Webster School;00930015;MATH;          11;28;           3;8;           8;21;          14;36;          14;36;          39;100;     493.2;;          11;94;2022;ALL;students with disabilities
Everett - Webster School;00930015;SCI;           5;50;           1;10;           4;40;           1;10;           4;40;          10;100;     504.6;;;;2022;ALL;students with disabilities
Excel Academy Charter (District) - Excel Academy Charter School;04100205;ELA;          13;10;           0;0;          13;10;          61;48;          54;42;         128;99;     474.4;          51.3;         117;42;2022;ALL;students with disabilities
Excel Academy Charter (District) - Excel Academy Charter School;04100205;MATH;           2;2;           1;1;           1;1;          65;51;          61;48;         128;100;     471.8;          48.0;         118;35;2022;ALL;students with disabilities
Excel Academy Charter (District) - Excel Academy Charter School;04100205;SCI;           5;8;           0;0;           5;8;          32;51;          26;41;          63;98;     471.8;;;33;2022;ALL;students with disabilities
Fairhaven - East Fairhaven;00940010;ELA;           8;21;           0;0;           8;21;          24;63;           6;16;          38;98;     488.9;          49.2;          20;89;2022;ALL;students with disabilities
Fairhaven - East Fairhaven;00940010;MATH;           9;24;           1;3;           8;21;          24;63;           5;13;          38;98;     494.9;          38.8;          20;95;2022;ALL;students with disabilities
Fairhaven - East Fairhaven;00940010;SCI;           3;25;           0;0;           3;25;           6;50;           3;25;          12;100;     490.4;;;87;2022;ALL;students with disabilities
Fairhaven - Hastings Middle;00940305;ELA;           5;6;           0;0;           5;6;          35;45;          38;49;          78;96;     471.3;          33.3;          65;28;2022;ALL;students with disabilities
Fairhaven - Hastings Middle;00940305;MATH;           9;12;           1;1;           8;10;          44;57;          24;31;          77;95;     478.9;          42.4;          65;61;2022;ALL;students with disabilities
Fairhaven - Hastings Middle;00940305;SCI;           1;4;           1;4;           0;0;          12;50;          11;46;          24;100;     474.9;;;42;2022;ALL;students with disabilities
Fairhaven - Leroy Wood;00940030;ELA;          12;27;           0;0;          12;27;          27;60;           6;13;          45;100;     490.0;          37.9;          27;91;2022;ALL;students with disabilities
Fairhaven - Leroy Wood;00940030;MATH;          15;34;           0;0;          15;34;          20;45;           9;20;          44;98;     490.4;          51.9;          28;90;2022;ALL;students with disabilities
Fairhaven - Leroy Wood;00940030;SCI;           6;50;           0;0;           6;50;           5;42;           1;8;          12;86;     497.8;;;95;2022;ALL;students with disabilities
Fall River - Carlton M. Viveiros Elementary School;00950009;ELA;           4;6;           0;0;           4;6;          32;48;          31;46;          67;99;     472.2;          44.2;          46;31;2022;ALL;students with disabilities
Fall River - Carlton M. Viveiros Elementary School;00950009;MATH;           4;6;           0;0;           4;6;          27;40;          36;54;          67;100;     466.6;          46.2;          46;18;2022;ALL;students with disabilities
Fall River - Carlton M. Viveiros Elementary School;00950009;SCI;           2;9;           0;0;           2;9;          10;45;          10;45;          22;100;     469.9;;;27;2022;ALL;students with disabilities
Fall River - Henry Lord Community School;00950017;ELA;           1;1;           0;0;           1;1;          30;23;          97;76;         128;100;     465.0;          32.8;          63;10;2022;ALL;students with disabilities
Fall River - Henry Lord Community School;00950017;MATH;           1;1;           0;0;           1;1;          35;27;          92;72;         128;100;     465.4;          38.7;          61;14;2022;ALL;students with disabilities
Fall River - Henry Lord Community School;00950017;SCI;           2;4;           0;0;           2;4;           9;18;          40;78;          51;98;     464.9;;;14;2022;ALL;students with disabilities
Fall River - James Tansey;00950140;ELA;           2;8;           0;0;           2;8;          20;77;           4;15;          26;100;     481.7;;          13;68;2022;ALL;students with disabilities
Fall River - James Tansey;00950140;MATH;           4;15;           0;0;           4;15;          15;58;           7;27;          26;100;     481.2;;          13;68;2022;ALL;students with disabilities
Fall River - John J Doran;00950045;ELA;           4;5;           0;0;           4;5;          31;36;          50;59;          85;99;     468.9;          38.9;          62;20;2022;ALL;students with disabilities
Fall River - John J Doran;00950045;MATH;           4;5;           0;0;           4;5;          32;39;          46;56;          82;98;     468.1;          40.1;          60;22;2022;ALL;students with disabilities
Fall River - John J Doran;00950045;SCI;           2;7;           0;0;           2;7;           8;30;          17;63;          27;94;     464.6;;;13;2022;ALL;students with disabilities
Fall River - Letourneau Elementary School;00950013;ELA;           5;11;           0;0;           5;11;          19;42;          21;47;          45;98;     474.8;          48.3;          29;42;2022;ALL;students with disabilities
Fall River - Letourneau Elementary School;00950013;MATH;           1;2;           0;0;           1;2;          20;44;          24;53;          45;98;     465.2;          39.2;          29;14;2022;ALL;students with disabilities
Fall River - Letourneau Elementary School;00950013;SCI;           1;6;           1;6;           0;0;           9;50;           8;44;          18;100;     470.8;;;30;2022;ALL;students with disabilities
Fall River - Mary Fonseca Elementary School;00950011;ELA;           1;2;           0;0;           1;2;          24;44;          30;55;          55;100;     468.4;          38.6;          39;19;2022;ALL;students with disabilities
Fall River - Mary Fonseca Elementary School;00950011;MATH;           0;0;           0;0;           0;0;          16;29;          39;71;          55;100;     460.3;          37.4;          39;4;2022;ALL;students with disabilities
Fall River - Mary Fonseca Elementary School;00950011;SCI;           0;0;           0;0;           0;0;           8;35;          15;65;          23;100;     460.9;;;5;2022;ALL;students with disabilities
Fall River - Matthew J Kuss Middle;00950320;ELA;           1;1;           0;0;           1;1;          32;24;         102;76;         135;99;     461.4;          38.7;         105;4;2022;ALL;students with disabilities
Fall River - Matthew J Kuss Middle;00950320;MATH;           0;0;           0;0;           0;0;          35;26;          99;74;         134;99;     462.8;          37.5;         104;8;2022;ALL;students with disabilities
Fall River - Matthew J Kuss Middle;00950320;SCI;           0;0;           0;0;           0;0;          13;26;          37;74;          50;98;     461.4;;;6;2022;ALL;students with disabilities
Fall River - Morton Middle;00950315;ELA;           7;4;           0;0;           7;4;          53;33;          99;62;         159;99;     465.7;          35.0;         150;11;2022;ALL;students with disabilities
Fall River - Morton Middle;00950315;MATH;           9;6;           0;0;           9;6;          56;35;          95;59;         160;99;     467.7;          32.0;         147;21;2022;ALL;students with disabilities
Fall River - Morton Middle;00950315;SCI;           7;13;           0;0;           7;13;          20;36;          29;52;          56;98;     470.1;;;28;2022;ALL;students with disabilities
Fall River - North End Elementary;00950005;ELA;           7;7;           0;0;           7;7;          36;38;          52;55;          95;100;     471.5;          31.0;          62;29;2022;ALL;students with disabilities
Fall River - North End Elementary;00950005;MATH;          11;12;           1;1;          10;11;          28;30;          55;59;          94;99;     468.9;          31.5;          61;24;2022;ALL;students with disabilities
Fall River - North End Elementary;00950005;SCI;           3;7;           0;0;           3;7;          11;26;          28;67;          42;100;     465.9;;;16;2022;ALL;students with disabilities
Fall River - Samuel Watson;00950145;ELA;           2;10;           0;0;           2;10;           7;33;          12;57;          21;100;     469.9;;          10;24;2022;ALL;students with disabilities
Fall River - Samuel Watson;00950145;MATH;           1;5;           0;0;           1;5;           8;38;          12;57;          21;100;     467.6;;          11;21;2022;ALL;students with disabilities
Fall River - Spencer Borden;00950130;ELA;          17;20;           0;0;          17;20;          41;48;          28;33;          86;100;     486.0;          44.9;          46;81;2022;ALL;students with disabilities
Fall River - Spencer Borden;00950130;MATH;          22;26;           2;2;          20;24;          40;47;          23;27;          85;99;     490.8;          55.2;          45;91;2022;ALL;students with disabilities
Fall River - Spencer Borden;00950130;SCI;           5;18;           0;0;           5;18;          12;43;          11;39;          28;100;     478.2;;;52;2022;ALL;students with disabilities
Fall River - Stone PK-12 School;00950340;ELA;           0;0;           0;0;           0;0;          10;45;          12;55;          22;89;     463.5;;          18;7;2022;ALL;students with disabilities
Fall River - Stone PK-12 School;00950340;MATH;           0;0;           0;0;           0;0;           6;26;          17;74;          23;92;     457.9;;          19;2;2022;ALL;students with disabilities
Fall River - Talbot Innovation School;00950305;ELA;           2;2;           0;0;           2;2;          28;23;          93;76;         123;100;     460.0;          36.8;         109;2;2022;ALL;students with disabilities
Fall River - Talbot Innovation School;00950305;MATH;           0;0;           0;0;           0;0;          40;33;          83;67;         123;99;     463.0;          38.2;         112;8;2022;ALL;students with disabilities
Fall River - Talbot Innovation School;00950305;SCI;           0;0;           0;0;           0;0;          16;41;          23;59;          39;100;     461.5;;;6;2022;ALL;students with disabilities
Fall River - William S Greene;00950065;ELA;           2;3;           0;0;           2;3;          19;24;          59;74;          80;99;     463.3;          28.3;          61;7;2022;ALL;students with disabilities
Fall River - William S Greene;00950065;MATH;           0;0;           0;0;           0;0;          18;23;          61;77;          79;99;     458.8;          29.3;          61;3;2022;ALL;students with disabilities
Fall River - William S Greene;00950065;SCI;           0;0;           0;0;           0;0;           8;20;          32;80;          40;98;     457.5;;;2;2022;ALL;students with disabilities
Falmouth - East Falmouth Elementary;00960005;ELA;           4;24;           0;0;           4;24;          12;71;           1;6;          17;95;     489.3;;           7;90;2022;ALL;students with disabilities
Falmouth - East Falmouth Elementary;00960005;MATH;           2;11;           0;0;           2;11;           9;50;           7;39;          18;100;     478.6;;           7;60;2022;ALL;students with disabilities
Falmouth - Lawrence;00960405;ELA;           6;6;           0;0;           6;6;          48;46;          50;48;         104;97;     472.6;          38.0;          96;33;2022;ALL;students with disabilities
Falmouth - Lawrence;00960405;MATH;           5;5;           0;0;           5;5;          68;67;          29;28;         102;96;     479.0;          53.0;          95;61;2022;ALL;students with disabilities
Falmouth - Lawrence;00960405;SCI;          10;17;           1;2;           9;15;          31;53;          18;31;          59;94;     480.2;;;59;2022;ALL;students with disabilities
Falmouth - Morse Pond School;00960305;ELA;          13;12;           0;0;          13;12;          56;50;          43;38;         112;98;     477.3;          40.4;         106;52;2022;ALL;students with disabilities
Falmouth - Morse Pond School;00960305;MATH;          14;12;           0;0;          14;12;          66;58;          33;29;         113;99;     477.8;          42.3;         108;55;2022;ALL;students with disabilities
Falmouth - Morse Pond School;00960305;SCI;           6;12;           0;0;           6;12;          27;52;          19;37;          52;100;     477.3;;;50;2022;ALL;students with disabilities
Falmouth - Mullen-Hall;00960020;ELA;           2;6;           0;0;           2;6;          16;48;          15;45;          33;100;     476.0;;          19;47;2022;ALL;students with disabilities
Falmouth - Mullen-Hall;00960020;MATH;           4;12;           0;0;           4;12;          14;42;          15;45;          33;100;     470.9;;          19;31;2022;ALL;students with disabilities
Falmouth - North Falmouth Elementary;00960030;ELA;           3;12;           0;0;           3;12;          16;62;           7;27;          26;100;     481.0;;          14;66;2022;ALL;students with disabilities
Falmouth - North Falmouth Elementary;00960030;MATH;           6;23;           0;0;           6;23;          12;46;           8;31;          26;100;     481.7;;          14;69;2022;ALL;students with disabilities
Falmouth - Teaticket;00960015;ELA;           1;4;           0;0;           1;4;          16;57;          11;39;          28;100;     476.3;;          14;49;2022;ALL;students with disabilities
Falmouth - Teaticket;00960015;MATH;           2;7;           0;0;           2;7;          17;61;           9;32;          28;100;     475.4;;          14;48;2022;ALL;students with disabilities
Farmington River Reg - Farmington River Elementary;06620020;ELA;           3;23;           0;0;           3;23;           8;62;           2;15;          13;100;     490.1;;           6;88;2022;ALL;students with disabilities
Farmington River Reg - Farmington River Elementary;06620020;MATH;           5;38;           0;0;           5;38;           6;46;           2;15;          13;100;     496.6;;           6;97;2022;ALL;students with disabilities
Fitchburg - Arthur M Longsjo Middle School;00970315;ELA;           6;4;           0;0;           6;4;          39;24;         116;72;         161;99;     462.7;          37.0;         136;6;2022;ALL;students with disabilities
Fitchburg - Arthur M Longsjo Middle School;00970315;MATH;           2;1;           0;0;           2;1;          52;33;         104;66;         158;97;     465.4;          34.6;         135;14;2022;ALL;students with disabilities
Fitchburg - Arthur M Longsjo Middle School;00970315;SCI;           5;7;           0;0;           5;7;          13;17;          58;76;          76;92;     459.1;;;3;2022;ALL;students with disabilities
Fitchburg - Crocker Elementary;00970016;ELA;           6;11;           1;2;           5;9;          23;41;          27;48;          56;97;     473.8;;          19;37;2022;ALL;students with disabilities
Fitchburg - Crocker Elementary;00970016;MATH;           9;16;           0;0;           9;16;          15;27;          32;57;          56;98;     470.9;;          19;31;2022;ALL;students with disabilities
Fitchburg - McKay Elementary School;00970340;ELA;           1;1;           1;1;           0;0;          18;20;          69;78;          88;99;     465.7;          41.1;          45;11;2022;ALL;students with disabilities
Fitchburg - McKay Elementary School;00970340;MATH;           0;0;           0;0;           0;0;          18;21;          69;79;          87;100;     460.2;          41.0;          45;4;2022;ALL;students with disabilities
Fitchburg - McKay Elementary School;00970340;SCI;           2;7;           0;0;           2;7;          12;40;          16;53;          30;100;     471.9;;;33;2022;ALL;students with disabilities
Fitchburg - Memorial Middle School;00970048;ELA;           5;5;           0;0;           5;5;          39;39;          55;56;          99;96;     469.1;          45.3;          95;21;2022;ALL;students with disabilities
Fitchburg - Memorial Middle School;00970048;MATH;           6;6;           0;0;           6;6;          30;30;          63;64;          99;97;     466.5;          39.8;          95;18;2022;ALL;students with disabilities
Fitchburg - Memorial Middle School;00970048;SCI;           5;9;           0;0;           5;9;          20;36;          31;55;          56;95;     469.2;;;25;2022;ALL;students with disabilities
Fitchburg - Reingold Elementary;00970043;ELA;           7;14;           0;0;           7;14;          31;63;          11;22;          49;100;     482.8;          42.7;          23;72;2022;ALL;students with disabilities
Fitchburg - Reingold Elementary;00970043;MATH;           4;8;           0;0;           4;8;          23;47;          22;45;          49;100;     472.6;          42.5;          23;37;2022;ALL;students with disabilities
Fitchburg - South Street Early Learning Center;00970060;ELA;           4;6;           0;0;           4;6;          23;35;          38;58;          65;100;     471.7;          44.8;          29;29;2022;ALL;students with disabilities
Fitchburg - South Street Early Learning Center;00970060;MATH;           4;6;           0;0;           4;6;          23;36;          37;58;          64;100;     467.0;          41.5;          28;19;2022;ALL;students with disabilities
Florida - Abbott Memorial;00980005;ELA;           2;15;           0;0;           2;15;           3;23;           8;62;          13;100;     475.1;;          11;43;2022;ALL;students with disabilities
Florida - Abbott Memorial;00980005;MATH;           2;15;           0;0;           2;15;           6;46;           5;38;          13;100;     473.7;;          11;41;2022;ALL;students with disabilities
Four Rivers Charter Public (District) - Four Rivers Charter Public School;04130505;ELA;           3;25;           0;0;           3;25;           5;42;           4;33;          12;86;     481.8;;           7;69;2022;ALL;students with disabilities
Four Rivers Charter Public (District) - Four Rivers Charter Public School;04130505;MATH;           1;10;           0;0;           1;10;           7;70;           2;20;          10;71;     478.8;;           6;;2022;ALL;students with disabilities
Foxborough - Charles Taylor Elementary;00990050;ELA;           5;23;           1;5;           4;18;           8;36;           9;41;          22;96;     483.7;;           9;74;2022;ALL;students with disabilities
Foxborough - Charles Taylor Elementary;00990050;MATH;          10;45;           1;5;           9;41;          10;45;           2;9;          22;96;     496.5;;           9;97;2022;ALL;students with disabilities
Foxborough - John J Ahern;00990405;ELA;          23;13;           1;1;          22;13;          93;53;          58;33;         174;97;     479.3;          49.8;         169;60;2022;ALL;students with disabilities
Foxborough - John J Ahern;00990405;MATH;          34;20;           2;1;          32;19;          97;57;          40;23;         171;95;     484.0;          52.1;         165;75;2022;ALL;students with disabilities
Foxborough - John J Ahern;00990405;SCI;          14;16;           1;1;          13;15;          39;45;          33;38;          86;95;     480.3;;;59;2022;ALL;students with disabilities
Foxborough - Mabelle M Burrell;00990015;ELA;           5;19;           0;0;           5;19;          14;52;           8;30;          27;100;     486.0;;          12;81;2022;ALL;students with disabilities
Foxborough - Mabelle M Burrell;00990015;MATH;          10;37;           3;11;           7;26;          10;37;           7;26;          27;100;     496.6;;          12;97;2022;ALL;students with disabilities
Foxborough - Vincent M Igo Elementary;00990020;ELA;           4;13;           1;3;           3;9;          19;59;           9;28;          32;100;     481.8;;          17;69;2022;ALL;students with disabilities
Foxborough - Vincent M Igo Elementary;00990020;MATH;           7;22;           0;0;           7;22;          20;63;           5;16;          32;100;     487.6;;          17;85;2022;ALL;students with disabilities
Foxborough Regional Charter (District) - Foxborough Regional Charter School;04460550;ELA;           2;2;           1;1;           1;1;          41;40;          60;58;         103;99;     467.8;          33.3;          78;18;2022;ALL;students with disabilities
Foxborough Regional Charter (District) - Foxborough Regional Charter School;04460550;MATH;           3;3;           1;1;           2;2;          41;40;          59;57;         103;99;     468.9;          44.1;          78;24;2022;ALL;students with disabilities
Foxborough Regional Charter (District) - Foxborough Regional Charter School;04460550;SCI;           1;3;           0;0;           1;3;          11;34;          20;63;          32;100;     466.6;;;18;2022;ALL;students with disabilities
Framingham - Barbieri Elementary;01000035;ELA;           1;1;           0;0;           1;1;          17;24;          52;74;          70;100;     465.1;          30.3;          44;10;2022;ALL;students with disabilities
Framingham - Barbieri Elementary;01000035;MATH;           0;0;           0;0;           0;0;          10;14;          60;86;          70;100;     457.8;          25.9;          45;2;2022;ALL;students with disabilities
Framingham - Barbieri Elementary;01000035;SCI;           0;0;           0;0;           0;0;           4;16;          21;84;          25;96;     458.2;;;2;2022;ALL;students with disabilities
Framingham - Brophy;01000006;ELA;           2;4;           0;0;           2;4;          15;33;          29;63;          46;100;     469.8;          32.8;          30;24;2022;ALL;students with disabilities
Framingham - Brophy;01000006;MATH;           0;0;           0;0;           0;0;          13;28;          33;72;          46;100;     459.8;          26.5;          30;3;2022;ALL;students with disabilities
Framingham - Brophy;01000006;SCI;           0;0;           0;0;           0;0;           2;14;          12;86;          14;100;     458.2;;;2;2022;ALL;students with disabilities
Framingham - Cameron Middle School;01000302;ELA;           2;2;           0;0;           2;2;          44;38;          70;60;         116;98;     465.8;          42.0;         101;12;2022;ALL;students with disabilities
Framingham - Cameron Middle School;01000302;MATH;           5;4;           0;0;           5;4;          48;41;          64;55;         117;98;     469.6;          48.2;         100;26;2022;ALL;students with disabilities
Framingham - Cameron Middle School;01000302;SCI;           2;4;           0;0;           2;4;          17;31;          35;65;          54;98;     468.0;;;21;2022;ALL;students with disabilities
Framingham - Charlotte A Dunning;01000007;ELA;          10;17;           1;2;           9;15;          22;37;          28;47;          60;94;     482.2;          50.1;          31;70;2022;ALL;students with disabilities
Framingham - Charlotte A Dunning;01000007;MATH;           8;13;           0;0;           8;13;          24;39;          29;48;          61;95;     478.2;          30.3;          32;57;2022;ALL;students with disabilities
Framingham - Charlotte A Dunning;01000007;SCI;           5;21;           0;0;           5;21;           9;38;          10;42;          24;96;     487.5;;;80;2022;ALL;students with disabilities
Framingham - Fuller Middle;01000305;ELA;           2;2;           0;0;           2;2;          24;19;         103;80;         129;99;     459.7;          33.8;          94;2;2022;ALL;students with disabilities
Framingham - Fuller Middle;01000305;MATH;           1;1;           0;0;           1;1;          24;19;         102;80;         127;96;     463.0;          35.6;          93;8;2022;ALL;students with disabilities
Framingham - Fuller Middle;01000305;SCI;           1;2;           0;0;           1;2;          10;24;          31;74;          42;96;     464.4;;;12;2022;ALL;students with disabilities
Framingham - Harmony Grove Elementary;01000055;ELA;           1;3;           0;0;           1;3;          10;25;          29;73;          40;100;     466.1;          37.8;          25;13;2022;ALL;students with disabilities
Framingham - Harmony Grove Elementary;01000055;MATH;           0;0;           0;0;           0;0;          14;35;          26;65;          40;100;     461.6;          32.0;          25;5;2022;ALL;students with disabilities
Framingham - Harmony Grove Elementary;01000055;SCI;           1;8;           0;0;           1;8;           2;17;           9;75;          12;100;     459.3;;;3;2022;ALL;students with disabilities
Framingham - Hemenway;01000015;ELA;           5;9;           1;2;           4;7;          26;46;          25;45;          56;100;     483.4;          52.8;          23;73;2022;ALL;students with disabilities
Framingham - Hemenway;01000015;MATH;           2;4;           0;0;           2;4;          21;38;          33;59;          56;100;     473.8;          40.4;          23;41;2022;ALL;students with disabilities
Framingham - Hemenway;01000015;SCI;           2;18;           0;0;           2;18;           6;55;           3;27;          11;100;     485.3;;;75;2022;ALL;students with disabilities
Framingham - King Elementary School;01000005;ELA;           4;13;           0;0;           4;13;          11;34;          17;53;          32;100;     475.5;;          17;45;2022;ALL;students with disabilities
Framingham - King Elementary School;01000005;MATH;           3;9;           0;0;           3;9;           8;25;          21;66;          32;100;     464.6;;          16;12;2022;ALL;students with disabilities
Framingham - Mary E Stapleton Elementary;01000045;ELA;           3;5;           0;0;           3;5;          28;49;          26;46;          57;98;     471.4;          35.6;          37;28;2022;ALL;students with disabilities
Framingham - Mary E Stapleton Elementary;01000045;MATH;           7;12;           0;0;           7;12;          17;30;          33;58;          57;98;     469.6;          40.0;          37;26;2022;ALL;students with disabilities
Framingham - Mary E Stapleton Elementary;01000045;SCI;           1;5;           0;0;           1;5;           6;29;          14;67;          21;100;     465.2;;;14;2022;ALL;students with disabilities
Framingham - Miriam F McCarthy School;01000050;ELA;           4;5;           0;0;           4;5;          27;35;          47;60;          78;99;     469.4;          36.7;          52;22;2022;ALL;students with disabilities
Framingham - Miriam F McCarthy School;01000050;MATH;           5;6;           0;0;           5;6;          32;41;          41;53;          78;99;     466.2;          47.6;          53;16;2022;ALL;students with disabilities
Framingham - Miriam F McCarthy School;01000050;SCI;           0;0;           0;0;           0;0;          16;48;          17;52;          33;97;     466.9;;;19;2022;ALL;students with disabilities
Framingham - Potter Road;01000039;ELA;           1;2;           0;0;           1;2;          28;60;          18;38;          47;100;     472.4;          42.6;          31;32;2022;ALL;students with disabilities
Framingham - Potter Road;01000039;MATH;           2;4;           0;0;           2;4;          25;53;          20;43;          47;100;     469.9;          45.2;          31;28;2022;ALL;students with disabilities
Framingham - Potter Road;01000039;SCI;           1;6;           0;0;           1;6;          11;69;           4;25;          16;100;     476.0;;;45;2022;ALL;students with disabilities
Framingham - Walsh Middle;01000310;ELA;          10;6;           0;0;          10;6;          54;32;         104;62;         168;98;     465.6;          37.3;         150;11;2022;ALL;students with disabilities
Framingham - Walsh Middle;01000310;MATH;          12;7;           1;1;          11;7;          68;42;          81;50;         161;94;     471.4;          44.0;         145;33;2022;ALL;students with disabilities
Framingham - Walsh Middle;01000310;SCI;           3;5;           1;2;           2;4;          20;36;          32;58;          55;82;     468.1;;;22;2022;ALL;students with disabilities
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School;04780505;ELA;           7;33;           2;10;           5;24;           9;43;           5;24;          21;91;     489.6;;          15;91;2022;ALL;students with disabilities
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School;04780505;MATH;           6;29;           2;10;           4;19;           9;43;           6;29;          21;91;     488.8;;          15;87;2022;ALL;students with disabilities
Franklin - Annie Sullivan Middle School;01010040;ELA;           9;15;           0;0;           9;15;          24;40;          27;45;          60;100;     478.9;          44.6;          52;58;2022;ALL;students with disabilities
Franklin - Annie Sullivan Middle School;01010040;MATH;           3;5;           0;0;           3;5;          35;58;          22;37;          60;100;     477.9;          48.1;          52;56;2022;ALL;students with disabilities
Franklin - Annie Sullivan Middle School;01010040;SCI;           2;8;           0;0;           2;8;          15;63;           7;29;          24;100;     482.6;;;66;2022;ALL;students with disabilities
Franklin - Helen Keller Elementary;01010012;ELA;          11;19;           0;0;          11;19;          30;51;          18;31;          59;98;     483.0;          44.9;          31;73;2022;ALL;students with disabilities
Franklin - Helen Keller Elementary;01010012;MATH;          11;18;           0;0;          11;18;          33;55;          16;27;          60;100;     483.4;          47.7;          31;74;2022;ALL;students with disabilities
Franklin - Helen Keller Elementary;01010012;SCI;           8;36;           0;0;           8;36;           9;41;           5;23;          22;100;     489.8;;;85;2022;ALL;students with disabilities
Franklin - Horace Mann;01010405;ELA;          14;20;           0;0;          14;20;          37;54;          18;26;          69;100;     482.4;          41.8;          67;71;2022;ALL;students with disabilities
Franklin - Horace Mann;01010405;MATH;           9;13;           1;1;           8;12;          48;70;          12;17;          69;100;     485.3;          47.0;          67;79;2022;ALL;students with disabilities
Franklin - Horace Mann;01010405;SCI;           9;39;           0;0;           9;39;          10;43;           4;17;          23;100;     491.4;;;88;2022;ALL;students with disabilities
Franklin - J F Kennedy Memorial;01010013;ELA;           8;19;           2;5;           6;14;          25;60;           9;21;          42;100;     488.2;          48.4;          26;86;2022;ALL;students with disabilities
Franklin - J F Kennedy Memorial;01010013;MATH;          10;24;           0;0;          10;24;          24;59;           7;17;          41;98;     490.5;          65.5;          25;90;2022;ALL;students with disabilities
