School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Part. Rate %;Avg. Scaled Score;SGP;Included In SGP;Ach. PCTL;year;grade;student_group
Berkshire Hills - Muddy Brook Regional Elementary School;06180035;ELA;          57;49;          12;10;          45;38;          44;38;          16;14;         117;99;     499.7;          59.4;          48;94;2022;ALL;title 1
Berkshire Hills - Muddy Brook Regional Elementary School;06180035;MATH;          62;53;          12;10;          50;43;          39;33;          16;14;         117;100;     500.0;          53.4;          49;94;2022;ALL;title 1
Berkshire Hills - W.E.B. Du Bois Regional Middle School;06180310;ELA;         122;38;          17;5;         105;33;         142;45;          54;17;         318;95;     493.5;          47.1;         281;73;2022;ALL;title 1
Berkshire Hills - W.E.B. Du Bois Regional Middle School;06180310;MATH;         101;32;           8;3;          93;29;         166;52;          50;16;         317;94;     490.4;          43.5;         281;69;2022;ALL;title 1
Berkshire Hills - W.E.B. Du Bois Regional Middle School;06180310;SCI;          53;37;           5;3;          48;33;          64;44;          28;19;         145;91;     492.7;;;71;2022;ALL;title 1
Beverly - Ayers/Ryal Side School;00300055;ELA;          84;54;          14;9;          70;45;          60;38;          12;8;         156;99;     501.3;          51.5;          76;96;2022;ALL;title 1
Beverly - Ayers/Ryal Side School;00300055;MATH;          93;59;           9;6;          84;54;          53;34;          11;7;         157;99;     502.6;          53.6;          76;97;2022;ALL;title 1
Beverly - Centerville Elementary;00300010;ELA;          51;45;          12;11;          39;35;          57;50;           5;4;         113;98;     500.9;          55.9;          54;95;2022;ALL;title 1
Beverly - Centerville Elementary;00300010;MATH;          57;51;           8;7;          49;44;          38;34;          16;14;         111;97;     498.7;          54.2;          53;92;2022;ALL;title 1
Beverly - Cove Elementary;00300015;ELA;          74;46;          15;9;          59;36;          63;39;          25;15;         162;99;     498.0;          50.1;          72;90;2022;ALL;title 1
Beverly - Cove Elementary;00300015;MATH;          82;50;           9;5;          73;45;          60;37;          22;13;         164;100;     498.8;          55.5;          73;92;2022;ALL;title 1
Beverly - North Beverly Elementary;00300040;ELA;          73;52;           6;4;          67;48;          54;38;          14;10;         141;100;     497.8;          57.5;          64;90;2022;ALL;title 1
Beverly - North Beverly Elementary;00300040;MATH;          86;61;           8;6;          78;55;          42;30;          13;9;         141;100;     504.0;          70.6;          65;98;2022;ALL;title 1
Billerica - Hajjar Elementary;00310026;ELA;           1;9;           0;0;           1;9;          10;91;           0;0;          11;100;     489.2;;          11;55;2022;ALL;title 1
Billerica - Hajjar Elementary;00310026;MATH;           1;9;           0;0;           1;9;           9;82;           1;9;          11;100;     488.7;;          11;61;2022;ALL;title 1
Billerica - Marshall Middle School;00310305;ELA;          12;21;           0;0;          12;21;          29;52;          15;27;          56;100;     484.5;          41.1;          55;33;2022;ALL;title 1
Billerica - Marshall Middle School;00310305;MATH;           4;7;           0;0;           4;7;          46;82;           6;11;          56;100;     483.9;          45.5;          56;40;2022;ALL;title 1
Billerica - Marshall Middle School;00310305;SCI;           2;10;           0;0;           2;10;          15;75;           3;15;          20;100;     483.7;;;41;2022;ALL;title 1
Billerica - Parker;00310015;ELA;           3;14;           0;0;           3;14;          13;62;           5;24;          21;91;     482.9;;           9;27;2022;ALL;title 1
Billerica - Parker;00310015;MATH;           3;13;           0;0;           3;13;          16;70;           4;17;          23;100;     480.4;;          10;27;2022;ALL;title 1
Blackstone-Millville - A F Maloney;06220015;ELA;         160;48;          17;5;         143;43;         148;45;          24;7;         332;100;     498.8;          54.0;         209;92;2022;ALL;title 1
Blackstone-Millville - A F Maloney;06220015;MATH;         181;55;          18;5;         163;49;         127;38;          24;7;         332;100;     501.0;          57.7;         209;95;2022;ALL;title 1
Blackstone-Millville - A F Maloney;06220015;SCI;          57;60;           9;9;          48;51;          35;37;           3;3;          95;100;     505.3;;;97;2022;ALL;title 1
Boston - Adams Elementary School;00350302;ELA;          32;33;           4;4;          28;29;          34;35;          30;31;          96;99;     489.1;          52.3;          61;54;2022;ALL;title 1
Boston - Adams Elementary School;00350302;MATH;          23;24;           2;2;          21;22;          44;45;          30;31;          97;100;     485.0;          43.2;          62;45;2022;ALL;title 1
Boston - Adams Elementary School;00350302;SCI;           4;27;           0;0;           4;27;           4;27;           7;47;          15;100;     478.7;;;20;2022;ALL;title 1
Boston - Alighieri Dante Montessori School;00350066;ELA;          14;35;           0;0;          14;35;          25;63;           1;3;          40;100;     494.9;          57.1;          26;80;2022;ALL;title 1
Boston - Alighieri Dante Montessori School;00350066;MATH;           9;23;           0;0;           9;23;          26;65;           5;13;          40;100;     489.2;          48.5;          26;63;2022;ALL;title 1
Boston - Bates Elementary School;00350278;ELA;          26;30;           4;5;          22;25;          38;44;          23;26;          87;99;     489.9;          50.6;          38;59;2022;ALL;title 1
