School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Avg. Scaled Score;SGP;Included In SGP;Ach. PCTL;year;grade;student_group
Arlington - Gibbs School;00100305;MATH;         149;72;          40;19;         109;53;          51;25;           6;3;         206;     511.7;          59.6;         198;90;2019;ALL;female
Arlington - Hardy;00100030;ELA;          65;71;          13;14;          52;57;          24;26;           2;2;          91;     511.7;          45.7;          58;73;2019;ALL;female
Arlington - Hardy;00100030;MATH;          54;59;          11;12;          43;47;          34;37;           3;3;          91;     506.6;          53.2;          58;77;2019;ALL;female
Arlington - Hardy;00100030;SCI;          19;61;           4;13;          15;48;          11;35;           1;3;          31;     508.5;;;80;2019;ALL;female
Arlington - John A Bishop;00100005;ELA;          71;71;          19;19;          52;52;          29;29;           0;0;         100;     512.8;          47.0;          63;76;2019;ALL;female
Arlington - John A Bishop;00100005;MATH;          59;60;          16;16;          43;43;          38;38;           2;2;          99;     509.5;          62.4;          63;85;2019;ALL;female
Arlington - John A Bishop;00100005;SCI;          24;69;           8;23;          16;46;          10;29;           1;3;          35;     511.3;;;88;2019;ALL;female
Arlington - M Norcross Stratton;00100055;ELA;          82;80;          10;10;          72;70;          20;19;           1;1;         103;     512.5;          59.0;          58;75;2019;ALL;female
Arlington - M Norcross Stratton;00100055;MATH;          69;67;          14;14;          55;53;          30;29;           4;4;         103;     507.1;          60.5;          58;79;2019;ALL;female
Arlington - M Norcross Stratton;00100055;SCI;          20;67;           4;13;          16;53;           9;30;           1;3;          30;     510.7;;;86;2019;ALL;female
Arlington - Ottoson Middle;00100410;ELA;         376;83;         144;32;         232;51;          71;16;           6;1;         453;     519.4;          56.9;         438;93;2019;ALL;female
Arlington - Ottoson Middle;00100410;MATH;         341;75;         106;23;         235;52;         100;22;          11;2;         452;     514.3;          59.1;         437;94;2019;ALL;female
Arlington - Ottoson Middle;00100410;SCI;         169;75;          65;29;         104;46;          50;22;           6;3;         225;     516.7;;;96;2019;ALL;female
Arlington - Peirce;00100045;ELA;          47;67;          11;16;          36;51;          22;31;           1;1;          70;     510.9;          48.5;          41;70;2019;ALL;female
Arlington - Peirce;00100045;MATH;          38;54;           4;6;          34;49;          29;41;           3;4;          70;     503.4;          49.5;          41;66;2019;ALL;female
Arlington - Peirce;00100045;SCI;          11;61;           4;22;           7;39;           6;33;           1;6;          18;     508.9;;;81;2019;ALL;female
Arlington - Thompson;00100050;ELA;          91;78;          27;23;          64;55;          24;21;           1;1;         116;     517.2;          62.9;          73;87;2019;ALL;female
Arlington - Thompson;00100050;MATH;          83;71;          10;9;          73;62;          28;24;           6;5;         117;     506.6;          56.7;          74;77;2019;ALL;female
Arlington - Thompson;00100050;SCI;          25;74;           7;21;          18;53;           8;24;           1;3;          34;     510.9;;;86;2019;ALL;female
Ashburnham-Westminster - Briggs Elementary;06100025;ELA;          82;63;           8;6;          74;56;          47;36;           2;2;         131;     505.3;          48.3;          94;47;2019;ALL;female
Ashburnham-Westminster - Briggs Elementary;06100025;MATH;          60;45;           7;5;          53;40;          67;51;           5;4;         132;     497.4;          31.9;          94;41;2019;ALL;female
Ashburnham-Westminster - Briggs Elementary;06100025;SCI;          14;31;           1;2;          13;29;          29;64;           2;4;          45;     494.4;;;33;2019;ALL;female
Ashburnham-Westminster - Overlook Middle School;06100305;ELA;         193;69;          39;14;         154;55;          78;28;          10;4;         281;     509.1;          57.0;         275;62;2019;ALL;female
Ashburnham-Westminster - Overlook Middle School;06100305;MATH;         161;57;          15;5;         146;52;         111;40;           9;3;         281;     502.8;          54.8;         275;64;2019;ALL;female
Ashburnham-Westminster - Overlook Middle School;06100305;SCI;          67;67;          12;12;          55;55;          31;31;           2;2;         100;     507.7;;;78;2019;ALL;female
