School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Avg. Scaled Score;SGP;Included In SGP;Ach. PCTL;year;grade;student_group
Boston - Dearborn 6-12 STEM Academy;00350074;MATH;           9;17;           0;0;           9;17;          26;50;          17;33;          52;     480.0;          47.4;          39;5;2019;10;ALL
Boston - East Boston High School;00350530;ELA;          62;30;           5;2;          57;27;         102;49;          44;21;         208;     489.5;          46.5;         134;11;2019;10;ALL
Boston - East Boston High School;00350530;MATH;          67;33;           4;2;          63;31;          97;48;          37;18;         201;     491.9;          52.6;         131;17;2019;10;ALL
Boston - English High School;00350535;ELA;           9;10;           0;0;           9;10;          50;54;          33;36;          92;     478.6;          26.8;          54;4;2019;10;ALL
Boston - English High School;00350535;MATH;           9;10;           0;0;           9;10;          56;62;          26;29;          91;     481.5;          44.4;          55;6;2019;10;ALL
Boston - Excel High School;00350522;ELA;          27;29;           3;3;          24;26;          45;48;          21;23;          93;     486.8;          39.7;          61;8;2019;10;ALL
Boston - Excel High School;00350522;MATH;          30;33;           1;1;          29;32;          48;52;          14;15;          92;     490.3;          39.1;          60;15;2019;10;ALL
Boston - Fenway High School;00350540;ELA;          23;25;           0;0;          23;25;          59;64;          10;11;          92;     489.7;          36.0;          85;11;2019;10;ALL
Boston - Fenway High School;00350540;MATH;          22;24;           1;1;          21;23;          57;62;          13;14;          92;     489.0;          49.1;          85;11;2019;10;ALL
Boston - Henderson K-12 Inclusion School Upper;00350426;ELA;          16;30;           1;2;          15;28;          28;52;          10;19;          54;     491.7;          52.1;          40;14;2019;10;ALL
Boston - Henderson K-12 Inclusion School Upper;00350426;MATH;           6;11;           0;0;           6;11;          32;59;          16;30;          54;     484.5;          46.5;          41;8;2019;10;ALL
Boston - Lyon High School;00350655;ELA;           9;33;           0;0;           9;33;          13;48;           5;19;          27;     488.7;          31.7;          20;10;2019;10;ALL
Boston - Lyon High School;00350655;MATH;           2;7;           1;4;           1;4;          14;52;          11;41;          27;     475.3;          22.0;          20;3;2019;10;ALL
Boston - Madison Park Technical Vocational High School;00350537;ELA;          16;8;           1;1;          15;8;          94;49;          83;43;         193;     474.9;          27.5;         120;3;2019;10;ALL
Boston - Madison Park Technical Vocational High School;00350537;MATH;          28;15;           1;1;          27;14;          87;46;          73;39;         188;     478.3;          33.5;         117;4;2019;10;ALL
Boston - Margarita Muniz Academy;00350549;ELA;          13;22;           1;2;          12;20;          30;50;          17;28;          60;     483.1;          48.5;          47;6;2019;10;ALL
Boston - Margarita Muniz Academy;00350549;MATH;          15;25;           0;0;          15;25;          32;54;          12;20;          59;     486.3;          44.6;          47;9;2019;10;ALL
Boston - McKinley Schools;00350363;ELA;           1;4;           0;0;           1;4;           5;19;          20;77;          26;     463.7;;          15;1;2019;10;ALL
Boston - McKinley Schools;00350363;MATH;           1;5;           0;0;           1;5;           7;32;          14;64;          22;     468.4;;          14;2;2019;10;ALL
Boston - New Mission High School;00350542;ELA;          52;69;           3;4;          49;65;          21;28;           2;3;          75;     505.5;          61.4;          68;45;2019;10;ALL
Boston - New Mission High School;00350542;MATH;          57;76;          11;15;          46;61;          17;23;           1;1;          75;     512.3;          82.9;          68;74;2019;10;ALL
Boston - O'Bryant School of Math & Science;00350575;ELA;         271;79;          27;8;         244;71;          73;21;           1;0;         345;     511.3;          52.4;         325;66;2019;10;ALL
Boston - O'Bryant School of Math & Science;00350575;MATH;         307;89;          45;13;         262;76;          37;11;           1;0;         345;     515.7;          64.0;         326;83;2019;10;ALL
Boston - Quincy Upper School;00350565;ELA;          22;39;           3;5;          19;33;          32;56;           3;5;          57;     497.3;          51.6;          56;22;2019;10;ALL
Boston - Quincy Upper School;00350565;MATH;          16;28;           1;2;          15;26;          35;61;           6;11;          57;     492.3;          55.9;          56;18;2019;10;ALL
Boston - Snowden International High School;00350690;ELA;          41;41;           1;1;          40;40;          50;50;          10;10;         101;     494.4;          38.7;          88;18;2019;10;ALL
Boston - Snowden International High School;00350690;MATH;          26;26;           3;3;          23;23;          58;58;          16;16;         100;     489.0;          42.0;          87;11;2019;10;ALL
Boston - TechBoston Academy;00350657;ELA;          43;36;           5;4;          38;32;          62;52;          15;13;         120;     491.8;          52.0;          99;14;2019;10;ALL
Boston - TechBoston Academy;00350657;MATH;          19;16;           0;0;          19;16;          76;63;          25;21;         120;     484.7;          50.5;          96;8;2019;10;ALL
Boston - Urban Science Academy;00350579;ELA;          14;23;           2;3;          12;19;          36;58;          12;19;          62;     487.9;          44.6;          47;9;2019;10;ALL
Boston - Urban Science Academy;00350579;MATH;          18;30;           0;0;          18;30;          31;52;          11;18;          60;     491.5;          58.9;          47;16;2019;10;ALL
Boston - West Roxbury Academy;00350658;ELA;           5;8;           1;2;           4;6;          23;37;          34;55;          62;     474.4;          23.5;          37;2;2019;10;ALL
Boston - West Roxbury Academy;00350658;MATH;           4;6;           0;0;           4;6;          21;33;          38;60;          63;     469.7;          27.4;          39;2;2019;10;ALL
Boston Collegiate Charter (District) - Boston Collegiate Charter School;04490305;ELA;          53;66;           9;11;          44;55;          24;30;           3;4;          80;     509.5;          42.0;          70;57;2019;10;ALL
Boston Collegiate Charter (District) - Boston Collegiate Charter School;04490305;MATH;          66;84;           8;10;          58;73;          11;14;           2;3;          79;     513.1;          42.8;          69;77;2019;10;ALL
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School;04240505;ELA;           2;6;           0;0;           2;6;          23;70;           8;24;          33;     477.6;;           1;3;2019;10;ALL
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School;04240505;MATH;           4;12;           0;0;           4;12;          22;67;           7;21;          33;     480.1;;           2;5;2019;10;ALL
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School;04110305;ELA;          29;36;           0;0;          29;36;          38;47;          14;17;          81;     493.6;          46.9;          65;16;2019;10;ALL
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School;04110305;MATH;          25;32;           0;0;          25;32;          40;51;          14;18;          79;     491.6;          59.0;          63;16;2019;10;ALL
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School;04160305;ELA;          42;52;          10;12;          32;40;          33;41;           6;7;          81;     502.5;          48.1;          71;36;2019;10;ALL
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School;04160305;MATH;          48;59;           4;5;          44;54;          31;38;           2;2;          81;     504.7;          59.6;          70;53;2019;10;ALL
Bourne - Bourne High School;00360505;ELA;          75;71;          20;19;          55;52;          29;27;           2;2;         106;     512.3;          57.6;         102;69;2019;10;ALL
Bourne - Bourne High School;00360505;MATH;          52;49;           2;2;          50;47;          49;46;           5;5;         106;     500.5;          39.3;         102;35;2019;10;ALL
Braintree - Braintree High;00400505;ELA;         343;82;          63;15;         280;67;          65;16;          11;3;         419;     514.8;          51.1;         388;76;2019;10;ALL
Braintree - Braintree High;00400505;MATH;         341;82;          72;17;         269;65;          64;15;          12;3;         417;     515.0;          57.2;         387;81;2019;10;ALL
Bridgewater-Raynham - Bridgewater-Raynham Regional;06250505;ELA;         254;72;          44;13;         210;60;          89;25;           8;2;         351;     509.6;          49.1;         337;60;2019;10;ALL
Bridgewater-Raynham - Bridgewater-Raynham Regional;06250505;MATH;         253;72;          67;19;         186;53;          84;24;          14;4;         351;     511.4;          39.2;         336;72;2019;10;ALL
Bristol County Agricultural - Bristol County Agricultural High;09100705;ELA;          59;54;           3;3;          56;51;          50;45;           1;1;         110;     501.1;          39.2;          97;33;2019;10;ALL
Bristol County Agricultural - Bristol County Agricultural High;09100705;MATH;          47;43;           4;4;          43;39;          59;54;           4;4;         110;     499.1;          44.6;          97;32;2019;10;ALL
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical;08100605;ELA;         172;52;           9;3;         163;49;         147;45;          11;3;         330;     500.3;          49.1;         303;31;2019;10;ALL
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical;08100605;MATH;         161;49;          13;4;         148;45;         153;47;          13;4;         327;     500.9;          52.1;         301;37;2019;10;ALL
Brockton - Brockton Champion High School;00440515;ELA;           4;20;           0;0;           4;20;          15;75;           1;5;          20;     491.6;;          13;13;2019;10;ALL
Brockton - Brockton Champion High School;00440515;MATH;           1;6;           0;0;           1;6;          12;67;           5;28;          18;     480.4;;          12;5;2019;10;ALL
Brockton - Brockton High;00440505;ELA;         329;37;          42;5;         287;32;         384;43;         172;19;         885;     493.9;          45.8;         679;17;2019;10;ALL
Brockton - Brockton High;00440505;MATH;         247;28;          23;3;         224;26;         431;49;         200;23;         878;     489.1;          41.4;         674;12;2019;10;ALL
Brooke Charter School (District) - Brooke Charter School;04280305;ELA;          42;76;           6;11;          36;65;          11;20;           2;4;          55;     513.3;          45.3;          53;72;2019;10;ALL
Brooke Charter School (District) - Brooke Charter School;04280305;MATH;          45;82;           5;9;          40;73;           8;15;           2;4;          55;     515.0;          43.3;          51;81;2019;10;ALL
Brookline - Brookline High;00460505;ELA;         418;84;         147;30;         271;54;          69;14;          11;2;         498;     520.3;          50.6;         445;92;2019;10;ALL
Brookline - Brookline High;00460505;MATH;         409;83;         166;34;         243;49;          72;15;          11;2;         492;     521.6;          47.9;         438;94;2019;10;ALL
Burlington - Burlington High;00480505;ELA;         152;66;          23;10;         129;56;          71;31;           8;3;         231;     507.1;          55.1;         216;51;2019;10;ALL
Burlington - Burlington High;00480505;MATH;         152;66;          23;10;         129;56;          71;31;           8;3;         231;     506.8;          49.4;         217;58;2019;10;ALL
Cambridge - Cambridge Rindge and Latin;00490506;ELA;         280;63;          70;16;         210;47;         130;29;          36;8;         446;     507.0;          41.9;         303;50;2019;10;ALL
Cambridge - Cambridge Rindge and Latin;00490506;MATH;         275;63;          80;18;         195;44;         135;31;          29;7;         439;     508.1;          51.6;         301;62;2019;10;ALL
Canton - Canton High;00500505;ELA;         198;79;          50;20;         148;59;          50;20;           4;2;         252;     514.6;          47.3;         240;75;2019;10;ALL
Canton - Canton High;00500505;MATH;         190;76;          57;23;         133;53;          50;20;          10;4;         250;     515.1;          55.3;         235;82;2019;10;ALL
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical;08150605;ELA;          60;42;           3;2;          57;40;          76;53;           8;6;         144;     497.7;          49.8;         125;23;2019;10;ALL
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical;08150605;MATH;          53;37;           4;3;          49;34;          82;57;           9;6;         144;     495.6;          53.1;         123;23;2019;10;ALL
Carver - Carver Middle/High School;00520405;ELA;          65;62;           5;5;          60;57;          35;33;           5;5;         105;     503.8;          46.7;         101;39;2019;10;ALL
Carver - Carver Middle/High School;00520405;MATH;          65;62;           2;2;          63;60;          36;34;           4;4;         105;     503.9;          62.1;         101;50;2019;10;ALL
Central Berkshire - Wahconah Regional High;06350505;ELA;          81;60;           9;7;          72;54;          44;33;           9;7;         134;     502.2;          47.4;         119;35;2019;10;ALL
Central Berkshire - Wahconah Regional High;06350505;MATH;          71;53;          12;9;          59;44;          60;45;           3;2;         134;     504.0;          54.4;         119;51;2019;10;ALL
Chelmsford - Chelmsford High;00560505;ELA;         301;82;         123;34;         178;49;          57;16;           8;2;         366;     521.2;          54.9;         347;94;2019;10;ALL
Chelmsford - Chelmsford High;00560505;MATH;         296;82;         122;34;         174;48;          56;15;          11;3;         363;     520.1;          61.2;         341;91;2019;10;ALL
Chelsea - Chelsea High;00570505;ELA;          81;30;          14;5;          67;25;         108;41;          77;29;         266;     486.8;          49.2;         189;8;2019;10;ALL
Chelsea - Chelsea High;00570505;MATH;          71;28;           3;1;          68;27;         120;47;          64;25;         255;     485.9;          50.1;         190;9;2019;10;ALL
Chicopee - Chicopee Comprehensive High School;00610510;ELA;         177;57;          31;10;         146;47;         115;37;          19;6;         311;     504.9;          48.9;         278;42;2019;10;ALL
Chicopee - Chicopee Comprehensive High School;00610510;MATH;         165;54;          24;8;         141;46;         117;38;          26;8;         308;     502.9;          41.8;         274;46;2019;10;ALL
Chicopee - Chicopee High;00610505;ELA;          95;39;          12;5;          83;34;         121;49;          29;12;         245;     495.2;          38.8;         209;20;2019;10;ALL
Chicopee - Chicopee High;00610505;MATH;          80;33;          10;4;          70;29;         120;49;          43;18;         243;     491.4;          33.9;         208;16;2019;10;ALL
City on a Hill Charter Public School (District) - City on a Hill Charter Public School;04370505;ELA;          18;26;           1;1;          17;25;          45;66;           5;7;          68;     491.6;          34.2;          45;13;2019;10;ALL
City on a Hill Charter Public School (District) - City on a Hill Charter Public School;04370505;MATH;          16;24;           1;1;          15;22;          43;63;           9;13;          68;     490.6;          40.9;          44;15;2019;10;ALL
City on a Hill Charter Public School Dudley Square (District) - City on a Hill Charter Public School Dudley Square;35040505;ELA;           7;16;           0;0;           7;16;          29;64;           9;20;          45;     484.5;          24.7;          33;6;2019;10;ALL
City on a Hill Charter Public School Dudley Square (District) - City on a Hill Charter Public School Dudley Square;35040505;MATH;           9;20;           0;0;           9;20;          32;73;           3;7;          44;     490.1;          43.9;          32;14;2019;10;ALL
City on a Hill Charter Public School New Bedford (District) - City on a Hill Charter Public School New Bedford;35070505;ELA;           8;16;           0;0;           8;16;          22;45;          19;39;          49;     477.3;          35.5;          31;4;2019;10;ALL
City on a Hill Charter Public School New Bedford (District) - City on a Hill Charter Public School New Bedford;35070505;MATH;           7;14;           1;2;           6;12;          24;49;          18;37;          49;     479.7;          44.3;          32;5;2019;10;ALL
Clinton - Clinton Senior High;00640505;ELA;          62;53;           5;4;          57;48;          44;37;          12;10;         118;     498.1;          45.3;          98;24;2019;10;ALL
