School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Part. Rate %;Avg. Scaled Score;SGP;Included In SGP;year;grade;student_group
Andover - Henry C Sanborn Elementary;00090010;ELA;          40;56;           5;7;          35;49;          29;41;           2;3;          71;99;     502.9;          28.6;          67;2021;5;ALL
Andover - Henry C Sanborn Elementary;00090010;MATH;          37;52;           7;10;          30;42;          32;45;           2;3;          71;99;     503.6;          36.1;          67;2021;5;ALL
Andover - Henry C Sanborn Elementary;00090010;SCI;          42;59;           8;11;          34;48;          24;34;           5;7;          71;99;     503.6;;;2021;5;ALL
Andover - High Plain Elementary;00090004;ELA;          77;89;          31;36;          46;53;           9;10;           1;1;          87;100;     520.0;          58.8;          79;2021;5;ALL
Andover - High Plain Elementary;00090004;MATH;          71;82;          19;22;          52;60;          15;17;           1;1;          87;100;     514.9;          60.3;          79;2021;5;ALL
Andover - High Plain Elementary;00090004;SCI;          70;80;          32;37;          38;44;          16;18;           1;1;          87;100;     519.7;;;2021;5;ALL
Andover - South Elementary;00090020;ELA;          59;66;          19;21;          40;45;          28;31;           2;2;          89;100;     511.2;          40.7;          89;2021;5;ALL
Andover - South Elementary;00090020;MATH;          58;65;           8;9;          50;56;          28;31;           3;3;          89;100;     503.9;          43.5;          89;2021;5;ALL
Andover - South Elementary;00090020;SCI;          54;61;          10;11;          44;49;          32;36;           3;3;          89;100;     504.8;;;2021;5;ALL
Andover - West Elementary;00090025;ELA;          65;64;          12;12;          53;52;          32;31;           5;5;         102;100;     506.3;          42.7;          96;2021;5;ALL
Andover - West Elementary;00090025;MATH;          51;50;          12;12;          39;38;          43;42;           8;8;         102;100;     502.5;          45.8;          96;2021;5;ALL
Andover - West Elementary;00090025;SCI;          72;71;          11;11;          61;60;          26;25;           4;4;         102;100;     508.7;;;2021;5;ALL
Arlington - Brackett;00100010;ELA;          54;84;           7;11;          47;73;          10;16;           0;0;          64;100;     512.3;          40.6;          62;2021;5;ALL
Arlington - Brackett;00100010;MATH;          42;66;           6;9;          36;56;          22;34;           0;0;          64;100;     505.7;          40.4;          62;2021;5;ALL
Arlington - Brackett;00100010;SCI;          55;87;          18;29;          37;59;           8;13;           0;0;          63;98;     520.3;;;2021;5;ALL
Arlington - Cyrus E Dallin;00100025;ELA;          50;72;          11;16;          39;57;          16;23;           3;4;          69;99;     508.5;          48.4;          69;2021;5;ALL
Arlington - Cyrus E Dallin;00100025;MATH;          35;51;           3;4;          32;46;          29;42;           5;7;          69;99;     498.8;          37.2;          69;2021;5;ALL
Arlington - Cyrus E Dallin;00100025;SCI;          48;70;           7;10;          41;59;          18;26;           3;4;          69;99;     509.0;;;2021;5;ALL
Arlington - Hardy;00100030;ELA;          35;55;          11;17;          24;38;          27;42;           2;3;          64;97;     506.2;          40.1;          63;2021;5;ALL
Arlington - Hardy;00100030;MATH;          33;52;           4;6;          29;45;          26;41;           5;8;          64;97;     498.4;          32.7;          63;2021;5;ALL
Arlington - Hardy;00100030;SCI;          44;69;           9;14;          35;55;          17;27;           3;5;          64;97;     508.0;;;2021;5;ALL
Arlington - John A Bishop;00100005;ELA;          42;72;          14;24;          28;48;          15;26;           1;2;          58;94;     510.5;          44.4;          53;2021;5;ALL
Arlington - John A Bishop;00100005;MATH;          33;57;           8;14;          25;43;          25;43;           0;0;          58;94;     505.2;          39.6;          52;2021;5;ALL
Arlington - John A Bishop;00100005;SCI;          45;78;          11;19;          34;59;          10;17;           3;5;          58;94;     511.3;;;2021;5;ALL
Arlington - M Norcross Stratton;00100055;ELA;          40;59;           3;4;          37;54;          22;32;           6;9;          68;99;     501.1;          38.4;          63;2021;5;ALL
Arlington - M Norcross Stratton;00100055;MATH;          31;46;           7;10;          24;35;          26;38;          11;16;          68;99;     497.4;          43.8;          63;2021;5;ALL
Arlington - M Norcross Stratton;00100055;SCI;          41;60;          15;22;          26;38;          15;22;          12;18;          68;99;     506.4;;;2021;5;ALL
Arlington - Peirce;00100045;ELA;          33;87;           3;8;          30;79;           4;11;           1;3;          38;98;     509.9;          47.4;          38;2021;5;ALL
Arlington - Peirce;00100045;MATH;          27;71;           1;3;          26;68;          10;26;           1;3;          38;98;     504.3;          57.7;          38;2021;5;ALL
Arlington - Peirce;00100045;SCI;          30;79;           5;13;          25;66;           7;18;           1;3;          38;98;     516.8;;;2021;5;ALL
Arlington - Thompson;00100050;ELA;          47;63;          11;15;          36;48;          23;31;           5;7;          75;93;     504.2;          38.8;          71;2021;5;ALL
Arlington - Thompson;00100050;MATH;          38;51;           4;5;          34;45;          28;37;           9;12;          75;93;     496.8;          33.3;          71;2021;5;ALL
Arlington - Thompson;00100050;SCI;          48;64;          11;15;          37;49;          18;24;           9;12;          75;93;     507.3;;;2021;5;ALL
Ashburnham-Westminster - Briggs Elementary;06100025;ELA;          38;53;           3;4;          35;49;          30;42;           4;6;          72;97;     499.6;          31.1;          71;2021;5;ALL
Ashburnham-Westminster - Briggs Elementary;06100025;MATH;          26;36;           0;0;          26;36;          44;61;           2;3;          72;97;     494.4;          30.2;          72;2021;5;ALL
Ashburnham-Westminster - Briggs Elementary;06100025;SCI;          35;49;           3;4;          32;44;          34;47;           3;4;          72;97;     499.9;;;2021;5;ALL
Ashburnham-Westminster - Westminster Elementary;06100005;ELA;          44;43;           3;3;          41;40;          55;54;           3;3;         102;100;     497.7;          39.4;          98;2021;5;ALL
Ashburnham-Westminster - Westminster Elementary;06100005;MATH;          31;30;           1;1;          30;29;          64;63;           7;7;         102;100;     493.5;          39.2;          98;2021;5;ALL
Ashburnham-Westminster - Westminster Elementary;06100005;SCI;          42;41;           2;2;          40;39;          56;55;           4;4;         102;100;     495.3;;;2021;5;ALL
Ashland - David Mindess;00140015;ELA;         124;62;          25;13;          99;50;          63;32;          12;6;         199;98;     504.5;          45.5;         189;2021;5;ALL
Ashland - David Mindess;00140015;MATH;         105;53;          20;10;          85;43;          75;38;          19;10;         199;98;     500.3;          47.6;         189;2021;5;ALL
Ashland - David Mindess;00140015;SCI;         108;54;          15;8;          93;47;          66;33;          25;13;         199;98;     500.3;;;2021;5;ALL
Athol-Royalston - Athol-Royalston Middle School;06150305;ELA;          24;28;           2;2;          22;26;          46;54;          15;18;          85;96;     486.8;          28.4;          82;2021;5;ALL
Athol-Royalston - Athol-Royalston Middle School;06150305;MATH;           8;9;           0;0;           8;9;          45;53;          32;38;          85;96;     475.8;          20.4;          84;2021;5;ALL
Athol-Royalston - Athol-Royalston Middle School;06150305;SCI;          30;36;           4;5;          26;31;          39;46;          15;18;          84;94;     491.7;;;2021;5;ALL
Athol-Royalston - Royalston Community School;06150050;ELA;           9;47;           2;11;           7;37;          10;53;           0;0;          19;100;     501.0;;          19;2021;5;ALL
Athol-Royalston - Royalston Community School;06150050;MATH;           6;32;           0;0;           6;32;          11;58;           2;11;          19;100;     493.6;;          19;2021;5;ALL
Athol-Royalston - Royalston Community School;06150050;SCI;           9;47;           0;0;           9;47;           8;42;           2;11;          19;100;     498.2;;;2021;5;ALL
Atlantis Charter (District) - Atlantis Charter School;04910550;ELA;          38;35;           1;1;          37;34;          57;52;          15;14;         110;100;     490.0;          18.9;         110;2021;5;ALL
Atlantis Charter (District) - Atlantis Charter School;04910550;MATH;          22;20;           0;0;          22;20;          67;61;          21;19;         110;100;     483.2;          15.2;         110;2021;5;ALL
Atlantis Charter (District) - Atlantis Charter School;04910550;SCI;          25;23;           2;2;          23;21;          60;55;          25;23;         110;100;     485.5;;;2021;5;ALL
Attleboro - Cyril K. Brennan Middle School;00160315;ELA;          59;40;           4;3;          55;38;          60;41;          27;18;         146;97;     493.0;          26.0;         134;2021;5;ALL
Attleboro - Cyril K. Brennan Middle School;00160315;MATH;          43;29;           0;0;          43;29;          68;47;          35;24;         146;97;     486.2;          23.5;         134;2021;5;ALL
Attleboro - Cyril K. Brennan Middle School;00160315;SCI;          59;40;           3;2;          56;38;          53;36;          35;24;         147;97;     491.3;;;2021;5;ALL
Attleboro - Robert J. Coelho Middle School;00160305;ELA;          61;43;           4;3;          57;40;          69;49;          12;8;         142;99;     495.0;          33.5;         134;2021;5;ALL
Attleboro - Robert J. Coelho Middle School;00160305;MATH;          61;43;           6;4;          55;39;          65;46;          16;11;         142;99;     495.4;          44.0;         134;2021;5;ALL
Attleboro - Robert J. Coelho Middle School;00160305;SCI;          77;54;          14;10;          63;44;          51;36;          14;10;         142;99;     501.9;;;2021;5;ALL
Attleboro - Wamsutta Middle School;00160320;ELA;          67;47;           9;6;          58;41;          60;42;          16;11;         143;99;     496.5;          30.0;         134;2021;5;ALL
Attleboro - Wamsutta Middle School;00160320;MATH;          56;39;           6;4;          50;35;          65;45;          22;15;         143;99;     491.6;          37.8;         134;2021;5;ALL
Attleboro - Wamsutta Middle School;00160320;SCI;          53;37;           8;6;          45;31;          65;45;          25;17;         143;99;     493.4;;;2021;5;ALL
Auburn - Swanson Road Intermediate School;00170030;ELA;          98;53;          12;6;          86;46;          75;41;          12;6;         185;96;     500.2;          34.5;         182;2021;5;ALL
Auburn - Swanson Road Intermediate School;00170030;MATH;          77;42;           6;3;          71;39;          87;47;          20;11;         184;96;     495.0;          34.0;         182;2021;5;ALL
Auburn - Swanson Road Intermediate School;00170030;SCI;         106;57;          17;9;          89;48;          62;34;          17;9;         185;96;     503.2;;;2021;5;ALL
Avon - Ralph D Butler;00180010;ELA;          27;45;           3;5;          24;40;          28;47;           5;8;          60;97;     496.3;          37.5;          60;2021;5;ALL
Avon - Ralph D Butler;00180010;MATH;          11;18;           0;0;          11;18;          33;55;          16;27;          60;97;     481.7;          22.8;          60;2021;5;ALL
Avon - Ralph D Butler;00180010;SCI;          25;42;           1;2;          24;40;          27;45;           8;13;          60;97;     492.1;;;2021;5;ALL
Ayer Shirley School District - Lura A. White Elementary School;06160001;ELA;          25;45;           0;0;          25;45;          26;46;           5;9;          56;98;     492.9;          28.7;          51;2021;5;ALL
Ayer Shirley School District - Lura A. White Elementary School;06160001;MATH;          17;30;           3;5;          14;25;          30;54;           9;16;          56;98;     489.5;          26.9;          51;2021;5;ALL
Ayer Shirley School District - Lura A. White Elementary School;06160001;SCI;          29;52;           4;7;          25;45;          20;36;           7;13;          56;98;     498.2;;;2021;5;ALL
Ayer Shirley School District - Page Hilltop Elementary School;06160002;ELA;          31;44;           0;0;          31;44;          33;47;           6;9;          70;96;     494.7;          22.7;          68;2021;5;ALL
Ayer Shirley School District - Page Hilltop Elementary School;06160002;MATH;          20;29;           3;4;          17;25;          37;54;          12;17;          69;95;     489.9;          32.6;          67;2021;5;ALL
Ayer Shirley School District - Page Hilltop Elementary School;06160002;SCI;          34;49;           2;3;          32;46;          28;41;           7;10;          69;95;     497.3;;;2021;5;ALL
Barnstable - Barnstable United Elementary School;00200050;ELA;         138;41;          10;3;         128;38;         146;44;          50;15;         334;97;     493.3;          32.2;         311;2021;5;ALL
Barnstable - Barnstable United Elementary School;00200050;MATH;          89;27;          11;3;          78;23;         178;53;          68;20;         335;97;     487.0;          26.3;         312;2021;5;ALL
Barnstable - Barnstable United Elementary School;00200050;SCI;         120;36;          13;4;         107;32;         150;45;          63;19;         333;96;     491.1;;;2021;5;ALL
Bedford - Lt Job Lane School;00230012;ELA;         143;74;          47;24;          96;50;          45;23;           5;3;         193;99;     512.5;          45.1;         184;2021;5;ALL
Bedford - Lt Job Lane School;00230012;MATH;         136;70;          31;16;         105;54;          49;25;           8;4;         193;99;     510.3;          50.1;         185;2021;5;ALL
Bedford - Lt Job Lane School;00230012;SCI;         134;69;          40;21;          94;49;          56;29;           3;2;         193;99;     511.1;;;2021;5;ALL
Belchertown - Chestnut Hill Community School;00240006;ELA;          65;45;           8;5;          57;39;          71;49;          10;7;         146;93;     496.6;          40.6;         143;2021;5;ALL
Belchertown - Chestnut Hill Community School;00240006;MATH;          43;29;           3;2;          40;27;          89;61;          14;10;         146;93;     491.3;          38.1;         144;2021;5;ALL
Belchertown - Chestnut Hill Community School;00240006;SCI;          71;49;           9;6;          62;42;          63;43;          12;8;         146;93;     499.3;;;2021;5;ALL
Bellingham - Bellingham Memorial School;00250315;ELA;          57;44;           9;7;          48;37;          63;48;          11;8;         131;95;     496.3;          33.8;         127;2021;5;ALL
Bellingham - Bellingham Memorial School;00250315;MATH;          41;31;           3;2;          38;29;          76;58;          15;11;         132;97;     491.5;          35.8;         128;2021;5;ALL
Bellingham - Bellingham Memorial School;00250315;SCI;          52;40;           5;4;          47;36;          68;52;          11;8;         131;96;     495.9;;;2021;5;ALL
Belmont - Winthrop L Chenery Middle;00260305;ELA;         222;70;          40;13;         182;57;          89;28;           7;2;         318;98;     508.3;          35.0;         293;2021;5;ALL
Belmont - Winthrop L Chenery Middle;00260305;MATH;         185;58;          33;10;         152;48;         120;38;          13;4;         318;98;     503.5;          29.1;         293;2021;5;ALL
Belmont - Winthrop L Chenery Middle;00260305;SCI;         236;74;          62;19;         174;55;          74;23;           8;3;         318;98;     512.6;;;2021;5;ALL
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School;04200205;ELA;          28;67;           7;17;          21;50;          12;29;           2;5;          42;100;     506.2;          39.9;          42;2021;5;ALL
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School;04200205;MATH;          20;48;           1;2;          19;45;          18;43;           4;10;          42;100;     497.4;          26.8;          42;2021;5;ALL
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School;04200205;SCI;          30;71;           6;14;          24;57;          10;24;           2;5;          42;100;     508.0;;;2021;5;ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School;04470205;ELA;          60;64;           6;6;          54;57;          31;33;           3;3;          94;98;     503.4;          32.6;          90;2021;5;ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School;04470205;MATH;          50;53;           6;6;          44;47;          37;39;           7;7;          94;98;     498.7;          27.0;          91;2021;5;ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School;04470205;SCI;          63;67;          10;11;          53;56;          27;29;           4;4;          94;98;     505.7;;;2021;5;ALL
Berkley - Berkley Middle School;00270305;ELA;          58;64;           8;9;          50;55;          27;30;           6;7;          91;99;     502.9;          40.3;          90;2021;5;ALL
Berkley - Berkley Middle School;00270305;MATH;          45;49;           4;4;          41;45;          42;46;           4;4;          91;99;     498.4;          52.3;          90;2021;5;ALL
Berkley - Berkley Middle School;00270305;SCI;          44;48;           5;5;          39;43;          42;46;           5;5;          91;99;     500.7;;;2021;5;ALL
Berkshire Hills - W.E.B. Du Bois Regional Middle School;06180310;ELA;          31;42;           4;5;          27;36;          32;43;          11;15;          74;92;     492.5;          42.0;          68;2021;5;ALL
Berkshire Hills - W.E.B. Du Bois Regional Middle School;06180310;MATH;          15;20;           1;1;          14;19;          35;47;          25;33;          75;93;     481.3;          27.4;          68;2021;5;ALL
Berkshire Hills - W.E.B. Du Bois Regional Middle School;06180310;SCI;          26;35;           1;1;          25;33;          27;36;          22;29;          75;93;     487.3;;;2021;5;ALL
Berlin-Boylston - Berlin Memorial School;06200005;ELA;          23;79;           4;14;          19;66;           6;21;           0;0;          29;100;     510.1;          53.6;          29;2021;5;ALL
Berlin-Boylston - Berlin Memorial School;06200005;MATH;          12;41;           1;3;          11;38;          14;48;           3;10;          29;100;     494.5;          20.3;          28;2021;5;ALL
Berlin-Boylston - Berlin Memorial School;06200005;SCI;          21;72;           6;21;          15;52;           7;24;           1;3;          29;100;     512.0;;;2021;5;ALL
Berlin-Boylston - Boylston Elementary School;06200010;ELA;          35;69;           5;10;          30;59;          15;29;           1;2;          51;95;     505.8;          38.5;          49;2021;5;ALL
Berlin-Boylston - Boylston Elementary School;06200010;MATH;          27;53;           4;8;          23;45;          20;39;           4;8;          51;95;     500.5;          33.0;          49;2021;5;ALL
Berlin-Boylston - Boylston Elementary School;06200010;SCI;          31;61;           9;18;          22;43;          20;39;           0;0;          51;95;     509.2;;;2021;5;ALL
Beverly - Beverly Middle School;00300305;ELA;         147;45;          23;7;         124;38;         141;43;          40;12;         328;97;     495.6;          28.0;         312;2021;5;ALL
Beverly - Beverly Middle School;00300305;MATH;         101;31;           5;2;          96;29;         177;54;          50;15;         328;97;     489.8;          23.2;         313;2021;5;ALL
Beverly - Beverly Middle School;00300305;SCI;         155;47;          20;6;         135;41;         132;40;          41;13;         328;97;     496.8;;;2021;5;ALL
Billerica - Locke Middle;00310310;ELA;          83;44;           7;4;          76;40;          86;45;          21;11;         190;100;     496.2;          28.7;         184;2021;5;ALL
Billerica - Locke Middle;00310310;MATH;          40;21;           1;1;          39;21;         121;64;          28;15;         189;99;     488.6;          20.4;         183;2021;5;ALL
Billerica - Locke Middle;00310310;SCI;          72;38;           6;3;          66;35;          91;48;          27;14;         190;100;     493.1;;;2021;5;ALL
Billerica - Marshall Middle School;00310305;ELA;          99;52;          12;6;          87;46;          78;41;          13;7;         190;98;     499.7;          37.4;         181;2021;5;ALL
Billerica - Marshall Middle School;00310305;MATH;          49;26;           0;0;          49;26;         112;59;          29;15;         190;98;     488.9;          21.9;         182;2021;5;ALL
Billerica - Marshall Middle School;00310305;SCI;          85;45;           6;3;          79;42;          78;41;          27;14;         190;98;     494.7;;;2021;5;ALL
Blackstone-Millville - A F Maloney;06220015;ELA;          46;43;           4;4;          42;40;          48;45;          12;11;         106;99;     495.0;          34.9;         105;2021;5;ALL
Blackstone-Millville - A F Maloney;06220015;MATH;          37;35;           2;2;          35;33;          55;52;          14;13;         106;99;     490.8;          38.7;         105;2021;5;ALL
Blackstone-Millville - A F Maloney;06220015;SCI;          39;37;           4;4;          35;33;          47;44;          20;19;         106;99;     491.5;;;2021;5;ALL
Blackstone-Millville - Millville Elementary;06220010;ELA;          21;66;           4;13;          17;53;          10;31;           1;3;          32;94;     503.8;          48.6;          32;2021;5;ALL
Blackstone-Millville - Millville Elementary;06220010;MATH;          17;53;           4;13;          13;41;          15;47;           0;0;          32;94;     504.2;          56.1;          32;2021;5;ALL
Blackstone-Millville - Millville Elementary;06220010;SCI;          13;41;           4;13;           9;28;          19;59;           0;0;          32;94;     498.1;;;2021;5;ALL
Boston - Adams Elementary School;00350302;ELA;          11;44;           1;4;          10;40;          10;40;           4;16;          25;100;     493.2;          33.8;          24;2021;5;ALL
Boston - Adams Elementary School;00350302;MATH;           5;20;           0;0;           5;20;          13;52;           7;28;          25;100;     480.7;          17.5;          24;2021;5;ALL
Boston - Adams Elementary School;00350302;SCI;           6;25;           0;0;           6;25;          14;58;           4;17;          24;96;     485.5;;;2021;5;ALL
Boston - Bates Elementary School;00350278;ELA;           5;17;           1;3;           4;13;          15;50;          10;33;          30;77;     478.4;          22.3;          26;2021;5;ALL
Boston - Bates Elementary School;00350278;MATH;           1;4;           0;0;           1;4;          16;59;          10;37;          27;69;     477.0;          15.6;          23;2021;5;ALL
Boston - Bates Elementary School;00350278;SCI;           3;11;           0;0;           3;11;          16;57;           9;32;          28;72;     479.1;;;2021;5;ALL
Boston - Blackstone Elementary School;00350390;ELA;           2;13;           0;0;           2;13;           9;56;           5;31;          16;26;     478.4;;          10;2021;5;ALL
Boston - Blackstone Elementary School;00350390;MATH;           1;7;           0;0;           1;7;           6;40;           8;53;          15;24;     466.6;;          11;2021;5;ALL
Boston - Blackstone Elementary School;00350390;SCI;           1;7;           0;0;           1;7;           5;36;           8;57;          14;23;     468.9;;;2021;5;ALL
Boston - Boston Teachers Union K-8 Pilot;00350012;ELA;          10;48;           2;10;           8;38;           9;43;           2;10;          21;88;     498.2;;          19;2021;5;ALL
