School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Avg. Scaled Score;SGP;Included In SGP;Ach. PCTL;year;grade;student_group
Agawam - Roberta G. Doering School;00050303;SCI;           6;12;           0;0;           6;12;          28;56;          16;32;          50;     478.8;;;40;2019;ALL;students with disabilities
Agawam - Robinson Park;00050025;ELA;           0;0;           0;0;           0;0;          13;59;           9;41;          22;     476.1;;          10;23;2019;ALL;students with disabilities
Agawam - Robinson Park;00050025;MATH;           3;14;           0;0;           3;14;          14;64;           5;23;          22;     479.8;;          10;46;2019;ALL;students with disabilities
Alma del Mar Charter School (District) - Alma del Mar Charter School;04090205;ELA;           9;18;           0;0;           9;18;          28;56;          13;26;          50;     483.6;          34.6;          40;52;2019;ALL;students with disabilities
Alma del Mar Charter School (District) - Alma del Mar Charter School;04090205;MATH;           7;14;           2;4;           5;10;          31;62;          12;24;          50;     482.7;          41.3;          40;56;2019;ALL;students with disabilities
Alma del Mar Charter School (District) - Alma del Mar Charter School;04090205;SCI;           1;6;           0;0;           1;6;           8;44;           9;50;          18;     467.3;;;12;2019;ALL;students with disabilities
Amesbury - Amesbury Elementary;00070005;ELA;           5;17;           3;10;           2;7;          13;45;          11;38;          29;     486.4;;          13;61;2019;ALL;students with disabilities
Amesbury - Amesbury Elementary;00070005;MATH;           4;14;           1;3;           3;10;          14;48;          11;38;          29;     478.5;;          13;41;2019;ALL;students with disabilities
Amesbury - Amesbury Middle;00070013;ELA;          10;8;           0;0;          10;8;          66;55;          45;37;         121;     474.8;          40.9;         116;19;2019;ALL;students with disabilities
Amesbury - Amesbury Middle;00070013;MATH;          12;10;           1;1;          11;9;          63;53;          43;36;         118;     476.3;          51.6;         112;33;2019;ALL;students with disabilities
Amesbury - Amesbury Middle;00070013;SCI;          10;16;           1;2;           9;15;          35;57;          16;26;          61;     482.6;;;52;2019;ALL;students with disabilities
Amesbury - Charles C Cashman Elementary;00070010;ELA;          12;24;           1;2;          11;22;          26;52;          12;24;          50;     485.7;          41.9;          24;58;2019;ALL;students with disabilities
Amesbury - Charles C Cashman Elementary;00070010;MATH;           9;18;           1;2;           8;16;          16;32;          25;50;          50;     475.7;          36.1;          24;30;2019;ALL;students with disabilities
Amherst - Crocker Farm Elementary;00080009;ELA;           5;13;           0;0;           5;13;          18;46;          16;41;          39;     474.0;          46.4;          25;17;2019;ALL;students with disabilities
Amherst - Crocker Farm Elementary;00080009;MATH;           1;3;           1;3;           0;0;          21;54;          17;44;          39;     473.9;          58.8;          25;24;2019;ALL;students with disabilities
Amherst - Crocker Farm Elementary;00080009;SCI;           0;0;           0;0;           0;0;           5;50;           5;50;          10;     469.6;;;16;2019;ALL;students with disabilities
Amherst - Fort River Elementary;00080020;ELA;           5;10;           0;0;           5;10;          26;54;          17;35;          48;     476.3;          34.1;          39;24;2019;ALL;students with disabilities
Amherst - Fort River Elementary;00080020;MATH;           6;12;           0;0;           6;12;          23;46;          21;42;          50;     475.4;          43.4;          41;29;2019;ALL;students with disabilities
Amherst - Fort River Elementary;00080020;SCI;           1;9;           0;0;           1;9;           8;73;           2;18;          11;     487.0;;;67;2019;ALL;students with disabilities
Amherst - Wildwood Elementary;00080050;ELA;           7;17;           0;0;           7;17;          20;48;          15;36;          42;     487.3;          40.5;          23;64;2019;ALL;students with disabilities
Amherst - Wildwood Elementary;00080050;MATH;           7;17;           2;5;           5;12;          16;38;          19;45;          42;     482.0;          40.4;          23;53;2019;ALL;students with disabilities
