School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Avg. Scaled Score;SGP;Included In SGP;Ach. PCTL;year;grade;student_group
Arlington - M Norcross Stratton;00100055;ELA;          22;36;           0;0;          22;36;          28;46;          11;18;          61;     493.9;          53.3;          32;52;2019;ALL;high needs
Arlington - M Norcross Stratton;00100055;MATH;          18;30;           2;3;          16;26;          30;49;          13;21;          61;     488.6;          55.5;          32;39;2019;ALL;high needs
Arlington - M Norcross Stratton;00100055;SCI;           5;28;           0;0;           5;28;           7;39;           6;33;          18;     488.2;;;38;2019;ALL;high needs
Arlington - Ottoson Middle;00100410;ELA;         100;43;          15;6;          85;36;         111;47;          24;10;         235;     496.8;          51.2;         218;66;2019;ALL;high needs
Arlington - Ottoson Middle;00100410;MATH;         116;49;          21;9;          95;40;          98;42;          22;9;         236;     499.2;          57.1;         217;85;2019;ALL;high needs
Arlington - Ottoson Middle;00100410;SCI;          49;44;          10;9;          39;35;          48;43;          14;13;         111;     499.1;;;85;2019;ALL;high needs
Arlington - Peirce;00100045;ELA;          17;37;           6;13;          11;24;          27;59;           2;4;          46;     498.9;          52.1;          29;77;2019;ALL;high needs
Arlington - Peirce;00100045;MATH;          21;46;           3;7;          18;39;          22;48;           3;7;          46;     498.1;          43.1;          29;82;2019;ALL;high needs
Arlington - Peirce;00100045;SCI;           5;33;           1;7;           4;27;           9;60;           1;7;          15;     493.1;;;61;2019;ALL;high needs
Arlington - Thompson;00100050;ELA;          38;46;           5;6;          33;40;          40;48;           5;6;          83;     498.0;          51.9;          47;73;2019;ALL;high needs
Arlington - Thompson;00100050;MATH;          38;45;           5;6;          33;39;          35;42;          11;13;          84;     493.2;          55.1;          48;62;2019;ALL;high needs
Arlington - Thompson;00100050;SCI;          12;39;           2;6;          10;32;          13;42;           6;19;          31;     494.4;;;66;2019;ALL;high needs
Ashburnham-Westminster - Briggs Elementary;06100025;ELA;          42;42;           3;3;          39;39;          55;55;           3;3;         100;     498.0;          46.8;          75;73;2019;ALL;high needs
Ashburnham-Westminster - Briggs Elementary;06100025;MATH;          33;33;           2;2;          31;31;          55;55;          12;12;         100;     490.7;          32.0;          75;48;2019;ALL;high needs
Ashburnham-Westminster - Briggs Elementary;06100025;SCI;           9;30;           0;0;           9;30;          17;57;           4;13;          30;     491.1;;;51;2019;ALL;high needs
Ashburnham-Westminster - Overlook Middle School;06100305;ELA;          59;31;           6;3;          53;27;         104;54;          30;16;         193;     491.6;          52.1;         184;40;2019;ALL;high needs
Ashburnham-Westminster - Overlook Middle School;06100305;MATH;          61;32;           3;2;          58;30;         109;56;          23;12;         193;     490.8;          51.3;         184;49;2019;ALL;high needs
Ashburnham-Westminster - Overlook Middle School;06100305;SCI;          25;40;           3;5;          22;35;          32;51;           6;10;          63;     496.2;;;74;2019;ALL;high needs
Ashburnham-Westminster - Westminster Elementary;06100005;ELA;          26;27;           0;0;          26;27;          56;58;          15;15;          97;     490.7;          43.2;          66;35;2019;ALL;high needs
Ashburnham-Westminster - Westminster Elementary;06100005;MATH;          35;36;           3;3;          32;33;          51;53;          11;11;          97;     493.0;          55.8;          66;61;2019;ALL;high needs
Ashburnham-Westminster - Westminster Elementary;06100005;SCI;          11;27;           1;2;          10;24;          27;66;           3;7;          41;     494.1;;;65;2019;ALL;high needs
Ashland - Ashland Middle;00140405;ELA;         100;47;          14;7;          86;40;          94;44;          21;10;         215;     499.0;          65.7;         206;77;2019;ALL;high needs
Ashland - Ashland Middle;00140405;MATH;         107;50;          23;11;          84;39;          80;38;          26;12;         213;     499.7;          61.5;         204;86;2019;ALL;high needs
Ashland - Ashland Middle;00140405;SCI;          29;48;           3;5;          26;43;          25;41;           7;11;          61;     497.7;;;81;2019;ALL;high needs
Ashland - David Mindess;00140015;ELA;          66;29;           3;1;          63;28;         142;62;          20;9;         228;     491.9;          46.0;         154;42;2019;ALL;high needs
Ashland - David Mindess;00140015;MATH;          51;22;           7;3;          44;19;         142;62;          35;15;         228;     488.2;          50.5;         154;36;2019;ALL;high needs
Ashland - David Mindess;00140015;SCI;          17;22;           1;1;          16;20;          45;57;          17;22;          79;     487.0;;;33;2019;ALL;high needs
Athol-Royalston - Athol Community Elementary School;06150020;ELA;          46;35;           4;3;          42;32;          63;48;          21;16;         130;     491.4;          45.4;          56;38;2019;ALL;high needs
Athol-Royalston - Athol Community Elementary School;06150020;MATH;          34;26;           4;3;          30;23;          64;49;          33;25;         131;     485.9;          31.6;          56;25;2019;ALL;high needs
Athol-Royalston - Athol-Royalston Middle School;06150305;ELA;          53;21;           4;2;          49;19;         141;56;          58;23;         252;     484.5;          45.4;         241;11;2019;ALL;high needs
Athol-Royalston - Athol-Royalston Middle School;06150305;MATH;          63;25;           3;1;          60;24;         134;53;          56;22;         253;     486.0;          53.3;         243;25;2019;ALL;high needs
Athol-Royalston - Athol-Royalston Middle School;06150305;SCI;          37;31;           3;3;          34;29;          59;50;          22;19;         118;     489.4;;;43;2019;ALL;high needs
Athol-Royalston - Royalston Community School;06150050;ELA;          16;44;           3;8;          13;36;          20;56;           0;0;          36;     499.1;          61.4;          25;77;2019;ALL;high needs
Athol-Royalston - Royalston Community School;06150050;MATH;          17;47;           2;6;          15;42;          15;42;           4;11;          36;     495.4;          70.5;          25;72;2019;ALL;high needs
Atlantis Charter (District) - Atlantis Charter School;04910550;ELA;         140;37;          21;6;         119;31;         183;48;          57;15;         380;     493.4;          45.2;         310;50;2019;ALL;high needs
Atlantis Charter (District) - Atlantis Charter School;04910550;MATH;         108;29;           7;2;         101;27;         218;58;          52;14;         378;     489.0;          36.0;         308;41;2019;ALL;high needs
Atlantis Charter (District) - Atlantis Charter School;04910550;SCI;          32;24;           0;0;          32;24;          73;55;          27;20;         132;     485.2;;;25;2019;ALL;high needs
Attleboro - A. Irvin Studley Elementary School;00160001;ELA;          33;39;           4;5;          29;35;          39;46;          12;14;          84;     494.3;          36.5;          37;54;2019;ALL;high needs
Attleboro - A. Irvin Studley Elementary School;00160001;MATH;          34;40;           5;6;          29;35;          36;43;          14;17;          84;     492.7;          44.5;          38;59;2019;ALL;high needs
Attleboro - Cyril K. Brennan Middle School;00160315;ELA;         117;37;          17;5;         100;31;         142;45;          59;19;         318;     494.2;          51.7;         287;53;2019;ALL;high needs
Attleboro - Cyril K. Brennan Middle School;00160315;MATH;          88;28;           7;2;          81;26;         155;49;          73;23;         316;     488.7;          41.1;         284;39;2019;ALL;high needs
Attleboro - Cyril K. Brennan Middle School;00160315;SCI;          48;32;           1;1;          47;31;          62;41;          40;27;         150;     489.5;;;44;2019;ALL;high needs
Attleboro - Hill-Roberts Elementary School;00160045;ELA;          31;36;           5;6;          26;30;          43;50;          12;14;          86;     493.7;          43.6;          36;51;2019;ALL;high needs
Attleboro - Hill-Roberts Elementary School;00160045;MATH;          33;38;           2;2;          31;36;          36;42;          17;20;          86;     490.6;          58.1;          36;48;2019;ALL;high needs
Attleboro - Hyman Fine Elementary School;00160040;ELA;          42;58;           7;10;          35;48;          27;37;           4;5;          73;     505.2;          70.1;          28;94;2019;ALL;high needs
Attleboro - Hyman Fine Elementary School;00160040;MATH;          33;45;           7;10;          26;36;          31;42;           9;12;          73;     497.7;          69.1;          28;81;2019;ALL;high needs
Attleboro - Peter Thacher Elementary School;00160050;ELA;          33;38;           9;10;          24;28;          31;36;          23;26;          87;     500.1;          68.2;          34;81;2019;ALL;high needs
Attleboro - Peter Thacher Elementary School;00160050;MATH;          33;38;           3;3;          30;34;          26;30;          28;32;          87;     493.6;          67.1;          34;64;2019;ALL;high needs
Attleboro - Robert J. Coelho Middle School;00160305;ELA;          78;31;           5;2;          73;29;         129;51;          44;18;         251;     489.4;          47.7;         244;28;2019;ALL;high needs
Attleboro - Robert J. Coelho Middle School;00160305;MATH;          84;34;           3;1;          81;33;         128;52;          36;15;         248;     490.0;          52.7;         241;45;2019;ALL;high needs
Attleboro - Robert J. Coelho Middle School;00160305;SCI;          46;37;           5;4;          41;33;          67;54;          11;9;         124;     494.6;;;67;2019;ALL;high needs
Attleboro - Thomas Willett Elementary School;00160035;ELA;          37;44;           7;8;          30;36;          41;49;           6;7;          84;     497.9;          47.7;          38;72;2019;ALL;high needs
Attleboro - Thomas Willett Elementary School;00160035;MATH;          26;31;           0;0;          26;31;          41;49;          17;20;          84;     489.0;          41.6;          38;41;2019;ALL;high needs
Attleboro - Wamsutta Middle School;00160320;ELA;          77;30;           6;2;          71;28;         128;50;          52;20;         257;     488.5;          41.7;         249;24;2019;ALL;high needs
Attleboro - Wamsutta Middle School;00160320;MATH;          90;35;           6;2;          84;33;         121;47;          46;18;         257;     490.7;          54.2;         249;48;2019;ALL;high needs
Attleboro - Wamsutta Middle School;00160320;SCI;          41;32;           6;5;          35;28;          65;51;          21;17;         127;     490.6;;;49;2019;ALL;high needs
