School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Part. Rate %;Avg. Scaled Score;SGP;Included In SGP;Ach. PCTL;year;grade;student_group
Brockton - Joseph F. Plouffe Academy;00440422;ELA;         240;45;          25;5;         215;41;         173;33;         116;22;         529;99;     492.6;          57.5;         503;26;2022;ALL;non-disabled
Brockton - Joseph F. Plouffe Academy;00440422;MATH;         187;35;          17;3;         170;32;         248;47;          94;18;         529;99;     490.4;          47.9;         495;26;2022;ALL;non-disabled
Brockton - Joseph F. Plouffe Academy;00440422;SCI;          72;38;           6;3;          66;35;          79;42;          38;20;         189;99;     491.7;;;28;2022;ALL;non-disabled
Brockton - Louis F Angelo Elementary;00440065;ELA;         139;43;          14;4;         125;39;         118;37;          63;20;         320;99;     494.0;          60.8;         239;31;2022;ALL;non-disabled
Brockton - Louis F Angelo Elementary;00440065;MATH;         137;43;          15;5;         122;38;         112;35;          71;22;         320;100;     492.1;          62.3;         240;31;2022;ALL;non-disabled
Brockton - Louis F Angelo Elementary;00440065;SCI;          64;54;          13;11;          51;43;          28;24;          27;23;         119;100;     496.7;;;40;2022;ALL;non-disabled
Brockton - Manthala George Jr. School;00440003;ELA;          61;20;           3;1;          58;19;         155;52;          84;28;         300;100;     482.6;          51.4;         186;7;2022;ALL;non-disabled
Brockton - Manthala George Jr. School;00440003;MATH;          50;17;           1;0;          49;16;         143;48;         107;36;         300;100;     478.6;          55.7;         188;7;2022;ALL;non-disabled
Brockton - Manthala George Jr. School;00440003;SCI;          12;13;           2;2;          10;10;          59;61;          25;26;          96;100;     481.0;;;9;2022;ALL;non-disabled
Brockton - Mary E. Baker School;00440002;ELA;          64;28;           3;1;          61;27;         125;56;          36;16;         225;100;     489.3;          56.9;         140;18;2022;ALL;non-disabled
Brockton - Mary E. Baker School;00440002;MATH;          49;22;           1;0;          48;21;         127;56;          49;22;         225;100;     484.3;          46.5;         140;14;2022;ALL;non-disabled
Brockton - Mary E. Baker School;00440002;SCI;          19;28;           1;1;          18;26;          43;62;           7;10;          69;100;     491.7;;;28;2022;ALL;non-disabled
Brockton - North Middle School;00440410;ELA;          50;20;           3;1;          47;18;         128;50;          77;30;         255;100;     481.3;          55.6;         248;6;2022;ALL;non-disabled
Brockton - North Middle School;00440410;MATH;          18;7;           0;0;          18;7;         160;63;          76;30;         254;100;     477.0;          47.7;         248;5;2022;ALL;non-disabled
Brockton - Oscar F Raymond;00440078;ELA;          38;14;           1;0;          37;14;         144;53;          91;33;         273;100;     478.9;          49.1;         175;3;2022;ALL;non-disabled
Brockton - Oscar F Raymond;00440078;MATH;          21;8;           0;0;          21;8;         142;52;         110;40;         273;100;     473.4;          48.0;         176;3;2022;ALL;non-disabled
Brockton - Oscar F Raymond;00440078;SCI;          10;10;           0;0;          10;10;          46;45;          47;46;         103;99;     473.6;;;2;2022;ALL;non-disabled
Brockton - South Middle School;00440415;ELA;          74;18;           2;0;          72;17;         175;42;         163;40;         412;100;     478.0;          51.2;         389;3;2022;ALL;non-disabled
Brockton - South Middle School;00440415;MATH;          34;8;           0;0;          34;8;         240;59;         136;33;         410;100;     476.7;          39.9;         387;5;2022;ALL;non-disabled
Brockton - South Middle School;00440415;SCI;          11;7;           0;0;          11;7;          88;54;          63;39;         162;99;     474.0;;;2;2022;ALL;non-disabled
Brockton - West Middle School;00440420;ELA;         110;24;           5;1;         105;23;         246;54;         102;22;         458;100;     485.3;          55.5;         438;11;2022;ALL;non-disabled
Brockton - West Middle School;00440420;MATH;          52;11;           2;0;          50;11;         291;64;         114;25;         457;99;     481.0;          45.2;         438;9;2022;ALL;non-disabled
Brockton - West Middle School;00440420;SCI;          37;24;           2;1;          35;23;          89;57;          29;19;         155;97;     486.1;;;18;2022;ALL;non-disabled
Brooke Charter School (District) - Brooke Charter School;04280305;ELA;         591;62;         139;15;         452;47;         338;35;          25;3;         954;100;     507.4;          59.6;         750;79;2022;ALL;non-disabled
Brooke Charter School (District) - Brooke Charter School;04280305;MATH;         604;63;         105;11;         499;52;         324;34;          24;3;         952;99;     507.0;          59.8;         747;78;2022;ALL;non-disabled
Brooke Charter School (District) - Brooke Charter School;04280305;SCI;         139;44;          22;7;         117;37;         147;46;          32;10;         318;99;     497.6;;;42;2022;ALL;non-disabled
Brookfield - Brookfield Elementary;00450005;ELA;          69;52;           7;5;          62;47;          59;44;           5;4;         133;100;     500.2;          50.5;          98;52;2022;ALL;non-disabled
Brookfield - Brookfield Elementary;00450005;MATH;          72;54;          13;10;          59;44;          59;44;           2;2;         133;100;     504.0;          57.5;          98;67;2022;ALL;non-disabled
Brookfield - Brookfield Elementary;00450005;SCI;          19;61;           7;23;          12;39;           8;26;           4;13;          31;100;     506.2;;;71;2022;ALL;non-disabled
Brookline - Edith C Baker;00460005;ELA;         239;80;          64;22;         175;59;          52;18;           6;2;         297;100;     515.1;          61.6;         226;96;2022;ALL;non-disabled
Brookline - Edith C Baker;00460005;MATH;         238;81;          85;29;         153;52;          52;18;           5;2;         295;100;     518.9;          63.9;         223;97;2022;ALL;non-disabled
Brookline - Edith C Baker;00460005;SCI;          73;86;          26;31;          47;55;          10;12;           2;2;          85;100;     519.9;;;97;2022;ALL;non-disabled
Brookline - Florida Ruffin Ridley School;00460015;ELA;         287;74;          69;18;         218;56;          97;25;           4;1;         388;98;     512.3;          63.1;         299;91;2022;ALL;non-disabled
Brookline - Florida Ruffin Ridley School;00460015;MATH;         282;71;          83;21;         199;50;         101;26;          12;3;         395;100;     511.4;          64.0;         300;87;2022;ALL;non-disabled
Brookline - Florida Ruffin Ridley School;00460015;SCI;          99;72;          26;19;          73;53;          34;25;           5;4;         138;99;     510.8;;;82;2022;ALL;non-disabled
Brookline - Heath;00460025;ELA;         210;88;          76;32;         134;56;          27;11;           2;1;         239;98;     519.8;          65.4;         178;99;2022;ALL;non-disabled
Brookline - Heath;00460025;MATH;         183;77;          59;25;         124;52;          53;22;           2;1;         238;97;     516.9;          57.5;         177;95;2022;ALL;non-disabled
Brookline - Heath;00460025;SCI;          47;70;           8;12;          39;58;          20;30;           0;0;          67;97;     510.4;;;81;2022;ALL;non-disabled
Brookline - John D Runkle;00460045;ELA;         196;82;          39;16;         157;66;          41;17;           1;0;         238;100;     514.0;          60.0;         182;94;2022;ALL;non-disabled
Brookline - John D Runkle;00460045;MATH;         191;81;          47;20;         144;61;          45;19;           1;0;         237;99;     515.8;          59.1;         181;93;2022;ALL;non-disabled
Brookline - John D Runkle;00460045;SCI;          51;75;          11;16;          40;59;          16;24;           1;1;          68;97;     513.5;;;88;2022;ALL;non-disabled
Brookline - Lawrence;00460030;ELA;         214;79;          51;19;         163;60;          51;19;           6;2;         271;99;     514.0;          65.6;         199;94;2022;ALL;non-disabled
Brookline - Lawrence;00460030;MATH;         210;77;          66;24;         144;53;          57;21;           5;2;         272;100;     516.7;          60.8;         199;95;2022;ALL;non-disabled
Brookline - Lawrence;00460030;SCI;          61;77;          16;20;          45;57;          16;20;           2;3;          79;99;     512.4;;;85;2022;ALL;non-disabled
Brookline - Michael Driscoll;00460020;ELA;         173;74;          39;17;         134;57;          61;26;           1;0;         235;99;     512.1;          62.7;         186;90;2022;ALL;non-disabled
Brookline - Michael Driscoll;00460020;MATH;         189;81;          56;24;         133;57;          43;18;           2;1;         234;100;     517.0;          67.4;         184;95;2022;ALL;non-disabled
Brookline - Michael Driscoll;00460020;SCI;          59;80;          14;19;          45;61;          15;20;           0;0;          74;97;     513.5;;;88;2022;ALL;non-disabled
Brookline - Pierce;00460040;ELA;         334;83;         111;28;         223;56;          60;15;           7;2;         401;100;     518.3;          70.2;         312;98;2022;ALL;non-disabled
Brookline - Pierce;00460040;MATH;         318;80;         100;25;         218;55;          74;19;           7;2;         399;99;     516.5;          63.6;         309;94;2022;ALL;non-disabled
Brookline - Pierce;00460040;SCI;         114;84;          39;29;          75;55;          18;13;           4;3;         136;98;     516.9;;;93;2022;ALL;non-disabled
Brookline - William H Lincoln;00460035;ELA;         191;88;          63;29;         128;59;          21;10;           4;2;         216;99;     520.3;          71.8;         172;99;2022;ALL;non-disabled
Brookline - William H Lincoln;00460035;MATH;         184;84;          74;34;         110;50;          32;15;           2;1;         218;100;     521.2;          70.8;         174;98;2022;ALL;non-disabled
Brookline - William H Lincoln;00460035;SCI;          65;87;          12;16;          53;71;          10;13;           0;0;          75;100;     519.8;;;97;2022;ALL;non-disabled
Burlington - Fox Hill;00480007;ELA;         104;53;           6;3;          98;50;          89;45;           4;2;         197;100;     501.5;          51.3;         116;58;2022;ALL;non-disabled
Burlington - Fox Hill;00480007;MATH;         108;56;          13;7;          95;49;          79;41;           7;4;         194;99;     502.3;          50.5;         115;62;2022;ALL;non-disabled
Burlington - Fox Hill;00480007;SCI;          39;57;           3;4;          36;52;          28;41;           2;3;          69;100;     503.0;;;59;2022;ALL;non-disabled
Burlington - Francis Wyman Elementary;00480035;ELA;         133;65;           9;4;         124;60;          71;35;           1;0;         205;100;     505.5;          52.2;         144;73;2022;ALL;non-disabled
Burlington - Francis Wyman Elementary;00480035;MATH;         145;71;          19;9;         126;61;          56;27;           4;2;         205;100;     509.6;          53.9;         144;83;2022;ALL;non-disabled
Burlington - Francis Wyman Elementary;00480035;SCI;          54;64;           6;7;          48;57;          27;32;           3;4;          84;100;     506.4;;;71;2022;ALL;non-disabled
Burlington - Marshall Simonds Middle;00480303;ELA;         369;59;          67;11;         302;49;         222;36;          31;5;         622;98;     504.7;          57.7;         582;69;2022;ALL;non-disabled
Burlington - Marshall Simonds Middle;00480303;MATH;         354;57;          62;10;         292;47;         259;42;          11;2;         624;98;     505.1;          52.4;         578;70;2022;ALL;non-disabled
Burlington - Marshall Simonds Middle;00480303;SCI;          99;51;          12;6;          87;45;          83;43;          11;6;         193;95;     500.7;;;52;2022;ALL;non-disabled
Burlington - Memorial;00480015;ELA;          93;57;           6;4;          87;54;          63;39;           6;4;         162;100;     500.9;          54.6;          99;56;2022;ALL;non-disabled
Burlington - Memorial;00480015;MATH;          85;52;           9;6;          76;47;          70;43;           7;4;         162;100;     501.3;          41.3;          99;59;2022;ALL;non-disabled
Burlington - Memorial;00480015;SCI;          22;46;           3;6;          19;40;          25;52;           1;2;          48;100;     501.4;;;54;2022;ALL;non-disabled
Burlington - Pine Glen Elementary;00480020;ELA;          65;55;           5;4;          60;51;          52;44;           1;1;         118;100;     501.9;          48.7;          76;60;2022;ALL;non-disabled
Burlington - Pine Glen Elementary;00480020;MATH;          85;74;          18;16;          67;58;          30;26;           0;0;         115;97;     512.6;          48.4;          74;89;2022;ALL;non-disabled
Burlington - Pine Glen Elementary;00480020;SCI;          23;66;           2;6;          21;60;          11;31;           1;3;          35;97;     507.3;;;73;2022;ALL;non-disabled
Cambridge - Amigos School;00490006;ELA;         149;73;          41;20;         108;53;          51;25;           4;2;         204;100;     512.4;          67.9;         154;91;2022;ALL;non-disabled
Cambridge - Amigos School;00490006;MATH;         126;62;          25;12;         101;50;          64;31;          14;7;         204;100;     505.4;          58.5;         154;72;2022;ALL;non-disabled
Cambridge - Amigos School;00490006;SCI;          44;66;           5;7;          39;58;          20;30;           3;4;          67;99;     506.2;;;71;2022;ALL;non-disabled
Cambridge - Cambridge Street Upper School;00490305;ELA;          83;56;          16;11;          67;45;          47;32;          19;13;         149;82;     501.6;          43.9;         113;59;2022;ALL;non-disabled
Cambridge - Cambridge Street Upper School;00490305;MATH;          69;48;          13;9;          56;39;          60;42;          14;10;         143;78;     499.4;          49.8;         110;54;2022;ALL;non-disabled
Cambridge - Cambridge Street Upper School;00490305;SCI;          29;59;           3;6;          26;53;          18;37;           2;4;          49;72;     501.3;;;54;2022;ALL;non-disabled
Cambridge - Cambridgeport;00490007;ELA;          62;65;           6;6;          56;59;          31;33;           2;2;          95;94;     505.2;          53.1;          48;71;2022;ALL;non-disabled
Cambridge - Cambridgeport;00490007;MATH;          49;52;           6;6;          43;46;          40;43;           5;5;          94;93;     502.1;          56.1;          48;61;2022;ALL;non-disabled
Cambridge - Cambridgeport;00490007;SCI;          15;60;           2;8;          13;52;           6;24;           4;16;          25;100;     500.6;;;51;2022;ALL;non-disabled
Cambridge - Fletcher/Maynard Academy;00490090;ELA;          27;46;           3;5;          24;41;          30;51;           2;3;          59;100;     497.6;          51.5;          40;43;2022;ALL;non-disabled
Cambridge - Fletcher/Maynard Academy;00490090;MATH;          21;37;           2;4;          19;33;          33;58;           3;5;          57;100;     494.8;          55.4;          38;40;2022;ALL;non-disabled
Cambridge - Fletcher/Maynard Academy;00490090;SCI;           6;33;           0;0;           6;33;           9;50;           3;17;          18;90;     490.3;;;25;2022;ALL;non-disabled
Cambridge - Graham and Parks;00490080;ELA;          68;65;          17;16;          51;49;          29;28;           7;7;         104;100;     508.9;          62.7;          61;83;2022;ALL;non-disabled
Cambridge - Graham and Parks;00490080;MATH;          70;67;          17;16;          53;51;          24;23;          10;10;         104;100;     508.5;          55.1;          59;81;2022;ALL;non-disabled
Cambridge - Graham and Parks;00490080;SCI;          21;54;           5;13;          16;41;          14;36;           4;10;          39;98;     502.5;;;57;2022;ALL;non-disabled
Cambridge - Haggerty;00490020;ELA;          48;68;           9;13;          39;55;          22;31;           1;1;          71;97;     508.5;          66.8;          33;81;2022;ALL;non-disabled
Cambridge - Haggerty;00490020;MATH;          50;69;           9;13;          41;57;          21;29;           1;1;          72;99;     509.6;          73.7;          33;83;2022;ALL;non-disabled
Cambridge - Haggerty;00490020;SCI;          12;57;           1;5;          11;52;           7;33;           2;10;          21;91;     503.6;;;61;2022;ALL;non-disabled
Cambridge - John M Tobin;00490065;ELA;          53;69;          12;16;          41;53;          24;31;           0;0;          77;100;     512.0;          50.4;          42;90;2022;ALL;non-disabled
Cambridge - John M Tobin;00490065;MATH;          58;75;          12;16;          46;60;          18;23;           1;1;          77;100;     514.0;          54.7;          41;91;2022;ALL;non-disabled
Cambridge - John M Tobin;00490065;SCI;          18;75;           2;8;          16;67;           5;21;           1;4;          24;100;     512.2;;;85;2022;ALL;non-disabled
Cambridge - Kennedy-Longfellow;00490040;ELA;          24;37;           2;3;          22;34;          37;57;           4;6;          65;96;     493.7;          57.6;          30;30;2022;ALL;non-disabled
Cambridge - Kennedy-Longfellow;00490040;MATH;          14;22;           1;2;          13;20;          42;66;           8;13;          64;96;     487.8;          36.1;          30;21;2022;ALL;non-disabled
Cambridge - Kennedy-Longfellow;00490040;SCI;           9;50;           3;17;           6;33;           7;39;           2;11;          18;100;     499.4;;;47;2022;ALL;non-disabled
Cambridge - King Open;00490035;ELA;          43;51;           7;8;          36;42;          37;44;           5;6;          85;99;     500.9;          45.7;          47;56;2022;ALL;non-disabled
Cambridge - King Open;00490035;MATH;          38;45;           5;6;          33;39;          38;45;           8;10;          84;99;     497.4;          54.6;          47;48;2022;ALL;non-disabled
Cambridge - King Open;00490035;SCI;           8;38;           3;14;           5;24;          12;57;           1;5;          21;100;     499.7;;;48;2022;ALL;non-disabled
Cambridge - Maria L. Baldwin;00490005;ELA;          93;88;          34;32;          59;56;          12;11;           1;1;         106;100;     521.9;          69.7;          63;99;2022;ALL;non-disabled
Cambridge - Maria L. Baldwin;00490005;MATH;          90;85;          30;28;          60;57;          16;15;           0;0;         106;100;     519.3;          60.8;          63;97;2022;ALL;non-disabled
Cambridge - Maria L. Baldwin;00490005;SCI;          26;74;          10;29;          16;46;           9;26;           0;0;          35;100;     516.3;;;92;2022;ALL;non-disabled
Cambridge - Martin Luther King Jr.;00490030;ELA;          88;87;          37;37;          51;50;          12;12;           1;1;         101;99;     524.1;          70.4;          57;99;2022;ALL;non-disabled
Cambridge - Martin Luther King Jr.;00490030;MATH;          88;86;          46;45;          42;41;          12;12;           2;2;         102;100;     525.1;          65.5;          57;99;2022;ALL;non-disabled
Cambridge - Martin Luther King Jr.;00490030;SCI;          25;76;           8;24;          17;52;           8;24;           0;0;          33;100;     515.0;;;90;2022;ALL;non-disabled
Cambridge - Morse;00490045;ELA;          53;68;           7;9;          46;59;          25;32;           0;0;          78;100;     507.7;          46.8;          53;79;2022;ALL;non-disabled
Cambridge - Morse;00490045;MATH;          51;65;          10;13;          41;53;          24;31;           3;4;          78;100;     508.2;          53.2;          53;80;2022;ALL;non-disabled
Cambridge - Morse;00490045;SCI;          20;77;           7;27;          13;50;           6;23;           0;0;          26;96;     516.8;;;93;2022;ALL;non-disabled
Cambridge - Peabody;00490050;ELA;          82;79;          19;18;          63;61;          22;21;           0;0;         104;100;     513.1;          60.2;          59;92;2022;ALL;non-disabled
Cambridge - Peabody;00490050;MATH;          67;65;          13;13;          54;52;          33;32;           3;3;         103;99;     508.8;          53.7;          60;82;2022;ALL;non-disabled
Cambridge - Peabody;00490050;SCI;          26;68;          10;26;          16;42;          11;29;           1;3;          38;100;     512.7;;;86;2022;ALL;non-disabled
Cambridge - Putnam Avenue Upper School;00490310;ELA;         115;62;          33;18;          82;44;          60;32;          10;5;         185;98;     507.2;          60.6;         145;78;2022;ALL;non-disabled
Cambridge - Putnam Avenue Upper School;00490310;MATH;          78;42;          18;10;          60;32;          88;48;          19;10;         185;98;     497.4;          45.4;         140;48;2022;ALL;non-disabled
Cambridge - Putnam Avenue Upper School;00490310;SCI;          32;52;          12;19;          20;32;          28;45;           2;3;          62;97;     504.3;;;64;2022;ALL;non-disabled
Cambridge - Rindge Avenue Upper School;00490315;ELA;         140;73;          47;25;          93;49;          40;21;          11;6;         191;95;     514.0;          63.8;         142;94;2022;ALL;non-disabled
Cambridge - Rindge Avenue Upper School;00490315;MATH;         110;59;          28;15;          82;44;          66;35;          11;6;         187;93;     506.5;          54.2;         138;75;2022;ALL;non-disabled
Cambridge - Rindge Avenue Upper School;00490315;SCI;          46;70;           8;12;          38;58;          18;27;           2;3;          66;89;     507.3;;;73;2022;ALL;non-disabled
Cambridge - Vassal Lane Upper School;00490320;ELA;          98;50;          21;11;          77;39;          80;41;          18;9;         196;98;     500.5;          50.2;         137;54;2022;ALL;non-disabled
Cambridge - Vassal Lane Upper School;00490320;MATH;         107;55;          16;8;          91;47;          78;40;          10;5;         195;98;     502.9;          59.1;         139;64;2022;ALL;non-disabled
Cambridge - Vassal Lane Upper School;00490320;SCI;          21;34;           2;3;          19;31;          30;48;          11;18;          62;99;     490.7;;;26;2022;ALL;non-disabled
Canton - Dean S Luce;00500020;ELA;         132;71;          19;10;         113;60;          50;27;           5;3;         187;97;     508.1;          55.0;         124;80;2022;ALL;non-disabled
Canton - Dean S Luce;00500020;MATH;         146;76;          36;19;         110;58;          44;23;           1;1;         191;99;     514.5;          61.7;         126;92;2022;ALL;non-disabled
Canton - Dean S Luce;00500020;SCI;          47;64;           5;7;          42;58;          25;34;           1;1;          73;100;     507.0;;;73;2022;ALL;non-disabled
Canton - John F Kennedy;00500017;ELA;         119;60;          11;6;         108;55;          75;38;           3;2;         197;100;     504.2;          51.0;         129;67;2022;ALL;non-disabled
Canton - John F Kennedy;00500017;MATH;         133;68;          15;8;         118;60;          59;30;           4;2;         196;100;     506.4;          59.9;         129;75;2022;ALL;non-disabled
Canton - John F Kennedy;00500017;SCI;          52;79;          11;17;          41;62;          14;21;           0;0;          66;100;     515.5;;;91;2022;ALL;non-disabled
Canton - Lt Peter M Hansen;00500012;ELA;         131;59;          16;7;         115;52;          85;38;           5;2;         221;100;     505.3;          52.7;         145;72;2022;ALL;non-disabled
Canton - Lt Peter M Hansen;00500012;MATH;         140;64;          14;6;         126;58;          72;33;           7;3;         219;100;     505.0;          60.7;         143;70;2022;ALL;non-disabled
Canton - Lt Peter M Hansen;00500012;SCI;          47;62;          11;14;          36;47;          26;34;           3;4;          76;100;     508.5;;;76;2022;ALL;non-disabled
Canton - Wm H Galvin Middle;00500305;ELA;         367;56;          43;7;         324;50;         245;38;          38;6;         650;100;     502.7;          50.0;         619;62;2022;ALL;non-disabled
Canton - Wm H Galvin Middle;00500305;MATH;         320;50;          38;6;         282;44;         295;46;          30;5;         645;99;     500.5;          42.0;         612;57;2022;ALL;non-disabled
Canton - Wm H Galvin Middle;00500305;SCI;         113;48;          12;5;         101;43;         101;43;          19;8;         233;98;     498.5;;;44;2022;ALL;non-disabled
Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School;04320530;ELA;         139;70;          23;12;         116;59;          56;28;           3;2;         198;99;     508.1;          55.5;         173;80;2022;ALL;non-disabled
Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School;04320530;MATH;         109;55;          15;8;          94;47;          89;45;           2;1;         200;100;     503.6;          47.7;         175;66;2022;ALL;non-disabled
Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School;04320530;SCI;          32;50;           2;3;          30;47;          30;47;           2;3;          64;100;     500.6;;;50;2022;ALL;non-disabled
Carlisle - Carlisle School;00510025;ELA;         264;76;          44;13;         220;63;          82;24;           2;1;         348;99;     512.2;          54.2;         274;90;2022;ALL;non-disabled
Carlisle - Carlisle School;00510025;MATH;         274;78;          83;24;         191;54;          75;21;           3;1;         352;99;     516.3;          58.4;         276;95;2022;ALL;non-disabled
Carlisle - Carlisle School;00510025;SCI;         109;86;          26;20;          83;65;          18;14;           0;0;         127;98;     517.5;;;94;2022;ALL;non-disabled
Carver - Carver Elementary School;00520015;ELA;         120;41;           3;1;         117;40;         164;56;          10;3;         294;100;     496.3;          48.0;         190;38;2022;ALL;non-disabled
Carver - Carver Elementary School;00520015;MATH;         109;37;           5;2;         104;36;         164;56;          19;7;         292;99;     495.5;          54.3;         189;42;2022;ALL;non-disabled
Carver - Carver Elementary School;00520015;SCI;          45;41;           2;2;          43;39;          62;56;           4;4;         111;99;     497.9;;;43;2022;ALL;non-disabled
Carver - Carver Middle/High School;00520405;ELA;          71;27;           4;2;          67;26;         165;63;          26;10;         262;95;     490.0;          39.6;         249;20;2022;ALL;non-disabled
Carver - Carver Middle/High School;00520405;MATH;          72;27;           1;0;          71;27;         178;68;          13;5;         263;97;     491.8;          46.9;         245;30;2022;ALL;non-disabled
Carver - Carver Middle/High School;00520405;SCI;          36;43;           0;0;          36;43;          42;51;           5;6;          83;91;     496.8;;;40;2022;ALL;non-disabled
Central Berkshire - Becket Washington School;06350005;ELA;          19;66;           2;7;          17;59;           8;28;           2;7;          29;100;     503.6;;          18;65;2022;ALL;non-disabled
Central Berkshire - Becket Washington School;06350005;MATH;          15;52;           2;7;          13;45;          14;48;           0;0;          29;100;     504.1;;          18;68;2022;ALL;non-disabled
Central Berkshire - Becket Washington School;06350005;SCI;           8;80;           3;30;           5;50;           1;10;           1;10;          10;100;     512.9;;;87;2022;ALL;non-disabled
Central Berkshire - Craneville;06350025;ELA;          87;52;          13;8;          74;44;          70;42;          11;7;         168;99;     501.2;          65.3;         116;57;2022;ALL;non-disabled
Central Berkshire - Craneville;06350025;MATH;          80;48;           8;5;          72;43;          82;49;           6;4;         168;99;     500.8;          64.5;         116;57;2022;ALL;non-disabled
Central Berkshire - Craneville;06350025;SCI;          36;61;           7;12;          29;49;          20;34;           3;5;          59;98;     504.8;;;65;2022;ALL;non-disabled
Central Berkshire - Kittredge;06350035;ELA;          24;53;           4;9;          20;44;          21;47;           0;0;          45;100;     502.8;          62.7;          32;62;2022;ALL;non-disabled
Central Berkshire - Kittredge;06350035;MATH;          21;47;           2;4;          19;42;          21;47;           3;7;          45;100;     498.7;          45.3;          32;52;2022;ALL;non-disabled
Central Berkshire - Kittredge;06350035;SCI;           7;41;           0;0;           7;41;           6;35;           4;24;          17;100;     491.7;;;27;2022;ALL;non-disabled
Central Berkshire - Nessacus Regional Middle School;06350305;ELA;         129;50;          28;11;         101;39;         110;43;          19;7;         258;100;     500.5;          53.2;         248;54;2022;ALL;non-disabled
Central Berkshire - Nessacus Regional Middle School;06350305;MATH;          99;38;           3;1;          96;37;         142;55;          17;7;         258;100;     494.9;          49.5;         248;40;2022;ALL;non-disabled
Central Berkshire - Nessacus Regional Middle School;06350305;SCI;          48;53;           6;7;          42;47;          36;40;           6;7;          90;97;     501.2;;;53;2022;ALL;non-disabled
Chelmsford - Byam School;00560030;ELA;          96;62;          15;10;          81;53;          54;35;           4;3;         154;99;     505.4;          53.8;          81;72;2022;ALL;non-disabled
Chelmsford - Byam School;00560030;MATH;          95;62;           9;6;          86;56;          55;36;           4;3;         154;100;     504.9;          51.6;          81;70;2022;ALL;non-disabled
Chelmsford - Center Elementary School;00560005;ELA;         104;62;          11;7;          93;55;          63;38;           1;1;         168;99;     505.4;          52.2;          80;72;2022;ALL;non-disabled
Chelmsford - Center Elementary School;00560005;MATH;         106;63;          19;11;          87;51;          60;36;           3;2;         169;100;     507.3;          55.0;          81;77;2022;ALL;non-disabled
Chelmsford - Charles D Harrington;00560025;ELA;          86;60;           8;6;          78;55;          54;38;           3;2;         143;99;     504.4;          55.5;          70;68;2022;ALL;non-disabled
Chelmsford - Charles D Harrington;00560025;MATH;          88;61;          12;8;          76;53;          53;37;           3;2;         144;100;     506.1;          61.2;          70;74;2022;ALL;non-disabled
Chelmsford - Col Moses Parker School;00560305;ELA;         355;62;          64;11;         291;51;         195;34;          19;3;         569;99;     506.8;          56.9;         548;77;2022;ALL;non-disabled
Chelmsford - Col Moses Parker School;00560305;MATH;         336;59;          64;11;         272;48;         221;39;          13;2;         570;99;     505.7;          59.3;         546;72;2022;ALL;non-disabled
Chelmsford - Col Moses Parker School;00560305;SCI;         186;67;          37;13;         149;54;          80;29;          11;4;         277;99;     507.5;;;74;2022;ALL;non-disabled
Chelmsford - McCarthy Middle School;00560310;ELA;         449;68;          73;11;         376;57;         199;30;          12;2;         660;100;     508.4;          54.7;         633;81;2022;ALL;non-disabled
Chelmsford - McCarthy Middle School;00560310;MATH;         383;58;          84;13;         299;45;         255;39;          21;3;         659;99;     505.5;          50.1;         632;72;2022;ALL;non-disabled
Chelmsford - McCarthy Middle School;00560310;SCI;         232;69;          60;18;         172;51;          97;29;           9;3;         338;99;     509.8;;;80;2022;ALL;non-disabled
Chelmsford - South Row;00560015;ELA;         103;73;          20;14;          83;59;          38;27;           0;0;         141;100;     511.0;          54.2;          65;87;2022;ALL;non-disabled
Chelmsford - South Row;00560015;MATH;         102;72;          20;14;          82;58;          37;26;           2;1;         141;100;     510.6;          61.3;          65;85;2022;ALL;non-disabled
Chelsea - Clark Avenue School;00570050;ELA;          78;14;           4;1;          74;13;         260;47;         212;39;         550;99;     476.9;          35.3;         515;2;2022;ALL;non-disabled
Chelsea - Clark Avenue School;00570050;MATH;          44;8;           0;0;          44;8;         284;52;         220;40;         548;99;     473.9;          31.4;         519;3;2022;ALL;non-disabled
Chelsea - Clark Avenue School;00570050;SCI;          27;10;           0;0;          27;10;         123;45;         123;45;         273;98;     473.0;;;2;2022;ALL;non-disabled
Chelsea - Edgar A Hooks Elementary;00570030;ELA;          44;22;           6;3;          38;19;          98;50;          54;28;         196;100;     485.0;          42.1;          90;10;2022;ALL;non-disabled
Chelsea - Edgar A Hooks Elementary;00570030;MATH;          96;49;          20;10;          76;39;          87;44;          14;7;         197;100;     499.0;          60.7;          90;53;2022;ALL;non-disabled
Chelsea - Eugene Wright Science and Technology Academy;00570045;ELA;         104;31;           5;2;          99;30;         165;50;          62;19;         331;100;     488.0;          50.5;         305;15;2022;ALL;non-disabled
Chelsea - Eugene Wright Science and Technology Academy;00570045;MATH;          67;20;           3;1;          64;20;         202;62;          59;18;         328;99;     486.0;          48.5;         307;17;2022;ALL;non-disabled
Chelsea - Eugene Wright Science and Technology Academy;00570045;SCI;          37;24;           2;1;          35;23;          90;59;          25;16;         152;99;     487.9;;;21;2022;ALL;non-disabled
Chelsea - Frank M Sokolowski Elementary;00570040;ELA;          32;15;           1;0;          31;15;         123;59;          54;26;         209;100;     482.2;          39.1;          98;6;2022;ALL;non-disabled
