School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Part. Rate %;Avg. Scaled Score;SGP;Included In SGP;year;grade;student_group
Chicopee - Bellamy Middle;00610305;MATH;           5;17;           0;0;           5;17;          15;50;          10;33;          30;100;     477.9;          14.2;          30;2021;ALL;multi-race
Chicopee - Bowe;00610015;ELA;           5;50;           0;0;           5;50;           4;40;           1;10;          10;83;     496.1;;           4;2021;ALL;multi-race
Chicopee - Bowe;00610015;MATH;           1;9;           0;0;           1;9;           9;82;           1;9;          11;92;     488.5;;           5;2021;ALL;multi-race
Chicopee - Dupont Middle;00610310;ELA;           4;17;           0;0;           4;17;           9;39;          10;43;          23;96;     479.4;          22.4;          20;2021;ALL;multi-race
Chicopee - Dupont Middle;00610310;MATH;           1;5;           0;0;           1;5;          19;86;           2;9;          22;92;     478.7;;          19;2021;ALL;multi-race
Christa McAuliffe Charter School (District) - Christa McAuliffe Charter School;04180305;ELA;           9;43;           1;5;           8;38;          10;48;           2;10;          21;95;     496.0;;          18;2021;ALL;multi-race
Christa McAuliffe Charter School (District) - Christa McAuliffe Charter School;04180305;MATH;           7;32;           0;0;           7;32;          11;50;           4;18;          22;100;     489.4;;          19;2021;ALL;multi-race
Clinton - Clinton Elementary;00640050;ELA;           5;50;           0;0;           5;50;           2;20;           3;30;          10;100;     488.1;;;2021;ALL;multi-race
Clinton - Clinton Elementary;00640050;MATH;           3;30;           0;0;           3;30;           3;30;           4;40;          10;100;     482.6;;;2021;ALL;multi-race
Clinton - Clinton Middle School;00640305;ELA;           4;36;           0;0;           4;36;           4;36;           3;27;          11;92;     488.7;;          11;2021;ALL;multi-race
Clinton - Clinton Middle School;00640305;MATH;           1;9;           0;0;           1;9;           5;45;           5;45;          11;92;     474.2;;          11;2021;ALL;multi-race
Cohasset - Cohasset Middle School;00650305;ELA;           7;70;           1;10;           6;60;           3;30;           0;0;          10;100;     509.3;;          10;2021;ALL;multi-race
Cohasset - Cohasset Middle School;00650305;MATH;           2;20;           0;0;           2;20;           6;60;           2;20;          10;100;     489.8;;          10;2021;ALL;multi-race
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell;35030205;ELA;          15;65;           2;9;          13;57;           6;26;           2;9;          23;96;     501.4;;          11;2021;ALL;multi-race
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell;35030205;MATH;           7;30;           0;0;           7;30;          15;65;           1;4;          23;96;     492.8;;          11;2021;ALL;multi-race
Concord - Alcott;00670005;ELA;          11;92;           2;17;           9;75;           1;8;           0;0;          12;100;     517.9;;           4;2021;ALL;multi-race
Concord - Alcott;00670005;MATH;          12;100;           5;42;           7;58;           0;0;           0;0;          12;100;     524.2;;           4;2021;ALL;multi-race
Concord - Concord Middle;00670305;ELA;          36;84;           7;16;          29;67;           6;14;           1;2;          43;98;     514.4;          35.8;          39;2021;ALL;multi-race
Concord - Concord Middle;00670305;MATH;          26;60;          10;23;          16;37;          16;37;           1;2;          43;98;     508.6;          22.2;          39;2021;ALL;multi-race
Concord - Concord Middle;00670305;SCI;           9;82;           4;36;           5;45;           2;18;           0;0;          11;100;     515.3;;;2021;ALL;multi-race
Concord - Thoreau;00670020;ELA;          12;63;           2;11;          10;53;           6;32;           1;5;          19;100;     507.4;;           4;2021;ALL;multi-race
Concord - Thoreau;00670020;MATH;          15;79;           2;11;          13;68;           3;16;           1;5;          19;100;     514.7;;           4;2021;ALL;multi-race
Concord - Willard;00670030;ELA;           7;70;           1;10;           6;60;           3;30;           0;0;          10;100;     512.5;;           2;2021;ALL;multi-race
Concord - Willard;00670030;MATH;           7;70;           1;10;           6;60;           3;30;           0;0;          10;100;     508.9;;           2;2021;ALL;multi-race
Danvers - Great Oak;00710015;ELA;           5;42;           2;17;           3;25;           7;58;           0;0;          12;100;     504.3;;           3;2021;ALL;multi-race
Danvers - Great Oak;00710015;MATH;           5;42;           0;0;           5;42;           4;33;           3;25;          12;100;     489.1;;           3;2021;ALL;multi-race
Danvers - Holten Richmond Middle School;00710305;ELA;           6;43;           1;7;           5;36;           7;50;           1;7;          14;82;     500.6;;          13;2021;ALL;multi-race
Danvers - Holten Richmond Middle School;00710305;MATH;           5;36;           0;0;           5;36;           7;50;           2;14;          14;82;     492.1;;          13;2021;ALL;multi-race
Dartmouth - Dartmouth Middle;00720050;ELA;          21;46;           8;17;          13;28;          18;39;           7;15;          46;96;     499.9;          35.4;          41;2021;ALL;multi-race
Dartmouth - Dartmouth Middle;00720050;MATH;          20;43;           6;13;          14;30;          19;41;           7;15;          46;96;     496.3;          35.9;          41;2021;ALL;multi-race
Dartmouth - Dartmouth Middle;00720050;SCI;           7;44;           1;6;           6;38;           8;50;           1;6;          16;94;     496.9;;;2021;ALL;multi-race
Dartmouth - James M. Quinn School;00720040;ELA;          10;48;           1;5;           9;43;           8;38;           3;14;          21;95;     499.2;;          10;2021;ALL;multi-race
Dartmouth - James M. Quinn School;00720040;MATH;           9;43;           1;5;           8;38;          10;48;           2;10;          21;95;     496.2;;          10;2021;ALL;multi-race
Dartmouth - James M. Quinn School;00720040;SCI;           4;40;           2;20;           2;20;           4;40;           2;20;          10;100;     497.1;;;2021;ALL;multi-race
Dartmouth - Joseph Demello;00720015;ELA;          13;72;           5;28;           8;44;           5;28;           0;0;          18;95;     511.7;;           4;2021;ALL;multi-race
Dartmouth - Joseph Demello;00720015;MATH;          10;56;           1;6;           9;50;           6;33;           2;11;          18;95;     498.4;;           4;2021;ALL;multi-race
