School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Part. Rate %;Avg. Scaled Score;SGP;Included In SGP;Ach. PCTL;year;grade;student_group
Boston Collegiate Charter (District) - Boston Collegiate Charter School;04490305;MATH;          42;26;           2;1;          40;25;          95;59;          24;15;         161;99;     489.7;          62.0;         139;69;2022;ALL;low-income
Boston Collegiate Charter (District) - Boston Collegiate Charter School;04490305;SCI;          22;26;           2;2;          20;24;          45;53;          18;21;          85;99;     485.6;;;47;2022;ALL;low-income
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School;04110305;ELA;          13;11;           0;0;          13;11;          68;57;          39;33;         120;97;     478.0;          47.9;         101;11;2022;ALL;low-income
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School;04110305;MATH;           4;3;           0;0;           4;3;          67;56;          49;41;         120;97;     472.1;          34.3;         108;7;2022;ALL;low-income
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School;04110305;SCI;           3;7;           0;0;           3;7;          17;40;          22;52;          42;86;     468.7;;;3;2022;ALL;low-income
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School;04160305;ELA;          53;24;           4;2;          49;22;         105;48;          61;28;         219;98;     483.8;          54.0;         207;31;2022;ALL;low-income
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School;04160305;MATH;          32;15;           0;0;          32;15;         122;56;          62;29;         216;97;     480.5;          46.8;         206;27;2022;ALL;low-income
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School;04160305;SCI;          12;15;           0;0;          12;15;          43;53;          26;32;          81;99;     477.7;;;18;2022;ALL;low-income
Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School;04810550;ELA;          60;19;           4;1;          56;18;         152;48;         104;33;         316;100;     481.3;          47.2;         204;20;2022;ALL;low-income
Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School;04810550;MATH;          47;15;           1;0;          46;15;         145;46;         124;39;         316;100;     477.0;          49.3;         205;16;2022;ALL;low-income
Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School;04810550;SCI;           7;10;           0;0;           7;10;          41;56;          25;34;          73;99;     478.4;;;19;2022;ALL;low-income
Bourne - Bourne Intermediate School;00360030;ELA;          32;20;           1;1;          31;19;          94;58;          35;22;         161;100;     485.5;          46.3;         104;38;2022;ALL;low-income
Bourne - Bourne Intermediate School;00360030;MATH;          37;23;           0;0;          37;23;          85;53;          39;24;         161;100;     484.3;          43.3;         105;42;2022;ALL;low-income
Bourne - Bourne Intermediate School;00360030;SCI;           9;19;           0;0;           9;19;          25;53;          13;28;          47;100;     484.1;;;38;2022;ALL;low-income
Bourne - Bourne Middle School;00360325;ELA;          43;25;           5;3;          38;22;          81;48;          45;27;         169;99;     485.3;          44.2;         153;36;2022;ALL;low-income
Bourne - Bourne Middle School;00360325;MATH;          27;16;           3;2;          24;14;         112;67;          29;17;         168;99;     483.4;          45.7;         154;38;2022;ALL;low-income
Bourne - Bourne Middle School;00360325;SCI;          12;26;           0;0;          12;26;          23;50;          11;24;          46;96;     485.7;;;46;2022;ALL;low-income
Boxford - Spofford Pond;00380013;ELA;          21;48;           0;0;          21;48;          22;50;           1;2;          44;100;     498.0;          49.8;          32;93;2022;ALL;low-income
Boxford - Spofford Pond;00380013;MATH;          17;39;           1;2;          16;36;          22;50;           5;11;          44;100;     495.5;          54.4;          32;88;2022;ALL;low-income
Boxford - Spofford Pond;00380013;SCI;           7;54;           0;0;           7;54;           3;23;           3;23;          13;100;     493.7;;;78;2022;ALL;low-income
Braintree - Archie T Morrison;00400033;ELA;          22;41;           2;4;          20;37;          25;46;           7;13;          54;100;     497.0;          43.7;          22;90;2022;ALL;low-income
Braintree - Archie T Morrison;00400033;MATH;          25;46;           2;4;          23;43;          21;39;           8;15;          54;100;     494.3;          25.8;          22;85;2022;ALL;low-income
Braintree - Donald Ross;00400050;ELA;          10;26;           0;0;          10;26;          21;54;           8;21;          39;95;     485.8;;          19;39;2022;ALL;low-income
Braintree - Donald Ross;00400050;MATH;           7;17;           1;2;           6;15;          24;59;          10;24;          41;100;     482.2;          32.7;          20;33;2022;ALL;low-income
Braintree - East Middle School;00400305;ELA;         122;35;          15;4;         107;30;         149;42;          80;23;         351;99;     489.5;          42.4;         339;58;2022;ALL;low-income
Braintree - East Middle School;00400305;MATH;         114;33;          18;5;          96;27;         179;51;          57;16;         350;99;     491.0;          49.6;         337;73;2022;ALL;low-income
Braintree - East Middle School;00400305;SCI;          66;38;           7;4;          59;34;          74;42;          35;20;         175;98;     491.7;;;70;2022;ALL;low-income
Braintree - Highlands;00400015;ELA;          24;46;           2;4;          22;42;          23;44;           5;10;          52;100;     498.2;          42.4;          32;93;2022;ALL;low-income
Braintree - Highlands;00400015;MATH;          23;44;           1;2;          22;42;          23;44;           6;12;          52;100;     494.3;          37.3;          33;85;2022;ALL;low-income
Braintree - Highlands;00400015;SCI;           8;50;           0;0;           8;50;           7;44;           1;6;          16;100;     501.9;;;95;2022;ALL;low-income
Braintree - Hollis;00400005;ELA;          16;39;           1;2;          15;37;          24;59;           1;2;          41;100;     497.1;;          19;90;2022;ALL;low-income
Braintree - Hollis;00400005;MATH;          20;49;           2;5;          18;44;          20;49;           1;2;          41;100;     500.2;;          19;96;2022;ALL;low-income
Braintree - Liberty;00400025;ELA;          21;49;           4;9;          17;40;          18;42;           4;9;          43;100;     500.7;          57.8;          25;97;2022;ALL;low-income
Braintree - Liberty;00400025;MATH;          18;42;           3;7;          15;35;          22;51;           3;7;          43;100;     498.0;          53.6;          25;93;2022;ALL;low-income
Braintree - Liberty;00400025;SCI;          13;68;           4;21;           9;47;           5;26;           1;5;          19;100;     511.4;;;99;2022;ALL;low-income
Braintree - Mary E Flaherty School;00400020;ELA;          18;50;           2;6;          16;44;           9;25;           9;25;          36;100;     499.8;;          16;95;2022;ALL;low-income
Braintree - Mary E Flaherty School;00400020;MATH;          17;47;           2;6;          15;42;          10;28;           9;25;          36;100;     499.5;;          16;95;2022;ALL;low-income
Braintree - South Middle School;00400310;ELA;          51;45;           9;8;          42;37;          48;42;          14;12;         113;98;     496.7;          47.4;         110;89;2022;ALL;low-income
Braintree - South Middle School;00400310;MATH;          55;49;           5;4;          50;44;          47;42;          11;10;         113;98;     498.0;          55.2;         109;93;2022;ALL;low-income
Braintree - South Middle School;00400310;SCI;          20;49;           0;0;          20;49;          12;29;           9;22;          41;96;     492.9;;;75;2022;ALL;low-income
Brewster - Eddy Elementary;00410010;ELA;          24;24;           1;1;          23;23;          63;63;          13;13;         100;100;     489.9;          43.0;          50;61;2022;ALL;low-income
Brewster - Eddy Elementary;00410010;MATH;          25;25;           0;0;          25;25;          58;58;          17;17;         100;100;     488.2;          48.9;          50;61;2022;ALL;low-income
Brewster - Eddy Elementary;00410010;SCI;          12;34;           1;3;          11;31;          20;57;           3;9;          35;95;     493.9;;;79;2022;ALL;low-income
Bridge Boston Charter School (District) - Bridge Boston Charter School;04170205;ELA;          36;24;           3;2;          33;22;          80;54;          32;22;         148;100;     485.2;          47.8;          96;37;2022;ALL;low-income
Bridge Boston Charter School (District) - Bridge Boston Charter School;04170205;MATH;          32;22;           2;1;          30;20;          95;64;          21;14;         148;100;     486.8;          62.5;          95;56;2022;ALL;low-income
Bridge Boston Charter School (District) - Bridge Boston Charter School;04170205;SCI;           7;15;           0;0;           7;15;          26;57;          13;28;          46;98;     480.6;;;27;2022;ALL;low-income
Bridgewater-Raynham - Bridgewater Middle School;06250320;ELA;          53;34;           1;1;          52;33;          74;47;          31;20;         158;99;     488.7;          45.8;         148;54;2022;ALL;low-income
Bridgewater-Raynham - Bridgewater Middle School;06250320;MATH;          53;34;           4;3;          49;31;          85;54;          20;13;         158;100;     491.6;          53.2;         147;76;2022;ALL;low-income
Bridgewater-Raynham - Bridgewater Middle School;06250320;SCI;          28;34;           1;1;          27;33;          42;51;          12;15;          82;100;     492.0;;;71;2022;ALL;low-income
Bridgewater-Raynham - Laliberte Elementary School;06250050;ELA;          32;32;           0;0;          32;32;          50;50;          18;18;         100;100;     487.6;          54.6;          49;48;2022;ALL;low-income
Bridgewater-Raynham - Laliberte Elementary School;06250050;MATH;          33;33;           3;3;          30;30;          50;50;          17;17;         100;100;     489.3;          54.0;          50;65;2022;ALL;low-income
Bridgewater-Raynham - Mitchell Elementary School;06250002;ELA;          18;26;           1;1;          17;25;          36;53;          14;21;          68;100;     489.4;;;58;2022;ALL;low-income
Bridgewater-Raynham - Mitchell Elementary School;06250002;MATH;          11;16;           3;4;           8;12;          33;49;          24;35;          68;100;     480.6;;;25;2022;ALL;low-income
Bridgewater-Raynham - Raynham Middle School;06250315;ELA;          47;24;           5;3;          42;21;         110;56;          40;20;         197;100;     486.8;          38.9;         183;44;2022;ALL;low-income
Bridgewater-Raynham - Raynham Middle School;06250315;MATH;          43;22;           3;2;          40;20;         117;59;          37;19;         197;100;     487.1;          41.0;         182;55;2022;ALL;low-income
Bridgewater-Raynham - Raynham Middle School;06250315;SCI;          26;25;           2;2;          24;23;          58;56;          20;19;         104;100;     486.9;;;51;2022;ALL;low-income
Bridgewater-Raynham - Williams Intermediate School;06250300;ELA;          66;33;           1;1;          65;33;          92;46;          42;21;         200;100;     489.8;          48.8;         189;60;2022;ALL;low-income
Bridgewater-Raynham - Williams Intermediate School;06250300;MATH;          77;39;           3;2;          74;37;          97;49;          26;13;         200;100;     492.7;          54.7;         189;79;2022;ALL;low-income
Bridgewater-Raynham - Williams Intermediate School;06250300;SCI;          26;36;           5;7;          21;29;          34;47;          12;17;          72;98;     492.3;;;72;2022;ALL;low-income
Brimfield - Brimfield Elementary;00430005;ELA;          21;48;           1;2;          20;45;          22;50;           1;2;          44;96;     498.7;          64.7;          28;96;2022;ALL;low-income
Brimfield - Brimfield Elementary;00430005;MATH;          19;40;           2;4;          17;36;          24;51;           4;9;          47;98;     495.3;          64.1;          28;95;2022;ALL;low-income
Brimfield - Brimfield Elementary;00430005;SCI;           4;40;           0;0;           4;40;           5;50;           1;10;          10;100;     497.4;;;;2022;ALL;low-income
Brockton - Ashfield Middle School;00440421;ELA;          64;22;           1;0;          63;21;         123;42;         107;36;         294;99;     481.9;          58.9;         249;22;2022;ALL;low-income
Brockton - Ashfield Middle School;00440421;MATH;          59;20;           4;1;          55;19;         150;51;          86;29;         295;99;     482.4;          56.9;         252;34;2022;ALL;low-income
Brockton - Ashfield Middle School;00440421;SCI;          16;13;           1;1;          15;12;          65;53;          42;34;         123;99;     478.6;;;20;2022;ALL;low-income
Brockton - Brockton Virtual Learning Academy;00440705;ELA;          17;14;           0;0;          17;14;          60;49;          45;37;         122;89;     479.3;          49.1;         101;14;2022;ALL;low-income
Brockton - Brockton Virtual Learning Academy;00440705;MATH;           7;6;           0;0;           7;6;          46;38;          68;56;         121;93;     470.4;          29.9;         102;4;2022;ALL;low-income
Brockton - Brockton Virtual Learning Academy;00440705;SCI;          11;25;           0;0;          11;25;          17;39;          16;36;          44;92;     481.2;;;29;2022;ALL;low-income
Brockton - Brookfield;00440010;ELA;          26;16;           3;2;          23;14;          60;38;          73;46;         159;100;     480.0;          43.6;          95;16;2022;ALL;low-income
Brockton - Brookfield;00440010;MATH;          22;14;           1;1;          21;13;          67;42;          69;44;         158;99;     478.5;          49.5;          95;19;2022;ALL;low-income
Brockton - Brookfield;00440010;SCI;           9;14;           1;2;           8;12;          29;45;          27;42;          65;100;     479.3;;;22;2022;ALL;low-income
Brockton - Downey;00440110;ELA;          17;9;           0;0;          17;9;          95;52;          71;39;         183;99;     476.9;          43.4;         123;7;2022;ALL;low-income
Brockton - Downey;00440110;MATH;          19;10;           0;0;          19;10;          88;48;          77;42;         184;100;     475.4;          41.6;         124;11;2022;ALL;low-income
Brockton - Downey;00440110;SCI;           5;7;           0;0;           5;7;          32;46;          33;47;          70;100;     472.5;;;7;2022;ALL;low-income
Brockton - Dr W Arnone Community School;00440001;ELA;          25;10;           0;0;          25;10;         132;51;         104;40;         261;100;     475.2;          42.8;         174;5;2022;ALL;low-income
Brockton - Dr W Arnone Community School;00440001;MATH;          16;6;           0;0;          16;6;         124;48;         120;46;         260;100;     471.0;          44.2;         175;6;2022;ALL;low-income
Brockton - Dr W Arnone Community School;00440001;SCI;           8;9;           0;0;           8;9;          45;48;          40;43;          93;99;     473.8;;;9;2022;ALL;low-income
Brockton - East Middle School;00440405;ELA;          54;15;           0;0;          54;15;         148;40;         164;45;         366;97;     474.9;          52.8;         336;5;2022;ALL;low-income
Brockton - East Middle School;00440405;MATH;          30;8;           1;0;          29;8;         190;52;         148;40;         368;99;     475.2;          50.9;         339;11;2022;ALL;low-income
Brockton - East Middle School;00440405;SCI;          11;7;           0;0;          11;7;          78;48;          75;46;         164;98;     474.3;;;10;2022;ALL;low-income
Brockton - Edgar B Davis;00440023;ELA;         117;23;           7;1;         110;22;         266;53;         119;24;         502;100;     485.1;          57.1;         418;35;2022;ALL;low-income
Brockton - Edgar B Davis;00440023;MATH;          82;16;           2;0;          80;16;         291;58;         125;25;         498;99;     482.0;          55.4;         417;32;2022;ALL;low-income
Brockton - Edgar B Davis;00440023;SCI;          23;14;           0;0;          23;14;          99;59;          47;28;         169;98;     479.9;;;24;2022;ALL;low-income
Brockton - Gilmore Elementary School;00440055;ELA;          30;16;           1;1;          29;15;          93;49;          66;35;         189;100;     479.8;          53.5;         124;15;2022;ALL;low-income
Brockton - Gilmore Elementary School;00440055;MATH;          18;10;           0;0;          18;10;          97;51;          74;39;         189;100;     474.8;          54.4;         123;10;2022;ALL;low-income
Brockton - Gilmore Elementary School;00440055;SCI;           9;13;           0;0;           9;13;          38;55;          22;32;          69;100;     477.3;;;16;2022;ALL;low-income
Brockton - Hancock;00440045;ELA;          20;13;           0;0;          20;13;          80;53;          51;34;         151;100;     481.5;          45.5;          93;20;2022;ALL;low-income
Brockton - Hancock;00440045;MATH;          13;9;           0;0;          13;9;          73;48;          65;43;         151;100;     475.2;          44.0;          92;11;2022;ALL;low-income
Brockton - Hancock;00440045;SCI;           9;15;           0;0;           9;15;          32;52;          20;33;          61;100;     481.7;;;30;2022;ALL;low-income
Brockton - Huntington Therapeutic Day School;00440400;ELA;           2;14;           1;7;           1;7;           3;21;           9;64;          14;91;     467.6;;          12;2;2022;ALL;low-income
Brockton - Huntington Therapeutic Day School;00440400;MATH;           0;0;           0;0;           0;0;           5;33;          10;67;          15;96;     459.9;;          13;1;2022;ALL;low-income
Brockton - John F Kennedy;00440017;ELA;          35;19;           5;3;          30;16;          97;53;          52;28;         184;100;     483.4;          53.4;         106;28;2022;ALL;low-income
Brockton - John F Kennedy;00440017;MATH;          38;21;           1;1;          37;20;          98;53;          48;26;         184;100;     482.9;          60.8;         107;36;2022;ALL;low-income
Brockton - John F Kennedy;00440017;SCI;           8;12;           0;0;           8;12;          35;51;          25;37;          68;100;     479.2;;;22;2022;ALL;low-income
Brockton - Joseph F. Plouffe Academy;00440422;ELA;         134;29;          10;2;         124;27;         147;32;         178;39;         459;98;     482.8;          54.0;         414;26;2022;ALL;low-income
Brockton - Joseph F. Plouffe Academy;00440422;MATH;         100;22;           8;2;          92;20;         205;44;         156;34;         461;99;     482.0;          46.1;         408;32;2022;ALL;low-income
Brockton - Joseph F. Plouffe Academy;00440422;SCI;          42;27;           2;1;          40;25;          66;42;          50;32;         158;98;     484.4;;;40;2022;ALL;low-income
Brockton - Louis F Angelo Elementary;00440065;ELA;          87;30;           7;2;          80;27;         111;38;          96;33;         294;99;     485.7;          54.0;         203;39;2022;ALL;low-income
Brockton - Louis F Angelo Elementary;00440065;MATH;          81;28;           4;1;          77;26;         104;35;         109;37;         294;100;     482.1;          56.6;         203;32;2022;ALL;low-income
Brockton - Louis F Angelo Elementary;00440065;SCI;          34;34;           6;6;          28;28;          31;31;          36;36;         101;100;     485.8;;;46;2022;ALL;low-income
Brockton - Manthala George Jr. School;00440003;ELA;          42;15;           3;1;          39;14;         137;48;         109;38;         288;100;     477.9;          47.7;         185;9;2022;ALL;low-income
Brockton - Manthala George Jr. School;00440003;MATH;          38;13;           0;0;          38;13;         129;45;         121;42;         288;100;     474.5;          51.1;         187;9;2022;ALL;low-income
Brockton - Manthala George Jr. School;00440003;SCI;           7;7;           0;0;           7;7;          56;58;          33;34;          96;100;     476.6;;;14;2022;ALL;low-income
Brockton - Mary E. Baker School;00440002;ELA;          42;20;           1;0;          41;19;         103;49;          66;31;         211;100;     481.6;          51.4;         127;21;2022;ALL;low-income
Brockton - Mary E. Baker School;00440002;MATH;          32;15;           1;0;          31;15;          99;47;          80;38;         211;100;     476.6;          44.1;         126;14;2022;ALL;low-income
Brockton - Mary E. Baker School;00440002;SCI;          13;20;           1;2;          12;18;          32;48;          21;32;          66;100;     481.3;;;29;2022;ALL;low-income
Brockton - North Middle School;00440410;ELA;          43;17;           2;1;          41;17;         111;45;          93;38;         247;100;     478.1;          55.3;         242;10;2022;ALL;low-income
Brockton - North Middle School;00440410;MATH;          14;6;           0;0;          14;6;         140;57;          92;37;         246;100;     474.7;          47.0;         242;10;2022;ALL;low-income
Brockton - Oscar F Raymond;00440078;ELA;          35;11;           1;0;          34;11;         152;50;         119;39;         306;100;     477.0;          48.6;         198;7;2022;ALL;low-income
Brockton - Oscar F Raymond;00440078;MATH;          19;6;           0;0;          19;6;         141;46;         146;48;         306;100;     471.0;          46.5;         198;6;2022;ALL;low-income
Brockton - Oscar F Raymond;00440078;SCI;          10;8;           0;0;          10;8;          49;40;          63;52;         122;99;     472.2;;;7;2022;ALL;low-income
Brockton - South Middle School;00440415;ELA;          57;14;           1;0;          56;14;         154;38;         195;48;         406;100;     474.4;          50.6;         371;5;2022;ALL;low-income
Brockton - South Middle School;00440415;MATH;          28;7;           0;0;          28;7;         202;50;         174;43;         404;100;     473.5;          39.7;         369;8;2022;ALL;low-income
Brockton - South Middle School;00440415;SCI;          12;8;           0;0;          12;8;          75;48;          70;45;         157;99;     472.0;;;6;2022;ALL;low-income
Brockton - West Middle School;00440420;ELA;          73;18;           3;1;          70;17;         206;51;         128;31;         407;99;     480.0;          53.3;         384;16;2022;ALL;low-income
Brockton - West Middle School;00440420;MATH;          32;8;           2;0;          30;7;         237;58;         137;34;         406;99;     476.7;          44.4;         384;14;2022;ALL;low-income
Brockton - West Middle School;00440420;SCI;          28;20;           2;1;          26;19;          70;50;          42;30;         140;98;     481.9;;;31;2022;ALL;low-income
Brooke Charter School (District) - Brooke Charter School;04280305;ELA;         385;49;          80;10;         305;39;         339;43;          64;8;         788;99;     500.5;          56.6;         610;97;2022;ALL;low-income
Brooke Charter School (District) - Brooke Charter School;04280305;MATH;         398;51;          68;9;         330;42;         336;43;          52;7;         786;99;     501.0;          58.0;         608;97;2022;ALL;low-income
Brooke Charter School (District) - Brooke Charter School;04280305;SCI;          87;33;          15;6;          72;28;         129;49;          45;17;         261;98;     491.7;;;69;2022;ALL;low-income
Brookfield - Brookfield Elementary;00450005;ELA;          28;39;           0;0;          28;39;          37;51;           7;10;          72;100;     493.7;          47.2;          51;76;2022;ALL;low-income
Brookfield - Brookfield Elementary;00450005;MATH;          24;33;           1;1;          23;32;          45;63;           3;4;          72;100;     494.9;          54.2;          51;85;2022;ALL;low-income
Brookfield - Brookfield Elementary;00450005;SCI;           9;45;           2;10;           7;35;           7;35;           4;20;          20;100;     492.8;;;75;2022;ALL;low-income
Brookline - Edith C Baker;00460005;ELA;          19;44;           2;5;          17;40;          15;35;           9;21;          43;98;     493.4;          58.1;          36;78;2022;ALL;low-income
Brookline - Edith C Baker;00460005;MATH;          20;45;           4;9;          16;36;          13;30;          11;25;          44;100;     494.1;          56.0;          34;84;2022;ALL;low-income
Brookline - Edith C Baker;00460005;SCI;           5;29;           3;18;           2;12;           7;41;           5;29;          17;100;     484.8;;;41;2022;ALL;low-income
Brookline - Florida Ruffin Ridley School;00460015;ELA;          21;25;           4;5;          17;20;          50;59;          14;16;          85;94;     490.2;          54.6;          72;63;2022;ALL;low-income
Brookline - Florida Ruffin Ridley School;00460015;MATH;          20;23;           2;2;          18;20;          48;55;          20;23;          88;97;     485.2;          56.3;          71;46;2022;ALL;low-income
Brookline - Florida Ruffin Ridley School;00460015;SCI;           8;27;           1;3;           7;23;          14;47;           8;27;          30;94;     485.9;;;47;2022;ALL;low-income
Brookline - Heath;00460025;ELA;           8;33;           0;0;           8;33;          12;50;           4;17;          24;96;     491.7;;          17;70;2022;ALL;low-income
Brookline - Heath;00460025;MATH;           9;38;           1;4;           8;33;          13;54;           2;8;          24;89;     491.5;;          17;75;2022;ALL;low-income
Brookline - John D Runkle;00460045;ELA;          10;23;           0;0;          10;23;          19;43;          15;34;          44;98;     482.7;          41.5;          32;25;2022;ALL;low-income
Brookline - John D Runkle;00460045;MATH;          10;23;           2;5;           8;18;          22;50;          12;27;          44;98;     484.1;          42.1;          31;41;2022;ALL;low-income
Brookline - John D Runkle;00460045;SCI;           4;24;           1;6;           3;18;           7;41;           6;35;          17;100;     483.7;;;36;2022;ALL;low-income
Brookline - Lawrence;00460030;ELA;          19;42;           4;9;          15;33;          21;47;           5;11;          45;98;     496.6;          62.7;          34;89;2022;ALL;low-income
Brookline - Lawrence;00460030;MATH;          18;40;           5;11;          13;29;          19;42;           8;18;          45;98;     495.2;          51.3;          34;87;2022;ALL;low-income
Brookline - Lawrence;00460030;SCI;           5;42;           2;17;           3;25;           6;50;           1;8;          12;93;     498.1;;;90;2022;ALL;low-income
Brookline - Michael Driscoll;00460020;ELA;          10;37;           2;7;           8;30;          14;52;           3;11;          27;100;     498.3;          63.8;          23;93;2022;ALL;low-income
Brookline - Michael Driscoll;00460020;MATH;          13;48;           0;0;          13;48;          12;44;           2;7;          27;100;     496.6;          58.1;          23;90;2022;ALL;low-income
Brookline - Pierce;00460040;ELA;          31;47;           6;9;          25;38;          27;41;           8;12;          66;99;     498.8;          54.4;          57;94;2022;ALL;low-income
Brookline - Pierce;00460040;MATH;          26;39;           4;6;          22;33;          31;46;          10;15;          67;100;     492.8;          57.4;          57;81;2022;ALL;low-income
Brookline - Pierce;00460040;SCI;          11;55;           3;15;           8;40;           6;30;           3;15;          20;92;     499.1;;;92;2022;ALL;low-income
Brookline - William H Lincoln;00460035;ELA;          24;39;           1;2;          23;37;          26;42;          12;19;          62;98;     494.5;          59.2;          47;82;2022;ALL;low-income
Brookline - William H Lincoln;00460035;MATH;          22;35;           3;5;          19;31;          26;42;          14;23;          62;99;     490.7;          59.5;          47;72;2022;ALL;low-income
Brookline - William H Lincoln;00460035;SCI;           8;33;           0;0;           8;33;          12;50;           4;17;          24;100;     492.6;;;74;2022;ALL;low-income
Burlington - Fox Hill;00480007;ELA;          11;27;           1;2;          10;24;          25;61;           5;12;          41;100;     492.0;          46.0;          25;72;2022;ALL;low-income
Burlington - Fox Hill;00480007;MATH;           8;21;           1;3;           7;18;          24;62;           7;18;          39;98;     486.4;          41.7;          24;52;2022;ALL;low-income
Burlington - Fox Hill;00480007;SCI;           6;38;           1;6;           5;31;           8;50;           2;13;          16;100;     492.6;;;74;2022;ALL;low-income
Burlington - Francis Wyman Elementary;00480035;ELA;          12;24;           1;2;          11;22;          28;55;          11;22;          51;100;     487.1;          39.6;          29;46;2022;ALL;low-income
Burlington - Francis Wyman Elementary;00480035;MATH;          14;27;           1;2;          13;25;          24;47;          13;25;          51;100;     486.8;          45.8;          29;54;2022;ALL;low-income
Burlington - Francis Wyman Elementary;00480035;SCI;           5;28;           1;6;           4;22;           7;39;           6;33;          18;100;     484.2;;;39;2022;ALL;low-income
Burlington - Marshall Simonds Middle;00480303;ELA;          49;33;           5;3;          44;29;          68;45;          33;22;         150;96;     488.8;          54.8;         136;55;2022;ALL;low-income
Burlington - Marshall Simonds Middle;00480303;MATH;          45;30;           3;2;          42;28;          88;58;          19;13;         152;97;     489.4;          55.4;         136;66;2022;ALL;low-income
Burlington - Marshall Simonds Middle;00480303;SCI;          15;32;           1;2;          14;30;          26;55;           6;13;          47;93;     488.1;;;55;2022;ALL;low-income
Burlington - Memorial;00480015;ELA;          11;30;           0;0;          11;30;          22;59;           4;11;          37;100;     489.5;          55.9;          23;58;2022;ALL;low-income
Burlington - Memorial;00480015;MATH;          10;27;           1;3;           9;24;          16;43;          11;30;          37;100;     485.4;          46.6;          23;47;2022;ALL;low-income
Burlington - Memorial;00480015;SCI;           3;23;           0;0;           3;23;           7;54;           3;23;          13;100;     484.7;;;41;2022;ALL;low-income
Burlington - Pine Glen Elementary;00480020;ELA;           6;26;           0;0;           6;26;          12;52;           5;22;          23;100;     485.1;;          14;35;2022;ALL;low-income
Burlington - Pine Glen Elementary;00480020;MATH;           4;18;           1;5;           3;14;          15;68;           3;14;          22;96;     489.4;;          13;66;2022;ALL;low-income
Cambridge - Amigos School;00490006;ELA;          23;32;           1;1;          22;30;          38;52;          12;16;          73;100;     489.0;          51.8;          60;56;2022;ALL;low-income
Cambridge - Amigos School;00490006;MATH;          15;21;           1;1;          14;19;          37;51;          21;29;          73;100;     482.3;          44.4;          60;33;2022;ALL;low-income
Cambridge - Amigos School;00490006;SCI;           7;27;           0;0;           7;27;          12;46;           7;27;          26;100;     484.0;;;38;2022;ALL;low-income
Cambridge - Cambridge Street Upper School;00490305;ELA;          14;17;           0;0;          14;17;          35;42;          35;42;          84;69;     478.6;          34.3;          59;12;2022;ALL;low-income
Cambridge - Cambridge Street Upper School;00490305;MATH;           6;8;           0;0;           6;8;          40;51;          32;41;          78;64;     477.5;          35.5;          57;17;2022;ALL;low-income
Cambridge - Cambridge Street Upper School;00490305;SCI;           1;4;           0;0;           1;4;          12;52;          10;43;          23;53;     474.7;;;10;2022;ALL;low-income
Cambridge - Cambridgeport;00490007;ELA;           9;28;           0;0;           9;28;          19;59;           4;13;          32;89;     489.8;;          14;60;2022;ALL;low-income
Cambridge - Cambridgeport;00490007;MATH;           6;19;           0;0;           6;19;          15;47;          11;34;          32;89;     482.4;;          15;34;2022;ALL;low-income
Cambridge - Cambridgeport;00490007;SCI;           3;27;           0;0;           3;27;           4;36;           4;36;          11;92;     484.7;;;41;2022;ALL;low-income
Cambridge - Fletcher/Maynard Academy;00490090;ELA;          16;25;           2;3;          14;22;          33;52;          15;23;          64;100;     487.0;          50.3;          36;45;2022;ALL;low-income
Cambridge - Fletcher/Maynard Academy;00490090;MATH;          12;19;           1;2;          11;17;          34;53;          18;28;          64;100;     485.4;          54.1;          36;47;2022;ALL;low-income
Cambridge - Fletcher/Maynard Academy;00490090;SCI;           4;22;           0;0;           4;22;           7;39;           7;39;          18;95;     482.1;;;32;2022;ALL;low-income
Cambridge - Graham and Parks;00490080;ELA;           8;16;           1;2;           7;14;          32;65;           9;18;          49;100;     485.1;          49.9;          28;35;2022;ALL;low-income
Cambridge - Graham and Parks;00490080;MATH;          12;24;           0;0;          12;24;          21;43;          16;33;          49;100;     483.4;          43.9;          28;38;2022;ALL;low-income
Cambridge - Graham and Parks;00490080;SCI;           1;5;           0;0;           1;5;          17;77;           4;18;          22;100;     476.6;;;14;2022;ALL;low-income
Cambridge - Haggerty;00490020;ELA;           9;26;           0;0;           9;26;          19;54;           7;20;          35;100;     488.8;;          17;55;2022;ALL;low-income
Cambridge - Haggerty;00490020;MATH;           9;26;           1;3;           8;23;          17;49;           9;26;          35;100;     486.2;;          17;51;2022;ALL;low-income
Cambridge - John M Tobin;00490065;ELA;           4;17;           0;0;           4;17;          18;78;           1;4;          23;96;     492.6;;           8;75;2022;ALL;low-income
Cambridge - John M Tobin;00490065;MATH;          12;52;           0;0;          12;52;           9;39;           2;9;          23;96;     498.1;;           8;94;2022;ALL;low-income
