school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Abby Kelley Foster Charter Public (District) - Abby Kelley Foster Charter Public School,04450105,ELA,          57,61,           9,10,          48,52,          34,37,           2,2,          93,100,     505.5,          58.2,          93,62,2022,10,ALL
Abby Kelley Foster Charter Public (District) - Abby Kelley Foster Charter Public School,04450105,MATH,          39,42,           6,6,          33,35,          49,53,           5,5,          93,100,     498.6,          48.3,          93,44,2022,10,ALL
Abby Kelley Foster Charter Public (District) - Abby Kelley Foster Charter Public School,04450105,SCI,          54,58,           9,10,          45,48,          35,38,           4,4,          93,100,     504.7,,,68,2022,10,ALL
Abington - Abington High,00010505,ELA,          86,61,          12,8,          74,52,          53,37,           3,2,         142,99,     504.2,          46.5,         132,57,2022,10,ALL
Abington - Abington High,00010505,MATH,          71,51,           8,6,          63,45,          63,45,           5,4,         139,99,     501.3,          52.1,         130,55,2022,10,ALL
Abington - Abington High,00010505,SCI,          64,48,           9,7,          55,41,          60,45,          10,7,         134,100,     500.5,,,52,2022,10,ALL
Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School,04120530,ELA,          23,33,           3,4,          20,29,          42,60,           5,7,          70,99,     495.1,          45.0,          65,24,2022,10,ALL
Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School,04120530,MATH,           8,11,           0,0,           8,11,          50,71,          12,17,          70,99,     482.9,          29.0,          65,9,2022,10,ALL
Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School,04120530,SCI,           6,9,           0,0,           6,9,          46,66,          18,26,          70,100,     479.7,,,10,2022,10,ALL
Acton-Boxborough - Acton-Boxborough Regional High,06000505,ELA,         359,89,         101,25,         258,64,          39,10,           4,1,         402,100,     519.2,          56.3,         372,98,2022,10,ALL
Acton-Boxborough - Acton-Boxborough Regional High,06000505,MATH,         359,90,         185,46,         174,43,          36,9,           6,1,         401,100,     526.2,          61.2,         369,99,2022,10,ALL
Acton-Boxborough - Acton-Boxborough Regional High,06000505,SCI,         336,86,         152,39,         184,47,          47,12,           7,2,         390,100,     522.1,,,98,2022,10,ALL
Advanced Math and Science Academy Charter (District) - Advanced Math and Science Academy Charter School,04300305,ELA,         115,86,          17,13,          98,73,          19,14,           0,0,         134,100,     512.5,          50.4,         127,85,2022,10,ALL
Advanced Math and Science Academy Charter (District) - Advanced Math and Science Academy Charter School,04300305,MATH,         121,91,          48,36,          73,55,          12,9,           0,0,         133,99,     523.9,          71.5,         128,98,2022,10,ALL
Advanced Math and Science Academy Charter (District) - Advanced Math and Science Academy Charter School,04300305,SCI,         109,83,          30,23,          79,60,          18,14,           5,4,         132,100,     516.2,,,94,2022,10,ALL
Agawam - Agawam High,00050505,ELA,         140,60,          19,8,         121,52,          77,33,          17,7,         234,99,     503.8,          49.3,         219,55,2022,10,ALL
Agawam - Agawam High,00050505,MATH,         119,51,          21,9,          98,42,          94,40,          22,9,         235,100,     502.4,          33.1,         220,60,2022,10,ALL
Agawam - Agawam High,00050505,SCI,          87,38,           7,3,          80,35,         125,55,          15,7,         227,99,     497.2,,,42,2022,10,ALL
Amesbury - Amesbury High,00070505,ELA,          78,67,          15,13,          63,54,          28,24,          10,9,         116,98,     506.3,          53.9,         101,65,2022,10,ALL
Amesbury - Amesbury High,00070505,MATH,          69,61,           7,6,          62,55,          37,33,           7,6,         113,96,     503.3,          44.6,         100,63,2022,10,ALL
Amesbury - Amesbury High,00070505,SCI,          66,61,          10,9,          56,52,          32,30,          10,9,         108,98,     505.0,,,69,2022,10,ALL
Amherst-Pelham - Amherst Regional High,06050505,ELA,         144,69,          25,12,         119,57,          48,23,          17,8,         209,100,     508.1,          55.3,         170,71,2022,10,ALL
Amherst-Pelham - Amherst Regional High,06050505,MATH,         129,62,          40,19,          89,43,          64,31,          15,7,         208,100,     508.5,          58.1,         167,78,2022,10,ALL
Amherst-Pelham - Amherst Regional High,06050505,SCI,         117,62,          20,11,          97,51,          59,31,          14,7,         190,98,     506.2,,,72,2022,10,ALL
Andover - Andover High,00090505,ELA,         309,76,          36,9,         273,67,          86,21,          11,3,         406,99,     509.9,          46.4,         374,77,2022,10,ALL
Andover - Andover High,00090505,MATH,         288,72,          93,23,         195,49,         100,25,          14,3,         402,98,     513.8,          58.1,         370,86,2022,10,ALL
Andover - Andover High,00090505,SCI,         225,58,          38,10,         187,48,         151,39,          13,3,         389,99,     506.7,,,74,2022,10,ALL
