school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Brockton - Gilmore Elementary School,00440055,MATH,          45,26,           2,1,          43,25,          99,57,          30,17,         174,     487.0,          49.6,         108,39,2019,ALL,afr.american/black
Brockton - Gilmore Elementary School,00440055,SCI,          12,20,           0,0,          12,20,          36,61,          11,19,          59,     485.0,,,47,2019,ALL,afr.american/black
Brockton - Hancock,00440045,ELA,          36,26,           0,0,          36,26,          86,63,          14,10,         136,     491.6,          43.9,          94,41,2019,ALL,afr.american/black
Brockton - Hancock,00440045,MATH,          26,19,           1,1,          25,18,          88,65,          22,16,         136,     487.3,          49.1,          94,40,2019,ALL,afr.american/black
Brockton - Hancock,00440045,SCI,          11,22,           0,0,          11,22,          35,69,           5,10,          51,     489.8,,,67,2019,ALL,afr.american/black
Brockton - John F Kennedy,00440017,ELA,          30,20,           0,0,          30,20,          86,57,          35,23,         151,     485.3,          49.2,          90,16,2019,ALL,afr.american/black
Brockton - John F Kennedy,00440017,MATH,          34,23,           1,1,          33,22,          79,52,          38,25,         151,     484.5,          58.1,          91,28,2019,ALL,afr.american/black
Brockton - John F Kennedy,00440017,SCI,          11,24,           0,0,          11,24,          20,44,          14,31,          45,     482.6,,,36,2019,ALL,afr.american/black
Brockton - Joseph F. Plouffe Academy,00440422,ELA,         105,37,          15,5,          90,31,         114,40,          67,23,         286,     490.6,          46.2,         271,37,2019,ALL,afr.american/black
Brockton - Joseph F. Plouffe Academy,00440422,MATH,          87,31,          11,4,          76,27,         135,48,          62,22,         284,     489.2,          41.9,         268,49,2019,ALL,afr.american/black
Brockton - Joseph F. Plouffe Academy,00440422,SCI,          32,36,           2,2,          30,33,          42,47,          16,18,          90,     491.2,,,72,2019,ALL,afr.american/black
Brockton - Louis F Angelo Elementary,00440065,ELA,          84,30,           1,0,          83,30,         130,47,          63,23,         277,     488.5,          45.1,         192,28,2019,ALL,afr.american/black
Brockton - Louis F Angelo Elementary,00440065,MATH,          88,32,          10,4,          78,28,         105,38,          84,30,         277,     486.7,          49.2,         192,37,2019,ALL,afr.american/black
Brockton - Louis F Angelo Elementary,00440065,SCI,          34,36,           6,6,          28,30,          34,36,          26,28,          94,     489.0,,,62,2019,ALL,afr.american/black
Brockton - Manthala George Jr. School,00440003,ELA,          30,21,           0,0,          30,21,          85,59,          30,21,         145,     484.5,          47.2,         103,14,2019,ALL,afr.american/black
Brockton - Manthala George Jr. School,00440003,MATH,          22,15,           2,1,          20,14,          77,53,          46,32,         145,     479.6,          43.3,         103,12,2019,ALL,afr.american/black
Brockton - Manthala George Jr. School,00440003,SCI,           6,11,           0,0,           6,11,          29,53,          20,36,          55,     476.6,,,15,2019,ALL,afr.american/black
Brockton - Mary E. Baker School,00440002,ELA,          39,23,           3,2,          36,21,          98,58,          33,19,         170,     487.8,          45.6,         101,24,2019,ALL,afr.american/black
Brockton - Mary E. Baker School,00440002,MATH,          47,28,           0,0,          47,28,          72,43,          50,30,         169,     484.3,          54.9,         101,26,2019,ALL,afr.american/black
Brockton - Mary E. Baker School,00440002,SCI,          10,17,           0,0,          10,17,          33,56,          16,27,          59,     482.8,,,37,2019,ALL,afr.american/black
Brockton - North Middle School,00440410,ELA,          49,26,           0,0,          49,26,         107,57,          33,17,         189,     487.2,          57.2,         184,21,2019,ALL,afr.american/black
Brockton - North Middle School,00440410,MATH,          21,11,           0,0,          21,11,         121,64,          48,25,         190,     480.1,          48.5,         184,13,2019,ALL,afr.american/black
Brockton - North Middle School,00440410,SCI,           9,9,           0,0,           9,9,          60,63,          27,28,          96,     479.2,,,23,2019,ALL,afr.american/black
Brockton - Oscar F Raymond,00440078,ELA,          61,20,           2,1,          59,19,         180,58,          69,22,         310,     484.8,          47.4,         193,15,2019,ALL,afr.american/black
Brockton - Oscar F Raymond,00440078,MATH,          42,14,           0,0,          42,14,         190,62,          76,25,         308,     482.3,          53.2,         193,19,2019,ALL,afr.american/black
Brockton - Oscar F Raymond,00440078,SCI,          16,16,           0,0,          16,16,          58,58,          26,26,         100,     480.6,,,27,2019,ALL,afr.american/black
Brockton - South Middle School,00440415,ELA,          59,16,           4,1,          55,15,         153,43,         147,41,         359,     477.6,          46.7,         308,4,2019,ALL,afr.american/black
Brockton - South Middle School,00440415,MATH,          41,11,           5,1,          36,10,         172,48,         146,41,         359,     476.9,          39.4,         308,7,2019,ALL,afr.american/black
Brockton - South Middle School,00440415,SCI,          13,10,           1,1,          12,9,          67,52,          48,38,         128,     476.4,,,15,2019,ALL,afr.american/black
Brockton - West Middle School,00440420,ELA,         108,28,           4,1,         104,27,         202,52,          81,21,         391,     487.4,          54.8,         385,22,2019,ALL,afr.american/black
Brockton - West Middle School,00440420,MATH,          56,14,           3,1,          53,14,         240,62,          94,24,         390,     481.1,          45.9,         382,16,2019,ALL,afr.american/black
Brockton - West Middle School,00440420,SCI,          24,21,           0,0,          24,21,          68,59,          24,21,         116,     484.0,,,41,2019,ALL,afr.american/black
Brooke Charter School (District) - Brooke Charter School,04280305,ELA,         414,71,         111,19,         303,52,         147,25,          21,4,         582,     511.5,          63.3,         456,98,2019,ALL,afr.american/black
Brooke Charter School (District) - Brooke Charter School,04280305,MATH,         416,71,          92,16,         324,56,         145,25,          21,4,         582,     510.9,          65.3,         458,99,2019,ALL,afr.american/black
Brooke Charter School (District) - Brooke Charter School,04280305,SCI,         126,61,          24,12,         102,50,          70,34,           9,4,         205,     505.7,,,98,2019,ALL,afr.american/black
Brookline - Edith C Baker,00460005,ELA,          19,58,           3,9,          16,48,          11,33,           3,9,          33,     502.1,          54.9,          25,86,2019,ALL,afr.american/black
Brookline - Edith C Baker,00460005,MATH,          10,30,           3,9,           7,21,          20,61,           3,9,          33,     495.8,          53.4,          25,80,2019,ALL,afr.american/black
Brookline - Edith C Baker,00460005,SCI,           6,46,           0,0,           6,46,           4,31,           3,23,          13,     493.2,,,79,2019,ALL,afr.american/black
Brookline - Florida Ruffin Ridley School,00460015,ELA,           9,31,           0,0,           9,31,          16,55,           4,14,          29,     491.5,,          19,41,2019,ALL,afr.american/black
Brookline - Florida Ruffin Ridley School,00460015,MATH,           4,14,           0,0,           4,14,          13,46,          11,39,          28,     481.0,,          18,15,2019,ALL,afr.american/black
Brookline - Heath,00460025,ELA,           5,42,           0,0,           5,42,           6,50,           1,8,          12,     493.8,,          12,51,2019,ALL,afr.american/black
Brookline - Heath,00460025,MATH,           2,17,           0,0,           2,17,           8,67,           2,17,          12,     482.6,,          12,20,2019,ALL,afr.american/black
Brookline - John D Runkle,00460045,ELA,           4,33,           0,0,           4,33,           5,42,           3,25,          12,     496.7,,           9,66,2019,ALL,afr.american/black
Brookline - John D Runkle,00460045,MATH,           4,33,           1,8,           3,25,           4,33,           4,33,          12,     492.8,,           9,66,2019,ALL,afr.american/black
Brookline - Lawrence,00460030,ELA,           6,25,           0,0,           6,25,          14,58,           4,17,          24,     489.1,          48.6,          21,31,2019,ALL,afr.american/black
Brookline - Lawrence,00460030,MATH,           5,21,           0,0,           5,21,          14,58,           5,21,          24,     484.6,          46.4,          21,29,2019,ALL,afr.american/black
Brookline - Lawrence,00460030,SCI,           4,40,           0,0,           4,40,           5,50,           1,10,          10,     491.8,,,74,2019,ALL,afr.american/black
Brookline - Michael Driscoll,00460020,ELA,           6,30,           1,5,           5,25,          12,60,           2,10,          20,     492.1,,          18,43,2019,ALL,afr.american/black
Brookline - Michael Driscoll,00460020,MATH,          10,50,           1,5,           9,45,           8,40,           2,10,          20,     499.3,,          18,90,2019,ALL,afr.american/black
Brookline - Pierce,00460040,ELA,          12,50,           2,8,          10,42,           9,38,           3,13,          24,     499.1,,          17,77,2019,ALL,afr.american/black
Brookline - Pierce,00460040,MATH,          10,40,           1,4,           9,36,          14,56,           1,4,          25,     496.6,,          18,82,2019,ALL,afr.american/black
Brookline - William H Lincoln,00460035,ELA,          13,33,           1,3,          12,30,          21,53,           6,15,          40,     494.7,          47.9,          33,57,2019,ALL,afr.american/black
Brookline - William H Lincoln,00460035,MATH,          13,33,           1,3,          12,30,          22,55,           5,13,          40,     492.2,          45.8,          33,64,2019,ALL,afr.american/black
Brookline - William H Lincoln,00460035,SCI,           4,33,           0,0,           4,33,           7,58,           1,8,          12,     491.3,,,73,2019,ALL,afr.american/black
Burlington - Fox Hill,00480007,ELA,           4,40,           1,10,           3,30,           5,50,           1,10,          10,     500.2,,           4,81,2019,ALL,afr.american/black
Burlington - Fox Hill,00480007,MATH,           5,50,           1,10,           4,40,           3,30,           2,20,          10,     495.6,,           4,79,2019,ALL,afr.american/black
Burlington - Francis Wyman Elementary,00480035,ELA,          11,50,           0,0,          11,50,          10,45,           1,5,          22,     497.3,,          13,69,2019,ALL,afr.american/black
Burlington - Francis Wyman Elementary,00480035,MATH,          10,45,           1,5,           9,41,          11,50,           1,5,          22,     496.6,,          13,82,2019,ALL,afr.american/black
Burlington - Marshall Simonds Middle,00480303,ELA,          20,50,           2,5,          18,45,          16,40,           4,10,          40,     498.1,          63.5,          38,72,2019,ALL,afr.american/black
Burlington - Marshall Simonds Middle,00480303,MATH,          16,40,           0,0,          16,40,          19,48,           5,13,          40,     493.2,          57.4,          38,67,2019,ALL,afr.american/black
Burlington - Marshall Simonds Middle,00480303,SCI,           4,31,           0,0,           4,31,           6,46,           3,23,          13,     485.1,,,47,2019,ALL,afr.american/black
Cambridge - Amigos School,00490006,ELA,           6,55,           0,0,           6,55,           4,36,           1,9,          11,     499.3,,           8,78,2019,ALL,afr.american/black
Cambridge - Amigos School,00490006,MATH,           2,18,           0,0,           2,18,           9,82,           0,0,          11,     491.5,,           8,61,2019,ALL,afr.american/black
Cambridge - Cambridge Street Upper School,00490305,ELA,          17,31,           5,9,          12,22,          19,35,          19,35,          55,     487.4,          33.9,          44,22,2019,ALL,afr.american/black
Cambridge - Cambridge Street Upper School,00490305,MATH,          12,22,           2,4,          10,18,          26,47,          17,31,          55,     482.4,          36.1,          45,19,2019,ALL,afr.american/black
Cambridge - Cambridge Street Upper School,00490305,SCI,           6,29,           1,5,           5,24,           9,43,           6,29,          21,     484.5,,,44,2019,ALL,afr.american/black
Cambridge - Cambridgeport,00490007,ELA,           8,44,           1,6,           7,39,           7,39,           3,17,          18,     496.1,,          11,63,2019,ALL,afr.american/black
Cambridge - Cambridgeport,00490007,MATH,           5,25,           0,0,           5,25,          11,55,           4,20,          20,     484.9,,          12,30,2019,ALL,afr.american/black
Cambridge - Fletcher/Maynard Academy,00490090,ELA,          32,58,           4,7,          28,51,          20,36,           3,5,          55,     501.6,          46.4,          32,85,2019,ALL,afr.american/black
Cambridge - Fletcher/Maynard Academy,00490090,MATH,          25,45,           4,7,          21,38,          26,47,           4,7,          55,     497.6,          33.8,          32,86,2019,ALL,afr.american/black
Cambridge - Fletcher/Maynard Academy,00490090,SCI,           5,26,           1,5,           4,21,          12,63,           2,11,          19,     489.5,,,65,2019,ALL,afr.american/black
Cambridge - Graham and Parks,00490080,ELA,          14,37,           1,3,          13,34,          16,42,           8,21,          38,     493.9,          53.8,          24,51,2019,ALL,afr.american/black
Cambridge - Graham and Parks,00490080,MATH,           9,23,           2,5,           7,18,          20,51,          10,26,          39,     486.9,          53.4,          24,38,2019,ALL,afr.american/black
Cambridge - Graham and Parks,00490080,SCI,           7,39,           0,0,           7,39,           6,33,           5,28,          18,     484.0,,,41,2019,ALL,afr.american/black
Cambridge - Haggerty,00490020,ELA,           3,18,           0,0,           3,18,          13,76,           1,6,          17,     492.0,,          11,43,2019,ALL,afr.american/black
Cambridge - Haggerty,00490020,MATH,           2,12,           0,0,           2,12,          12,71,           3,18,          17,     486.0,,          11,34,2019,ALL,afr.american/black
Cambridge - John M Tobin,00490065,ELA,           8,42,           3,16,           5,26,          11,58,           0,0,          19,     503.7,,          12,90,2019,ALL,afr.american/black
Cambridge - John M Tobin,00490065,MATH,          11,61,           0,0,          11,61,           7,39,           0,0,          18,     504.3,,          11,96,2019,ALL,afr.american/black
Cambridge - Kennedy-Longfellow,00490040,ELA,           2,13,           0,0,           2,13,           9,56,           5,31,          16,     483.3,,          13,12,2019,ALL,afr.american/black
Cambridge - Kennedy-Longfellow,00490040,MATH,           1,6,           0,0,           1,6,          11,69,           4,25,          16,     482.4,,          13,19,2019,ALL,afr.american/black
Cambridge - King Open,00490035,ELA,           6,24,           0,0,           6,24,          16,64,           3,12,          25,     494.3,,          17,54,2019,ALL,afr.american/black
Cambridge - King Open,00490035,MATH,           3,12,           0,0,           3,12,          15,60,           7,28,          25,     481.0,,          17,15,2019,ALL,afr.american/black
Cambridge - Maria L. Baldwin,00490005,ELA,           7,35,           0,0,           7,35,          13,65,           0,0,          20,     496.8,,          14,67,2019,ALL,afr.american/black
Cambridge - Maria L. Baldwin,00490005,MATH,           8,40,           1,5,           7,35,          10,50,           2,10,          20,     495.7,,          14,79,2019,ALL,afr.american/black
Cambridge - Martin Luther King Jr.,00490030,ELA,          22,65,           4,12,          18,53,          12,35,           0,0,          34,     508.5,          65.8,          24,96,2019,ALL,afr.american/black
Cambridge - Martin Luther King Jr.,00490030,MATH,          17,50,           0,0,          17,50,          12,35,           5,15,          34,     495.5,          46.8,          24,78,2019,ALL,afr.american/black
Cambridge - Martin Luther King Jr.,00490030,SCI,           8,80,           0,0,           8,80,           2,20,           0,0,          10,     505.9,,,98,2019,ALL,afr.american/black
Cambridge - Morse,00490045,ELA,          14,50,           0,0,          14,50,          11,39,           3,11,          28,     499.6,,          15,79,2019,ALL,afr.american/black
Cambridge - Morse,00490045,MATH,          13,46,           0,0,          13,46,          10,36,           5,18,          28,     495.9,,          15,80,2019,ALL,afr.american/black
Cambridge - Peabody,00490050,ELA,          19,61,           4,13,          15,48,          10,32,           2,6,          31,     508.0,          55.3,          22,96,2019,ALL,afr.american/black
Cambridge - Peabody,00490050,MATH,          19,61,           1,3,          18,58,          11,35,           1,3,          31,     504.2,          65.6,          22,96,2019,ALL,afr.american/black
Cambridge - Putnam Avenue Upper School,00490310,ELA,          42,43,           8,8,          34,35,          41,42,          14,14,          97,     497.2,          48.5,          92,69,2019,ALL,afr.american/black
Cambridge - Putnam Avenue Upper School,00490310,MATH,          21,22,           0,0,          21,22,          55,58,          19,20,          95,     487.4,          42.9,          88,41,2019,ALL,afr.american/black
Cambridge - Putnam Avenue Upper School,00490310,SCI,           3,10,           0,0,           3,10,          18,60,           9,30,          30,     483.0,,,37,2019,ALL,afr.american/black
Cambridge - Rindge Avenue Upper School,00490315,ELA,          30,35,           8,9,          22,26,          42,49,          14,16,          86,     493.4,          45.7,          81,49,2019,ALL,afr.american/black
Cambridge - Rindge Avenue Upper School,00490315,MATH,          31,36,           3,3,          28,33,          36,42,          19,22,          86,     489.0,          39.9,          80,49,2019,ALL,afr.american/black
Cambridge - Rindge Avenue Upper School,00490315,SCI,           4,13,           0,0,           4,13,          18,58,           9,29,          31,     482.6,,,35,2019,ALL,afr.american/black
Cambridge - Vassal Lane Upper School,00490320,ELA,          23,32,           2,3,          21,29,          33,46,          16,22,          72,     490.0,          46.2,          66,35,2019,ALL,afr.american/black
Cambridge - Vassal Lane Upper School,00490320,MATH,          29,40,           4,6,          25,35,          36,50,           7,10,          72,     494.0,          53.5,          66,71,2019,ALL,afr.american/black
Cambridge - Vassal Lane Upper School,00490320,SCI,           5,23,           0,0,           5,23,          15,68,           2,9,          22,     492.8,,,78,2019,ALL,afr.american/black
Canton - Dean S Luce,00500020,ELA,          11,48,           1,4,          10,43,          10,43,           2,9,          23,     498.4,,          12,73,2019,ALL,afr.american/black
Canton - Dean S Luce,00500020,MATH,           7,30,           0,0,           7,30,          11,48,           5,22,          23,     488.9,,          12,48,2019,ALL,afr.american/black
Canton - John F Kennedy,00500017,ELA,           6,40,           0,0,           6,40,           8,53,           1,7,          15,     500.0,,           7,80,2019,ALL,afr.american/black
Canton - John F Kennedy,00500017,MATH,           5,31,           1,6,           4,25,          11,69,           0,0,          16,     496.9,,           6,84,2019,ALL,afr.american/black
Canton - Lt Peter M Hansen,00500012,ELA,          17,49,           3,9,          14,40,          16,46,           2,6,          35,     502.4,          55.5,          21,87,2019,ALL,afr.american/black
Canton - Lt Peter M Hansen,00500012,MATH,          13,37,           4,11,           9,26,          20,57,           2,6,          35,     498.8,          58.6,          22,89,2019,ALL,afr.american/black
Canton - Lt Peter M Hansen,00500012,SCI,           4,36,           0,0,           4,36,           5,45,           2,18,          11,     494.4,,,84,2019,ALL,afr.american/black
Canton - Wm H Galvin Middle,00500305,ELA,          40,48,           4,5,          36,43,          33,39,          11,13,          84,     496.2,          48.2,          77,64,2019,ALL,afr.american/black
Canton - Wm H Galvin Middle,00500305,MATH,          35,42,           3,4,          32,38,          35,42,          14,17,          84,     493.2,          52.0,          78,67,2019,ALL,afr.american/black
Canton - Wm H Galvin Middle,00500305,SCI,           5,26,           1,5,           4,21,           9,47,           5,26,          19,     488.5,,,61,2019,ALL,afr.american/black
Chelmsford - Col Moses Parker School,00560305,ELA,           8,44,           4,22,           4,22,          10,56,           0,0,          18,     505.0,,          18,93,2019,ALL,afr.american/black
Chelmsford - Col Moses Parker School,00560305,MATH,           8,44,           2,11,           6,33,           8,44,           2,11,          18,     495.2,,          18,76,2019,ALL,afr.american/black
Chelmsford - Col Moses Parker School,00560305,SCI,           5,45,           1,9,           4,36,           5,45,           1,9,          11,     495.0,,,87,2019,ALL,afr.american/black
Chelmsford - McCarthy Middle School,00560310,ELA,          13,52,           2,8,          11,44,           8,32,           4,16,          25,     503.0,          55.3,          22,89,2019,ALL,afr.american/black
Chelmsford - McCarthy Middle School,00560310,MATH,          13,52,           3,12,          10,40,          11,44,           1,4,          25,     503.5,          59.2,          23,96,2019,ALL,afr.american/black
Chelmsford - McCarthy Middle School,00560310,SCI,           4,40,           2,20,           2,20,           5,50,           1,10,          10,     504.5,,,96,2019,ALL,afr.american/black
Chelsea - Clark Avenue School,00570050,ELA,           8,40,           0,0,           8,40,           6,30,           6,30,          20,     486.2,,          17,19,2019,ALL,afr.american/black
Chelsea - Clark Avenue School,00570050,MATH,           4,20,           1,5,           3,15,           6,30,          10,50,          20,     479.5,,          17,12,2019,ALL,afr.american/black
Chelsea - Clark Avenue School,00570050,SCI,           4,31,           0,0,           4,31,           4,31,           5,38,          13,     483.5,,,39,2019,ALL,afr.american/black
Chelsea - Edgar A Hooks Elementary,00570030,ELA,           9,64,           2,14,           7,50,           5,36,           0,0,          14,     507.6,,           8,95,2019,ALL,afr.american/black
Chelsea - Edgar A Hooks Elementary,00570030,MATH,          10,71,           1,7,           9,64,           4,29,           0,0,          14,     512.0,,           8,99,2019,ALL,afr.american/black
Chelsea - Eugene Wright Science and Technology Academy,00570045,ELA,          10,36,           1,4,           9,32,          11,39,           7,25,          28,     489.7,          50.5,          28,33,2019,ALL,afr.american/black
Chelsea - Eugene Wright Science and Technology Academy,00570045,MATH,           7,25,           0,0,           7,25,          15,54,           6,21,          28,     484.8,          34.2,          27,29,2019,ALL,afr.american/black
Chelsea - Eugene Wright Science and Technology Academy,00570045,SCI,           4,31,           0,0,           4,31,           5,38,           4,31,          13,     484.5,,,44,2019,ALL,afr.american/black
Chelsea - Frank M Sokolowski Elementary,00570040,ELA,           6,43,           0,0,           6,43,           6,43,           2,14,          14,     494.2,,          10,53,2019,ALL,afr.american/black
Chelsea - Frank M Sokolowski Elementary,00570040,MATH,           6,43,           0,0,           6,43,           6,43,           2,14,          14,     493.5,,          10,69,2019,ALL,afr.american/black
Chelsea - Joseph A. Browne School,00570055,ELA,           3,16,           1,5,           2,11,          10,53,           6,32,          19,     481.6,,          17,9,2019,ALL,afr.american/black
Chelsea - Joseph A. Browne School,00570055,MATH,           1,5,           0,0,           1,5,           6,32,          12,63,          19,     470.0,,          17,2,2019,ALL,afr.american/black
Chelsea - Joseph A. Browne School,00570055,SCI,           1,8,           0,0,           1,8,           9,75,           2,17,          12,     481.2,,,28,2019,ALL,afr.american/black
Chicopee - Bellamy Middle,00610305,ELA,           5,21,           0,0,           5,21,          17,71,           2,8,          24,     488.1,          51.0,          22,26,2019,ALL,afr.american/black
Chicopee - Bellamy Middle,00610305,MATH,           8,33,           0,0,           8,33,          12,50,           4,17,          24,     492.6,          46.7,          22,65,2019,ALL,afr.american/black
Chicopee - Bellamy Middle,00610305,SCI,           4,40,           0,0,           4,40,           6,60,           0,0,          10,     498.6,,,92,2019,ALL,afr.american/black
Chicopee - Bowe,00610015,ELA,           4,31,           0,0,           4,31,           8,62,           1,8,          13,     494.1,,           9,52,2019,ALL,afr.american/black
Chicopee - Bowe,00610015,MATH,           5,38,           0,0,           5,38,           7,54,           1,8,          13,     492.6,,           9,65,2019,ALL,afr.american/black
Chicopee - Dupont Middle,00610310,ELA,          14,42,           3,9,          11,33,          16,48,           3,9,          33,     499.1,          59.5,          32,77,2019,ALL,afr.american/black
Chicopee - Dupont Middle,00610310,MATH,          10,30,           2,6,           8,24,          18,55,           5,15,          33,     490.3,          42.5,          32,55,2019,ALL,afr.american/black
Chicopee - Dupont Middle,00610310,SCI,           5,38,           0,0,           5,38,           7,54,           1,8,          13,     493.4,,,81,2019,ALL,afr.american/black
Chicopee - Gen John J Stefanik,00610090,ELA,           6,60,           2,20,           4,40,           3,30,           1,10,          10,     509.1,,           4,97,2019,ALL,afr.american/black
Chicopee - Gen John J Stefanik,00610090,MATH,           3,30,           1,10,           2,20,           6,60,           1,10,          10,     495.1,,           4,75,2019,ALL,afr.american/black
Chicopee - Litwin,00610022,ELA,           4,22,           0,0,           4,22,          10,56,           4,22,          18,     480.4,,          12,7,2019,ALL,afr.american/black
Chicopee - Litwin,00610022,MATH,           5,28,           0,0,           5,28,          10,56,           3,17,          18,     483.9,,          12,25,2019,ALL,afr.american/black
Christa McAuliffe Charter School (District) - Christa McAuliffe Charter School,04180305,ELA,          10,50,           1,5,           9,45,           8,40,           2,10,          20,     496.1,,          19,63,2019,ALL,afr.american/black
Christa McAuliffe Charter School (District) - Christa McAuliffe Charter School,04180305,MATH,           7,35,           1,5,           6,30,          11,55,           2,10,          20,     494.1,,          19,72,2019,ALL,afr.american/black
Clinton - Clinton Middle School,00640305,ELA,           4,20,           0,0,           4,20,          13,65,           3,15,          20,     490.2,          52.3,          20,36,2019,ALL,afr.american/black
Clinton - Clinton Middle School,00640305,MATH,           1,5,           0,0,           1,5,          15,75,           4,20,          20,     479.1,          49.6,          20,11,2019,ALL,afr.american/black
Clinton - Clinton Middle School,00640305,SCI,           0,0,           0,0,           0,0,          10,91,           1,9,          11,     484.2,,,42,2019,ALL,afr.american/black
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,ELA,          10,10,           0,0,          10,10,          66,66,          24,24,         100,     480.6,          44.0,          80,7,2019,ALL,afr.american/black
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,MATH,           7,7,           0,0,           7,7,          60,60,          33,33,         100,     475.9,          45.8,          80,6,2019,ALL,afr.american/black
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,SCI,           1,3,           0,0,           1,3,          18,56,          13,41,          32,     475.1,,,13,2019,ALL,afr.american/black
Cohasset - Deer Hill,00650005,ELA,           5,42,           0,0,           5,42,           7,58,           0,0,          12,     496.4,,           8,65,2019,ALL,afr.american/black
Cohasset - Deer Hill,00650005,MATH,           1,8,           0,0,           1,8,          10,83,           1,8,          12,     484.4,,           8,27,2019,ALL,afr.american/black
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,ELA,          47,49,           2,2,          45,47,          46,48,           3,3,          96,     499.8,          56.8,          67,80,2019,ALL,afr.american/black
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,MATH,          38,40,           1,1,          37,39,          55,57,           3,3,          96,     495.2,          57.1,          67,78,2019,ALL,afr.american/black
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,SCI,          11,34,           0,0,          11,34,          21,66,           0,0,          32,     493.5,,,81,2019,ALL,afr.american/black
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,ELA,          62,70,          15,17,          47,53,          22,25,           4,5,          88,     509.8,          56.1,          77,97,2019,ALL,afr.american/black
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,MATH,          54,61,           3,3,          51,58,          31,35,           3,3,          88,     503.9,          50.1,          77,96,2019,ALL,afr.american/black
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,SCI,          15,50,           0,0,          15,50,          12,40,           3,10,          30,     495.8,,,87,2019,ALL,afr.american/black
Concord - Alcott,00670005,ELA,           8,38,           1,5,           7,33,          10,48,           3,14,          21,     495.0,,          13,58,2019,ALL,afr.american/black
Concord - Alcott,00670005,MATH,           7,33,           0,0,           7,33,          11,52,           3,14,          21,     490.5,,          13,56,2019,ALL,afr.american/black
Concord - Concord Middle,00670305,ELA,          10,29,           1,3,           9,26,          20,57,           5,14,          35,     491.0,          44.4,          34,39,2019,ALL,afr.american/black
Concord - Concord Middle,00670305,MATH,           6,17,           1,3,           5,14,          25,71,           4,11,          35,     486.6,          32.0,          34,37,2019,ALL,afr.american/black
Concord - Concord Middle,00670305,SCI,           3,23,           0,0,           3,23,          10,77,           0,0,          13,     493.0,,,78,2019,ALL,afr.american/black
Conservatory Lab Charter (District) - Conservatory Lab Charter School,04390050,ELA,          40,35,           3,3,          37,32,          61,53,          14,12,         115,     491.6,          46.4,          91,43,2019,ALL,afr.american/black
Conservatory Lab Charter (District) - Conservatory Lab Charter School,04390050,MATH,          29,25,           2,2,          27,23,          69,60,          17,15,         115,     487.6,          50.0,          91,43,2019,ALL,afr.american/black
Conservatory Lab Charter (District) - Conservatory Lab Charter School,04390050,SCI,           4,10,           0,0,           4,10,          22,54,          15,37,          41,     475.4,,,15,2019,ALL,afr.american/black
Danvers - Holten Richmond Middle School,00710305,ELA,           9,47,           0,0,           9,47,           7,37,           3,16,          19,     492.3,,          18,44,2019,ALL,afr.american/black
Danvers - Holten Richmond Middle School,00710305,MATH,           1,5,           0,0,           1,5,          16,84,           2,11,          19,     482.8,,          18,21,2019,ALL,afr.american/black
Dartmouth - Dartmouth Middle,00720050,ELA,           6,43,           2,14,           4,29,           6,43,           2,14,          14,     505.1,,          13,93,2019,ALL,afr.american/black
Dartmouth - Dartmouth Middle,00720050,MATH,           6,43,           2,14,           4,29,           6,43,           2,14,          14,     502.5,,          13,95,2019,ALL,afr.american/black
Dedham - Avery,00730010,ELA,           1,6,           0,0,           1,6,          13,72,           4,22,          18,     481.8,,          12,10,2019,ALL,afr.american/black
Dedham - Avery,00730010,MATH,           4,22,           0,0,           4,22,          11,61,           3,17,          18,     485.4,,          12,32,2019,ALL,afr.american/black
Dedham - Dedham Middle School,00730305,ELA,          15,38,           0,0,          15,38,          17,43,           8,20,          40,     489.9,          50.0,          38,34,2019,ALL,afr.american/black
Dedham - Dedham Middle School,00730305,MATH,          14,35,           0,0,          14,35,          19,48,           7,18,          40,     490.3,          54.9,          38,55,2019,ALL,afr.american/black
Dedham - Dedham Middle School,00730305,SCI,           5,31,           0,0,           5,31,           9,56,           2,13,          16,     486.2,,,52,2019,ALL,afr.american/black
Dedham - Oakdale,00730030,ELA,           6,60,           0,0,           6,60,           4,40,           0,0,          10,     500.8,,           6,83,2019,ALL,afr.american/black
Dedham - Oakdale,00730030,MATH,           3,30,           0,0,           3,30,           7,70,           0,0,          10,     497.2,,           6,85,2019,ALL,afr.american/black
Dennis-Yarmouth - Dennis-Yarmouth Regional High,06450505,ELA,           4,17,           0,0,           4,17,          12,52,           7,30,          23,     477.7,          33.7,          21,4,2019,ALL,afr.american/black
