school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year
Springfield - Chestnut Academy,02810365,MATH,          18,7,           0,0,          18,7,         144,53,         111,41,         273,,     474.5,          35.0,         259,2,2019
Springfield - Chestnut Academy,02810365,SCI,           3,4,           0,0,           3,4,          36,48,          36,48,          75,,     470.9,,,2,2019
Springfield - Chestnut Accelerated Middle School (Talented and Gifted),02810367,ELA,         206,66,          45,14,         161,52,          57,18,          48,15,         311,,     511.0,          52.7,         270,81,2019
Springfield - Chestnut Accelerated Middle School (Talented and Gifted),02810367,MATH,         186,60,          39,13,         147,47,          70,23,          55,18,         311,,     508.3,          57.5,         270,81,2019
Springfield - Chestnut Accelerated Middle School (Talented and Gifted),02810367,SCI,          52,59,           9,10,          43,49,          28,32,           8,9,          88,,     508.1,,,79,2019
Springfield - Conservatory of the Arts,02810475,ELA,          17,11,           2,1,          15,9,          87,55,          55,35,         159,,     478.7,          32.4,         153,3,2019
Springfield - Conservatory of the Arts,02810475,MATH,          14,9,           1,1,          13,8,          96,60,          50,31,         160,,     477.3,          35.9,         154,4,2019
Springfield - Conservatory of the Arts,02810475,SCI,           3,6,           0,0,           3,6,          35,69,          13,25,          51,,     478.6,,,7,2019
Springfield - Daniel B Brunton,02810035,ELA,          78,38,           6,3,          72,35,         114,56,          11,5,         203,,     497.0,          47.5,         135,30,2019
Springfield - Daniel B Brunton,02810035,MATH,          75,37,           4,2,          71,35,         105,52,          23,11,         203,,     492.7,          45.3,         135,25,2019
Springfield - Daniel B Brunton,02810035,SCI,          24,34,           6,8,          18,25,          44,62,           3,4,          71,,     496.7,,,39,2019
Springfield - Edward P. Boland School,02810010,ELA,          62,24,           2,1,          60,23,         150,57,          50,19,         262,,     488.0,          43.4,         173,9,2019
Springfield - Edward P. Boland School,02810010,MATH,          46,18,           3,1,          43,17,         130,50,          84,32,         260,,     481.3,          41.2,         172,6,2019
Springfield - Edward P. Boland School,02810010,SCI,          26,25,           1,1,          25,25,          51,50,          25,25,         102,,     486.8,,,16,2019
Springfield - Elias Brookings,02810030,ELA,          38,29,           2,2,          36,27,          65,49,          30,23,         133,,     491.2,          48.5,          74,15,2019
Springfield - Elias Brookings,02810030,MATH,          30,22,           1,1,          29,21,          62,46,          43,32,         135,,     486.8,          53.6,          75,12,2019
Springfield - Elias Brookings,02810030,SCI,          11,19,           1,2,          10,17,          29,50,          18,31,          58,,     486.9,,,17,2019
Springfield - Forest Park Middle,02810325,ELA,         117,19,          19,3,          98,16,         285,45,         228,36,         630,,     481.2,          34.7,         552,4,2019
Springfield - Forest Park Middle,02810325,MATH,         168,27,          16,3,         152,24,         287,45,         176,28,         631,,     486.8,          44.4,         555,12,2019
Springfield - Forest Park Middle,02810325,SCI,          36,19,           6,3,          30,16,          89,46,          68,35,         193,,     481.9,,,10,2019
Springfield - Frank H Freedman,02810075,ELA,          50,38,           2,2,          48,36,          73,55,           9,7,         132,,     495.7,          45.9,          90,26,2019
Springfield - Frank H Freedman,02810075,MATH,          48,36,           1,1,          47,36,          63,48,          21,16,         132,,     491.3,          52.0,          90,21,2019
Springfield - Frank H Freedman,02810075,SCI,           9,19,           0,0,           9,19,          30,64,           8,17,          47,,     486.7,,,16,2019
Springfield - Frederick Harris,02810080,ELA,         105,45,           8,3,          97,41,         100,43,          29,12,         234,,     497.8,          50.8,         154,32,2019
Springfield - Frederick Harris,02810080,MATH,          87,37,           9,4,          78,33,         100,43,          47,20,         234,,     493.8,          44.6,         155,28,2019
Springfield - Frederick Harris,02810080,SCI,          36,44,           5,6,          31,38,          35,43,          11,13,          82,,     496.8,,,39,2019
Springfield - German Gerena Community School,02810195,ELA,         113,41,          18,7,          95,35,         133,49,          28,10,         274,,     498.0,          56.6,         174,33,2019
Springfield - German Gerena Community School,02810195,MATH,          65,24,           3,1,          62,23,         154,56,          55,20,         274,,     486.5,          40.7,         174,12,2019
Springfield - German Gerena Community School,02810195,SCI,          23,24,           1,1,          22,23,          54,57,          17,18,          94,,     486.6,,,16,2019
Springfield - Glenwood,02810065,ELA,          43,31,           2,1,          41,29,          72,51,          25,18,         140,,     492.2,          37.4,          86,17,2019
Springfield - Glenwood,02810065,MATH,          44,31,           4,3,          40,29,          70,50,          26,19,         140,,     493.0,          42.4,          86,26,2019
Springfield - Glenwood,02810065,SCI,          21,44,           3,6,          18,38,          20,42,           7,15,          48,,     499.7,,,48,2019
Springfield - Glickman Elementary,02810068,ELA,          44,27,           5,3,          39,24,          93,56,          28,17,         165,,     492.0,          46.3,          95,17,2019
Springfield - Glickman Elementary,02810068,MATH,          33,20,           1,1,          32,19,          78,47,          55,33,         166,,     483.3,          54.0,          95,8,2019
Springfield - Glickman Elementary,02810068,SCI,          21,38,           2,4,          19,34,          22,39,          13,23,          56,,     491.3,,,25,2019
Springfield - Hiram L Dorman,02810050,ELA,          44,29,           0,0,          44,29,          68,45,          38,25,         150,,     491.4,          34.4,          90,15,2019
Springfield - Hiram L Dorman,02810050,MATH,          30,20,           2,1,          28,19,          73,49,          47,31,         150,,     487.1,          38.1,          90,13,2019
Springfield - Hiram L Dorman,02810050,SCI,          10,17,           0,0,          10,17,          28,47,          21,36,          59,,     486.0,,,15,2019
Springfield - Homer Street,02810085,ELA,          60,36,           3,2,          57,34,          92,55,          15,9,         167,,     493.5,          52.8,         115,20,2019
Springfield - Homer Street,02810085,MATH,          52,31,           5,3,          47,28,          90,54,          26,15,         168,,     489.8,          53.4,         115,18,2019
Springfield - Homer Street,02810085,SCI,          24,38,           2,3,          22,35,          31,49,           8,13,          63,,     493.5,,,30,2019
Springfield - Impact Prep at Chestnut,02810366,ELA,          45,14,           5,2,          40,13,         149,47,         126,39,         320,,     475.9,          35.4,         281,2,2019
Springfield - Impact Prep at Chestnut,02810366,MATH,          38,12,           0,0,          38,12,         158,49,         125,39,         321,,     475.8,          31.5,         281,3,2019
Springfield - Impact Prep at Chestnut,02810366,SCI,           8,8,           0,0,           8,8,          47,45,          49,47,         104,,     471.3,,,2,2019
Springfield - Indian Orchard Elementary,02810100,ELA,          69,25,           4,1,          65,24,         148,55,          54,20,         271,,     488.2,          48.1,         165,9,2019
Springfield - Indian Orchard Elementary,02810100,MATH,          39,14,           1,0,          38,14,         148,55,          83,31,         270,,     478.6,          39.5,         166,4,2019
Springfield - Indian Orchard Elementary,02810100,SCI,          20,26,           2,3,          18,24,          49,64,           7,9,          76,,     488.9,,,20,2019
Springfield - John F Kennedy Middle,02810328,ELA,          32,8,           1,0,          31,7,         190,45,         200,47,         422,,     471.4,          30.2,         398,2,2019
Springfield - John F Kennedy Middle,02810328,MATH,          38,9,           0,0,          38,9,         191,44,         201,47,         430,,     472.8,          31.0,         403,2,2019
Springfield - John F Kennedy Middle,02810328,SCI,          11,8,           0,0,          11,8,          68,48,          62,44,         141,,     473.7,,,3,2019
Springfield - John J Duggan Academy,02810320,ELA,         164,32,          14,3,         150,30,         232,46,         111,22,         507,,     489.3,          48.5,         451,11,2019
Springfield - John J Duggan Academy,02810320,MATH,         155,30,          15,3,         140,28,         256,50,          98,19,         509,,     490.1,          52.5,         458,19,2019
Springfield - John J Duggan Academy,02810320,SCI,          27,16,           0,0,          27,16,          98,58,          43,26,         168,,     481.9,,,10,2019
Springfield - Kensington International School,02810110,ELA,          61,46,           8,6,          53,40,          63,48,           8,6,         132,,     498.4,          58.1,          83,34,2019
Springfield - Kensington International School,02810110,MATH,          23,17,           2,2,          21,16,          84,64,          25,19,         132,,     485.2,          45.3,          83,10,2019
Springfield - Kensington International School,02810110,SCI,          14,28,           1,2,          13,26,          28,56,           8,16,          50,,     488.9,,,20,2019
Springfield - Liberty,02810115,ELA,          45,34,           3,2,          42,32,          69,53,          17,13,         131,,     492.0,          40.1,          84,17,2019
Springfield - Liberty,02810115,MATH,          34,26,           2,2,          32,24,          71,54,          26,20,         131,,     487.4,          35.4,          84,14,2019
Springfield - Liberty,02810115,SCI,          13,28,           1,2,          12,26,          28,60,           6,13,          47,,     490.8,,,24,2019
Springfield - Lincoln,02810120,ELA,          33,18,           2,1,          31,17,         108,60,          38,21,         179,,     484.6,          41.5,         111,6,2019
Springfield - Lincoln,02810120,MATH,          23,13,           0,0,          23,13,          94,53,          62,35,         179,,     476.8,          33.6,         111,3,2019
Springfield - Lincoln,02810120,SCI,           9,14,           0,0,           9,14,          36,55,          21,32,          66,,     477.5,,,6,2019
Springfield - M Marcus Kiley Middle,02810330,ELA,         100,16,           5,1,          95,16,         282,46,         226,37,         608,,     478.8,          33.6,         566,3,2019
Springfield - M Marcus Kiley Middle,02810330,MATH,          97,16,           9,1,          88,14,         291,48,         220,36,         608,,     479.5,          36.7,         566,5,2019
Springfield - M Marcus Kiley Middle,02810330,SCI,          13,6,           1,0,          12,5,         111,50,          96,44,         220,,     473.8,,,3,2019
Springfield - Mary A. Dryden Veterans Memorial School,02810125,ELA,          62,42,           5,3,          57,38,          71,48,          16,11,         149,,     496.0,          40.6,          91,27,2019
Springfield - Mary A. Dryden Veterans Memorial School,02810125,MATH,          62,42,           8,5,          54,36,          74,50,          13,9,         149,,     496.8,          51.7,          92,39,2019
Springfield - Mary A. Dryden Veterans Memorial School,02810125,SCI,          10,21,           1,2,           9,19,          31,66,           6,13,          47,,     488.4,,,19,2019
Springfield - Mary M Lynch,02810140,ELA,          45,38,           4,3,          41,35,          65,55,           8,7,         118,,     495.3,          50.2,          75,25,2019
Springfield - Mary M Lynch,02810140,MATH,          31,26,           2,2,          29,25,          63,53,          24,20,         118,,     486.8,          60.9,          75,12,2019
Springfield - Mary M Lynch,02810140,SCI,           9,24,           1,3,           8,22,          20,54,           8,22,          37,,     486.6,,,16,2019
Springfield - Mary M Walsh,02810155,ELA,          45,33,           2,1,          43,31,          80,58,          13,9,         138,,     494.7,          52.3,          77,23,2019
Springfield - Mary M Walsh,02810155,MATH,          40,29,           4,3,          36,26,          74,54,          24,17,         138,,     491.3,          46.0,          77,21,2019
Springfield - Mary M Walsh,02810155,SCI,          15,38,           0,0,          15,38,          16,40,           9,23,          40,,     488.7,,,20,2019
Springfield - Mary O Pottenger,02810145,ELA,         108,53,          16,8,          92,45,          85,42,          10,5,         203,,     502.8,          54.9,         135,52,2019
Springfield - Mary O Pottenger,02810145,MATH,         111,54,          16,8,          95,47,          74,36,          19,9,         204,,     500.9,          48.8,         135,55,2019
Springfield - Mary O Pottenger,02810145,SCI,          31,47,           3,5,          28,42,          23,35,          12,18,          66,,     493.5,,,30,2019
Springfield - Milton Bradley School,02810023,ELA,          72,37,           8,4,          64,32,          89,45,          36,18,         197,,     495.0,          60.3,         109,24,2019
Springfield - Milton Bradley School,02810023,MATH,          44,22,           1,1,          43,22,         113,57,          40,20,         197,,     487.2,          46.8,         108,13,2019
Springfield - Milton Bradley School,02810023,SCI,          10,15,           0,0,          10,15,          40,61,          16,24,          66,,     484.8,,,14,2019
Springfield - Rebecca M Johnson,02810055,ELA,         105,36,           4,1,         101,35,         163,56,          24,8,         292,,     496.0,          49.8,         183,27,2019
Springfield - Rebecca M Johnson,02810055,MATH,         129,44,          10,3,         119,41,         136,47,          27,9,         292,,     497.6,          56.2,         185,42,2019
Springfield - Rebecca M Johnson,02810055,SCI,          34,39,           1,1,          33,38,          49,56,           5,6,          88,,     496.5,,,38,2019
Springfield - Rise Academy at Van Sickle,02810480,ELA,          54,20,           3,1,          51,19,         125,46,          95,35,         274,,     479.8,          41.8,         245,3,2019
Springfield - Rise Academy at Van Sickle,02810480,MATH,          56,21,           2,1,          54,20,         136,50,          81,30,         273,,     482.6,          49.8,         244,7,2019
Springfield - Rise Academy at Van Sickle,02810480,SCI,          14,12,           0,0,          14,12,          64,56,          37,32,         115,,     478.6,,,7,2019
Springfield - STEM Middle Academy,02810350,ELA,          77,28,           5,2,          72,26,         143,52,          57,21,         277,,     487.9,          36.7,         274,9,2019
Springfield - STEM Middle Academy,02810350,MATH,          70,25,           3,1,          67,24,         168,61,          39,14,         277,,     489.2,          41.7,         274,17,2019
Springfield - STEM Middle Academy,02810350,SCI,          33,35,           4,4,          29,31,          47,51,          13,14,          93,,     492.9,,,28,2019
Springfield - Samuel Bowles,02810020,ELA,          58,37,           7,4,          51,32,          73,46,          27,17,         158,,     495.5,          47.9,          98,25,2019
Springfield - Samuel Bowles,02810020,MATH,          41,26,           1,1,          40,25,          79,49,          40,25,         160,,     485.5,          30.2,          99,10,2019
Springfield - Samuel Bowles,02810020,SCI,          14,31,           1,2,          13,29,          23,51,           8,18,          45,,     490.5,,,23,2019
Springfield - South End Middle School,02810355,ELA,          32,17,           1,1,          31,16,         108,57,          48,26,         188,,     483.5,          47.9,         178,5,2019
Springfield - South End Middle School,02810355,MATH,          31,17,           1,1,          30,16,         113,60,          43,23,         187,,     482.0,          48.6,         177,7,2019
Springfield - South End Middle School,02810355,SCI,           8,14,           0,0,           8,14,          28,49,          21,37,          57,,     476.3,,,4,2019
Springfield - Springfield International Academy at Johnson,02810215,ELA,           0,0,           0,0,           0,0,           1,8,          12,92,          13,,     458.5,,           2,1,2019
Springfield - Springfield International Academy at Johnson,02810215,MATH,           0,0,           0,0,           0,0,           6,46,           7,54,          13,,     469.3,,           2,2,2019
Springfield - Springfield Middle School,02810360,ELA,           6,23,           0,0,           6,23,           4,15,          16,62,          26,,     470.1,          45.2,          22,2,2019
Springfield - Springfield Middle School,02810360,MATH,           1,4,           0,0,           1,4,          11,41,          15,56,          27,,     468.6,          45.7,          23,2,2019
Springfield - Springfield Middle School,02810360,SCI,           3,18,           0,0,           3,18,           8,47,           6,35,          17,,     477.7,,,6,2019
Springfield - Springfield Public Day Elementary School,02810005,ELA,           6,15,           0,0,           6,15,          28,70,           6,15,          40,,     489.1,          49.6,          29,11,2019
Springfield - Springfield Public Day Elementary School,02810005,MATH,          12,30,           0,0,          12,30,          16,40,          12,30,          40,,     486.4,          57.2,          29,12,2019
Springfield - Springfield Public Day Elementary School,02810005,SCI,           6,40,           0,0,           6,40,           7,47,           2,13,          15,,     495.4,,,35,2019
Springfield - Springfield Public Day Middle School,02810345,ELA,           0,0,           0,0,           0,0,           9,22,          32,78,          41,,     460.7,          26.7,          36,1,2019
Springfield - Springfield Public Day Middle School,02810345,MATH,           1,3,           0,0,           1,3,          16,40,          23,58,          40,,     470.8,          44.1,          35,2,2019
Springfield - Springfield Public Day Middle School,02810345,SCI,           0,0,           0,0,           0,0,           3,23,          10,77,          13,,     462.4,,,1,2019
Springfield - Sumner Avenue,02810160,ELA,         112,52,          19,9,          93,43,          83,38,          21,10,         216,,     503.0,          50.0,         135,53,2019
Springfield - Sumner Avenue,02810160,MATH,          76,35,           8,4,          68,32,         106,49,          33,15,         215,,     494.4,          58.7,         135,30,2019
Springfield - Sumner Avenue,02810160,SCI,          28,35,           1,1,          27,33,          40,49,          13,16,          81,,     493.2,,,29,2019
Springfield - The Springfield Renaissance School an Expeditionary Learning School,02810205,ELA,         126,40,          25,8,         101,32,         128,41,          62,20,         316,,     493.3,          45.2,         311,19,2019
Springfield - The Springfield Renaissance School an Expeditionary Learning School,02810205,MATH,          78,25,          12,4,          66,21,         171,54,          66,21,         315,,     485.2,          31.8,         309,10,2019
Springfield - The Springfield Renaissance School an Expeditionary Learning School,02810205,SCI,          21,19,           3,3,          18,16,          65,59,          25,23,         111,,     485.1,,,14,2019
Springfield - Thomas M Balliet,02810015,ELA,          41,35,           3,3,          38,32,          56,48,          20,17,         117,,     489.6,          37.7,          75,11,2019
Springfield - Thomas M Balliet,02810015,MATH,          23,19,           1,1,          22,19,          69,58,          26,22,         118,,     483.8,          38.0,          75,8,2019
Springfield - Thomas M Balliet,02810015,SCI,          10,25,           0,0,          10,25,          20,50,          10,25,          40,,     483.3,,,12,2019
Springfield - Van Sickle Academy,02810485,ELA,          40,17,           2,1,          38,16,         106,45,          90,38,         236,,     482.1,          44.5,         192,4,2019
Springfield - Van Sickle Academy,02810485,MATH,          21,9,           1,0,          20,8,         117,49,         100,42,         238,,     476.8,          37.6,         193,3,2019
Springfield - Van Sickle Academy,02810485,SCI,           8,7,           0,0,           8,7,          64,60,          35,33,         107,,     479.0,,,7,2019
Springfield - Warner,02810180,ELA,          60,53,           9,8,          51,45,          51,45,           3,3,         114,,     503.3,          47.5,          76,54,2019
Springfield - Warner,02810180,MATH,          68,60,          10,9,          58,51,          42,37,           4,4,         114,,     503.8,          43.3,          76,67,2019
Springfield - Warner,02810180,SCI,          13,34,           0,0,          13,34,          22,58,           3,8,          38,,     492.5,,,27,2019
Springfield - Washington,02810185,ELA,          72,45,           8,5,          64,40,          78,49,          10,6,         160,,     498.7,          45.7,         114,35,2019
Springfield - Washington,02810185,MATH,          62,39,           6,4,          56,35,          79,50,          18,11,         159,,     494.6,          45.2,         113,30,2019
Springfield - Washington,02810185,SCI,          23,38,           0,0,          23,38,          29,48,           8,13,          60,,     493.5,,,30,2019
Springfield - White Street,02810190,ELA,         100,51,          17,9,          83,42,          79,40,          18,9,         197,,     500.5,          52.2,         125,43,2019
Springfield - White Street,02810190,MATH,          89,45,          10,5,          79,40,          93,47,          15,8,         197,,     497.5,          46.6,         125,42,2019
Springfield - White Street,02810190,SCI,          22,34,           2,3,          20,31,          32,50,          10,16,          64,,     491.0,,,24,2019
Springfield - William N. DeBerry,02810045,ELA,          30,25,           2,2,          28,24,          74,63,          14,12,         118,,     490.7,          36.0,          86,13,2019
Springfield - William N. DeBerry,02810045,MATH,          28,24,           0,0,          28,24,          71,60,          19,16,         118,,     486.9,          26.8,          86,13,2019
Springfield - William N. DeBerry,02810045,SCI,           4,9,           0,0,           4,9,          31,70,           9,20,          44,,     481.9,,,10,2019
Springfield International Charter (District) - Springfield International Charter School,04410505,ELA,         306,39,          21,3,         285,36,         418,53,          69,9,         793,,     494.6,          44.7,         645,23,2019
Springfield International Charter (District) - Springfield International Charter School,04410505,MATH,         201,25,          10,1,         191,24,         480,60,         113,14,         794,,     488.2,          44.5,         646,15,2019
Springfield International Charter (District) - Springfield International Charter School,04410505,SCI,          73,29,           4,2,          69,28,         137,55,          40,16,         250,,     488.8,,,20,2019
Springfield Preparatory Charter School (District) - Springfield Preparatory Charter School,35100205,ELA,          74,69,          17,16,          57,53,          31,29,           2,2,         107,,     512.2,          66.7,          50,86,2019
Springfield Preparatory Charter School (District) - Springfield Preparatory Charter School,35100205,MATH,          77,72,          17,16,          60,56,          26,24,           4,4,         107,,     510.8,          67.5,          50,88,2019
Stoneham - Colonial Park,02840005,ELA,          53,62,          14,16,          39,46,          27,32,           5,6,          85,,     508.0,          58.2,          41,72,2019
Stoneham - Colonial Park,02840005,MATH,          50,59,          11,13,          39,46,          31,36,           4,5,          85,,     505.8,          53.1,          41,73,2019
Stoneham - Robin Hood,02840025,ELA,          87,65,          14,11,          73,55,          42,32,           4,3,         133,,     507.1,          47.5,          58,69,2019
Stoneham - Robin Hood,02840025,MATH,          77,58,          16,12,          61,46,          47,35,           9,7,         133,,     503.9,          53.0,          58,67,2019
Stoneham - South,02840030,ELA,          75,58,          16,12,          59,46,          45,35,           9,7,         129,,     506.0,          61.3,          61,64,2019
Stoneham - South,02840030,MATH,          74,57,          11,9,          63,49,          43,33,          12,9,         129,,     502.7,          54.8,          61,63,2019
Stoneham - Stoneham Central Middle School,02840405,ELA,         502,71,         137,19,         365,52,         173,24,          33,5,         708,,     511.1,          63.0,         681,82,2019
Stoneham - Stoneham Central Middle School,02840405,MATH,         419,59,          69,10,         350,49,         255,36,          34,5,         708,,     504.1,          63.0,         675,68,2019
Stoneham - Stoneham Central Middle School,02840405,SCI,         208,58,          35,10,         173,48,         123,34,          28,8,         359,,     503.3,,,62,2019
Stoughton - Helen Hansen Elementary,02850010,ELA,          52,52,           5,5,          47,47,          45,45,           3,3,         100,,     501.2,          43.8,          65,45,2019
Stoughton - Helen Hansen Elementary,02850010,MATH,          50,50,           4,4,          46,46,          46,46,           4,4,         100,,     500.0,          35.0,          65,52,2019
Stoughton - Helen Hansen Elementary,02850010,SCI,          11,34,           0,0,          11,34,          19,59,           2,6,          32,,     495.4,,,35,2019
Stoughton - Joseph H Gibbons,02850025,ELA,          90,50,           9,5,          81,45,          71,40,          18,10,         179,,     500.9,          42.7,         117,44,2019
Stoughton - Joseph H Gibbons,02850025,MATH,          93,52,          15,8,          78,44,          64,36,          22,12,         179,,     500.0,          44.5,         117,52,2019
Stoughton - Joseph H Gibbons,02850025,SCI,          32,48,           2,3,          30,45,          23,35,          11,17,          66,,     496.2,,,37,2019
Stoughton - Joseph R Dawe Jr Elementary,02850014,ELA,          89,52,          13,8,          76,45,          71,42,          10,6,         170,,     503.2,          51.2,          99,53,2019
Stoughton - Joseph R Dawe Jr Elementary,02850014,MATH,          57,34,           3,2,          54,32,          93,55,          20,12,         170,,     493.9,          40.4,          99,28,2019
Stoughton - Joseph R Dawe Jr Elementary,02850014,SCI,          31,53,           5,8,          26,44,          22,37,           6,10,          59,,     500.0,,,49,2019
Stoughton - O'Donnell Middle School,02850405,ELA,         409,50,          71,9,         338,41,         317,39,          92,11,         818,,     499.3,          50.2,         802,37,2019
Stoughton - O'Donnell Middle School,02850405,MATH,         366,45,          57,7,         309,38,         373,46,          76,9,         815,,     497.7,          50.8,         793,42,2019
Stoughton - O'Donnell Middle School,02850405,SCI,         123,49,          20,8,         103,41,         108,43,          18,7,         249,,     500.8,,,53,2019
Stoughton - Richard L. Wilkins Elementary School,02850020,ELA,          81,52,          16,10,          65,41,          60,38,          16,10,         157,,     502.3,          54.6,          98,50,2019
Stoughton - Richard L. Wilkins Elementary School,02850020,MATH,          79,50,           9,6,          70,45,          65,41,          13,8,         157,,     499.1,          55.7,         100,48,2019
Stoughton - Richard L. Wilkins Elementary School,02850020,SCI,          28,52,           4,7,          24,44,          19,35,           7,13,          54,,     498.0,,,42,2019
Stoughton - South Elementary,02850015,ELA,         101,73,          25,18,          76,55,          36,26,           2,1,         139,,     513.5,          52.6,          91,89,2019
Stoughton - South Elementary,02850015,MATH,          97,70,          14,10,          83,60,          39,28,           3,2,         139,,     507.1,          42.6,          91,77,2019
Stoughton - South Elementary,02850015,SCI,          24,55,           2,5,          22,50,          20,45,           0,0,          44,,     503.5,,,63,2019
Sturbridge - Burgess Elementary,02870005,ELA,         308,64,          38,8,         270,56,         148,31,          24,5,         480,,     506.1,          52.4,         351,66,2019
Sturbridge - Burgess Elementary,02870005,MATH,         319,66,          58,12,         261,54,         144,30,          17,4,         480,,     508.9,          63.4,         351,83,2019
Sturbridge - Burgess Elementary,02870005,SCI,          83,63,          14,11,          69,53,          44,34,           4,3,         131,,     507.7,,,78,2019
Sudbury - Ephraim Curtis Middle,02880305,ELA,         724,78,         217,23,         507,54,         186,20,          22,2,         932,,     515.5,          54.9,         909,92,2019
Sudbury - Ephraim Curtis Middle,02880305,MATH,         677,73,         222,24,         455,49,         223,24,          29,3,         929,,     513.2,          51.0,         905,92,2019
Sudbury - Ephraim Curtis Middle,02880305,SCI,         192,66,          43,15,         149,51,          90,31,          10,3,         292,,     508.0,,,79,2019
Sudbury - General John Nixon Elementary,02880025,ELA,         157,77,          40,20,         117,58,          45,22,           1,0,         203,,     513.8,          55.8,         130,89,2019
Sudbury - General John Nixon Elementary,02880025,MATH,         152,75,          34,17,         118,58,          44,22,           7,3,         203,,     512.5,          57.3,         130,90,2019
Sudbury - General John Nixon Elementary,02880025,SCI,          58,75,          20,26,          38,49,          18,23,           1,1,          77,,     514.0,,,93,2019
Sudbury - Israel Loring School,02880015,ELA,         185,75,          47,19,         138,56,          52,21,          10,4,         247,,     512.6,          59.6,         152,86,2019
Sudbury - Israel Loring School,02880015,MATH,         179,72,          50,20,         129,52,          58,23,          10,4,         247,,     511.3,          47.6,         152,87,2019
Sudbury - Israel Loring School,02880015,SCI,          80,84,          28,29,          52,55,          12,13,           3,3,          95,,     517.7,,,97,2019
Sudbury - Josiah Haynes,02880010,ELA,         154,81,          49,26,         105,56,          28,15,           7,4,         189,,     519.8,          72.5,         120,97,2019
Sudbury - Josiah Haynes,02880010,MATH,         158,84,          42,22,         116,61,          24,13,           7,4,         189,,     518.7,          62.4,         119,98,2019
Sudbury - Josiah Haynes,02880010,SCI,          46,85,          16,30,          30,56,           6,11,           2,4,          54,,     518.4,,,98,2019
Sudbury - Peter Noyes,02880030,ELA,         182,76,          39,16,         143,60,          55,23,           3,1,         240,,     512.6,          51.4,         155,86,2019
Sudbury - Peter Noyes,02880030,MATH,         174,73,          40,17,         134,56,          59,25,           7,3,         240,,     510.9,          50.4,         155,87,2019
Sudbury - Peter Noyes,02880030,SCI,          53,73,          15,21,          38,52,          17,23,           3,4,          73,,     511.9,,,90,2019
Sunderland - Sunderland Elementary,02890005,ELA,          66,58,           8,7,          58,51,          34,30,          13,12,         113,,     504.9,          56.6,          70,60,2019
Sunderland - Sunderland Elementary,02890005,MATH,          58,51,          17,15,          41,36,          46,41,           9,8,         113,,     504.0,          60.7,          70,67,2019
Sunderland - Sunderland Elementary,02890005,SCI,          25,66,           5,13,          20,53,          12,32,           1,3,          38,,     506.4,,,73,2019
Sutton - Sutton Elementary,02900005,ELA,         173,56,          14,5,         159,52,         126,41,           9,3,         308,,     503.2,          50.5,         204,53,2019
Sutton - Sutton Elementary,02900005,MATH,         154,50,          17,6,         137,44,         138,45,          16,5,         308,,     500.4,          53.5,         204,53,2019
Sutton - Sutton Elementary,02900005,SCI,          62,60,           7,7,          55,53,          35,34,           6,6,         103,,     504.1,,,65,2019
Sutton - Sutton Middle School,02900305,ELA,         228,64,          39,11,         189,53,         111,31,          17,5,         356,,     506.3,          52.2,         349,66,2019
Sutton - Sutton Middle School,02900305,MATH,         215,60,          34,10,         181,51,         127,36,          15,4,         357,,     504.6,          56.9,         350,69,2019
Sutton - Sutton Middle School,02900305,SCI,         103,79,          25,19,          78,60,          26,20,           2,2,         131,,     513.6,,,92,2019
Swampscott - Clarke,02910005,ELA,          58,67,          10,12,          48,56,          24,28,           4,5,          86,,     507.6,          44.1,          37,71,2019
Swampscott - Clarke,02910005,MATH,          37,43,           5,6,          32,37,          44,51,           5,6,          86,,     500.0,          26.0,          37,52,2019
Swampscott - Hadley,02910010,ELA,         100,82,          40,33,          60,49,          18,15,           4,3,         122,,     519.3,          61.6,          55,97,2019
Swampscott - Hadley,02910010,MATH,          75,61,          14,11,          61,50,          39,32,           8,7,         122,,     505.3,          48.2,          55,71,2019
Swampscott - Stanley,02910020,ELA,          65,66,           8,8,          57,58,          29,30,           4,4,          98,,     505.9,          43.4,          49,64,2019
Swampscott - Stanley,02910020,MATH,          43,44,           6,6,          37,38,          51,52,           4,4,          98,,     499.1,          48.1,          49,48,2019
Swampscott - Swampscott Middle,02910305,ELA,         383,58,          50,8,         333,50,         238,36,          41,6,         662,,     503.8,          43.5,         652,56,2019
Swampscott - Swampscott Middle,02910305,MATH,         386,58,          52,8,         334,51,         242,37,          32,5,         660,,     503.5,          51.1,         650,65,2019
Swampscott - Swampscott Middle,02910305,SCI,         186,58,          34,11,         152,47,         122,38,          13,4,         321,,     504.4,,,67,2019
Swansea - Elizabeth S Brown,02920006,ELA,         167,62,          20,7,         147,54,          90,33,          14,5,         271,,     505.4,          47.0,         183,62,2019
Swansea - Elizabeth S Brown,02920006,MATH,         157,58,          12,4,         145,54,          95,35,          19,7,         271,,     501.3,          51.0,         183,56,2019
Swansea - Elizabeth S Brown,02920006,SCI,          62,61,          13,13,          49,48,          34,33,           6,6,         102,,     505.0,,,69,2019
Swansea - Joseph Case Jr High,02920305,ELA,         228,43,          30,6,         198,37,         241,45,          67,13,         536,,     496.1,          39.1,         519,27,2019
