school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Arlington - Ottoson Middle,00100410,MATH,         312,74,         120,28,         192,45,          96,23,          16,4,         424,99,     515.4,          70.8,         384,96,2022,8,ALL
Arlington - Ottoson Middle,00100410,SCI,         324,77,          95,23,         229,54,          81,19,          16,4,         421,98,     513.1,,,97,2022,8,ALL
Ashburnham-Westminster - Overlook Middle School,06100305,ELA,         101,54,          14,7,          87,47,          70,37,          16,9,         187,98,     501.7,          57.7,         180,74,2022,8,ALL
Ashburnham-Westminster - Overlook Middle School,06100305,MATH,          90,48,           6,3,          84,44,          85,45,          14,7,         189,99,     497.2,          57.7,         183,68,2022,8,ALL
Ashburnham-Westminster - Overlook Middle School,06100305,SCI,          86,46,           5,3,          81,43,          87,46,          16,8,         189,99,     496.0,,,59,2022,8,ALL
Ashland - Ashland Middle,00140405,ELA,         135,61,          34,15,         101,46,          64,29,          21,10,         220,97,     505.1,          66.2,         208,83,2022,8,ALL
Ashland - Ashland Middle,00140405,MATH,         126,57,          33,15,          93,42,          77,35,          19,9,         222,99,     503.5,          57.5,         209,83,2022,8,ALL
Ashland - Ashland Middle,00140405,SCI,         128,57,          20,9,         108,48,          76,34,          19,9,         223,99,     501.3,,,74,2022,8,ALL
Athol-Royalston - Athol-Royalston Middle School,06150305,ELA,          12,11,           1,1,          11,10,          70,64,          27,25,         109,96,     480.6,          41.7,         100,17,2022,8,ALL
Athol-Royalston - Athol-Royalston Middle School,06150305,MATH,          26,24,           0,0,          26,24,          69,64,          13,12,         108,95,     487.6,          58.8,         100,38,2022,8,ALL
Athol-Royalston - Athol-Royalston Middle School,06150305,SCI,          21,21,           1,1,          20,20,          58,57,          22,22,         101,89,     486.0,,,32,2022,8,ALL
Atlantis Charter (District) - Atlantis Charter School,04910550,ELA,          41,38,           5,5,          36,33,          51,47,          16,15,         108,100,     491.9,          47.8,         106,48,2022,8,ALL
Atlantis Charter (District) - Atlantis Charter School,04910550,MATH,          32,30,           1,1,          31,29,          66,62,           9,8,         107,99,     491.2,          64.4,         105,53,2022,8,ALL
Atlantis Charter (District) - Atlantis Charter School,04910550,SCI,          43,40,           2,2,          41,38,          44,41,          20,19,         107,99,     493.0,,,49,2022,8,ALL
Attleboro - Cyril K. Brennan Middle School,00160315,ELA,          46,35,           8,6,          38,29,          57,44,          28,21,         131,99,     490.9,          48.6,         118,44,2022,8,ALL
Attleboro - Cyril K. Brennan Middle School,00160315,MATH,          41,31,           4,3,          37,28,          67,51,          24,18,         132,100,     491.1,          52.6,         119,51,2022,8,ALL
Attleboro - Cyril K. Brennan Middle School,00160315,SCI,          36,27,           5,4,          31,23,          66,50,          30,23,         132,100,     488.2,,,36,2022,8,ALL
Attleboro - Robert J. Coelho Middle School,00160305,ELA,          55,33,           2,1,          53,32,          90,54,          22,13,         167,99,     491.1,          42.1,         156,45,2022,8,ALL
Attleboro - Robert J. Coelho Middle School,00160305,MATH,          74,45,          10,6,          64,39,          75,46,          15,9,         164,98,     497.5,          53.7,         153,69,2022,8,ALL
Attleboro - Robert J. Coelho Middle School,00160305,SCI,          69,43,           6,4,          63,39,          77,48,          16,10,         162,97,     495.5,,,56,2022,8,ALL
Attleboro - Wamsutta Middle School,00160320,ELA,          70,45,           9,6,          61,39,          70,45,          16,10,         156,99,     496.5,          49.2,         150,62,2022,8,ALL
Attleboro - Wamsutta Middle School,00160320,MATH,          72,46,          11,7,          61,39,          77,49,           8,5,         157,100,     499.2,          63.1,         150,73,2022,8,ALL
Attleboro - Wamsutta Middle School,00160320,SCI,          71,45,           8,5,          63,40,          69,44,          17,11,         157,100,     496.7,,,62,2022,8,ALL
Auburn - Auburn Middle,00170305,ELA,         109,51,          14,7,          95,44,          85,40,          20,9,         214,99,     499.0,          43.9,         206,69,2022,8,ALL
Auburn - Auburn Middle,00170305,MATH,         106,49,          12,6,          94,44,          96,45,          13,6,         215,99,     499.6,          54.1,         205,74,2022,8,ALL
Auburn - Auburn Middle,00170305,SCI,         125,58,          15,7,         110,51,          79,37,          11,5,         215,99,     502.4,,,78,2022,8,ALL
Avon - Avon Middle High School,00180510,ELA,          19,34,           1,2,          18,32,          29,52,           8,14,          56,100,     492.5,          44.9,          55,49,2022,8,ALL
Avon - Avon Middle High School,00180510,MATH,          14,25,           2,4,          12,21,          34,61,           8,14,          56,100,     487.7,          33.8,          55,38,2022,8,ALL
Avon - Avon Middle High School,00180510,SCI,          23,41,           2,4,          21,38,          26,46,           7,13,          56,100,     494.0,,,51,2022,8,ALL
Ayer Shirley School District - Ayer Shirley Regional Middle School,06160305,ELA,          77,57,          16,12,          61,46,          49,37,           8,6,         134,99,     504.2,          64.3,         126,81,2022,8,ALL
Ayer Shirley School District - Ayer Shirley Regional Middle School,06160305,MATH,          49,36,           8,6,          41,30,          77,57,           9,7,         135,100,     494.6,          51.1,         127,61,2022,8,ALL
Ayer Shirley School District - Ayer Shirley Regional Middle School,06160305,SCI,          72,55,          13,10,          59,45,          53,40,           7,5,         132,98,     501.8,,,77,2022,8,ALL
Barnstable - Barnstable High,00200505,ELA,          94,28,           8,2,          86,26,         159,48,          77,23,         330,94,     486.8,          46.0,         252,32,2022,8,ALL
Barnstable - Barnstable High,00200505,MATH,          56,17,           3,1,          53,16,         194,60,          75,23,         325,93,     483.3,          41.1,         246,25,2022,8,ALL
Barnstable - Barnstable High,00200505,SCI,          96,29,           8,2,          88,26,         171,51,          67,20,         334,95,     488.0,,,35,2022,8,ALL
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,ELA,          17,26,           1,2,          16,24,          35,53,          14,21,          66,99,     485.8,          47.6,          64,28,2022,8,ALL
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,MATH,          10,15,           0,0,          10,15,          41,61,          16,24,          67,100,     480.8,          39.0,          65,20,2022,8,ALL
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,SCI,          11,16,           0,0,          11,16,          41,61,          15,22,          67,100,     483.0,,,24,2022,8,ALL
Bedford - John Glenn Middle,00230305,ELA,         135,68,          44,22,          91,46,          59,30,           5,3,         199,99,     511.2,          56.6,         186,92,2022,8,ALL
Bedford - John Glenn Middle,00230305,MATH,         133,67,          46,23,          87,44,          61,31,           5,3,         199,99,     511.9,          54.9,         187,93,2022,8,ALL
Bedford - John Glenn Middle,00230305,SCI,         120,61,          30,15,          90,46,          65,33,          12,6,         197,98,     506.0,,,87,2022,8,ALL
Belchertown - Jabish Middle School,00240025,ELA,          58,38,           7,5,          51,34,          70,46,          23,15,         151,93,     493.3,          57.1,         131,53,2022,8,ALL
Belchertown - Jabish Middle School,00240025,MATH,          43,29,           2,1,          41,28,          79,53,          27,18,         149,91,     489.8,          45.2,         130,46,2022,8,ALL
Belchertown - Jabish Middle School,00240025,SCI,          62,41,           3,2,          59,39,          72,48,          17,11,         151,92,     495.0,,,54,2022,8,ALL
Bellingham - Bellingham High School,00250505,ELA,          52,30,           2,1,          50,29,         103,59,          19,11,         174,99,     492.0,          47.3,         170,47,2022,8,ALL
Bellingham - Bellingham High School,00250505,MATH,          44,25,           3,2,          41,24,         108,62,          21,12,         173,99,     488.0,          33.6,         169,39,2022,8,ALL
Bellingham - Bellingham High School,00250505,SCI,          85,49,          10,6,          75,43,          74,43,          14,8,         173,99,     498.0,,,66,2022,8,ALL
Belmont - Winthrop L Chenery Middle,00260305,ELA,         264,78,          67,20,         197,58,          65,19,          11,3,         340,99,     514.7,          56.4,         321,97,2022,8,ALL
Belmont - Winthrop L Chenery Middle,00260305,MATH,         276,82,         136,40,         140,42,          56,17,           5,1,         337,98,     521.9,          65.1,         320,99,2022,8,ALL
Belmont - Winthrop L Chenery Middle,00260305,SCI,         280,84,         136,41,         144,43,          45,13,          10,3,         335,97,     520.6,,,99,2022,8,ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,ELA,          28,57,           4,8,          24,49,          20,41,           1,2,          49,100,     503.8,          46.0,          47,80,2022,8,ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,MATH,          26,53,           7,14,          19,39,          21,43,           2,4,          49,100,     503.7,          41.7,          47,84,2022,8,ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,SCI,          34,69,           7,14,          27,55,          12,24,           3,6,          49,100,     507.0,,,89,2022,8,ALL
Berkley - Berkley Middle School,00270305,ELA,          59,53,           9,8,          50,45,          44,40,           8,7,         111,100,     502.0,          59.6,         105,76,2022,8,ALL
Berkley - Berkley Middle School,00270305,MATH,          51,46,           2,2,          49,44,          53,48,           7,6,         111,100,     496.7,          54.9,         105,67,2022,8,ALL
Berkley - Berkley Middle School,00270305,SCI,          63,57,           5,5,          58,52,          43,39,           5,5,         111,100,     501.4,,,75,2022,8,ALL
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,04140305,ELA,          27,44,           7,11,          20,33,          27,44,           7,11,          61,97,     498.0,          46.7,          55,69,2022,8,ALL
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,04140305,MATH,          18,29,           2,3,          16,26,          39,63,           5,8,          62,98,     491.8,          46.5,          56,57,2022,8,ALL
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,04140305,SCI,          25,40,           1,2,          24,39,          30,48,           7,11,          62,98,     494.0,,,55,2022,8,ALL
Berkshire Hills - W.E.B. Du Bois Regional Middle School,06180310,ELA,          25,30,           5,6,          20,24,          43,51,          16,19,          84,90,     493.1,          43.7,          73,52,2022,8,ALL
Berkshire Hills - W.E.B. Du Bois Regional Middle School,06180310,MATH,          26,31,           2,2,          24,29,          43,51,          15,18,          84,90,     491.5,          54.1,          73,53,2022,8,ALL
Berkshire Hills - W.E.B. Du Bois Regional Middle School,06180310,SCI,          26,31,           3,4,          23,27,          39,46,          19,23,          84,89,     490.5,,,41,2022,8,ALL
Berlin-Boylston - Tahanto Regional High,06200505,ELA,          58,66,          12,14,          46,52,          24,27,           6,7,          88,100,     509.5,          54.4,          83,90,2022,8,ALL
Berlin-Boylston - Tahanto Regional High,06200505,MATH,          48,56,           3,4,          45,53,          34,40,           3,4,          85,97,     501.2,          53.5,          80,78,2022,8,ALL
Berlin-Boylston - Tahanto Regional High,06200505,SCI,          61,72,          11,13,          50,59,          23,27,           1,1,          85,97,     509.6,,,92,2022,8,ALL
Beverly - Beverly Middle School,00300305,ELA,         129,36,           9,3,         120,34,         166,47,          61,17,         356,98,     492.0,          41.9,         340,47,2022,8,ALL
Beverly - Beverly Middle School,00300305,MATH,          99,28,          15,4,          84,24,         196,55,          61,17,         356,98,     490.1,          48.7,         336,47,2022,8,ALL
Beverly - Beverly Middle School,00300305,SCI,         113,32,           8,2,         105,30,         173,49,          65,19,         351,96,     491.1,,,42,2022,8,ALL
Billerica - Billerica Memorial High School,00310505,ELA,         155,41,          24,6,         131,34,         174,46,          53,14,         382,100,     495.1,          44.2,         368,57,2022,8,ALL
Billerica - Billerica Memorial High School,00310505,MATH,          84,22,           6,2,          78,20,         242,63,          57,15,         383,100,     487.0,          31.3,         369,36,2022,8,ALL
Billerica - Billerica Memorial High School,00310505,SCI,         169,44,          12,3,         157,41,         174,46,          38,10,         381,99,     496.1,,,59,2022,8,ALL
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,ELA,          44,34,           5,4,          39,30,          67,51,          20,15,         131,98,     492.7,          45.4,         120,51,2022,8,ALL
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,MATH,          45,34,           9,7,          36,27,          77,59,           9,7,         131,98,     494.4,          56.0,         121,61,2022,8,ALL
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,SCI,          40,31,           2,2,          38,29,          74,56,          17,13,         131,98,     491.3,,,43,2022,8,ALL
Boston - Boston Community Leadership Academy,00350558,ELA,          11,15,           0,0,          11,15,          26,37,          34,48,          71,93,     472.1,          49.9,          53,4,2022,8,ALL
Boston - Boston Community Leadership Academy,00350558,MATH,           8,12,           0,0,           8,12,          30,43,          31,45,          69,87,     475.5,          45.9,          50,9,2022,8,ALL
Boston - Boston Community Leadership Academy,00350558,SCI,           5,8,           0,0,           5,8,          26,42,          31,50,          62,80,     471.9,,,5,2022,8,ALL
Boston - Boston Latin Academy,00350545,ELA,         143,60,          14,6,         129,54,          89,38,           5,2,         237,99,     503.6,          36.1,         214,79,2022,8,ALL
Boston - Boston Latin Academy,00350545,MATH,          97,41,           4,2,          93,39,         136,58,           3,1,         236,98,     497.8,          24.7,         211,70,2022,8,ALL
Boston - Boston Latin Academy,00350545,SCI,         127,54,           1,0,         126,54,         104,44,           4,2,         235,98,     500.7,,,74,2022,8,ALL
Boston - Boston Latin School,00350560,ELA,         323,82,          63,16,         260,66,          70,18,           3,1,         396,99,     514.0,          47.2,         321,96,2022,8,ALL
Boston - Boston Latin School,00350560,MATH,         313,79,          74,19,         239,60,          82,21,           1,0,         396,99,     514.1,          42.1,         320,95,2022,8,ALL
Boston - Boston Latin School,00350560,SCI,         339,86,          56,14,         283,71,          55,14,           2,1,         396,99,     513.7,,,98,2022,8,ALL
Boston - Boston Teachers Union K-8 Pilot,00350012,ELA,           2,7,           0,0,           2,7,          18,60,          10,33,          30,100,     477.0,,          11,10,2022,8,ALL
Boston - Boston Teachers Union K-8 Pilot,00350012,MATH,           3,10,           0,0,           3,10,          17,59,           9,31,          29,97,     479.0,,          10,16,2022,8,ALL
Boston - Boston Teachers Union K-8 Pilot,00350012,SCI,           2,7,           0,0,           2,7,          18,60,          10,33,          30,100,     477.2,,,13,2022,8,ALL
Boston - Charlestown High School,00350515,ELA,           3,5,           0,0,           3,5,          17,28,          40,67,          60,91,     463.7,          36.6,          55,2,2022,8,ALL
Boston - Charlestown High School,00350515,MATH,           1,2,           0,0,           1,2,          20,34,          38,64,          59,90,     466.4,          30.1,          53,2,2022,8,ALL
Boston - Charlestown High School,00350515,SCI,           0,0,           0,0,           0,0,          16,26,          45,74,          61,91,     462.3,,,2,2022,8,ALL
Boston - Condon K-8 School,00350146,ELA,          15,21,           0,0,          15,21,          28,39,          29,40,          72,97,     475.8,          54.9,          64,8,2022,8,ALL
Boston - Condon K-8 School,00350146,MATH,           9,13,           0,0,           9,13,          26,37,          36,51,          71,97,     474.2,          40.2,          65,8,2022,8,ALL
Boston - Condon K-8 School,00350146,SCI,           6,9,           0,0,           6,9,          30,45,          30,45,          66,90,     473.4,,,8,2022,8,ALL
Boston - Curley K-8 School,00350020,ELA,           5,6,           0,0,           5,6,          23,29,          52,65,          80,97,     465.1,          30.9,          60,2,2022,8,ALL
Boston - Curley K-8 School,00350020,MATH,           2,2,           0,0,           2,2,          18,22,          61,75,          81,96,     464.6,          28.3,          64,2,2022,8,ALL
Boston - Curley K-8 School,00350020,SCI,           2,2,           0,0,           2,2,          19,23,          60,74,          81,96,     463.3,,,2,2022,8,ALL
Boston - Dearborn 6-12 STEM Academy,00350074,ELA,          13,15,           0,0,          13,15,          32,38,          39,46,          84,95,     474.2,          43.4,          64,6,2022,8,ALL
Boston - Dearborn 6-12 STEM Academy,00350074,MATH,           1,1,           0,0,           1,1,          44,53,          38,46,          83,95,     472.0,          33.8,          73,5,2022,8,ALL
Boston - Dearborn 6-12 STEM Academy,00350074,SCI,           5,6,           0,0,           5,6,          37,45,          41,49,          83,94,     470.9,,,5,2022,8,ALL
Boston - Edison K-8 School,00350375,ELA,          11,32,           0,0,          11,32,          13,38,          10,29,          34,98,     482.5,          52.1,          34,20,2022,8,ALL
Boston - Edison K-8 School,00350375,MATH,          13,37,           0,0,          13,37,          16,46,           6,17,          35,100,     492.3,          81.8,          34,55,2022,8,ALL
Boston - Edison K-8 School,00350375,SCI,           1,3,           0,0,           1,3,          20,57,          14,40,          35,100,     476.0,,,12,2022,8,ALL
Boston - Eliot K-8 Innovation School,00350096,ELA,          13,25,           2,4,          11,22,          23,45,          15,29,          51,100,     483.2,          38.6,          40,21,2022,8,ALL
Boston - Eliot K-8 Innovation School,00350096,MATH,          17,33,           4,8,          13,25,          30,59,           4,8,          51,100,     495.5,          73.3,          40,63,2022,8,ALL
Boston - Eliot K-8 Innovation School,00350096,SCI,           6,12,           2,4,           4,8,          26,51,          19,37,          51,100,     474.9,,,10,2022,8,ALL
Boston - Frederick Pilot Middle School,00350383,ELA,           7,5,           0,0,           7,5,          38,29,          86,66,         131,97,     465.6,          36.9,          73,2,2022,8,ALL
Boston - Frederick Pilot Middle School,00350383,MATH,           8,7,           0,0,           8,7,          46,39,          64,54,         118,97,     471.8,          38.5,          70,5,2022,8,ALL
Boston - Frederick Pilot Middle School,00350383,SCI,           1,1,           0,0,           1,1,          49,38,          80,62,         130,97,     466.2,,,2,2022,8,ALL
Boston - Gardner Pilot Academy,00350326,ELA,          10,30,           0,0,          10,30,          17,52,           6,18,          33,97,     487.7,          44.6,          32,34,2022,8,ALL
Boston - Gardner Pilot Academy,00350326,MATH,           8,24,           1,3,           7,21,          22,67,           3,9,          33,100,     488.1,          52.5,          31,40,2022,8,ALL
Boston - Gardner Pilot Academy,00350326,SCI,           2,6,           0,0,           2,6,          17,52,          14,42,          33,100,     477.7,,,14,2022,8,ALL
Boston - Greenwood Sarah K-8 School,00350308,ELA,           4,14,           0,0,           4,14,           7,25,          17,61,          28,97,     469.3,          48.4,          26,3,2022,8,ALL
Boston - Greenwood Sarah K-8 School,00350308,MATH,           1,3,           0,0,           1,3,           6,21,          22,76,          29,100,     463.4,          30.5,          27,2,2022,8,ALL
Boston - Greenwood Sarah K-8 School,00350308,SCI,           1,3,           0,0,           1,3,           7,24,          21,72,          29,100,     459.3,,,1,2022,8,ALL
Boston - Haley Pilot School,00350077,ELA,           4,17,           0,0,           4,17,          10,43,           9,39,          23,100,     479.2,          39.5,          21,13,2022,8,ALL
Boston - Haley Pilot School,00350077,MATH,           2,9,           0,0,           2,9,           9,41,          11,50,          22,96,     472.0,          42.1,          20,5,2022,8,ALL
Boston - Haley Pilot School,00350077,SCI,           2,9,           1,5,           1,5,          12,55,           8,36,          22,96,     477.1,,,13,2022,8,ALL
Boston - Henderson K-12 Inclusion School Upper,00350426,ELA,           6,11,           0,0,           6,11,          26,46,          24,43,          56,97,     476.6,          33.7,          50,10,2022,8,ALL
Boston - Henderson K-12 Inclusion School Upper,00350426,MATH,           4,7,           0,0,           4,7,          33,59,          19,34,          56,97,     475.8,          33.7,          52,10,2022,8,ALL
Boston - Henderson K-12 Inclusion School Upper,00350426,SCI,           5,9,           0,0,           5,9,          30,54,          21,38,          56,97,     476.0,,,11,2022,8,ALL
Boston - Hennigan K-8 School,00350153,ELA,          11,14,           2,3,           9,11,          36,45,          33,41,          80,97,     476.4,          45.5,          72,9,2022,8,ALL
Boston - Hennigan K-8 School,00350153,MATH,           4,5,           0,0,           4,5,          49,60,          29,35,          82,99,     473.9,          43.9,          72,8,2022,8,ALL
Boston - Hennigan K-8 School,00350153,SCI,           7,9,           0,0,           7,9,          43,52,          32,39,          82,99,     476.4,,,13,2022,8,ALL
Boston - Hernandez K-8 School,00350691,ELA,           4,15,           0,0,           4,15,          14,52,           9,33,          27,96,     477.3,,          14,11,2022,8,ALL
Boston - Hernandez K-8 School,00350691,MATH,           4,15,           0,0,           4,15,          11,41,          12,44,          27,96,     476.9,,          13,11,2022,8,ALL
Boston - Hernandez K-8 School,00350691,SCI,           4,15,           0,0,           4,15,          10,37,          13,48,          27,96,     472.5,,,6,2022,8,ALL
Boston - Higginson-Lewis K-8 School,00350377,ELA,           2,6,           1,3,           1,3,          16,48,          15,45,          33,100,     472.8,          33.7,          29,5,2022,8,ALL
Boston - Higginson-Lewis K-8 School,00350377,MATH,           3,9,           0,0,           3,9,          12,36,          18,55,          33,97,     471.9,          38.1,          30,5,2022,8,ALL
Boston - Higginson-Lewis K-8 School,00350377,SCI,           2,6,           0,0,           2,6,          14,42,          17,52,          33,97,     469.9,,,4,2022,8,ALL
Boston - Hurley K-8 School,00350182,ELA,           7,41,           0,0,           7,41,           9,53,           1,6,          17,100,     495.5,,          17,59,2022,8,ALL
Boston - Hurley K-8 School,00350182,MATH,           1,6,           0,0,           1,6,          13,76,           3,18,          17,100,     484.1,,          17,27,2022,8,ALL
