school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Arlington - M Norcross Stratton,00100055,ELA,          43,68,           6,10,          37,59,          17,27,           3,5,          63,97,     507.1,          60.5,          62,86,2022,5,ALL
Arlington - M Norcross Stratton,00100055,MATH,          43,68,           8,13,          35,56,          18,29,           2,3,          63,97,     510.2,          71.9,          62,93,2022,5,ALL
Arlington - M Norcross Stratton,00100055,SCI,          44,69,          13,20,          31,48,          14,22,           6,9,          64,98,     511.3,,,90,2022,5,ALL
Arlington - Peirce,00100045,ELA,          20,56,           0,0,          20,56,          16,44,           0,0,          36,97,     499.1,          41.5,          33,66,2022,5,ALL
Arlington - Peirce,00100045,MATH,          19,51,           3,8,          16,43,          17,46,           1,3,          37,100,     503.8,          64.1,          34,80,2022,5,ALL
Arlington - Peirce,00100045,SCI,          29,78,           6,16,          23,62,           8,22,           0,0,          37,100,     510.3,,,88,2022,5,ALL
Arlington - Thompson,00100050,ELA,          45,48,           8,9,          37,40,          41,44,           7,8,          93,100,     500.3,          50.3,          78,71,2022,5,ALL
Arlington - Thompson,00100050,MATH,          47,51,          10,11,          37,40,          38,41,           7,8,          92,99,     501.0,          48.5,          76,74,2022,5,ALL
Arlington - Thompson,00100050,SCI,          48,54,          13,15,          35,39,          34,38,           7,8,          89,96,     503.9,,,75,2022,5,ALL
Ashburnham-Westminster - Briggs Elementary,06100025,ELA,          29,35,           0,0,          29,35,          49,60,           4,5,          82,100,     493.2,          43.3,          79,44,2022,5,ALL
Ashburnham-Westminster - Briggs Elementary,06100025,MATH,          26,32,           2,2,          24,29,          50,61,           6,7,          82,100,     493.6,          47.3,          79,52,2022,5,ALL
Ashburnham-Westminster - Briggs Elementary,06100025,SCI,          36,44,           5,6,          31,38,          38,47,           7,9,          81,99,     496.1,,,50,2022,5,ALL
Ashburnham-Westminster - Westminster Elementary,06100005,ELA,          25,28,           0,0,          25,28,          54,61,          10,11,          89,100,     491.4,          44.5,          86,36,2022,5,ALL
Ashburnham-Westminster - Westminster Elementary,06100005,MATH,          32,36,           1,1,          31,35,          41,46,          16,18,          89,100,     490.7,          40.5,          86,42,2022,5,ALL
Ashburnham-Westminster - Westminster Elementary,06100005,SCI,          37,42,           1,1,          36,40,          42,47,          10,11,          89,100,     493.0,,,43,2022,5,ALL
Ashland - David Mindess,00140015,ELA,         109,52,           9,4,         100,47,          86,41,          16,8,         211,100,     499.0,          47.1,         198,65,2022,5,ALL
Ashland - David Mindess,00140015,MATH,         110,52,          14,7,          96,45,          82,39,          19,9,         211,100,     501.9,          55.6,         198,76,2022,5,ALL
Ashland - David Mindess,00140015,SCI,         122,58,          16,8,         106,51,          71,34,          16,8,         209,99,     502.5,,,71,2022,5,ALL
Athol-Royalston - Athol-Royalston Middle School,06150305,ELA,          18,17,           0,0,          18,17,          67,63,          22,21,         107,99,     485.6,          36.6,          98,18,2022,5,ALL
Athol-Royalston - Athol-Royalston Middle School,06150305,MATH,          17,16,           1,1,          16,15,          73,68,          17,16,         107,99,     487.5,          38.6,          99,33,2022,5,ALL
Athol-Royalston - Athol-Royalston Middle School,06150305,SCI,          40,38,           6,6,          34,32,          50,48,          15,14,         105,97,     494.0,,,45,2022,5,ALL
Athol-Royalston - Royalston Community School,06150050,ELA,           7,41,           0,0,           7,41,           9,53,           1,6,          17,100,     497.8,,          17,60,2022,5,ALL
Athol-Royalston - Royalston Community School,06150050,MATH,           9,53,           1,6,           8,47,           7,41,           1,6,          17,100,     497.9,,          17,65,2022,5,ALL
Athol-Royalston - Royalston Community School,06150050,SCI,           8,47,           1,6,           7,41,           8,47,           1,6,          17,100,     500.1,,,63,2022,5,ALL
Atlantis Charter (District) - Atlantis Charter School,04910550,ELA,          35,32,           3,3,          32,29,          57,52,          18,16,         110,100,     490.5,          51.7,         108,34,2022,5,ALL
Atlantis Charter (District) - Atlantis Charter School,04910550,MATH,          11,10,           0,0,          11,10,          76,69,          23,21,         110,100,     481.9,          30.9,         108,20,2022,5,ALL
Atlantis Charter (District) - Atlantis Charter School,04910550,SCI,          30,27,           3,3,          27,25,          53,48,          27,25,         110,100,     485.8,,,26,2022,5,ALL
Attleboro - Cyril K. Brennan Middle School,00160315,ELA,          41,31,           4,3,          37,28,          68,51,          25,19,         134,99,     490.5,          38.1,         120,34,2022,5,ALL
Attleboro - Cyril K. Brennan Middle School,00160315,MATH,          36,27,           0,0,          36,27,          74,55,          24,18,         134,99,     490.1,          44.7,         121,40,2022,5,ALL
Attleboro - Cyril K. Brennan Middle School,00160315,SCI,          43,32,           2,1,          41,31,          53,40,          38,28,         134,99,     487.8,,,30,2022,5,ALL
Attleboro - Robert J. Coelho Middle School,00160305,ELA,          61,41,           7,5,          54,37,          75,51,          11,7,         147,100,     497.0,          56.4,         143,57,2022,5,ALL
Attleboro - Robert J. Coelho Middle School,00160305,MATH,          74,50,           9,6,          65,44,          63,43,          10,7,         147,100,     500.0,          60.8,         143,70,2022,5,ALL
Attleboro - Robert J. Coelho Middle School,00160305,SCI,          87,59,          21,14,          66,45,          52,35,           8,5,         147,100,     505.4,,,78,2022,5,ALL
Attleboro - Wamsutta Middle School,00160320,ELA,          42,33,           4,3,          38,30,          75,59,          10,8,         127,100,     492.2,          39.5,         122,40,2022,5,ALL
Attleboro - Wamsutta Middle School,00160320,MATH,          37,29,           1,1,          36,28,          73,57,          17,13,         127,100,     490.7,          41.0,         122,42,2022,5,ALL
Attleboro - Wamsutta Middle School,00160320,SCI,          39,31,           3,2,          36,28,          62,49,          26,20,         127,100,     489.7,,,34,2022,5,ALL
Auburn - Swanson Road Intermediate School,00170030,ELA,          84,39,           9,4,          75,35,         109,51,          20,9,         213,100,     496.0,          47.1,         201,53,2022,5,ALL
Auburn - Swanson Road Intermediate School,00170030,MATH,          93,44,           9,4,          84,39,         101,47,          19,9,         213,100,     498.2,          56.9,         200,66,2022,5,ALL
Auburn - Swanson Road Intermediate School,00170030,SCI,          98,46,          20,9,          78,37,          89,42,          25,12,         212,100,     499.6,,,61,2022,5,ALL
Avon - Ralph D Butler,00180010,ELA,          17,29,           2,3,          15,25,          38,64,           4,7,          59,97,     492.6,          45.3,          57,41,2022,5,ALL
Avon - Ralph D Butler,00180010,MATH,          18,31,           1,2,          17,29,          28,47,          13,22,          59,97,     489.0,          56.3,          57,37,2022,5,ALL
Avon - Ralph D Butler,00180010,SCI,          18,31,           1,2,          17,29,          32,54,           9,15,          59,97,     492.6,,,42,2022,5,ALL
Ayer Shirley School District - Lura A. White Elementary School,06160001,ELA,          16,27,           3,5,          13,22,          39,66,           4,7,          59,100,     492.8,          45.5,          56,42,2022,5,ALL
Ayer Shirley School District - Lura A. White Elementary School,06160001,MATH,          21,36,           3,5,          18,31,          33,56,           5,8,          59,100,     496.4,          65.3,          56,60,2022,5,ALL
Ayer Shirley School District - Lura A. White Elementary School,06160001,SCI,          34,58,           8,14,          26,44,          19,32,           6,10,          59,100,     502.3,,,70,2022,5,ALL
Ayer Shirley School District - Page Hilltop Elementary School,06160002,ELA,          37,54,           1,1,          36,53,          26,38,           5,7,          68,100,     498.7,          44.3,          64,64,2022,5,ALL
Ayer Shirley School District - Page Hilltop Elementary School,06160002,MATH,          36,53,           3,4,          33,49,          28,41,           4,6,          68,100,     500.9,          63.2,          64,73,2022,5,ALL
Ayer Shirley School District - Page Hilltop Elementary School,06160002,SCI,          40,59,           3,4,          37,54,          24,35,           4,6,          68,100,     503.4,,,73,2022,5,ALL
Barnstable - Barnstable United Elementary School,00200050,ELA,          82,26,           4,1,          78,25,         199,63,          34,11,         315,98,     490.5,          44.7,         288,34,2022,5,ALL
Barnstable - Barnstable United Elementary School,00200050,MATH,          80,26,           6,2,          74,24,         170,54,          63,20,         313,97,     487.5,          43.2,         279,33,2022,5,ALL
Barnstable - Barnstable United Elementary School,00200050,SCI,          91,30,          10,3,          81,26,         155,51,          60,20,         306,96,     489.5,,,34,2022,5,ALL
