school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Fairhaven - Leroy Wood,940030,MATH,76,63,13,11,63,52,38,31,7,6,121,     505.3,          57.7,78,69,2019,ALL,male
Fairhaven - Leroy Wood,940030,SCI,23,64,7,19,16,44,11,31,2,6,36,     508.9,,,80,2019,ALL,male
Fall River - Carlton M. Viveiros Elementary School,950009,ELA,65,37,3,2,62,35,88,49,25,14,178,     491.9,          44.9,106,24,2019,ALL,male
Fall River - Carlton M. Viveiros Elementary School,950009,MATH,75,42,9,5,66,37,82,46,21,12,178,     494.0,          47.9,106,28,2019,ALL,male
Fall River - Carlton M. Viveiros Elementary School,950009,SCI,17,29,0,0,17,29,29,49,13,22,59,     485.3,,,13,2019,ALL,male
Fall River - Henry Lord Community School,950017,ELA,41,21,0,0,41,21,96,48,63,32,200,     485.0,          50.8,142,10,2019,ALL,male
Fall River - Henry Lord Community School,950017,MATH,48,24,4,2,44,22,92,46,60,30,200,     485.5,          58.7,143,11,2019,ALL,male
Fall River - Henry Lord Community School,950017,SCI,16,25,0,0,16,25,19,30,28,44,63,     482.6,,,10,2019,ALL,male
Fall River - James Tansey,950140,ELA,36,46,2,3,34,44,35,45,7,9,78,     498.4,          56.5,51,47,2019,ALL,male
Fall River - James Tansey,950140,MATH,43,55,6,8,37,47,31,40,4,5,78,     500.3,          46.5,51,52,2019,ALL,male
Fall River - James Tansey,950140,SCI,14,61,1,4,13,57,8,35,1,4,23,     498.7,,,43,2019,ALL,male
Fall River - John J Doran,950045,ELA,63,40,7,4,56,35,69,44,26,16,158,     493.2,          60.7,116,29,2019,ALL,male
Fall River - John J Doran,950045,MATH,54,34,10,6,44,28,85,54,18,11,157,     492.9,          60.0,115,25,2019,ALL,male
Fall River - John J Doran,950045,SCI,15,31,1,2,14,29,25,51,9,18,49,     489.2,,,21,2019,ALL,male
Fall River - Letourneau Elementary School,950013,ELA,45,34,1,1,44,34,60,46,26,20,131,     490.1,          54.6,75,19,2019,ALL,male
Fall River - Letourneau Elementary School,950013,MATH,45,34,8,6,37,28,69,53,17,13,131,     493.6,          47.9,76,27,2019,ALL,male
Fall River - Letourneau Elementary School,950013,SCI,13,31,1,2,12,29,22,52,7,17,42,     489.9,,,22,2019,ALL,male
Fall River - Mary Fonseca Elementary School,950011,ELA,22,15,1,1,21,14,89,60,38,26,149,     482.4,          43.8,90,7,2019,ALL,male
Fall River - Mary Fonseca Elementary School,950011,MATH,25,17,0,0,25,17,75,50,49,33,149,     480.2,          40.6,92,5,2019,ALL,male
Fall River - Mary Fonseca Elementary School,950011,SCI,7,14,0,0,7,14,28,57,14,29,49,     476.5,,,4,2019,ALL,male
Fall River - Matthew J Kuss Middle,950320,ELA,98,31,21,7,77,24,128,40,93,29,319,     490.2,          41.7,289,20,2019,ALL,male
Fall River - Matthew J Kuss Middle,950320,MATH,113,35,31,10,82,26,135,42,71,22,319,     494.1,          44.3,290,29,2019,ALL,male
Fall River - Matthew J Kuss Middle,950320,SCI,34,30,3,3,31,28,49,44,29,26,112,     487.8,,,18,2019,ALL,male
Fall River - Morton Middle,950315,ELA,88,29,11,4,77,25,142,46,77,25,307,     487.1,          43.6,288,14,2019,ALL,male
Fall River - Morton Middle,950315,MATH,88,29,10,3,78,26,152,50,65,21,305,     487.5,          40.6,286,14,2019,ALL,male
Fall River - Morton Middle,950315,SCI,29,29,1,1,28,28,60,59,12,12,101,     490.7,,,23,2019,ALL,male
Fall River - North End Elementary,950005,ELA,96,51,15,8,81,43,70,37,23,12,189,     499.8,          47.8,127,52,2019,ALL,male
Fall River - North End Elementary,950005,MATH,100,53,13,7,87,46,60,32,30,16,190,     496.9,          44.2,128,39,2019,ALL,male
Fall River - North End Elementary,950005,SCI,26,41,5,8,21,33,23,36,15,23,64,     493.1,,,28,2019,ALL,male
Fall River - Resiliency Preparatory Academy,950525,ELA,0,0,0,0,0,0,3,20,12,80,15,     457.3,,9,1,2019,ALL,male
Fall River - Resiliency Preparatory Academy,950525,MATH,0,0,0,0,0,0,2,14,12,86,14,     458.9,,8,1,2019,ALL,male
Fall River - Samuel Watson,950145,ELA,16,23,0,0,16,23,45,64,9,13,70,     488.3,          46.5,47,16,2019,ALL,male
Fall River - Samuel Watson,950145,MATH,10,14,0,0,10,14,39,56,21,30,70,     481.3,          44.7,47,6,2019,ALL,male
Fall River - Samuel Watson,950145,SCI,7,23,0,0,7,23,16,53,7,23,30,     485.4,,,14,2019,ALL,male
Fall River - Spencer Borden,950130,ELA,74,45,8,5,66,40,74,45,18,11,166,     501.3,          43.4,108,59,2019,ALL,male
Fall River - Spencer Borden,950130,MATH,88,53,13,8,75,45,62,37,16,10,166,     503.1,          48.8,108,61,2019,ALL,male
Fall River - Spencer Borden,950130,SCI,23,32,4,6,19,27,35,49,13,18,71,     495.9,,,36,2019,ALL,male
Fall River - Stone PK-12 School,950340,ELA,1,4,0,0,1,4,7,28,17,68,25,     467.6,,18,2,2019,ALL,male
Fall River - Stone PK-12 School,950340,MATH,0,0,0,0,0,0,6,25,18,75,24,     461.7,,17,1,2019,ALL,male
Fall River - Talbot Innovation School,950305,ELA,33,13,1,0,32,13,95,38,124,49,252,     473.1,          37.4,217,2,2019,ALL,male
Fall River - Talbot Innovation School,950305,MATH,52,21,2,1,50,20,130,51,71,28,253,     482.5,          46.9,218,7,2019,ALL,male
Fall River - Talbot Innovation School,950305,SCI,13,17,2,3,11,14,35,45,30,38,78,     479.6,,,7,2019,ALL,male
Fall River - William S Greene,950065,ELA,48,28,3,2,45,26,87,51,36,21,171,     488.6,          44.8,114,16,2019,ALL,male
Fall River - William S Greene,950065,MATH,44,26,3,2,41,24,79,46,48,28,171,     484.3,          42.5,114,9,2019,ALL,male
Fall River - William S Greene,950065,SCI,15,29,1,2,14,27,23,45,13,25,51,     485.2,,,13,2019,ALL,male
Falmouth - East Falmouth Elementary,960005,ELA,21,49,1,2,20,47,22,51,0,0,43,     500.3,,19,54,2019,ALL,male
Falmouth - East Falmouth Elementary,960005,MATH,20,47,3,7,17,40,18,42,5,12,43,     498.6,,19,46,2019,ALL,male
Falmouth - Lawrence,960405,ELA,152,56,37,14,115,42,96,35,23,8,271,     503.6,          52.6,264,68,2019,ALL,male
Falmouth - Lawrence,960405,MATH,164,60,45,17,119,44,88,32,20,7,272,     507.0,          56.3,265,75,2019,ALL,male
Falmouth - Lawrence,960405,SCI,94,64,16,11,78,53,45,31,7,5,146,     506.4,,,72,2019,ALL,male
Falmouth - Morse Pond School,960305,ELA,152,54,29,10,123,43,107,38,25,9,284,     502.8,          54.8,270,65,2019,ALL,male
Falmouth - Morse Pond School,960305,MATH,152,54,32,11,120,42,113,40,19,7,284,     503.6,          60.4,271,64,2019,ALL,male
Falmouth - Morse Pond School,960305,SCI,81,54,25,17,56,38,57,38,11,7,149,     503.5,,,61,2019,ALL,male
Falmouth - Mullen-Hall,960020,ELA,45,49,2,2,43,47,42,46,5,5,92,     499.3,          52.3,42,50,2019,ALL,male
Falmouth - Mullen-Hall,960020,MATH,40,43,10,11,30,33,47,51,5,5,92,     499.1,          57.7,42,48,2019,ALL,male
Falmouth - North Falmouth Elementary,960030,ELA,40,68,9,15,31,53,19,32,0,0,59,     511.6,          51.0,33,92,2019,ALL,male
Falmouth - North Falmouth Elementary,960030,MATH,33,57,10,17,23,40,23,40,2,3,58,     509.0,          55.9,32,80,2019,ALL,male
Falmouth - Teaticket,960015,ELA,30,56,5,9,25,46,23,43,1,2,54,     504.4,          54.7,31,71,2019,ALL,male
Falmouth - Teaticket,960015,MATH,24,44,3,6,21,39,26,48,4,7,54,     500.6,          54.0,31,53,2019,ALL,male
Farmington River Reg - Farmington River Elementary,6620020,ELA,14,41,0,0,14,41,15,44,5,15,34,     493.1,          44.4,24,34,2019,ALL,male
Farmington River Reg - Farmington River Elementary,6620020,MATH,10,29,0,0,10,29,20,57,5,14,35,     489.1,          31.4,24,23,2019,ALL,male
Farmington River Reg - Farmington River Elementary,6620020,SCI,5,50,0,0,5,50,5,50,0,0,10,     507.7,,,76,2019,ALL,male
Fitchburg - Arthur M Longsjo Middle School,970315,ELA,88,28,6,2,82,26,142,45,89,28,319,     486.7,          47.5,291,13,2019,ALL,male
Fitchburg - Arthur M Longsjo Middle School,970315,MATH,71,22,7,2,64,20,150,47,96,30,317,     483.6,          43.7,290,9,2019,ALL,male
Fitchburg - Arthur M Longsjo Middle School,970315,SCI,52,32,7,4,45,27,63,38,50,30,165,     487.7,,,18,2019,ALL,male
Fitchburg - Crocker Elementary,970016,ELA,51,47,13,12,38,35,45,42,12,11,108,     500.9,          30.1,48,58,2019,ALL,male
Fitchburg - Crocker Elementary,970016,MATH,56,52,19,18,37,34,44,41,8,7,108,     505.8,          38.0,48,71,2019,ALL,male
Fitchburg - McKay Elementary School,970340,ELA,41,22,7,4,34,18,83,45,62,33,186,     484.1,          48.8,138,9,2019,ALL,male
Fitchburg - McKay Elementary School,970340,MATH,41,22,1,1,40,22,80,43,65,35,186,     483.2,          44.3,139,8,2019,ALL,male
Fitchburg - McKay Elementary School,970340,SCI,8,14,1,2,7,12,28,49,21,37,57,     482.2,,,10,2019,ALL,male
Fitchburg - Memorial Middle School,970048,ELA,95,28,13,4,82,24,168,50,75,22,338,     487.3,          47.8,321,14,2019,ALL,male
Fitchburg - Memorial Middle School,970048,MATH,96,28,13,4,83,24,176,52,67,20,339,     487.8,          43.7,324,15,2019,ALL,male
Fitchburg - Memorial Middle School,970048,SCI,54,30,2,1,52,29,82,45,45,25,181,     486.7,,,16,2019,ALL,male
Fitchburg - Reingold Elementary,970043,ELA,48,45,4,4,44,42,55,52,3,3,106,     499.5,          59.0,50,51,2019,ALL,male
Fitchburg - Reingold Elementary,970043,MATH,46,44,7,7,39,37,43,41,16,15,105,     495.5,          64.5,50,34,2019,ALL,male
Fitchburg - South Street Early Learning Center,970060,ELA,41,39,7,7,34,33,45,43,18,17,104,     496.3,          52.5,47,39,2019,ALL,male
Fitchburg - South Street Early Learning Center,970060,MATH,38,37,5,5,33,32,41,39,25,24,104,     494.3,          65.7,47,29,2019,ALL,male
Florida - Abbott Memorial,980005,ELA,5,22,0,0,5,22,13,57,5,22,23,     486.6,,17,12,2019,ALL,male
Florida - Abbott Memorial,980005,MATH,10,43,1,4,9,39,9,39,4,17,23,     491.0,,16,21,2019,ALL,male
Florida - Abbott Memorial,980005,SCI,8,80,0,0,8,80,2,20,0,0,10,     510.9,,,,2019,ALL,male
Four Rivers Charter Public (District) - Four Rivers Charter Public School,4130505,ELA,17,45,2,5,15,39,20,53,1,3,38,     501.0,          50.9,31,58,2019,ALL,male
Four Rivers Charter Public (District) - Four Rivers Charter Public School,4130505,MATH,20,53,4,11,16,42,18,47,0,0,38,     503.9,          48.3,31,62,2019,ALL,male
Four Rivers Charter Public (District) - Four Rivers Charter Public School,4130505,SCI,13,68,1,5,12,63,6,32,0,0,19,     504.8,,,65,2019,ALL,male
Foxborough - Charles Taylor Elementary,990050,ELA,24,52,1,2,23,50,14,30,8,17,46,     496.0,,17,37,2019,ALL,male
Foxborough - Charles Taylor Elementary,990050,MATH,26,57,4,9,22,48,12,26,8,17,46,     499.8,,17,50,2019,ALL,male
Foxborough - John J Ahern,990405,ELA,192,46,27,7,165,40,183,44,40,10,415,     498.5,          51.9,398,47,2019,ALL,male
Foxborough - John J Ahern,990405,MATH,258,62,50,12,208,50,136,33,21,5,415,     506.4,          54.6,397,72,2019,ALL,male
Foxborough - John J Ahern,990405,SCI,119,60,19,10,100,51,65,33,13,7,197,     504.1,,,64,2019,ALL,male
Foxborough - Mabelle M Burrell,990015,ELA,34,74,6,13,28,61,9,20,3,7,46,     510.1,          53.2,22,88,2019,ALL,male
Foxborough - Mabelle M Burrell,990015,MATH,40,87,13,28,27,59,6,13,0,0,46,     518.6,          64.1,22,97,2019,ALL,male
Foxborough - Vincent M Igo Elementary,990020,ELA,38,53,4,6,34,47,31,43,3,4,72,     503.8,          49.6,44,68,2019,ALL,male
Foxborough - Vincent M Igo Elementary,990020,MATH,53,74,9,13,44,61,16,22,3,4,72,     508.2,          59.2,44,78,2019,ALL,male
Foxborough Regional Charter (District) - Foxborough Regional Charter School,4460550,ELA,172,42,8,2,164,40,195,48,38,9,405,     495.2,          47.1,322,36,2019,ALL,male
Foxborough Regional Charter (District) - Foxborough Regional Charter School,4460550,MATH,158,39,19,5,139,34,200,49,48,12,406,     494.0,          42.1,323,29,2019,ALL,male
Foxborough Regional Charter (District) - Foxborough Regional Charter School,4460550,SCI,60,45,10,8,50,38,57,43,16,12,133,     498.1,,,42,2019,ALL,male
Framingham - Barbieri Elementary,1000035,ELA,33,23,2,1,31,21,64,44,48,33,145,     487.0,          45.5,73,13,2019,ALL,male
Framingham - Barbieri Elementary,1000035,MATH,37,26,5,3,32,22,61,42,47,32,145,     485.6,          54.1,74,11,2019,ALL,male
Framingham - Barbieri Elementary,1000035,SCI,16,36,1,2,15,33,14,31,15,33,45,     489.9,,,22,2019,ALL,male
Framingham - Brophy,1000006,ELA,32,26,3,2,29,24,64,52,27,22,123,     487.5,          50.0,82,15,2019,ALL,male
Framingham - Brophy,1000006,MATH,40,32,5,4,35,28,64,52,20,16,124,     490.2,          45.6,84,18,2019,ALL,male
Framingham - Brophy,1000006,SCI,8,16,3,6,5,10,33,66,9,18,50,     484.6,,,13,2019,ALL,male
Framingham - Cameron Middle School,1000302,ELA,54,20,5,2,49,18,134,49,83,31,271,     482.0,          42.6,260,7,2019,ALL,male
Framingham - Cameron Middle School,1000302,MATH,95,35,6,2,89,33,127,47,49,18,271,     490.3,          47.2,260,19,2019,ALL,male
Framingham - Cameron Middle School,1000302,SCI,16,21,2,3,14,18,44,58,16,21,76,     483.5,,,11,2019,ALL,male
Framingham - Charlotte A Dunning,1000007,ELA,62,55,8,7,54,48,36,32,14,13,112,     502.5,          52.0,73,64,2019,ALL,male
Framingham - Charlotte A Dunning,1000007,MATH,61,54,11,10,50,45,38,34,13,12,112,     503.7,          43.3,73,64,2019,ALL,male
Framingham - Charlotte A Dunning,1000007,SCI,23,46,3,6,20,40,20,40,7,14,50,     499.5,,,46,2019,ALL,male
Framingham - Fuller Middle,1000305,ELA,46,18,8,3,38,15,102,40,109,42,257,     478.2,          43.4,192,4,2019,ALL,male
Framingham - Fuller Middle,1000305,MATH,50,20,10,4,40,16,114,45,92,36,256,     482.8,          44.8,194,8,2019,ALL,male
Framingham - Fuller Middle,1000305,SCI,19,23,1,1,18,22,40,49,23,28,82,     485.2,,,13,2019,ALL,male
Framingham - Harmony Grove Elementary,1000055,ELA,14,13,0,0,14,13,74,67,22,20,110,     482.4,          42.0,72,7,2019,ALL,male
Framingham - Harmony Grove Elementary,1000055,MATH,24,22,0,0,24,22,57,52,29,26,110,     483.2,          48.4,72,8,2019,ALL,male
Framingham - Harmony Grove Elementary,1000055,SCI,10,29,0,0,10,29,19,56,5,15,34,     487.6,,,17,2019,ALL,male
Framingham - Hemenway,1000015,ELA,88,62,26,18,62,43,53,37,2,1,143,     509.1,          63.7,99,85,2019,ALL,male
Framingham - Hemenway,1000015,MATH,82,57,22,15,60,42,57,40,4,3,143,     506.7,          62.1,99,73,2019,ALL,male
Framingham - Hemenway,1000015,SCI,32,70,12,26,20,43,11,24,3,7,46,     510.7,,,85,2019,ALL,male
Framingham - King Elementary School,1000005,ELA,24,35,1,1,23,34,37,54,7,10,68,     494.9,          39.6,34,34,2019,ALL,male
Framingham - King Elementary School,1000005,MATH,33,49,4,6,29,43,27,40,8,12,68,     496.8,          63.3,34,39,2019,ALL,male
Framingham - Mary E Stapleton Elementary,1000045,ELA,30,30,0,0,30,30,55,55,15,15,100,     490.2,          48.3,66,20,2019,ALL,male
Framingham - Mary E Stapleton Elementary,1000045,MATH,37,37,5,5,32,32,43,43,20,20,100,     490.8,          54.0,66,20,2019,ALL,male
Framingham - Mary E Stapleton Elementary,1000045,SCI,14,38,3,8,11,30,16,43,7,19,37,     495.6,,,35,2019,ALL,male
Framingham - Miriam F McCarthy School,1000050,ELA,57,40,7,5,50,35,55,39,29,21,141,     492.2,          55.1,102,25,2019,ALL,male
Framingham - Miriam F McCarthy School,1000050,MATH,43,30,5,4,38,27,67,48,31,22,141,     489.3,          48.8,102,17,2019,ALL,male
Framingham - Miriam F McCarthy School,1000050,SCI,17,29,2,3,15,25,30,51,12,20,59,     488.9,,,20,2019,ALL,male
Framingham - Potter Road,1000039,ELA,66,49,5,4,61,45,59,43,11,8,136,     498.4,          52.7,85,47,2019,ALL,male
Framingham - Potter Road,1000039,MATH,65,48,5,4,60,44,65,48,6,4,136,     499.2,          59.7,86,48,2019,ALL,male
Framingham - Potter Road,1000039,SCI,29,54,4,7,25,46,19,35,6,11,54,     498.8,,,43,2019,ALL,male
Framingham - Walsh Middle,1000310,ELA,164,45,31,8,133,36,139,38,62,17,365,     495.0,          48.7,362,34,2019,ALL,male
Framingham - Walsh Middle,1000310,MATH,187,51,54,15,133,36,138,38,43,12,368,     500.9,          57.8,365,54,2019,ALL,male
Framingham - Walsh Middle,1000310,SCI,57,44,10,8,47,36,65,50,8,6,130,     498.8,,,43,2019,ALL,male
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,ELA,38,52,8,11,30,41,32,44,3,4,73,     502.1,          41.7,65,62,2019,ALL,male
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,MATH,42,58,7,10,35,48,26,36,5,7,73,     504.8,          35.0,65,68,2019,ALL,male
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,SCI,24,71,6,18,18,53,10,29,0,0,34,     514.2,,,91,2019,ALL,male
Franklin - Annie Sullivan Middle School,1010040,ELA,142,65,19,9,123,56,68,31,10,5,220,     506.1,          46.8,213,76,2019,ALL,male
Franklin - Annie Sullivan Middle School,1010040,MATH,143,65,38,17,105,48,68,31,9,4,220,     508.3,          49.8,213,78,2019,ALL,male
Franklin - Annie Sullivan Middle School,1010040,SCI,56,63,12,13,44,49,30,34,3,3,89,     506.3,,,72,2019,ALL,male
Franklin - Davis Thayer,1010035,ELA,44,75,17,29,27,46,14,24,1,2,59,     515.1,          74.5,40,96,2019,ALL,male
Franklin - Davis Thayer,1010035,MATH,39,66,7,12,32,54,19,32,1,2,59,     507.8,          61.1,40,77,2019,ALL,male
Franklin - Davis Thayer,1010035,SCI,20,87,6,26,14,61,3,13,0,0,23,     516.9,,,95,2019,ALL,male
Franklin - Helen Keller Elementary,1010012,ELA,67,61,5,5,62,57,35,32,7,6,109,     505.6,          38.8,61,74,2019,ALL,male
Franklin - Helen Keller Elementary,1010012,MATH,72,66,12,11,60,55,30,28,7,6,109,     509.1,          46.8,61,81,2019,ALL,male
Franklin - Helen Keller Elementary,1010012,SCI,23,58,5,13,18,45,11,28,6,15,40,     504.3,,,64,2019,ALL,male
Franklin - Horace Mann,1010405,ELA,125,53,17,7,108,45,102,43,11,5,238,     501.2,          39.6,238,59,2019,ALL,male
Franklin - Horace Mann,1010405,MATH,150,63,36,15,114,48,74,31,13,5,237,     506.6,          44.4,237,73,2019,ALL,male
Franklin - Horace Mann,1010405,SCI,42,65,16,25,26,40,20,31,3,5,65,     510.2,,,83,2019,ALL,male
Franklin - J F Kennedy Memorial,1010013,ELA,68,75,16,18,52,57,19,21,4,4,91,     514.2,          56.6,54,95,2019,ALL,male
Franklin - J F Kennedy Memorial,1010013,MATH,71,78,19,21,52,57,16,18,4,4,91,     515.6,          61.4,54,94,2019,ALL,male
Franklin - J F Kennedy Memorial,1010013,SCI,22,79,8,29,14,50,6,21,0,0,28,     517.6,,,96,2019,ALL,male
Franklin - Jefferson Elementary,1010010,ELA,57,56,12,12,45,45,37,37,7,7,101,     502.7,          46.9,67,65,2019,ALL,male
Franklin - Jefferson Elementary,1010010,MATH,70,69,24,24,46,46,26,26,5,5,101,     512.8,          60.3,67,89,2019,ALL,male
Franklin - Jefferson Elementary,1010010,SCI,15,45,3,9,12,36,14,42,4,12,33,     497.8,,,40,2019,ALL,male
Franklin - Oak Street Elementary,1010030,ELA,63,66,11,11,52,54,30,31,3,3,96,     507.6,          50.8,68,81,2019,ALL,male
Franklin - Oak Street Elementary,1010030,MATH,58,60,9,9,49,51,34,35,4,4,96,     504.4,          58.6,68,66,2019,ALL,male
Franklin - Oak Street Elementary,1010030,SCI,21,49,4,9,17,40,18,42,4,9,43,     500.1,,,49,2019,ALL,male
Franklin - Parmenter,1010032,ELA,54,64,14,16,40,47,27,32,4,5,85,     508.5,          48.1,60,83,2019,ALL,male
Franklin - Parmenter,1010032,MATH,61,72,11,13,50,59,20,24,4,5,85,     511.5,          55.9,60,87,2019,ALL,male
Franklin - Parmenter,1010032,SCI,21,72,5,17,16,55,8,28,0,0,29,     510.2,,,83,2019,ALL,male
Franklin - Remington Middle,1010310,ELA,108,53,11,5,97,48,75,37,21,10,204,     499.2,          46.5,193,50,2019,ALL,male
Franklin - Remington Middle,1010310,MATH,133,66,35,17,98,48,57,28,13,6,203,     508.4,          46.2,193,79,2019,ALL,male
Franklin - Remington Middle,1010310,SCI,42,71,6,10,36,61,13,22,4,7,59,     509.0,,,80,2019,ALL,male
Freetown-Lakeville - Assawompset Elementary School,6650002,ELA,31,55,0,0,31,55,23,41,2,4,56,     501.6,,,60,2019,ALL,male
Freetown-Lakeville - Assawompset Elementary School,6650002,MATH,27,48,4,7,23,41,23,41,6,11,56,     498.5,,,45,2019,ALL,male
Freetown-Lakeville - Freetown Elementary School,6650001,ELA,26,52,3,6,23,46,23,46,1,2,50,     504.6,,,71,2019,ALL,male
Freetown-Lakeville - Freetown Elementary School,6650001,MATH,32,64,6,12,26,52,15,30,3,6,50,     506.9,,,74,2019,ALL,male
Freetown-Lakeville - Freetown-Lakeville Middle School,6650305,ELA,141,39,17,5,124,34,176,48,47,13,364,     494.5,          41.6,352,33,2019,ALL,male
Freetown-Lakeville - Freetown-Lakeville Middle School,6650305,MATH,175,48,20,6,155,43,151,42,36,10,362,     499.3,          42.3,349,48,2019,ALL,male
Freetown-Lakeville - Freetown-Lakeville Middle School,6650305,SCI,74,57,9,7,65,50,47,36,8,6,129,     504.3,,,64,2019,ALL,male
Freetown-Lakeville - George R Austin Intermediate School,6650015,ELA,103,45,6,3,97,43,112,49,13,6,228,     500.2,          45.3,217,54,2019,ALL,male
Freetown-Lakeville - George R Austin Intermediate School,6650015,MATH,124,54,12,5,112,49,86,38,18,8,228,     502.0,          43.2,217,57,2019,ALL,male
Freetown-Lakeville - George R Austin Intermediate School,6650015,SCI,73,66,18,16,55,50,33,30,5,5,111,     509.6,,,82,2019,ALL,male
Frontier - Frontier Regional,6700505,ELA,50,38,1,1,49,37,63,48,18,14,131,     494.0,          42.7,124,31,2019,ALL,male
Frontier - Frontier Regional,6700505,MATH,54,41,8,6,46,35,64,49,13,10,131,     498.0,          44.7,124,44,2019,ALL,male
Frontier - Frontier Regional,6700505,SCI,35,56,3,5,32,52,25,40,2,3,62,     504.4,,,65,2019,ALL,male
Gardner - Gardner Elementary School,1030001,ELA,39,20,3,2,36,18,107,55,50,26,196,     485.7,          31.7,104,11,2019,ALL,male
Gardner - Gardner Elementary School,1030001,MATH,58,30,2,1,56,29,84,43,54,28,196,     484.3,          49.8,105,9,2019,ALL,male
Gardner - Gardner High,1030505,ELA,10,14,1,1,9,13,26,37,35,49,71,     475.1,          45.2,67,3,2019,ALL,male
Gardner - Gardner High,1030505,MATH,7,10,0,0,7,10,37,53,26,37,70,     477.1,          29.5,66,4,2019,ALL,male
Gardner - Gardner High,1030505,SCI,16,23,4,6,12,17,36,51,19,27,71,     483.1,,,11,2019,ALL,male
Gardner - Gardner Middle School,1030405,ELA,66,23,3,1,63,22,161,55,64,22,291,     484.7,          42.5,281,9,2019,ALL,male
Gardner - Gardner Middle School,1030405,MATH,94,32,7,2,87,30,144,49,53,18,291,     490.1,          52.7,280,18,2019,ALL,male
Gardner - Gardner Middle School,1030405,SCI,37,39,4,4,33,34,44,46,15,16,96,     494.0,,,31,2019,ALL,male
Gateway - Chester Elementary,6720059,ELA,17,59,0,0,17,59,11,38,1,3,29,     499.3,,13,50,2019,ALL,male
Gateway - Chester Elementary,6720059,MATH,13,45,0,0,13,45,12,41,4,14,29,     494.3,,13,29,2019,ALL,male
Gateway - Gateway Regional Middle School,6720405,ELA,40,38,2,2,38,37,52,50,12,12,104,     492.6,          39.1,100,26,2019,ALL,male
Gateway - Gateway Regional Middle School,6720405,MATH,46,44,1,1,45,43,50,48,8,8,104,     494.8,          38.8,100,31,2019,ALL,male
Gateway - Gateway Regional Middle School,6720405,SCI,18,47,1,3,17,45,17,45,3,8,38,     495.5,,,35,2019,ALL,male
Gateway - Littleville Elementary School,6720143,ELA,29,44,1,2,28,42,34,52,3,5,66,     498.2,          41.9,52,46,2019,ALL,male
Gateway - Littleville Elementary School,6720143,MATH,31,47,3,5,28,42,32,48,3,5,66,     497.9,          44.1,52,43,2019,ALL,male
Gateway - Littleville Elementary School,6720143,SCI,15,65,5,22,10,43,8,35,0,0,23,     511.5,,,87,2019,ALL,male
Georgetown - Georgetown Middle School,1050305,ELA,62,56,5,5,57,52,36,33,12,11,110,     500.4,          55.3,108,55,2019,ALL,male
Georgetown - Georgetown Middle School,1050305,MATH,49,45,10,9,39,35,50,45,11,10,110,     497.9,          44.0,108,43,2019,ALL,male
Georgetown - Georgetown Middle School,1050305,SCI,34,58,4,7,30,51,22,37,3,5,59,     502.3,,,58,2019,ALL,male
Georgetown - Penn Brook,1050010,ELA,122,60,14,7,108,53,75,37,8,4,205,     503.8,          43.3,145,68,2019,ALL,male
Georgetown - Penn Brook,1050010,MATH,123,60,13,6,110,54,65,32,16,8,204,     502.3,          46.8,145,58,2019,ALL,male
Georgetown - Penn Brook,1050010,SCI,38,63,3,5,35,58,20,33,2,3,60,     506.4,,,72,2019,ALL,male
Gill-Montague - Gill Elementary,6740005,ELA,14,38,0,0,14,38,21,57,2,5,37,     496.0,          30.3,25,37,2019,ALL,male
Gill-Montague - Gill Elementary,6740005,MATH,14,38,1,3,13,35,16,43,7,19,37,     491.6,          43.8,25,22,2019,ALL,male
Gill-Montague - Gill Elementary,6740005,SCI,6,46,1,8,5,38,7,54,0,0,13,     501.9,,,56,2019,ALL,male
Gill-Montague - Great Falls Middle,6740310,ELA,34,28,2,2,32,26,54,44,34,28,122,     484.9,          38.5,116,10,2019,ALL,male
Gill-Montague - Great Falls Middle,6740310,MATH,35,28,0,0,35,28,68,55,20,16,123,     488.9,          55.7,120,16,2019,ALL,male
Gill-Montague - Great Falls Middle,6740310,SCI,18,34,2,4,16,30,26,49,9,17,53,     491.9,,,25,2019,ALL,male
Gill-Montague - Sheffield Elementary School,6740050,ELA,25,30,3,4,22,27,45,54,13,16,83,     493.3,          52.1,59,29,2019,ALL,male
Gill-Montague - Sheffield Elementary School,6740050,MATH,15,18,0,0,15,18,41,50,26,32,82,     482.0,          36.9,60,7,2019,ALL,male
Gill-Montague - Sheffield Elementary School,6740050,SCI,12,38,2,6,10,31,12,38,8,25,32,     489.7,,,21,2019,ALL,male
Global Learning Charter Public (District) - Global Learning Charter Public School,4960305,ELA,64,35,2,1,62,34,103,57,15,8,182,     493.1,          53.8,178,28,2019,ALL,male
Global Learning Charter Public (District) - Global Learning Charter Public School,4960305,MATH,64,35,2,1,62,34,108,59,10,5,182,     494.0,          47.6,178,28,2019,ALL,male
Global Learning Charter Public (District) - Global Learning Charter Public School,4960305,SCI,37,39,3,3,34,35,54,56,5,5,96,     494.8,,,33,2019,ALL,male
