school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Arlington - John A Bishop,00100005,SCI,          54,78,          18,26,          36,52,          13,19,           2,3,          69,     515.4,,,94,2019,5,ALL
Arlington - M Norcross Stratton,00100055,ELA,          42,68,           1,2,          41,66,          16,26,           4,6,          62,     504.2,          53.3,          57,59,2019,5,ALL
Arlington - M Norcross Stratton,00100055,MATH,          42,68,          10,16,          32,52,          15,24,           5,8,          62,     507.2,          67.4,          56,77,2019,5,ALL
Arlington - M Norcross Stratton,00100055,SCI,          35,56,           6,10,          29,47,          20,32,           7,11,          62,     504.7,,,66,2019,5,ALL
Arlington - Peirce,00100045,ELA,          31,66,           3,6,          28,60,          15,32,           1,2,          47,     504.5,          53.5,          45,61,2019,5,ALL
Arlington - Peirce,00100045,MATH,          28,60,           4,9,          24,51,          19,40,           0,0,          47,     506.1,          63.7,          45,74,2019,5,ALL
Arlington - Peirce,00100045,SCI,          26,55,          10,21,          16,34,          20,43,           1,2,          47,     507.7,,,78,2019,5,ALL
Arlington - Thompson,00100050,ELA,          48,66,          13,18,          35,48,          22,30,           3,4,          73,     510.9,          54.5,          71,82,2019,5,ALL
Arlington - Thompson,00100050,MATH,          52,71,           5,7,          47,64,          17,23,           4,5,          73,     505.6,          51.0,          72,72,2019,5,ALL
Arlington - Thompson,00100050,SCI,          49,68,          13,18,          36,50,          17,24,           6,8,          72,     508.9,,,82,2019,5,ALL
Ashburnham-Westminster - Briggs Elementary,06100025,ELA,          51,58,           3,3,          48,55,          35,40,           2,2,          88,     503.2,          46.8,          87,56,2019,5,ALL
Ashburnham-Westminster - Briggs Elementary,06100025,MATH,          45,51,           1,1,          44,50,          41,47,           2,2,          88,     497.6,          41.4,          87,43,2019,5,ALL
Ashburnham-Westminster - Briggs Elementary,06100025,SCI,          35,40,           3,3,          32,36,          49,56,           4,5,          88,     496.6,,,38,2019,5,ALL
Ashburnham-Westminster - Westminster Elementary,06100005,ELA,          44,42,           0,0,          44,42,          56,53,           5,5,         105,     497.0,          46.5,         102,32,2019,5,ALL
Ashburnham-Westminster - Westminster Elementary,06100005,MATH,          57,54,           1,1,          56,53,          44,42,           4,4,         105,     500.4,          66.0,         102,55,2019,5,ALL
Ashburnham-Westminster - Westminster Elementary,06100005,SCI,          48,46,           7,7,          41,39,          53,50,           4,4,         105,     500.7,,,51,2019,5,ALL
Ashland - David Mindess,00140015,ELA,         112,53,           7,3,         105,50,          90,43,           9,4,         211,     501.5,          50.9,         202,48,2019,5,ALL
Ashland - David Mindess,00140015,MATH,         118,56,          22,10,          96,45,          84,40,           9,4,         211,     503.9,          71.5,         203,67,2019,5,ALL
Ashland - David Mindess,00140015,SCI,         114,54,          15,7,          99,47,          79,37,          18,9,         211,     501.7,,,56,2019,5,ALL
Athol-Royalston - Athol-Royalston Middle School,06150305,ELA,          27,28,           1,1,          26,27,          52,54,          18,19,          97,     488.1,          54.9,          92,9,2019,5,ALL
Athol-Royalston - Athol-Royalston Middle School,06150305,MATH,          21,21,           0,0,          21,21,          49,50,          28,29,          98,     482.0,          43.5,          94,6,2019,5,ALL
Athol-Royalston - Athol-Royalston Middle School,06150305,SCI,          42,43,           2,2,          40,41,          43,44,          12,12,          97,     494.9,,,33,2019,5,ALL
Athol-Royalston - Royalston Community School,06150050,ELA,          12,71,           2,12,          10,59,           5,29,           0,0,          17,     509.8,,          16,80,2019,5,ALL
Athol-Royalston - Royalston Community School,06150050,MATH,          13,76,           1,6,          12,71,           4,24,           0,0,          17,     507.1,,          16,77,2019,5,ALL
Athol-Royalston - Royalston Community School,06150050,SCI,          10,59,           0,0,          10,59,           7,41,           0,0,          17,     502.8,,,59,2019,5,ALL
Atlantis Charter (District) - Atlantis Charter School,04910550,ELA,          53,48,           2,2,          51,46,          49,45,           8,7,         110,     497.7,          45.4,         108,34,2019,5,ALL
Atlantis Charter (District) - Atlantis Charter School,04910550,MATH,          41,37,           1,1,          40,36,          66,60,           3,3,         110,     493.3,          40.3,         108,29,2019,5,ALL
Atlantis Charter (District) - Atlantis Charter School,04910550,SCI,          44,40,           1,1,          43,39,          53,48,          13,12,         110,     493.0,,,26,2019,5,ALL
Attleboro - Cyril K. Brennan Middle School,00160315,ELA,          61,47,           9,7,          52,40,          64,49,           6,5,         131,     501.0,          40.6,         127,46,2019,5,ALL
Attleboro - Cyril K. Brennan Middle School,00160315,MATH,          58,45,           6,5,          52,40,          60,46,          12,9,         130,     496.9,          35.0,         125,40,2019,5,ALL
Attleboro - Cyril K. Brennan Middle School,00160315,SCI,          65,50,           6,5,          59,45,          47,36,          18,14,         130,     498.3,,,43,2019,5,ALL
Attleboro - Robert J. Coelho Middle School,00160305,ELA,          85,52,           4,2,          81,49,          68,41,          12,7,         165,     499.2,          44.0,         160,40,2019,5,ALL
Attleboro - Robert J. Coelho Middle School,00160305,MATH,         101,62,           3,2,          98,60,          52,32,          10,6,         163,     502.2,          60.7,         158,60,2019,5,ALL
Attleboro - Robert J. Coelho Middle School,00160305,SCI,         105,64,          16,10,          89,55,          52,32,           6,4,         163,     505.1,,,68,2019,5,ALL
Attleboro - Wamsutta Middle School,00160320,ELA,          85,57,           8,5,          77,52,          56,38,           7,5,         148,     501.6,          35.5,         140,49,2019,5,ALL
Attleboro - Wamsutta Middle School,00160320,MATH,          76,51,           4,3,          72,49,          57,39,          15,10,         148,     498.0,          34.5,         140,45,2019,5,ALL
Attleboro - Wamsutta Middle School,00160320,SCI,          77,52,          10,7,          67,45,          56,38,          15,10,         148,     499.3,,,46,2019,5,ALL
Auburn - Swanson Road Intermediate School,00170030,ELA,         141,69,          22,11,         119,59,          58,29,           4,2,         203,     509.0,          49.8,         200,78,2019,5,ALL
Auburn - Swanson Road Intermediate School,00170030,MATH,         123,61,          12,6,         111,55,          75,37,           5,2,         203,     504.3,          54.4,         200,68,2019,5,ALL
Auburn - Swanson Road Intermediate School,00170030,SCI,         124,61,          28,14,          96,47,          70,34,           9,4,         203,     506.4,,,73,2019,5,ALL
Avon - Ralph D Butler,00180010,ELA,          29,53,           2,4,          27,49,          24,44,           2,4,          55,     501.1,          45.5,          54,46,2019,5,ALL
Avon - Ralph D Butler,00180010,MATH,          25,46,           1,2,          24,44,          27,50,           2,4,          54,     499.2,          60.2,          53,49,2019,5,ALL
Avon - Ralph D Butler,00180010,SCI,          30,55,           7,13,          23,42,          21,38,           4,7,          55,     503.2,,,61,2019,5,ALL
Ayer Shirley School District - Lura A. White Elementary School,06160001,ELA,          21,42,           2,4,          19,38,          27,54,           2,4,          50,     499.6,          39.8,          49,42,2019,5,ALL
Ayer Shirley School District - Lura A. White Elementary School,06160001,MATH,          31,62,           3,6,          28,56,          16,32,           3,6,          50,     502.6,          59.2,          49,62,2019,5,ALL
Ayer Shirley School District - Lura A. White Elementary School,06160001,SCI,          27,54,           2,4,          25,50,          20,40,           3,6,          50,     503.1,,,60,2019,5,ALL
Ayer Shirley School District - Page Hilltop Elementary School,06160002,ELA,          47,53,           6,7,          41,46,          40,45,           2,2,          89,     502.5,          51.0,          88,52,2019,5,ALL
Ayer Shirley School District - Page Hilltop Elementary School,06160002,MATH,          42,47,           4,4,          38,43,          42,47,           5,6,          89,     499.3,          63.3,          89,50,2019,5,ALL
Ayer Shirley School District - Page Hilltop Elementary School,06160002,SCI,          49,55,           7,8,          42,47,          31,35,           9,10,          89,     500.3,,,49,2019,5,ALL
Barnstable - Barnstable United Elementary School,00200050,ELA,         160,42,          13,3,         147,39,         196,52,          23,6,         379,     497.4,          45.9,         363,34,2019,5,ALL
Barnstable - Barnstable United Elementary School,00200050,MATH,         142,37,           9,2,         133,35,         194,51,          43,11,         379,     493.6,          35.1,         364,30,2019,5,ALL
Barnstable - Barnstable United Elementary School,00200050,SCI,         148,39,          19,5,         129,34,         182,48,          49,13,         379,     495.2,,,34,2019,5,ALL
Bedford - Lt Job Lane School,00230012,ELA,         157,79,          39,20,         118,59,          42,21,           0,0,         199,     514.8,          60.0,         193,91,2019,5,ALL
Bedford - Lt Job Lane School,00230012,MATH,         138,69,          31,16,         107,54,          58,29,           3,2,         199,     510.7,          53.0,         193,87,2019,5,ALL
Bedford - Lt Job Lane School,00230012,SCI,         134,67,          31,16,         103,52,          62,31,           4,2,         200,     509.1,,,83,2019,5,ALL
Belchertown - Chestnut Hill Community School,00240006,ELA,          59,34,           1,1,          58,34,         102,59,          11,6,         172,     494.6,          36.4,         167,24,2019,5,ALL
Belchertown - Chestnut Hill Community School,00240006,MATH,          56,33,           2,1,          54,32,          99,59,          14,8,         169,     493.4,          49.9,         164,30,2019,5,ALL
Belchertown - Chestnut Hill Community School,00240006,SCI,          67,40,           8,5,          59,35,          94,56,           8,5,         169,     498.0,,,42,2019,5,ALL
Bellingham - Bellingham Memorial School,00250315,ELA,          77,42,           6,3,          71,38,          95,51,          13,7,         185,     496.8,          39.9,         178,31,2019,5,ALL
Bellingham - Bellingham Memorial School,00250315,MATH,          71,38,           5,3,          66,35,          83,45,          32,17,         186,     492.4,          38.5,         178,26,2019,5,ALL
Bellingham - Bellingham Memorial School,00250315,SCI,          79,42,           6,3,          73,39,          87,47,          20,11,         186,     496.2,,,37,2019,5,ALL
Belmont - Winthrop L Chenery Middle,00260305,ELA,         307,86,         100,28,         207,58,          47,13,           3,1,         357,     519.9,          63.8,         344,96,2019,5,ALL
Belmont - Winthrop L Chenery Middle,00260305,MATH,         288,81,         100,28,         188,53,          62,17,           5,1,         355,     518.1,          61.8,         342,98,2019,5,ALL
Belmont - Winthrop L Chenery Middle,00260305,SCI,         307,87,         142,40,         165,47,          40,11,           5,1,         352,     523.2,,,99,2019,5,ALL
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,ELA,          30,75,          12,30,          18,45,          10,25,           0,0,          40,     518.0,          68.3,          38,95,2019,5,ALL
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,MATH,          28,70,           5,13,          23,58,          12,30,           0,0,          40,     508.1,          49.1,          38,80,2019,5,ALL
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,SCI,          27,68,           7,18,          20,50,          13,33,           0,0,          40,     509.6,,,84,2019,5,ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,ELA,          39,75,           6,12,          33,63,          13,25,           0,0,          52,     513.1,          48.9,          52,87,2019,5,ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,MATH,          41,79,           6,12,          35,67,          11,21,           0,0,          52,     509.6,          33.9,          52,85,2019,5,ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,SCI,          37,71,           7,13,          30,58,          13,25,           2,4,          52,     509.6,,,84,2019,5,ALL
Bentley Academy Charter School (District) - Bentley Academy Charter School,35110205,ELA,          11,31,           0,0,          11,31,          22,61,           3,8,          36,     492.4,          45.7,          36,18,2019,5,ALL
Bentley Academy Charter School (District) - Bentley Academy Charter School,35110205,MATH,          12,33,           0,0,          12,33,          21,58,           3,8,          36,     490.9,          51.7,          36,22,2019,5,ALL
Bentley Academy Charter School (District) - Bentley Academy Charter School,35110205,SCI,          16,44,           3,8,          13,36,          19,53,           1,3,          36,     499.4,,,47,2019,5,ALL
Berkley - Berkley Middle School,00270305,ELA,          53,47,           5,4,          48,43,          55,49,           4,4,         112,     500.6,          37.0,         112,45,2019,5,ALL
Berkley - Berkley Middle School,00270305,MATH,          59,53,           1,1,          58,52,          50,45,           3,3,         112,     500.2,          42.4,         112,54,2019,5,ALL
Berkley - Berkley Middle School,00270305,SCI,          60,54,           8,7,          52,46,          44,39,           8,7,         112,     500.1,,,49,2019,5,ALL
Berkshire Hills - W.E.B. Du Bois Regional Middle School,06180310,ELA,          37,53,           7,10,          30,43,          29,41,           4,6,          70,     503.3,          52.7,          67,56,2019,5,ALL
Berkshire Hills - W.E.B. Du Bois Regional Middle School,06180310,MATH,          36,51,           2,3,          34,49,          31,44,           3,4,          70,     500.1,          67.4,          67,53,2019,5,ALL
Berkshire Hills - W.E.B. Du Bois Regional Middle School,06180310,SCI,          33,47,           5,7,          28,40,          33,47,           4,6,          70,     499.6,,,47,2019,5,ALL
Berlin (non-op) - Berlin Memorial,00280005,ELA,          15,48,           0,0,          15,48,          14,45,           2,6,          31,     502.1,          42.8,          28,55,2019,5,ALL
Berlin (non-op) - Berlin Memorial,00280005,MATH,          20,65,           0,0,          20,65,          10,32,           1,3,          31,     500.9,          58.5,          28,59,2019,5,ALL
Berlin (non-op) - Berlin Memorial,00280005,SCI,          20,69,           3,10,          17,59,           8,28,           1,3,          29,     507.5,,,77,2019,5,ALL
Beverly - Beverly Middle School,00300305,ELA,         210,55,          26,7,         184,48,         148,39,          25,7,         383,     502.3,          41.6,         368,52,2019,5,ALL
Beverly - Beverly Middle School,00300305,MATH,         186,49,          11,3,         175,46,         160,42,          37,10,         383,     497.8,          39.5,         367,44,2019,5,ALL
Beverly - Beverly Middle School,00300305,SCI,         196,51,          32,8,         164,43,         143,37,          44,11,         383,     499.2,,,46,2019,5,ALL
Billerica - Eugene C Vining,00310030,ELA,          15,68,           4,18,          11,50,           6,27,           1,5,          22,     506.6,          60.9,          22,69,2019,5,ALL
Billerica - Eugene C Vining,00310030,MATH,          16,73,           2,9,          14,64,           5,23,           1,5,          22,     505.4,          59.5,          22,71,2019,5,ALL
Billerica - Eugene C Vining,00310030,SCI,          12,55,           1,5,          11,50,           9,41,           1,5,          22,     501.3,,,54,2019,5,ALL
Billerica - Frederick J Dutile,00310007,ELA,          32,84,           4,11,          28,74,           6,16,           0,0,          38,     515.3,          64.0,          38,92,2019,5,ALL
Billerica - Frederick J Dutile,00310007,MATH,          30,79,           6,16,          24,63,           8,21,           0,0,          38,     511.5,          61.3,          38,89,2019,5,ALL
Billerica - Frederick J Dutile,00310007,SCI,          25,66,           0,0,          25,66,          13,34,           0,0,          38,     504.9,,,67,2019,5,ALL
Billerica - Hajjar Elementary,00310026,ELA,          50,51,           5,5,          45,45,          43,43,           6,6,          99,     500.6,          49.4,          98,45,2019,5,ALL
Billerica - Hajjar Elementary,00310026,MATH,          40,40,           5,5,          35,35,          52,53,           7,7,          99,     495.3,          35.9,          98,36,2019,5,ALL
Billerica - Hajjar Elementary,00310026,SCI,          38,38,           1,1,          37,37,          51,52,          10,10,          99,     493.9,,,30,2019,5,ALL
Billerica - John F Kennedy,00310012,ELA,          33,65,           3,6,          30,59,          18,35,           0,0,          51,     505.4,          36.2,          51,64,2019,5,ALL
Billerica - John F Kennedy,00310012,MATH,          29,57,           2,4,          27,53,          20,39,           2,4,          51,     502.4,          38.2,          51,61,2019,5,ALL
Billerica - John F Kennedy,00310012,SCI,          31,61,           5,10,          26,51,          18,35,           2,4,          51,     505.6,,,70,2019,5,ALL
Billerica - Parker,00310015,ELA,          40,50,           2,3,          38,48,          34,43,           6,8,          80,     502.2,          62.1,          77,51,2019,5,ALL
Billerica - Parker,00310015,MATH,          24,30,           5,6,          19,24,          49,61,           7,9,          80,     495.1,          39.6,          78,35,2019,5,ALL
Billerica - Parker,00310015,SCI,          35,44,           6,8,          29,36,          39,49,           6,8,          80,     499.1,,,46,2019,5,ALL
Billerica - Thomas Ditson,00310005,ELA,          56,66,          10,12,          46,54,          24,28,           5,6,          85,     507.3,          57.4,          84,72,2019,5,ALL
Billerica - Thomas Ditson,00310005,MATH,          36,42,           4,5,          32,38,          47,55,           2,2,          85,     498.6,          48.3,          85,47,2019,5,ALL
Billerica - Thomas Ditson,00310005,SCI,          37,44,           4,5,          33,39,          40,47,           8,9,          85,     497.1,,,39,2019,5,ALL
Blackstone-Millville - A F Maloney,06220015,ELA,          59,57,           7,7,          52,50,          40,38,           5,5,         104,     503.0,          59.0,          96,55,2019,5,ALL
Blackstone-Millville - A F Maloney,06220015,MATH,          54,52,           8,8,          46,44,          42,40,           8,8,         104,     501.7,          67.0,          96,58,2019,5,ALL
Blackstone-Millville - A F Maloney,06220015,SCI,          60,58,          12,12,          48,46,          36,35,           8,8,         104,     505.3,,,69,2019,5,ALL
Blackstone-Millville - Millville Elementary,06220010,ELA,          10,33,           0,0,          10,33,          17,57,           3,10,          30,     493.3,          28.9,          28,19,2019,5,ALL
