school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Brookfield - Brookfield Elementary,00450005,SCI,          19,53,           6,17,          13,36,          14,39,           3,8,          36,     507.1,,,78,2019,5,ALL
Brookline - Edith C Baker,00460005,ELA,          44,80,          11,20,          33,60,           8,15,           3,5,          55,     513.7,          60.1,          52,89,2019,5,ALL
Brookline - Edith C Baker,00460005,MATH,          41,76,          12,22,          29,54,          10,19,           3,6,          54,     513.5,          60.7,          50,93,2019,5,ALL
Brookline - Edith C Baker,00460005,SCI,          39,71,          14,25,          25,45,          10,18,           6,11,          55,     507.6,,,77,2019,5,ALL
Brookline - Florida Ruffin Ridley School,00460015,ELA,          61,65,           8,9,          53,56,          31,33,           2,2,          94,     506.4,          45.9,          87,68,2019,5,ALL
Brookline - Florida Ruffin Ridley School,00460015,MATH,          64,68,          12,13,          52,55,          22,23,           8,9,          94,     508.9,          64.1,          87,82,2019,5,ALL
Brookline - Florida Ruffin Ridley School,00460015,SCI,          62,67,          15,16,          47,51,          26,28,           5,5,          93,     508.1,,,80,2019,5,ALL
Brookline - Heath,00460025,ELA,          42,72,          14,24,          28,48,          16,28,           0,0,          58,     514.7,          51.8,          57,91,2019,5,ALL
Brookline - Heath,00460025,MATH,          43,74,          13,22,          30,52,          11,19,           4,7,          58,     513.2,          68.7,          56,92,2019,5,ALL
Brookline - Heath,00460025,SCI,          34,60,          11,19,          23,40,          21,37,           2,4,          57,     507.9,,,79,2019,5,ALL
Brookline - John D Runkle,00460045,ELA,          49,73,           6,9,          43,64,          14,21,           4,6,          67,     509.2,          57.3,          63,78,2019,5,ALL
Brookline - John D Runkle,00460045,MATH,          46,68,          10,15,          36,53,          17,25,           5,7,          68,     507.1,          60.2,          64,77,2019,5,ALL
Brookline - John D Runkle,00460045,SCI,          39,57,           7,10,          32,47,          24,35,           5,7,          68,     502.8,,,59,2019,5,ALL
Brookline - Lawrence,00460030,ELA,          45,68,           9,14,          36,55,          18,27,           3,5,          66,     510.0,          58.9,          59,81,2019,5,ALL
Brookline - Lawrence,00460030,MATH,          46,70,          13,20,          33,50,          17,26,           3,5,          66,     512.8,          69.9,          59,92,2019,5,ALL
Brookline - Lawrence,00460030,SCI,          47,71,          11,17,          36,55,          17,26,           2,3,          66,     509.9,,,84,2019,5,ALL
Brookline - Michael Driscoll,00460020,ELA,          42,76,           8,15,          34,62,          12,22,           1,2,          55,     512.9,          71.3,          49,87,2019,5,ALL
Brookline - Michael Driscoll,00460020,MATH,          42,76,           9,16,          33,60,          11,20,           2,4,          55,     514.1,          71.5,          49,94,2019,5,ALL
Brookline - Michael Driscoll,00460020,SCI,          39,71,           5,9,          34,62,          15,27,           1,2,          55,     507.6,,,77,2019,5,ALL
Brookline - Pierce,00460040,ELA,          74,76,          16,16,          58,60,          22,23,           1,1,          97,     512.3,          51.2,          90,85,2019,5,ALL
Brookline - Pierce,00460040,MATH,          74,77,          16,17,          58,60,          21,22,           1,1,          96,     514.9,          62.7,          89,95,2019,5,ALL
Brookline - Pierce,00460040,SCI,          67,70,          16,17,          51,53,          26,27,           3,3,          96,     511.1,,,87,2019,5,ALL
Brookline - William H Lincoln,00460035,ELA,          38,68,          14,25,          24,43,          15,27,           3,5,          56,     517.2,          69.3,          49,94,2019,5,ALL
Brookline - William H Lincoln,00460035,MATH,          41,73,          16,29,          25,45,          12,21,           3,5,          56,     515.1,          67.2,          49,96,2019,5,ALL
Brookline - William H Lincoln,00460035,SCI,          38,68,          13,23,          25,45,          15,27,           3,5,          56,     512.4,,,91,2019,5,ALL
Burlington - Fox Hill,00480007,ELA,          36,78,           5,11,          31,67,          10,22,           0,0,          46,     511.6,          63.2,          45,84,2019,5,ALL
Burlington - Fox Hill,00480007,MATH,          35,76,           3,7,          32,70,          11,24,           0,0,          46,     509.6,          68.9,          45,85,2019,5,ALL
Burlington - Fox Hill,00480007,SCI,          35,76,           3,7,          32,70,          10,22,           1,2,          46,     507.8,,,78,2019,5,ALL
Burlington - Francis Wyman Elementary,00480035,ELA,          52,64,           0,0,          52,64,          29,36,           0,0,          81,     501.8,          39.6,          78,49,2019,5,ALL
Burlington - Francis Wyman Elementary,00480035,MATH,          45,56,           5,6,          40,49,          34,42,           2,2,          81,     503.0,          49.3,          78,64,2019,5,ALL
Burlington - Francis Wyman Elementary,00480035,SCI,          42,52,           4,5,          38,47,          37,46,           2,2,          81,     501.0,,,53,2019,5,ALL
Burlington - Memorial,00480015,ELA,          42,62,           4,6,          38,56,          25,37,           1,1,          68,     504.4,          55.1,          66,60,2019,5,ALL
Burlington - Memorial,00480015,MATH,          50,72,           3,4,          47,68,          18,26,           1,1,          69,     506.4,          67.5,          67,75,2019,5,ALL
Burlington - Memorial,00480015,SCI,          39,57,           4,6,          35,51,          28,41,           2,3,          69,     500.7,,,51,2019,5,ALL
Burlington - Pine Glen Elementary,00480020,ELA,          31,70,           0,0,          31,70,          13,30,           0,0,          44,     504.3,          53.2,          40,60,2019,5,ALL
Burlington - Pine Glen Elementary,00480020,MATH,          32,73,           3,7,          29,66,          11,25,           1,2,          44,     509.6,          74.1,          41,85,2019,5,ALL
Burlington - Pine Glen Elementary,00480020,SCI,          25,57,           5,11,          20,45,          19,43,           0,0,          44,     505.5,,,70,2019,5,ALL
Cambridge - Amigos School,00490006,ELA,          27,66,           5,12,          22,54,          11,27,           3,7,          41,     510.2,          63.2,          38,81,2019,5,ALL
Cambridge - Amigos School,00490006,MATH,          28,68,           5,12,          23,56,          12,29,           1,2,          41,     506.5,          67.8,          38,75,2019,5,ALL
Cambridge - Amigos School,00490006,SCI,          28,68,           7,17,          21,51,          11,27,           2,5,          41,     507.0,,,76,2019,5,ALL
Cambridge - Cambridgeport,00490007,ELA,          17,59,           3,10,          14,48,           9,31,           3,10,          29,     504.2,          47.6,          27,59,2019,5,ALL
Cambridge - Cambridgeport,00490007,MATH,          20,61,           0,0,          20,61,          10,30,           3,9,          33,     498.8,          46.3,          31,48,2019,5,ALL
Cambridge - Cambridgeport,00490007,SCI,          15,47,           3,9,          12,38,          13,41,           4,13,          32,     497.3,,,40,2019,5,ALL
Cambridge - Fletcher/Maynard Academy,00490090,ELA,          17,53,           4,13,          13,41,          14,44,           1,3,          32,     504.4,          49.7,          31,60,2019,5,ALL
Cambridge - Fletcher/Maynard Academy,00490090,MATH,          12,38,           1,3,          11,34,          17,53,           3,9,          32,     496.9,          39.6,          31,40,2019,5,ALL
Cambridge - Fletcher/Maynard Academy,00490090,SCI,          10,31,           2,6,           8,25,          17,53,           5,16,          32,     493.0,,,27,2019,5,ALL
Cambridge - Graham and Parks,00490080,ELA,          24,53,           3,7,          21,47,          17,38,           4,9,          45,     501.4,          61.4,          42,48,2019,5,ALL
Cambridge - Graham and Parks,00490080,MATH,          18,38,           2,4,          16,33,          22,46,           8,17,          48,     492.7,          56.7,          43,27,2019,5,ALL
Cambridge - Graham and Parks,00490080,SCI,          20,42,           1,2,          19,40,          21,44,           7,15,          48,     494.3,,,32,2019,5,ALL
Cambridge - Haggerty,00490020,ELA,          15,48,           3,10,          12,39,          14,45,           2,6,          31,     503.2,          60.6,          31,56,2019,5,ALL
Cambridge - Haggerty,00490020,MATH,          11,37,           0,0,          11,37,          16,53,           3,10,          30,     491.2,          50.9,          30,23,2019,5,ALL
Cambridge - Haggerty,00490020,SCI,          11,35,           0,0,          11,35,          18,58,           2,6,          31,     494.1,,,31,2019,5,ALL
Cambridge - John M Tobin,00490065,ELA,          21,88,           4,17,          17,71,           3,13,           0,0,          24,     514.6,          57.1,          23,90,2019,5,ALL
Cambridge - John M Tobin,00490065,MATH,          17,71,           3,13,          14,58,           7,29,           0,0,          24,     510.4,          64.5,          23,86,2019,5,ALL
Cambridge - John M Tobin,00490065,SCI,          14,58,           4,17,          10,42,           9,38,           1,4,          24,     508.6,,,81,2019,5,ALL
Cambridge - Kennedy-Longfellow,00490040,ELA,           7,32,           0,0,           7,32,          12,55,           3,14,          22,     492.1,          43.0,          21,17,2019,5,ALL
Cambridge - Kennedy-Longfellow,00490040,MATH,           4,18,           1,5,           3,14,          14,64,           4,18,          22,     486.7,          27.6,          21,12,2019,5,ALL
Cambridge - Kennedy-Longfellow,00490040,SCI,           7,32,           2,9,           5,23,          13,59,           2,9,          22,     497.1,,,39,2019,5,ALL
Cambridge - King Open,00490035,ELA,          28,55,           4,8,          24,47,          18,35,           5,10,          51,     505.7,          59.4,          46,65,2019,5,ALL
Cambridge - King Open,00490035,MATH,          21,41,           5,10,          16,31,          25,49,           5,10,          51,     498.6,          43.5,          46,47,2019,5,ALL
Cambridge - King Open,00490035,SCI,          26,51,          12,24,          14,27,          22,43,           3,6,          51,     507.6,,,77,2019,5,ALL
Cambridge - Maria L. Baldwin,00490005,ELA,          31,70,          12,27,          19,43,          12,27,           1,2,          44,     513.3,          55.8,          43,88,2019,5,ALL
Cambridge - Maria L. Baldwin,00490005,MATH,          20,45,           5,11,          15,34,          21,48,           3,7,          44,     500.8,          39.5,          43,56,2019,5,ALL
Cambridge - Maria L. Baldwin,00490005,SCI,          28,64,          10,23,          18,41,          14,32,           2,5,          44,     508.0,,,79,2019,5,ALL
Cambridge - Martin Luther King Jr.,00490030,ELA,          37,93,          12,30,          25,63,           3,8,           0,0,          40,     521.5,          69.8,          35,98,2019,5,ALL
Cambridge - Martin Luther King Jr.,00490030,MATH,          27,68,           5,13,          22,55,          11,28,           2,5,          40,     508.6,          45.0,          35,81,2019,5,ALL
Cambridge - Martin Luther King Jr.,00490030,SCI,          30,75,           8,20,          22,55,          10,25,           0,0,          40,     514.2,,,93,2019,5,ALL
Cambridge - Morse,00490045,ELA,          20,77,           1,4,          19,73,           6,23,           0,0,          26,     509.4,          54.5,          24,79,2019,5,ALL
Cambridge - Morse,00490045,MATH,          17,68,           3,12,          14,56,           8,32,           0,0,          25,     507.3,          55.6,          24,78,2019,5,ALL
Cambridge - Morse,00490045,SCI,          15,60,           4,16,          11,44,           9,36,           1,4,          25,     505.6,,,70,2019,5,ALL
Cambridge - Peabody,00490050,ELA,          34,81,           6,14,          28,67,           7,17,           1,2,          42,     513.7,          40.8,          42,89,2019,5,ALL
Cambridge - Peabody,00490050,MATH,          30,71,           5,12,          25,60,          12,29,           0,0,          42,     510.1,          48.5,          42,86,2019,5,ALL
Cambridge - Peabody,00490050,SCI,          32,76,          15,36,          17,40,           8,19,           2,5,          42,     517.2,,,96,2019,5,ALL
Canton - Dean S Luce,00500020,ELA,          57,61,           8,9,          49,53,          33,35,           3,3,          93,     504.4,          37.8,          89,60,2019,5,ALL
Canton - Dean S Luce,00500020,MATH,          64,69,          11,12,          53,57,          25,27,           4,4,          93,     508.9,          45.5,          88,82,2019,5,ALL
Canton - Dean S Luce,00500020,SCI,          54,58,           5,5,          49,53,          35,38,           4,4,          93,     503.5,,,61,2019,5,ALL
Canton - John F Kennedy,00500017,ELA,          68,67,          12,12,          56,55,          31,31,           2,2,         101,     508.1,          51.8,         100,75,2019,5,ALL
Canton - John F Kennedy,00500017,MATH,          69,68,          10,10,          59,58,          29,29,           3,3,         101,     508.5,          60.3,          99,81,2019,5,ALL
Canton - John F Kennedy,00500017,SCI,          65,64,          12,12,          53,52,          35,35,           1,1,         101,     507.3,,,76,2019,5,ALL
Canton - Lt Peter M Hansen,00500012,ELA,          59,66,           3,3,          56,63,          26,29,           4,4,          89,     506.2,          48.7,          87,67,2019,5,ALL
Canton - Lt Peter M Hansen,00500012,MATH,          55,62,           9,10,          46,52,          33,37,           1,1,          89,     508.4,          62.6,          87,81,2019,5,ALL
Canton - Lt Peter M Hansen,00500012,SCI,          51,57,           8,9,          43,48,          32,36,           6,7,          89,     505.1,,,68,2019,5,ALL
Carlisle - Carlisle School,00510025,ELA,          55,73,          11,15,          44,59,          19,25,           1,1,          75,     511.9,          43.8,          73,85,2019,5,ALL
Carlisle - Carlisle School,00510025,MATH,          60,80,          11,15,          49,65,          14,19,           1,1,          75,     514.0,          56.0,          73,94,2019,5,ALL
Carlisle - Carlisle School,00510025,SCI,          62,83,          26,35,          36,48,          13,17,           0,0,          75,     520.0,,,98,2019,5,ALL
Carver - Carver Elementary School,00520015,ELA,          50,43,           1,1,          49,42,          64,55,           3,3,         117,     498.3,          45.1,         114,37,2019,5,ALL
Carver - Carver Elementary School,00520015,MATH,          57,49,           4,3,          53,45,          55,47,           5,4,         117,     499.4,          56.8,         114,51,2019,5,ALL
Carver - Carver Elementary School,00520015,SCI,          56,48,           6,5,          50,43,          56,48,           5,4,         117,     499.8,,,48,2019,5,ALL
Central Berkshire - Becket Washington School,06350005,ELA,          12,57,           1,5,          11,52,           9,43,           0,0,          21,     506.9,          55.2,          21,70,2019,5,ALL
Central Berkshire - Becket Washington School,06350005,MATH,          12,57,           0,0,          12,57,           8,38,           1,5,          21,     501.7,          55.1,          21,58,2019,5,ALL
Central Berkshire - Becket Washington School,06350005,SCI,          13,62,           1,5,          12,57,           7,33,           1,5,          21,     505.2,,,68,2019,5,ALL
Central Berkshire - Craneville,06350025,ELA,          30,44,           7,10,          23,34,          34,50,           4,6,          68,     500.3,          61.3,          66,44,2019,5,ALL
Central Berkshire - Craneville,06350025,MATH,          32,47,           2,3,          30,44,          33,49,           3,4,          68,     497.2,          58.6,          66,42,2019,5,ALL
Central Berkshire - Craneville,06350025,SCI,          25,37,           3,4,          22,32,          36,53,           7,10,          68,     494.8,,,33,2019,5,ALL
Central Berkshire - Kittredge,06350035,ELA,           6,43,           1,7,           5,36,           8,57,           0,0,          14,     501.8,,          14,49,2019,5,ALL
Central Berkshire - Kittredge,06350035,MATH,           4,29,           0,0,           4,29,           9,64,           1,7,          14,     490.4,,          14,21,2019,5,ALL
Central Berkshire - Kittredge,06350035,SCI,           4,29,           0,0,           4,29,           9,64,           1,7,          14,     491.8,,,25,2019,5,ALL
Chelmsford - Col Moses Parker School,00560305,ELA,         107,65,          17,10,          90,55,          54,33,           4,2,         165,     507.9,          51.4,         158,74,2019,5,ALL
Chelmsford - Col Moses Parker School,00560305,MATH,         106,65,          12,7,          94,57,          54,33,           4,2,         164,     505.3,          53.4,         160,71,2019,5,ALL
Chelmsford - Col Moses Parker School,00560305,SCI,          96,59,          16,10,          80,49,          58,35,          10,6,         164,     503.9,,,63,2019,5,ALL
Chelmsford - McCarthy Middle School,00560310,ELA,         150,77,          31,16,         119,61,          39,20,           5,3,         194,     513.8,          61.3,         186,89,2019,5,ALL
Chelmsford - McCarthy Middle School,00560310,MATH,         120,62,          14,7,         106,55,          69,36,           5,3,         194,     506.0,          42.0,         187,73,2019,5,ALL
Chelmsford - McCarthy Middle School,00560310,SCI,         134,69,          26,13,         108,56,          55,28,           5,3,         194,     509.4,,,83,2019,5,ALL
Chelsea - Clark Avenue School,00570050,ELA,          43,23,           3,2,          40,22,         100,55,          40,22,         183,     486.5,          32.3,         179,6,2019,5,ALL
Chelsea - Clark Avenue School,00570050,MATH,          25,14,           1,1,          24,13,         110,60,          49,27,         184,     481.6,          21.6,         180,5,2019,5,ALL
Chelsea - Clark Avenue School,00570050,SCI,          27,15,           0,0,          27,15,         105,57,          52,28,         184,     480.6,,,7,2019,5,ALL
Chelsea - Eugene Wright Science and Technology Academy,00570045,ELA,          45,42,           9,8,          36,33,          36,33,          27,25,         108,     493.1,          56.4,         103,19,2019,5,ALL
Chelsea - Eugene Wright Science and Technology Academy,00570045,MATH,          28,26,           2,2,          26,24,          47,43,          34,31,         109,     483.7,          29.4,         104,8,2019,5,ALL
Chelsea - Eugene Wright Science and Technology Academy,00570045,SCI,          32,30,           3,3,          29,27,          40,37,          36,33,         108,     484.6,,,12,2019,5,ALL
Chelsea - George F. Kelly Elementary,00570035,ELA,          35,92,          11,29,          24,63,           2,5,           1,3,          38,     520.5,          80.1,          37,98,2019,5,ALL
Chelsea - George F. Kelly Elementary,00570035,MATH,          31,82,           1,3,          30,79,           7,18,           0,0,          38,     510.4,          61.7,          37,86,2019,5,ALL
Chelsea - George F. Kelly Elementary,00570035,SCI,          27,71,           4,11,          23,61,          10,26,           1,3,          38,     506.6,,,74,2019,5,ALL
Chelsea - Joseph A. Browne School,00570055,ELA,          44,30,           9,6,          35,23,          76,51,          29,19,         149,     489.5,          49.7,         138,11,2019,5,ALL
Chelsea - Joseph A. Browne School,00570055,MATH,          11,7,           1,1,          10,7,          71,48,          67,45,         149,     472.8,          10.9,         139,1,2019,5,ALL
Chelsea - Joseph A. Browne School,00570055,SCI,          25,17,           1,1,          24,16,          85,57,          39,26,         149,     481.9,,,8,2019,5,ALL
Chesterfield-Goshen - New Hingham Regional Elementary,06320025,ELA,          11,92,           1,8,          10,83,           0,0,           1,8,          12,     513.1,,          12,87,2019,5,ALL
Chesterfield-Goshen - New Hingham Regional Elementary,06320025,MATH,           8,67,           2,17,           6,50,           4,33,           0,0,          12,     506.0,,          12,73,2019,5,ALL
Chesterfield-Goshen - New Hingham Regional Elementary,06320025,SCI,           6,50,           1,8,           5,42,           6,50,           0,0,          12,     504.8,,,66,2019,5,ALL
Chicopee - Barry,00610003,ELA,          44,57,           7,9,          37,48,          28,36,           5,6,          77,     505.0,          53.9,          74,62,2019,5,ALL
Chicopee - Barry,00610003,MATH,          44,57,           1,1,          43,56,          29,38,           4,5,          77,     502.5,          50.1,          74,62,2019,5,ALL
Chicopee - Barry,00610003,SCI,          32,42,           2,3,          30,39,          38,49,           7,9,          77,     497.1,,,39,2019,5,ALL
Chicopee - Bowe,00610015,ELA,          31,37,           1,1,          30,36,          40,48,          12,14,          83,     496.3,          47.0,          73,30,2019,5,ALL
Chicopee - Bowe,00610015,MATH,          31,37,           1,1,          30,36,          45,54,           7,8,          83,     497.5,          35.8,          74,43,2019,5,ALL
Chicopee - Bowe,00610015,SCI,          31,37,           0,0,          31,37,          41,49,          11,13,          83,     495.5,,,35,2019,5,ALL
Chicopee - Bowie,00610020,ELA,          23,34,           0,0,          23,34,          43,63,           2,3,          68,     494.6,          37.4,          65,24,2019,5,ALL
Chicopee - Bowie,00610020,MATH,          40,59,           2,3,          38,56,          27,40,           1,1,          68,     502.7,          66.4,          65,63,2019,5,ALL
Chicopee - Bowie,00610020,SCI,          44,65,           4,6,          40,59,          23,34,           1,1,          68,     505.7,,,71,2019,5,ALL
Chicopee - Fairview Elementary,00610050,ELA,          28,37,           2,3,          26,35,          40,53,           7,9,          75,     495.9,          58.3,          75,28,2019,5,ALL
Chicopee - Fairview Elementary,00610050,MATH,          29,39,           0,0,          29,39,          38,51,           8,11,          75,     491.3,          50.8,          75,24,2019,5,ALL
Chicopee - Fairview Elementary,00610050,SCI,          31,41,           4,5,          27,36,          36,48,           8,11,          75,     496.4,,,38,2019,5,ALL
Chicopee - Gen John J Stefanik,00610090,ELA,          34,47,           2,3,          32,44,          33,46,           5,7,          72,     498.0,          41.5,          69,36,2019,5,ALL
Chicopee - Gen John J Stefanik,00610090,MATH,          35,49,           2,3,          33,46,          31,44,           5,7,          71,     497.5,          37.8,          68,43,2019,5,ALL
Chicopee - Gen John J Stefanik,00610090,SCI,          39,55,           4,6,          35,49,          24,34,           8,11,          71,     499.9,,,48,2019,5,ALL
Chicopee - Lambert-Lavoie,00610040,ELA,          26,48,           0,0,          26,48,          27,50,           1,2,          54,     499.3,          52.8,          53,41,2019,5,ALL
Chicopee - Lambert-Lavoie,00610040,MATH,          20,37,           1,2,          19,35,          31,57,           3,6,          54,     494.1,          42.3,          53,32,2019,5,ALL
Chicopee - Lambert-Lavoie,00610040,SCI,          30,56,           6,11,          24,44,          21,39,           3,6,          54,     502.9,,,60,2019,5,ALL
Chicopee - Litwin,00610022,ELA,          36,35,           0,0,          36,35,          52,50,          16,15,         104,     494.0,          40.6,          91,22,2019,5,ALL
Chicopee - Litwin,00610022,MATH,          31,30,           1,1,          30,29,          61,59,          12,12,         104,     493.9,          45.6,          91,31,2019,5,ALL
Chicopee - Litwin,00610022,SCI,          35,34,           6,6,          29,28,          45,43,          24,23,         104,     494.5,,,32,2019,5,ALL
Chicopee - Streiber Memorial School,00610065,ELA,          25,60,           2,5,          23,55,          17,40,           0,0,          42,     502.1,          49.3,          42,50,2019,5,ALL
Chicopee - Streiber Memorial School,00610065,MATH,          17,40,           4,10,          13,31,          23,55,           2,5,          42,     499.3,          44.8,          42,50,2019,5,ALL
Chicopee - Streiber Memorial School,00610065,SCI,          27,64,           1,2,          26,62,          11,26,           4,10,          42,     500.6,,,50,2019,5,ALL
Clarksburg - Clarksburg Elementary,00630010,ELA,          11,37,           1,3,          10,33,          19,63,           0,0,          30,     495.5,          40.8,          29,28,2019,5,ALL
Clarksburg - Clarksburg Elementary,00630010,MATH,           5,17,           0,0,           5,17,          20,67,           5,17,          30,     485.8,          39.5,          29,12,2019,5,ALL
Clarksburg - Clarksburg Elementary,00630010,SCI,          13,43,           1,3,          12,40,          15,50,           2,7,          30,     495.9,,,39,2019,5,ALL
Clinton - Clinton Middle School,00640305,ELA,          51,31,           0,0,          51,31,         104,63,          11,7,         166,     492.2,          38.9,         166,17,2019,5,ALL
Clinton - Clinton Middle School,00640305,MATH,          57,34,           1,1,          56,34,          84,51,          25,15,         166,     489.0,          55.9,         166,17,2019,5,ALL
Clinton - Clinton Middle School,00640305,SCI,          59,36,           6,4,          53,32,          82,50,          24,15,         165,     492.3,,,25,2019,5,ALL
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,ELA,           2,11,           0,0,           2,11,          16,84,           1,5,          19,     486.5,,          19,6,2019,5,ALL
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,MATH,           5,26,           0,0,           5,26,          11,58,           3,16,          19,     486.1,,          19,11,2019,5,ALL
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,SCI,           2,11,           0,0,           2,11,          10,53,           7,37,          19,     476.8,,,4,2019,5,ALL
Cohasset - Deer Hill,00650005,ELA,          97,71,          16,12,          81,59,          38,28,           2,1,         137,     510.2,          51.7,         134,81,2019,5,ALL
Cohasset - Deer Hill,00650005,MATH,          76,56,           2,1,          74,54,          54,40,           6,4,         136,     499.7,          42.3,         133,52,2019,5,ALL
Cohasset - Deer Hill,00650005,SCI,          88,64,          13,9,          75,55,          46,34,           3,2,         137,     505.8,,,71,2019,5,ALL
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,ELA,          66,59,           7,6,          59,53,          43,38,           3,3,         112,     504.4,          65.7,         106,60,2019,5,ALL
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,MATH,          47,42,           5,4,          42,38,          63,56,           2,2,         112,     497.6,          69.6,         106,43,2019,5,ALL
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,SCI,          51,46,           9,8,          42,38,          56,50,           5,4,         112,     500.9,,,52,2019,5,ALL
Community Day Charter Public School (District) - Community Day Charter Public School,04400205,ELA,          34,74,           6,13,          28,61,           9,20,           3,7,          46,     507.7,          57.5,          46,74,2019,5,ALL
Community Day Charter Public School (District) - Community Day Charter Public School,04400205,MATH,          31,67,           1,2,          30,65,          15,33,           0,0,          46,     506.0,          47.1,          46,73,2019,5,ALL
Community Day Charter Public School (District) - Community Day Charter Public School,04400205,SCI,          22,48,           2,4,          20,43,          17,37,           7,15,          46,     496.4,,,38,2019,5,ALL
Community Day Charter Public School - Gateway (District) - Community Day Charter Public School - Gateway,04260205,ELA,          26,72,           8,22,          18,50,          10,28,           0,0,          36,     514.2,          63.7,          36,90,2019,5,ALL
Community Day Charter Public School - Gateway (District) - Community Day Charter Public School - Gateway,04260205,MATH,          27,75,           4,11,          23,64,           9,25,           0,0,          36,     511.2,          55.9,          36,89,2019,5,ALL
Community Day Charter Public School - Gateway (District) - Community Day Charter Public School - Gateway,04260205,SCI,          22,61,           1,3,          21,58,          12,33,           2,6,          36,     503.8,,,62,2019,5,ALL
Community Day Charter Public School - R. Kingman Webster (District) - Community Day Charter Public School - R. Kingman Webster,04310205,ELA,          31,86,           7,19,          24,67,           5,14,           0,0,          36,     517.0,          64.4,          36,94,2019,5,ALL
Community Day Charter Public School - R. Kingman Webster (District) - Community Day Charter Public School - R. Kingman Webster,04310205,MATH,          28,78,           5,14,          23,64,           8,22,           0,0,          36,     512.3,          52.4,          36,91,2019,5,ALL
Community Day Charter Public School - R. Kingman Webster (District) - Community Day Charter Public School - R. Kingman Webster,04310205,SCI,          18,50,           4,11,          14,39,          18,50,           0,0,          36,     502.9,,,60,2019,5,ALL
Concord - Alcott,00670005,ELA,          66,84,          25,32,          41,52,          11,14,           2,3,          79,     519.7,          63.2,          73,96,2019,5,ALL
Concord - Alcott,00670005,MATH,          70,89,          17,22,          53,67,           8,10,           1,1,          79,     518.5,          70.9,          73,99,2019,5,ALL
Concord - Alcott,00670005,SCI,          52,66,          17,22,          35,44,          23,29,           4,5,          79,     510.4,,,86,2019,5,ALL
Concord - Thoreau,00670020,ELA,          69,84,           4,5,          65,79,          12,15,           1,1,          82,     512.0,          47.6,          78,85,2019,5,ALL
Concord - Thoreau,00670020,MATH,          69,84,          14,17,          55,67,          12,15,           1,1,          82,     515.8,          58.2,          78,96,2019,5,ALL
Concord - Thoreau,00670020,SCI,          63,77,          15,18,          48,59,          18,22,           1,1,          82,     513.5,,,92,2019,5,ALL
Concord - Willard,00670030,ELA,          55,79,          18,26,          37,53,          15,21,           0,0,          70,     515.7,          47.5,          67,92,2019,5,ALL
Concord - Willard,00670030,MATH,          57,81,           8,11,          49,70,          11,16,           2,3,          70,     511.5,          43.7,          67,89,2019,5,ALL
Concord - Willard,00670030,SCI,          48,69,          12,17,          36,51,          20,29,           2,3,          70,     510.1,,,85,2019,5,ALL
Conservatory Lab Charter (District) - Conservatory Lab Charter School,04390050,ELA,           9,22,           1,2,           8,20,          22,54,          10,24,          41,     484.8,          42.1,          38,7,2019,5,ALL
Conservatory Lab Charter (District) - Conservatory Lab Charter School,04390050,MATH,          11,27,           2,5,           9,22,          21,51,           9,22,          41,     487.3,          49.1,          38,16,2019,5,ALL
Conservatory Lab Charter (District) - Conservatory Lab Charter School,04390050,SCI,           6,15,           0,0,           6,15,          17,41,          18,44,          41,     474.5,,,3,2019,5,ALL
Conway - Conway Grammar,00680005,ELA,          10,67,           2,13,           8,53,           5,33,           0,0,          15,     508.5,,          15,76,2019,5,ALL
Conway - Conway Grammar,00680005,MATH,          11,73,           0,0,          11,73,           4,27,           0,0,          15,     509.1,,          15,83,2019,5,ALL
Conway - Conway Grammar,00680005,SCI,           8,57,           3,21,           5,36,           6,43,           0,0,          14,     510.4,,,86,2019,5,ALL
Danvers - Great Oak,00710015,ELA,          39,66,           5,8,          34,58,          18,31,           2,3,          59,     506.7,          57.0,          59,69,2019,5,ALL
Danvers - Great Oak,00710015,MATH,          31,53,           2,3,          29,49,          24,41,           4,7,          59,     499.3,          39.4,          59,50,2019,5,ALL
Danvers - Great Oak,00710015,SCI,          29,49,           3,5,          26,44,          25,42,           5,8,          59,     499.1,,,46,2019,5,ALL
Danvers - Highlands,00710010,ELA,          22,39,           0,0,          22,39,          32,57,           2,4,          56,     496.3,          45.8,          54,30,2019,5,ALL
Danvers - Highlands,00710010,MATH,          31,56,           1,2,          30,55,          21,38,           3,5,          55,     501.7,          59.0,          53,58,2019,5,ALL
Danvers - Highlands,00710010,SCI,          27,48,           1,2,          26,46,          28,50,           1,2,          56,     498.7,,,44,2019,5,ALL
Danvers - Ivan G Smith,00710032,ELA,          38,78,          18,37,          20,41,          10,20,           1,2,          49,     519.5,          76.6,          49,96,2019,5,ALL
Danvers - Ivan G Smith,00710032,MATH,          36,73,           4,8,          32,65,          12,24,           1,2,          49,     510.0,          50.8,          49,86,2019,5,ALL
