school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,year,grade,student_group
Arlington - M Norcross Stratton,00100055,MATH,           6,32,           0,0,           6,32,           8,42,           5,26,          19,100,     488.0,,           5,2021,ALL,ever EL
Arlington - Ottoson Middle,00100410,ELA,          34,44,           9,12,          25,32,          35,45,           9,12,          78,95,     497.1,          48.9,          69,2021,ALL,ever EL
Arlington - Ottoson Middle,00100410,MATH,          37,47,          11,14,          26,33,          35,45,           6,8,          78,95,     502.2,          55.7,          70,2021,ALL,ever EL
Arlington - Ottoson Middle,00100410,SCI,          11,37,           3,10,           8,27,          14,47,           5,17,          30,100,     494.8,,,2021,ALL,ever EL
Arlington - Peirce,00100045,ELA,          14,88,           2,13,          12,75,           2,13,           0,0,          16,100,     514.1,,           5,2021,ALL,ever EL
Arlington - Peirce,00100045,MATH,          12,75,           5,31,           7,44,           4,25,           0,0,          16,100,     515.4,,           5,2021,ALL,ever EL
Arlington - Thompson,00100050,ELA,          17,65,           1,4,          16,62,           8,31,           1,4,          26,94,     502.0,,           8,2021,ALL,ever EL
Arlington - Thompson,00100050,MATH,          10,37,           0,0,          10,37,          11,41,           6,22,          27,97,     489.1,,           8,2021,ALL,ever EL
Ashburnham-Westminster - Briggs Elementary,06100025,ELA,           6,46,           1,8,           5,38,           6,46,           1,8,          13,100,     496.1,,           4,2021,ALL,ever EL
Ashburnham-Westminster - Briggs Elementary,06100025,MATH,           2,15,           0,0,           2,15,           9,69,           2,15,          13,100,     481.7,,           4,2021,ALL,ever EL
Ashburnham-Westminster - Overlook Middle School,06100305,ELA,          10,43,           1,4,           9,39,          10,43,           3,13,          23,100,     495.6,          45.9,          23,2021,ALL,ever EL
Ashburnham-Westminster - Overlook Middle School,06100305,MATH,           9,39,           0,0,           9,39,          10,43,           4,17,          23,100,     491.1,          31.3,          23,2021,ALL,ever EL
Ashburnham-Westminster - Westminster Elementary,06100005,ELA,           4,33,           0,0,           4,33,           7,58,           1,8,          12,100,     492.7,,           5,2021,ALL,ever EL
Ashburnham-Westminster - Westminster Elementary,06100005,MATH,           2,17,           0,0,           2,17,           7,58,           3,25,          12,100,     481.4,,           5,2021,ALL,ever EL
Ashland - Ashland Middle,00140405,ELA,          31,28,           4,4,          27,24,          46,41,          35,31,         112,97,     483.7,          40.8,          94,2021,ALL,ever EL
Ashland - Ashland Middle,00140405,MATH,          28,24,           6,5,          22,19,          54,47,          34,29,         116,100,     485.0,          41.0,          96,2021,ALL,ever EL
Ashland - Ashland Middle,00140405,SCI,          11,31,           2,6,           9,26,          14,40,          10,29,          35,97,     488.2,,,2021,ALL,ever EL
Ashland - David Mindess,00140015,ELA,          32,37,           3,3,          29,34,          32,37,          22,26,          86,98,     490.1,          39.5,          29,2021,ALL,ever EL
Ashland - David Mindess,00140015,MATH,          28,33,           6,7,          22,26,          28,33,          30,35,          86,98,     485.7,          40.9,          29,2021,ALL,ever EL
Ashland - David Mindess,00140015,SCI,          13,37,           2,6,          11,31,          13,37,           9,26,          35,98,     490.1,,,2021,ALL,ever EL
Athol-Royalston - Athol-Royalston Middle School,06150305,ELA,           9,36,           2,8,           7,28,           7,28,           9,36,          25,100,     487.4,          44.6,          22,2021,ALL,ever EL
Athol-Royalston - Athol-Royalston Middle School,06150305,MATH,           7,28,           0,0,           7,28,          11,44,           7,28,          25,100,     483.6,          43.0,          23,2021,ALL,ever EL
Athol-Royalston - Athol-Royalston Middle School,06150305,SCI,           2,17,           0,0,           2,17,           9,75,           1,8,          12,100,     489.4,,,2021,ALL,ever EL
Atlantis Charter (District) - Atlantis Charter School,04910550,ELA,          39,33,           4,3,          35,30,          55,47,          23,20,         117,100,     488.3,          33.2,          66,2021,ALL,ever EL
Atlantis Charter (District) - Atlantis Charter School,04910550,MATH,          24,21,           0,0,          24,21,          55,47,          38,32,         117,100,     481.1,          26.2,          66,2021,ALL,ever EL
Atlantis Charter (District) - Atlantis Charter School,04910550,SCI,           5,16,           0,0,           5,16,          16,52,          10,32,          31,100,     481.2,,,2021,ALL,ever EL
