school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,year,grade,student_group
Brockton - South Middle School,00440415,MATH,          23,7,           1,0,          22,6,         130,38,         192,56,         345,98,     469.9,          24.7,         267,2021,ALL,afr.american/black
Brockton - South Middle School,00440415,SCI,           9,9,           0,0,           9,9,          41,39,          54,52,         104,96,     472.1,,,2021,ALL,afr.american/black
Brockton - West Middle School,00440420,ELA,          63,17,           8,2,          55,14,         184,48,         133,35,         380,97,     479.7,          32.9,         368,2021,ALL,afr.american/black
Brockton - West Middle School,00440420,MATH,          31,8,           1,0,          30,8,         193,51,         155,41,         379,97,     474.1,          27.3,         367,2021,ALL,afr.american/black
Brockton - West Middle School,00440420,SCI,          16,13,           0,0,          16,13,          62,52,          41,34,         119,93,     479.1,,,2021,ALL,afr.american/black
Brooke Charter School (District) - Brooke Charter School,04280305,ELA,         304,53,          88,15,         216,38,         218,38,          47,8,         569,99,     503.6,          42.2,         344,2021,ALL,afr.american/black
Brooke Charter School (District) - Brooke Charter School,04280305,MATH,         242,43,          32,6,         210,37,         252,45,          72,13,         566,99,     495.9,          31.9,         345,2021,ALL,afr.american/black
Brooke Charter School (District) - Brooke Charter School,04280305,SCI,          53,37,           4,3,          49,34,          69,48,          22,15,         144,97,     492.7,,,2021,ALL,afr.american/black
Brookline - Edith C Baker,00460005,ELA,           9,35,           2,8,           7,27,          11,42,           6,23,          26,100,     491.5,,          15,2021,ALL,afr.american/black
Brookline - Edith C Baker,00460005,MATH,           4,17,           1,4,           3,13,          13,54,           7,29,          24,100,     485.0,,          15,2021,ALL,afr.american/black
Brookline - Florida Ruffin Ridley School,00460015,ELA,           3,13,           0,0,           3,13,          17,71,           4,17,          24,100,     486.0,,          17,2021,ALL,afr.american/black
Brookline - Florida Ruffin Ridley School,00460015,MATH,           0,0,           0,0,           0,0,          15,63,           9,38,          24,100,     472.1,,          17,2021,ALL,afr.american/black
Brookline - Florida Ruffin Ridley School,00460015,SCI,           1,9,           0,0,           1,9,           7,64,           3,27,          11,100,     479.9,,,2021,ALL,afr.american/black
Brookline - Heath,00460025,ELA,           5,38,           1,8,           4,31,           6,46,           2,15,          13,76,     494.0,,           5,2021,ALL,afr.american/black
Brookline - Heath,00460025,MATH,           4,31,           0,0,           4,31,           6,46,           3,23,          13,76,     483.5,,           5,2021,ALL,afr.american/black
Brookline - John D Runkle,00460045,ELA,           3,21,           0,0,           3,21,           8,57,           3,21,          14,100,     485.1,,           7,2021,ALL,afr.american/black
Brookline - John D Runkle,00460045,MATH,           3,23,           0,0,           3,23,           5,38,           5,38,          13,93,     485.0,,           6,2021,ALL,afr.american/black
Brookline - Lawrence,00460030,ELA,          10,45,           1,5,           9,41,          10,45,           2,9,          22,96,     496.8,,          14,2021,ALL,afr.american/black
Brookline - Lawrence,00460030,MATH,           5,24,           0,0,           5,24,          11,52,           5,24,          21,92,     484.0,,          13,2021,ALL,afr.american/black
Brookline - Michael Driscoll,00460020,ELA,           3,20,           0,0,           3,20,           9,60,           3,20,          15,100,     488.6,,           9,2021,ALL,afr.american/black
Brookline - Michael Driscoll,00460020,MATH,           2,13,           0,0,           2,13,           7,47,           6,40,          15,100,     480.1,,           9,2021,ALL,afr.american/black
Brookline - Pierce,00460040,ELA,          12,60,           1,5,          11,55,           6,30,           2,10,          20,96,     501.1,,          12,2021,ALL,afr.american/black
Brookline - Pierce,00460040,MATH,           6,30,           1,5,           5,25,          10,50,           4,20,          20,96,     488.9,,          12,2021,ALL,afr.american/black
Brookline - William H Lincoln,00460035,ELA,          16,36,           2,5,          14,32,          21,48,           7,16,          44,100,     495.1,          43.0,          25,2021,ALL,afr.american/black
Brookline - William H Lincoln,00460035,MATH,           7,16,           0,0,           7,16,          27,61,          10,23,          44,100,     482.1,          40.7,          25,2021,ALL,afr.american/black
Brookline - William H Lincoln,00460035,SCI,           2,15,           0,0,           2,15,           8,62,           3,23,          13,100,     483.9,,,2021,ALL,afr.american/black
Burlington - Fox Hill,00480007,ELA,           9,53,           0,0,           9,53,           7,41,           1,6,          17,100,     496.9,,           3,2021,ALL,afr.american/black
Burlington - Fox Hill,00480007,MATH,           1,6,           0,0,           1,6,          12,71,           4,24,          17,100,     480.1,,           3,2021,ALL,afr.american/black
Burlington - Francis Wyman Elementary,00480035,ELA,          10,48,           0,0,          10,48,           9,43,           2,10,          21,96,     495.1,,           5,2021,ALL,afr.american/black
Burlington - Francis Wyman Elementary,00480035,MATH,           4,19,           0,0,           4,19,          14,67,           3,14,          21,96,     485.4,,           5,2021,ALL,afr.american/black
Burlington - Marshall Simonds Middle,00480303,ELA,          16,35,           2,4,          14,30,          20,43,          10,22,          46,94,     491.4,          35.2,          38,2021,ALL,afr.american/black
Burlington - Marshall Simonds Middle,00480303,MATH,           9,21,           2,5,           7,16,          26,60,           8,19,          43,89,     487.0,          32.4,          36,2021,ALL,afr.american/black
Burlington - Marshall Simonds Middle,00480303,SCI,           5,42,           0,0,           5,42,           4,33,           3,25,          12,93,     486.9,,,2021,ALL,afr.american/black
Cambridge - Amigos School,00490006,ELA,           6,43,           0,0,           6,43,           6,43,           2,14,          14,93,     493.4,,           8,2021,ALL,afr.american/black
Cambridge - Amigos School,00490006,MATH,           2,14,           0,0,           2,14,           9,64,           3,21,          14,93,     476.1,,           8,2021,ALL,afr.american/black
Cambridge - Cambridge Street Upper School,00490305,ELA,           9,24,           0,0,           9,24,          15,39,          14,37,          38,57,     482.1,          20.3,          36,2021,ALL,afr.american/black
Cambridge - Cambridge Street Upper School,00490305,MATH,           8,23,           1,3,           7,20,          15,43,          12,34,          35,52,     484.0,          29.6,          33,2021,ALL,afr.american/black
Cambridge - Cambridgeport,00490007,ELA,           5,28,           0,0,           5,28,          10,56,           3,17,          18,75,     486.9,,           7,2021,ALL,afr.american/black
Cambridge - Cambridgeport,00490007,MATH,           0,0,           0,0,           0,0,           9,50,           9,50,          18,75,     467.0,,           7,2021,ALL,afr.american/black
Cambridge - Fletcher/Maynard Academy,00490090,ELA,          24,44,           2,4,          22,40,          28,51,           3,5,          55,98,     497.7,,          18,2021,ALL,afr.american/black
Cambridge - Fletcher/Maynard Academy,00490090,MATH,          12,22,           0,0,          12,22,          29,54,          13,24,          54,96,     485.4,,          18,2021,ALL,afr.american/black
Cambridge - Fletcher/Maynard Academy,00490090,SCI,           4,22,           0,0,           4,22,           8,44,           6,33,          18,100,     485.8,,,2021,ALL,afr.american/black
Cambridge - Graham and Parks,00490080,ELA,           5,18,           0,0,           5,18,          21,75,           2,7,          28,94,     484.4,,          10,2021,ALL,afr.american/black
Cambridge - Graham and Parks,00490080,MATH,           2,7,           0,0,           2,7,          17,61,           9,32,          28,94,     475.5,,          10,2021,ALL,afr.american/black
Cambridge - Graham and Parks,00490080,SCI,           2,20,           0,0,           2,20,           6,60,           2,20,          10,100,     487.2,,,2021,ALL,afr.american/black
Cambridge - Haggerty,00490020,ELA,           3,30,           0,0,           3,30,           5,50,           2,20,          10,58,     484.6,,           3,2021,ALL,afr.american/black
Cambridge - Haggerty,00490020,MATH,           0,0,           0,0,           0,0,           6,60,           4,40,          10,58,     471.7,,           3,2021,ALL,afr.american/black
Cambridge - John M Tobin,00490065,ELA,           7,47,           1,7,           6,40,           8,53,           0,0,          15,94,     503.4,,           8,2021,ALL,afr.american/black
Cambridge - John M Tobin,00490065,MATH,           5,33,           1,7,           4,27,           8,53,           2,13,          15,94,     492.3,,           8,2021,ALL,afr.american/black
Cambridge - Kennedy-Longfellow,00490040,ELA,           3,18,           0,0,           3,18,          11,65,           3,18,          17,70,     480.1,,           2,2021,ALL,afr.american/black
Cambridge - Kennedy-Longfellow,00490040,MATH,           0,0,           0,0,           0,0,           9,53,           8,47,          17,70,     470.5,,           2,2021,ALL,afr.american/black
Cambridge - King Open,00490035,ELA,           8,29,           1,4,           7,25,          13,46,           7,25,          28,93,     489.1,,           6,2021,ALL,afr.american/black
Cambridge - King Open,00490035,MATH,           1,4,           0,0,           1,4,          11,39,          16,57,          28,93,     469.0,,           6,2021,ALL,afr.american/black
Cambridge - Maria L. Baldwin,00490005,ELA,           8,62,           0,0,           8,62,           2,15,           3,23,          13,93,     495.2,,           5,2021,ALL,afr.american/black
Cambridge - Maria L. Baldwin,00490005,MATH,           3,23,           1,8,           2,15,           7,54,           3,23,          13,93,     486.6,,           5,2021,ALL,afr.american/black
Cambridge - Martin Luther King Jr.,00490030,ELA,          14,56,           2,8,          12,48,          10,40,           1,4,          25,86,     499.4,,           7,2021,ALL,afr.american/black
Cambridge - Martin Luther King Jr.,00490030,MATH,           7,29,           0,0,           7,29,          13,54,           4,17,          24,83,     489.3,,           7,2021,ALL,afr.american/black
Cambridge - Morse,00490045,ELA,          14,41,           0,0,          14,41,          15,44,           5,15,          34,92,     494.5,,          11,2021,ALL,afr.american/black
Cambridge - Morse,00490045,MATH,           5,15,           1,3,           4,12,          16,47,          13,38,          34,92,     479.5,,          10,2021,ALL,afr.american/black
Cambridge - Morse,00490045,SCI,           5,38,           0,0,           5,38,           5,38,           3,23,          13,93,     488.5,,,2021,ALL,afr.american/black
Cambridge - Peabody,00490050,ELA,          12,52,           0,0,          12,52,           9,39,           2,9,          23,85,     499.6,,           6,2021,ALL,afr.american/black
Cambridge - Peabody,00490050,MATH,           8,35,           0,0,           8,35,          12,52,           3,13,          23,85,     489.6,,           6,2021,ALL,afr.american/black
Cambridge - Putnam Avenue Upper School,00490310,ELA,          21,33,           4,6,          17,27,          30,47,          13,20,          64,74,     491.5,          31.0,          60,2021,ALL,afr.american/black
Cambridge - Putnam Avenue Upper School,00490310,MATH,          11,18,           0,0,          11,18,          29,48,          21,34,          61,70,     482.2,          28.5,          57,2021,ALL,afr.american/black
Cambridge - Putnam Avenue Upper School,00490310,SCI,           5,45,           1,9,           4,36,           3,27,           3,27,          11,46,     494.9,,,2021,ALL,afr.american/black
Cambridge - Rindge Avenue Upper School,00490315,ELA,          18,32,           1,2,          17,30,          22,39,          16,29,          56,80,     487.8,          29.5,          55,2021,ALL,afr.american/black
Cambridge - Rindge Avenue Upper School,00490315,MATH,          16,29,           1,2,          15,27,          21,38,          18,33,          55,79,     482.4,          26.3,          54,2021,ALL,afr.american/black
Cambridge - Rindge Avenue Upper School,00490315,SCI,           3,25,           1,8,           2,17,           6,50,           3,25,          12,75,     490.3,,,2021,ALL,afr.american/black
Cambridge - Vassal Lane Upper School,00490320,ELA,          12,22,           0,0,          12,22,          26,48,          16,30,          54,73,     483.3,          29.6,          47,2021,ALL,afr.american/black
Cambridge - Vassal Lane Upper School,00490320,MATH,          13,23,           0,0,          13,23,          28,50,          15,27,          56,73,     484.3,          36.9,          49,2021,ALL,afr.american/black
Cambridge - Vassal Lane Upper School,00490320,SCI,           2,15,           0,0,           2,15,           8,62,           3,23,          13,72,     481.5,,,2021,ALL,afr.american/black
Canton - Dean S Luce,00500020,ELA,           9,39,           0,0,           9,39,          12,52,           2,9,          23,100,     488.6,,           6,2021,ALL,afr.american/black
Canton - Dean S Luce,00500020,MATH,           4,17,           0,0,           4,17,          11,48,           8,35,          23,100,     476.7,,           6,2021,ALL,afr.american/black
Canton - John F Kennedy,00500017,ELA,          11,61,           1,6,          10,56,           7,39,           0,0,          18,100,     505.2,,           7,2021,ALL,afr.american/black
Canton - John F Kennedy,00500017,MATH,           9,50,           0,0,           9,50,           8,44,           1,6,          18,100,     495.7,,           7,2021,ALL,afr.american/black
Canton - Lt Peter M Hansen,00500012,ELA,          15,50,           2,7,          13,43,          11,37,           4,13,          30,97,     496.4,,          10,2021,ALL,afr.american/black
Canton - Lt Peter M Hansen,00500012,MATH,           6,20,           0,0,           6,20,          16,53,           8,27,          30,97,     481.4,,          10,2021,ALL,afr.american/black
Canton - Lt Peter M Hansen,00500012,SCI,           2,20,           0,0,           2,20,           5,50,           3,30,          10,91,     482.1,,,2021,ALL,afr.american/black
Canton - Wm H Galvin Middle,00500305,ELA,          28,33,           6,7,          22,26,          37,44,          20,24,          85,99,     491.3,          37.1,          73,2021,ALL,afr.american/black
Canton - Wm H Galvin Middle,00500305,MATH,          18,21,           0,0,          18,21,          44,52,          23,27,          85,99,     483.5,          25.2,          74,2021,ALL,afr.american/black
Canton - Wm H Galvin Middle,00500305,SCI,          10,37,           1,4,           9,33,          13,48,           4,15,          27,97,     490.1,,,2021,ALL,afr.american/black
Carver - Carver Elementary School,00520015,ELA,           4,40,           0,0,           4,40,           3,30,           3,30,          10,100,     490.4,,           3,2021,ALL,afr.american/black
Carver - Carver Elementary School,00520015,MATH,           1,10,           0,0,           1,10,           5,50,           4,40,          10,100,     473.1,,           3,2021,ALL,afr.american/black
Chelmsford - Charles D Harrington,00560025,ELA,           8,67,           2,17,           6,50,           4,33,           0,0,          12,100,     506.3,,,2021,ALL,afr.american/black
Chelmsford - Charles D Harrington,00560025,MATH,           3,25,           0,0,           3,25,           8,67,           1,8,          12,100,     486.8,,,2021,ALL,afr.american/black
Chelmsford - Col Moses Parker School,00560305,ELA,           8,30,           4,15,           4,15,          14,52,           5,19,          27,100,     494.6,          43.5,          20,2021,ALL,afr.american/black
Chelmsford - Col Moses Parker School,00560305,MATH,           5,19,           1,4,           4,15,          13,48,           9,33,          27,100,     481.3,          29.4,          20,2021,ALL,afr.american/black
Chelmsford - McCarthy Middle School,00560310,ELA,          13,45,           0,0,          13,45,          10,34,           6,21,          29,100,     495.8,          37.7,          27,2021,ALL,afr.american/black
Chelmsford - McCarthy Middle School,00560310,MATH,          10,34,           0,0,          10,34,          11,38,           8,28,          29,100,     487.2,          26.8,          27,2021,ALL,afr.american/black
Chelmsford - McCarthy Middle School,00560310,SCI,           6,38,           1,6,           5,31,           7,44,           3,19,          16,100,     492.4,,,2021,ALL,afr.american/black
Chelsea - Clark Avenue School,00570050,ELA,           4,21,           1,5,           3,16,           8,42,           7,37,          19,100,     480.4,,          17,2021,ALL,afr.american/black
Chelsea - Clark Avenue School,00570050,MATH,           2,11,           0,0,           2,11,           7,39,           9,50,          18,95,     470.4,,          16,2021,ALL,afr.american/black
Chelsea - Edgar A Hooks Elementary,00570030,ELA,           5,38,           2,15,           3,23,           8,62,           0,0,          13,100,     498.2,,,2021,ALL,afr.american/black
Chelsea - Edgar A Hooks Elementary,00570030,MATH,           7,54,           2,15,           5,38,           4,31,           2,15,          13,100,     495.6,,,2021,ALL,afr.american/black
Chelsea - Eugene Wright Science and Technology Academy,00570045,ELA,           9,32,           0,0,           9,32,          13,46,           6,21,          28,97,     487.2,          24.0,          26,2021,ALL,afr.american/black
Chelsea - Eugene Wright Science and Technology Academy,00570045,MATH,           7,25,           0,0,           7,25,          12,43,           9,32,          28,97,     482.9,          22.3,          26,2021,ALL,afr.american/black
Chelsea - Frank M Sokolowski Elementary,00570040,ELA,           1,9,           0,0,           1,9,           9,82,           1,9,          11,100,     481.2,,,2021,ALL,afr.american/black
Chelsea - Frank M Sokolowski Elementary,00570040,MATH,           0,0,           0,0,           0,0,           7,64,           4,36,          11,100,     471.1,,,2021,ALL,afr.american/black
Chelsea - George F. Kelly Elementary,00570035,ELA,           6,50,           1,8,           5,42,           4,33,           2,17,          12,100,     494.6,,           1,2021,ALL,afr.american/black
Chelsea - George F. Kelly Elementary,00570035,MATH,           3,25,           0,0,           3,25,           6,50,           3,25,          12,100,     480.6,,           1,2021,ALL,afr.american/black
Chelsea - Joseph A. Browne School,00570055,ELA,           5,25,           0,0,           5,25,           6,30,           9,45,          20,95,     477.6,,          19,2021,ALL,afr.american/black
Chelsea - Joseph A. Browne School,00570055,MATH,           2,10,           0,0,           2,10,           6,30,          12,60,          20,95,     466.2,,          18,2021,ALL,afr.american/black
Chelsea - William A Berkowitz Elementary,00570025,ELA,           5,33,           1,7,           4,27,           7,47,           3,20,          15,94,     491.4,,,2021,ALL,afr.american/black
Chelsea - William A Berkowitz Elementary,00570025,MATH,           1,7,           0,0,           1,7,           8,53,           6,40,          15,94,     470.5,,,2021,ALL,afr.american/black
Chicopee - Bellamy Middle,00610305,ELA,           4,15,           1,4,           3,11,           8,30,          15,56,          27,100,     474.3,          18.3,          27,2021,ALL,afr.american/black
Chicopee - Bellamy Middle,00610305,MATH,           1,4,           0,0,           1,4,          13,48,          13,48,          27,100,     468.0,          19.0,          27,2021,ALL,afr.american/black
Chicopee - Bowe,00610015,ELA,           3,23,           0,0,           3,23,           9,69,           1,8,          13,100,     489.8,,           6,2021,ALL,afr.american/black
Chicopee - Bowe,00610015,MATH,           0,0,           0,0,           0,0,           7,58,           5,42,          12,92,     473.0,,           6,2021,ALL,afr.american/black
Chicopee - Dupont Middle,00610310,ELA,           9,25,           0,0,           9,25,          15,42,          12,33,          36,95,     482.2,          26.6,          33,2021,ALL,afr.american/black
Chicopee - Dupont Middle,00610310,MATH,           3,9,           0,0,           3,9,          17,52,          13,39,          33,89,     475.1,          12.8,          30,2021,ALL,afr.american/black
Chicopee - Gen John J Stefanik,00610090,ELA,           9,56,           0,0,           9,56,           5,31,           2,13,          16,100,     499.7,,           5,2021,ALL,afr.american/black
Chicopee - Gen John J Stefanik,00610090,MATH,           3,19,           0,0,           3,19,           8,50,           5,31,          16,100,     479.8,,           5,2021,ALL,afr.american/black
Chicopee - Litwin,00610022,ELA,           9,36,           0,0,           9,36,          10,40,           6,24,          25,96,     493.1,,           5,2021,ALL,afr.american/black
Chicopee - Litwin,00610022,MATH,           4,16,           0,0,           4,16,          11,44,          10,40,          25,96,     478.6,,           5,2021,ALL,afr.american/black
Christa McAuliffe Charter School (District) - Christa McAuliffe Charter School,04180305,ELA,          13,50,           1,4,          12,46,           9,35,           4,15,          26,90,     497.4,          36.4,          24,2021,ALL,afr.american/black
Christa McAuliffe Charter School (District) - Christa McAuliffe Charter School,04180305,MATH,          11,41,           1,4,          10,37,          10,37,           6,22,          27,93,     491.1,          35.5,          25,2021,ALL,afr.american/black
Clinton - Clinton Middle School,00640305,ELA,           6,30,           2,10,           4,20,           8,40,           6,30,          20,95,     488.1,,          17,2021,ALL,afr.american/black
Clinton - Clinton Middle School,00640305,MATH,           3,15,           1,5,           2,10,           9,45,           8,40,          20,95,     477.7,,          18,2021,ALL,afr.american/black
Clinton - Clinton Middle School,00640305,SCI,           1,10,           0,0,           1,10,           5,50,           4,40,          10,91,     476.3,,,2021,ALL,afr.american/black
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,ELA,          13,13,           0,0,          13,13,          60,58,          30,29,         103,98,     479.5,          32.2,          70,2021,ALL,afr.american/black
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,MATH,           4,4,           0,0,           4,4,          48,47,          50,49,         102,97,     469.4,          28.1,          69,2021,ALL,afr.american/black
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,SCI,           3,10,           0,0,           3,10,          20,65,           8,26,          31,100,     480.9,,,2021,ALL,afr.american/black
Cohasset - Cohasset Middle School,00650305,ELA,           7,54,           0,0,           7,54,           6,46,           0,0,          13,100,     497.7,,          13,2021,ALL,afr.american/black
Cohasset - Cohasset Middle School,00650305,MATH,           1,8,           0,0,           1,8,          11,85,           1,8,          13,100,     483.9,,          13,2021,ALL,afr.american/black
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,ELA,          61,45,           3,2,          58,42,          62,45,          14,10,         137,99,     495.5,          47.9,          79,2021,ALL,afr.american/black
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,MATH,          22,16,           0,0,          22,16,          88,64,          28,20,         138,100,     483.7,          31.2,          80,2021,ALL,afr.american/black
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,SCI,          16,41,           0,0,          16,41,          20,51,           3,8,          39,100,     492.2,,,2021,ALL,afr.american/black
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,ELA,          44,43,           4,4,          40,39,          43,42,          15,15,         102,100,     495.8,          31.7,          93,2021,ALL,afr.american/black
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,MATH,          29,28,           1,1,          28,27,          54,52,          20,19,         103,100,     487.2,          28.8,          93,2021,ALL,afr.american/black
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,SCI,          11,33,           0,0,          11,33,          14,42,           8,24,          33,97,     489.1,,,2021,ALL,afr.american/black
Concord - Alcott,00670005,ELA,           3,18,           0,0,           3,18,          11,65,           3,18,          17,100,     485.2,,           7,2021,ALL,afr.american/black
Concord - Alcott,00670005,MATH,           2,12,           0,0,           2,12,          12,71,           3,18,          17,100,     480.1,,           7,2021,ALL,afr.american/black
Concord - Concord Middle,00670305,ELA,          12,33,           1,3,          11,31,          14,39,          10,28,          36,100,     487.6,          32.3,          34,2021,ALL,afr.american/black
Concord - Concord Middle,00670305,MATH,           2,6,           0,0,           2,6,          24,67,          10,28,          36,100,     478.7,          17.6,          34,2021,ALL,afr.american/black
Conservatory Lab Charter (District) - Conservatory Lab Charter School,04390050,ELA,          26,22,           0,0,          26,22,          64,55,          26,22,         116,99,     485.0,          32.8,          63,2021,ALL,afr.american/black
Conservatory Lab Charter (District) - Conservatory Lab Charter School,04390050,MATH,           9,8,           0,0,           9,8,          53,46,          52,46,         114,97,     472.3,          21.8,          62,2021,ALL,afr.american/black
Conservatory Lab Charter (District) - Conservatory Lab Charter School,04390050,SCI,           4,17,           1,4,           3,13,          14,61,           5,22,          23,92,     485.4,,,2021,ALL,afr.american/black
Danvers - Holten Richmond Middle School,00710305,ELA,           1,8,           0,0,           1,8,           9,75,           2,17,          12,92,     485.3,,          12,2021,ALL,afr.american/black
Danvers - Holten Richmond Middle School,00710305,MATH,           2,18,           0,0,           2,18,           6,55,           3,27,          11,85,     483.2,,          11,2021,ALL,afr.american/black
Dartmouth - Dartmouth Middle,00720050,ELA,           2,20,           1,10,           1,10,           7,70,           1,10,          10,100,     490.5,,          10,2021,ALL,afr.american/black
Dartmouth - Dartmouth Middle,00720050,MATH,           3,30,           0,0,           3,30,           4,40,           3,30,          10,100,     485.4,,          10,2021,ALL,afr.american/black
Dedham - Avery,00730010,ELA,           9,47,           0,0,           9,47,           8,42,           2,11,          19,95,     492.5,,           5,2021,ALL,afr.american/black
Dedham - Avery,00730010,MATH,           2,11,           0,0,           2,11,          11,58,           6,32,          19,95,     479.3,,           5,2021,ALL,afr.american/black
Dedham - Dedham Middle School,00730305,ELA,          18,41,           0,0,          18,41,          16,36,          10,23,          44,94,     490.2,          37.0,          39,2021,ALL,afr.american/black
Dedham - Dedham Middle School,00730305,MATH,          10,23,           1,2,           9,20,          27,61,           7,16,          44,94,     488.0,          30.0,          39,2021,ALL,afr.american/black
Dedham - Dedham Middle School,00730305,SCI,           1,9,           0,0,           1,9,           9,82,           1,9,          11,85,     486.4,,,2021,ALL,afr.american/black
Dennis-Yarmouth - Dennis-Yarmouth Regional High,06450505,ELA,           4,25,           1,6,           3,19,           8,50,           4,25,          16,89,     485.6,,          12,2021,ALL,afr.american/black
Dennis-Yarmouth - Dennis-Yarmouth Regional High,06450505,MATH,           4,25,           0,0,           4,25,           8,50,           4,25,          16,89,     480.6,,          13,2021,ALL,afr.american/black
Dennis-Yarmouth - Dennis-Yarmouth Regional High,06450505,SCI,           4,40,           1,10,           3,30,           5,50,           1,10,          10,77,     497.6,,,2021,ALL,afr.american/black
Dennis-Yarmouth - Mattacheese Middle School,06450305,ELA,          12,26,           1,2,          11,24,          20,43,          14,30,          46,98,     484.1,          43.4,          34,2021,ALL,afr.american/black
Dennis-Yarmouth - Mattacheese Middle School,06450305,MATH,           5,11,           0,0,           5,11,          24,51,          18,38,          47,100,     475.8,          35.2,          36,2021,ALL,afr.american/black
Dennis-Yarmouth - Nathaniel H. Wixon School,06450050,ELA,          11,25,           1,2,          10,23,          24,55,           9,20,          44,100,     487.0,,          17,2021,ALL,afr.american/black
Dennis-Yarmouth - Nathaniel H. Wixon School,06450050,MATH,           4,9,           0,0,           4,9,          27,61,          13,30,          44,100,     477.4,,          17,2021,ALL,afr.american/black
Dennis-Yarmouth - Nathaniel H. Wixon School,06450050,SCI,           1,5,           0,0,           1,5,          11,55,           8,40,          20,100,     472.1,,,2021,ALL,afr.american/black
Dover-Sherborn - Dover-Sherborn Regional Middle School,06550405,ELA,          10,56,           0,0,          10,56,           8,44,           0,0,          18,90,     502.3,,          18,2021,ALL,afr.american/black
Dover-Sherborn - Dover-Sherborn Regional Middle School,06550405,MATH,           4,22,           0,0,           4,22,          13,72,           1,6,          18,90,     489.9,,          18,2021,ALL,afr.american/black
Dracut - Brookside Elementary,00790035,ELA,          11,52,           0,0,          11,52,           7,33,           3,14,          21,100,     493.9,,           6,2021,ALL,afr.american/black
Dracut - Brookside Elementary,00790035,MATH,           3,14,           0,0,           3,14,          14,67,           4,19,          21,100,     482.8,,           6,2021,ALL,afr.american/black
Dracut - George H. Englesby Elementary School,00790045,ELA,           5,45,           1,9,           4,36,           4,36,           2,18,          11,92,     496.8,,,2021,ALL,afr.american/black
Dracut - George H. Englesby Elementary School,00790045,MATH,           5,45,           2,18,           3,27,           3,27,           3,27,          11,92,     496.8,,,2021,ALL,afr.american/black
Dracut - Greenmont Avenue,00790030,ELA,           2,20,           1,10,           1,10,           5,50,           3,30,          10,100,     490.5,,           4,2021,ALL,afr.american/black
Dracut - Greenmont Avenue,00790030,MATH,           2,20,           0,0,           2,20,           7,70,           1,10,          10,100,     487.7,,           4,2021,ALL,afr.american/black
Dracut - Joseph A Campbell Elementary,00790020,ELA,           5,50,           0,0,           5,50,           4,40,           1,10,          10,100,     497.4,,           4,2021,ALL,afr.american/black
Dracut - Joseph A Campbell Elementary,00790020,MATH,           3,30,           0,0,           3,30,           5,50,           2,20,          10,100,     485.5,,           4,2021,ALL,afr.american/black
Dracut - Justus C. Richardson Middle School,00790410,ELA,          24,37,           3,5,          21,32,          26,40,          15,23,          65,100,     490.9,          29.9,          60,2021,ALL,afr.american/black
Dracut - Justus C. Richardson Middle School,00790410,MATH,          17,26,           5,8,          12,18,          31,48,          17,26,          65,100,     486.0,          24.5,          60,2021,ALL,afr.american/black
Dracut - Justus C. Richardson Middle School,00790410,SCI,           0,0,           0,0,           0,0,          14,74,           5,26,          19,100,     478.6,,,2021,ALL,afr.american/black
Dudley Street Neighborhood Charter School (District) - Dudley Street Neighborhood Charter School,04070405,ELA,          19,30,           1,2,          18,29,          32,51,          12,19,          63,97,     487.4,,          19,2021,ALL,afr.american/black
Dudley Street Neighborhood Charter School (District) - Dudley Street Neighborhood Charter School,04070405,MATH,           5,8,           0,0,           5,8,          27,43,          31,49,          63,97,     471.6,,          19,2021,ALL,afr.american/black
Dudley Street Neighborhood Charter School (District) - Dudley Street Neighborhood Charter School,04070405,SCI,           5,28,           0,0,           5,28,           6,33,           7,39,          18,95,     478.8,,,2021,ALL,afr.american/black
Dudley-Charlton Reg - Charlton Middle School,06580310,ELA,           5,50,           1,10,           4,40,           5,50,           0,0,          10,100,     500.1,,           7,2021,ALL,afr.american/black
Dudley-Charlton Reg - Charlton Middle School,06580310,MATH,           2,20,           0,0,           2,20,           8,80,           0,0,          10,100,     493.7,,           7,2021,ALL,afr.american/black
Dudley-Charlton Reg - Dudley Middle School,06580305,ELA,          10,71,           0,0,          10,71,           3,21,           1,7,          14,100,     499.9,,          13,2021,ALL,afr.american/black
Dudley-Charlton Reg - Dudley Middle School,06580305,MATH,           4,29,           0,0,           4,29,          10,71,           0,0,          14,100,     490.6,,          13,2021,ALL,afr.american/black
East Bridgewater - East Bridgewater JR./SR. High School,00830505,ELA,           5,25,           1,5,           4,20,           8,40,           7,35,          20,100,     481.1,,          19,2021,ALL,afr.american/black
