school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,year,grade,student_group
Andover - Wood Hill Middle School,90350,ELA,88,75,28,24,60,51,24,21,5,4,117,98,     513.9,          43.8,107,2021,6,ALL
Andover - Wood Hill Middle School,90350,MATH,88,75,24,20,64,54,25,21,5,4,118,99,     513.0,          45.9,109,2021,6,ALL
Argosy Collegiate Charter School (District) - Argosy Collegiate Charter School,35090305,ELA,15,14,0,0,15,14,52,50,37,36,104,96,     478.4,          19.4,92,2021,6,ALL
Argosy Collegiate Charter School (District) - Argosy Collegiate Charter School,35090305,MATH,10,10,0,0,10,10,55,53,38,37,103,95,     475.3,          12.9,91,2021,6,ALL
Arlington - Gibbs School,100305,ELA,334,73,124,27,210,46,91,20,30,7,455,96,     514.7,          54.5,429,2021,6,ALL
Arlington - Gibbs School,100305,MATH,286,63,47,10,239,53,143,31,25,6,454,96,     505.9,          37.7,430,2021,6,ALL
Ashburnham-Westminster - Overlook Middle School,6100305,ELA,90,49,14,8,76,41,68,37,26,14,184,98,     498.5,          41.3,175,2021,6,ALL
Ashburnham-Westminster - Overlook Middle School,6100305,MATH,51,28,3,2,48,26,107,58,25,14,183,98,     490.4,          25.5,173,2021,6,ALL
Ashland - Ashland Middle,140405,ELA,124,56,35,16,89,40,66,30,30,14,220,99,     504.2,          46.4,206,2021,6,ALL
Ashland - Ashland Middle,140405,MATH,110,50,23,10,87,39,76,34,35,16,221,99,     499.3,          42.5,207,2021,6,ALL
Athol-Royalston - Athol-Royalston Middle School,6150305,ELA,18,20,5,6,13,14,34,38,38,42,90,98,     480.1,          24.0,88,2021,6,ALL
Athol-Royalston - Athol-Royalston Middle School,6150305,MATH,11,12,1,1,10,11,35,39,44,49,90,98,     473.7,          13.1,88,2021,6,ALL
Athol-Royalston - Royalston Community School,6150050,ELA,10,59,5,29,5,29,5,29,2,12,17,100,     510.8,,17,2021,6,ALL
Athol-Royalston - Royalston Community School,6150050,MATH,8,47,3,18,5,29,7,41,2,12,17,100,     499.3,,17,2021,6,ALL
Atlantis Charter (District) - Atlantis Charter School,4910550,ELA,38,35,10,9,28,25,43,39,29,26,110,100,     489.9,          29.5,108,2021,6,ALL
Atlantis Charter (District) - Atlantis Charter School,4910550,MATH,26,24,1,1,25,23,61,55,23,21,110,100,     486.2,          24.3,108,2021,6,ALL
Attleboro - Cyril K. Brennan Middle School,160315,ELA,62,41,11,7,51,34,57,38,32,21,151,98,     495.0,          26.7,133,2021,6,ALL
Attleboro - Cyril K. Brennan Middle School,160315,MATH,37,25,3,2,34,23,75,50,39,26,151,98,     487.5,          22.2,133,2021,6,ALL
Attleboro - Robert J. Coelho Middle School,160305,ELA,65,50,9,7,56,43,46,36,18,14,129,98,     498.3,          36.5,128,2021,6,ALL
Attleboro - Robert J. Coelho Middle School,160305,MATH,54,42,6,5,48,37,57,44,18,14,129,98,     495.3,          33.0,128,2021,6,ALL
Attleboro - Wamsutta Middle School,160320,ELA,62,50,12,10,50,40,46,37,17,14,125,98,     499.1,          30.7,111,2021,6,ALL
Attleboro - Wamsutta Middle School,160320,MATH,39,31,2,2,37,30,70,56,16,13,125,98,     490.4,          21.1,111,2021,6,ALL
Auburn - Auburn Middle,170305,ELA,96,48,19,10,77,39,73,37,30,15,199,97,     497.2,          27.3,193,2021,6,ALL
Auburn - Auburn Middle,170305,MATH,86,43,13,7,73,37,91,46,22,11,199,96,     495.6,          26.4,193,2021,6,ALL
Avon - Ralph D Butler,180010,ELA,21,40,4,8,17,33,14,27,17,33,52,96,     490.4,          36.0,48,2021,6,ALL
Avon - Ralph D Butler,180010,MATH,14,27,2,4,12,23,21,40,17,33,52,96,     487.3,          36.7,48,2021,6,ALL
Ayer Shirley School District - Ayer Shirley Regional Middle School,6160305,ELA,56,44,14,11,42,33,51,40,19,15,126,93,     497.5,          41.2,120,2021,6,ALL
Ayer Shirley School District - Ayer Shirley Regional Middle School,6160305,MATH,35,28,1,1,34,27,75,60,16,13,126,93,     490.1,          24.7,121,2021,6,ALL
Barnstable - Barnstable Intermediate School,200315,ELA,127,42,22,7,105,35,99,33,78,26,304,89,     492.3,          31.6,271,2021,6,ALL
Barnstable - Barnstable Intermediate School,200315,MATH,65,21,4,1,61,20,157,51,84,27,306,90,     484.6,          18.6,275,2021,6,ALL
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,ELA,11,15,2,3,9,12,30,40,34,45,75,99,     472.7,          22.0,66,2021,6,ALL
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,MATH,2,3,0,0,2,3,43,60,27,38,72,95,     473.5,          12.5,64,2021,6,ALL
Bedford - John Glenn Middle,230305,ELA,147,73,44,22,103,51,41,20,13,6,201,99,     511.8,          45.4,192,2021,6,ALL
Bedford - John Glenn Middle,230305,MATH,134,67,30,15,104,52,60,30,6,3,200,98,     509.3,          39.5,190,2021,6,ALL
Belchertown - Chestnut Hill Community School,240006,ELA,66,43,11,7,55,36,54,36,32,21,152,90,     494.2,          36.3,148,2021,6,ALL
Belchertown - Chestnut Hill Community School,240006,MATH,52,34,3,2,49,32,77,51,22,15,151,89,     491.6,          39.9,147,2021,6,ALL
Bellingham - Bellingham Memorial School,250315,ELA,68,44,21,14,47,31,62,40,24,16,154,99,     499.3,          45.8,145,2021,6,ALL
Bellingham - Bellingham Memorial School,250315,MATH,41,27,9,6,32,21,80,52,33,21,154,99,     488.3,          26.4,145,2021,6,ALL
Belmont - Winthrop L Chenery Middle,260305,ELA,270,77,97,28,173,49,60,17,21,6,351,99,     515.8,          40.8,332,2021,6,ALL
Belmont - Winthrop L Chenery Middle,260305,MATH,254,72,59,17,195,56,89,25,8,2,351,99,     511.5,          33.9,332,2021,6,ALL
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,4200205,ELA,26,72,7,19,19,53,9,25,1,3,36,95,     510.4,          44.9,36,2021,6,ALL
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,4200205,MATH,14,39,1,3,13,36,22,61,0,0,36,95,     497.9,          24.7,36,2021,6,ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,4470205,ELA,50,54,9,10,41,44,38,41,5,5,93,98,     506.0,          40.1,89,2021,6,ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,4470205,MATH,36,39,5,5,31,33,41,44,16,17,93,98,     496.5,          22.8,89,2021,6,ALL
Berkley - Berkley Middle School,270305,ELA,58,64,23,25,35,38,22,24,11,12,91,100,     508.7,          47.3,91,2021,6,ALL
Berkley - Berkley Middle School,270305,MATH,47,52,11,12,36,40,36,40,8,9,91,100,     502.6,          38.9,91,2021,6,ALL
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,4140305,ELA,20,38,8,15,12,23,16,31,16,31,52,85,     491.7,          31.2,47,2021,6,ALL
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,4140305,MATH,15,29,0,0,15,29,24,46,13,25,52,85,     486.7,          20.9,47,2021,6,ALL
Berkshire Hills - W.E.B. Du Bois Regional Middle School,6180310,ELA,30,43,9,13,21,30,29,41,11,16,70,100,     497.2,          36.0,58,2021,6,ALL
Berkshire Hills - W.E.B. Du Bois Regional Middle School,6180310,MATH,20,29,1,1,19,28,34,49,15,22,69,99,     487.4,          21.5,58,2021,6,ALL
Berlin-Boylston - Tahanto Regional High,6200505,ELA,47,69,14,21,33,49,16,24,5,7,68,99,     509.8,          46.3,63,2021,6,ALL
Berlin-Boylston - Tahanto Regional High,6200505,MATH,30,44,7,10,23,34,30,44,8,12,68,99,     497.8,          28.0,63,2021,6,ALL
Beverly - Beverly Middle School,300305,ELA,194,55,61,17,133,38,94,27,62,18,350,98,     502.3,          42.7,334,2021,6,ALL
Beverly - Beverly Middle School,300305,MATH,129,37,17,5,112,32,151,44,67,19,347,97,     492.8,          23.8,332,2021,6,ALL
Billerica - Locke Middle,310310,ELA,104,62,29,17,75,44,53,31,12,7,169,99,     507.4,          47.2,165,2021,6,ALL
Billerica - Locke Middle,310310,MATH,61,36,2,1,59,35,87,51,21,12,169,99,     491.2,          16.1,165,2021,6,ALL
Billerica - Marshall Middle School,310305,ELA,83,45,11,6,72,39,57,31,45,24,185,98,     493.5,          33.2,172,2021,6,ALL
Billerica - Marshall Middle School,310305,MATH,49,26,2,1,47,25,98,53,39,21,186,98,     487.8,          19.3,173,2021,6,ALL
Blackstone-Millville - Frederick W. Hartnett Middle School,6220405,ELA,29,27,4,4,25,24,44,42,33,31,106,99,     486.0,          29.8,103,2021,6,ALL
Blackstone-Millville - Frederick W. Hartnett Middle School,6220405,MATH,29,27,0,0,29,27,51,48,26,25,106,99,     484.9,          28.6,103,2021,6,ALL
Boston - Adams Elementary School,350302,ELA,6,27,2,9,4,18,10,45,6,27,22,92,     490.9,          39.5,21,2021,6,ALL
Boston - Adams Elementary School,350302,MATH,6,27,1,5,5,23,7,32,9,41,22,92,     483.1,          31.6,21,2021,6,ALL
Boston - Alighieri Dante Montessori School,350066,ELA,7,58,3,25,4,33,3,25,2,17,12,100,     501.5,,12,2021,6,ALL
Boston - Alighieri Dante Montessori School,350066,MATH,4,33,0,0,4,33,7,58,1,8,12,100,     490.9,,12,2021,6,ALL
Boston - Boston Teachers Union K-8 Pilot,350012,ELA,12,55,4,18,8,36,5,23,5,23,22,49,     496.4,          24.3,21,2021,6,ALL
Boston - Boston Teachers Union K-8 Pilot,350012,MATH,14,58,1,4,13,54,6,25,4,17,24,53,     495.5,          24.8,23,2021,6,ALL
Boston - Bradley Elementary School,350215,ELA,18,67,10,37,8,30,7,26,2,7,27,100,     515.6,          57.8,27,2021,6,ALL
Boston - Bradley Elementary School,350215,MATH,14,54,4,15,10,38,8,31,4,15,26,96,     503.2,          32.3,26,2021,6,ALL
Boston - Channing Elementary School,350360,ELA,6,27,1,5,5,23,8,36,8,36,22,100,     483.5,          35.1,22,2021,6,ALL
Boston - Channing Elementary School,350360,MATH,2,9,0,0,2,9,11,50,9,41,22,100,     475.5,          26.0,22,2021,6,ALL
Boston - Condon K-8 School,350146,ELA,23,26,3,3,20,23,31,36,33,38,87,92,     480.6,          31.3,76,2021,6,ALL
Boston - Condon K-8 School,350146,MATH,16,18,0,0,16,18,31,34,43,48,90,95,     476.4,          25.5,80,2021,6,ALL
Boston - Conley Elementary School,350122,ELA,6,25,0,0,6,25,6,25,12,50,24,100,     474.8,,17,2021,6,ALL
Boston - Conley Elementary School,350122,MATH,0,0,0,0,0,0,11,46,13,54,24,100,     469.9,,16,2021,6,ALL
Boston - Curley K-8 School,350020,ELA,48,46,16,15,32,30,18,17,39,37,105,97,     491.4,          34.0,96,2021,6,ALL
Boston - Curley K-8 School,350020,MATH,31,30,5,5,26,25,34,33,37,36,102,95,     483.9,          16.5,93,2021,6,ALL
Boston - Dearborn 6-12 STEM Academy,350074,ELA,12,17,3,4,9,13,26,38,31,45,69,94,     477.0,          29.1,63,2021,6,ALL
Boston - Dearborn 6-12 STEM Academy,350074,MATH,5,7,0,0,5,7,27,37,41,56,73,99,     468.5,          11.5,66,2021,6,ALL
Boston - Edison K-8 School,350375,ELA,19,31,6,10,13,21,22,35,21,34,62,97,     486.4,          46.7,56,2021,6,ALL
Boston - Edison K-8 School,350375,MATH,9,15,1,2,8,13,25,41,27,44,61,96,     476.9,          29.2,55,2021,6,ALL
Boston - Eliot K-8 Innovation School,350096,ELA,70,71,26,27,44,45,20,20,8,8,98,94,     513.1,          42.1,91,2021,6,ALL
Boston - Eliot K-8 Innovation School,350096,MATH,68,69,27,27,41,41,26,26,5,5,99,95,     511.3,          30.7,91,2021,6,ALL
Boston - Everett Elementary School,350088,ELA,11,29,0,0,11,29,15,39,12,32,38,100,     484.0,          34.2,34,2021,6,ALL
Boston - Everett Elementary School,350088,MATH,2,5,0,0,2,5,23,61,13,34,38,100,     473.9,          13.4,34,2021,6,ALL
Boston - Frederick Pilot Middle School,350383,ELA,7,12,0,0,7,12,18,31,34,58,59,70,     470.3,          24.3,45,2021,6,ALL
Boston - Frederick Pilot Middle School,350383,MATH,5,8,0,0,5,8,18,30,37,62,60,66,     469.3,          19.4,46,2021,6,ALL
Boston - Gardner Pilot Academy,350326,ELA,12,29,0,0,12,29,13,31,17,40,42,96,     479.4,          35.7,41,2021,6,ALL
Boston - Gardner Pilot Academy,350326,MATH,10,23,0,0,10,23,19,43,15,34,44,100,     479.7,          38.8,43,2021,6,ALL
Boston - Greenwood Sarah K-8 School,350308,ELA,5,13,0,0,5,13,15,38,20,50,40,100,     473.2,          26.2,31,2021,6,ALL
Boston - Greenwood Sarah K-8 School,350308,MATH,2,5,0,0,2,5,13,33,24,62,39,98,     466.6,          25.6,31,2021,6,ALL
Boston - Guild Elementary School,350062,ELA,14,44,4,13,10,31,8,25,10,31,32,100,     490.4,          45.0,32,2021,6,ALL
Boston - Guild Elementary School,350062,MATH,5,16,0,0,5,16,19,59,8,25,32,100,     483.8,          41.5,32,2021,6,ALL
Boston - Hale Elementary School,350243,ELA,15,68,7,32,8,36,4,18,3,14,22,96,     514.1,          58.3,22,2021,6,ALL
Boston - Hale Elementary School,350243,MATH,10,45,5,23,5,23,9,41,3,14,22,96,     500.6,          24.9,22,2021,6,ALL
Boston - Haley Pilot School,350077,ELA,19,44,5,12,14,33,13,30,11,26,43,94,     493.8,          43.5,41,2021,6,ALL
Boston - Haley Pilot School,350077,MATH,8,18,1,2,7,16,21,48,15,34,44,96,     480.5,          22.4,42,2021,6,ALL
Boston - Harvard-Kent Elementary School,350200,ELA,17,33,6,12,11,21,15,29,20,38,52,100,     487.7,          33.7,47,2021,6,ALL
Boston - Harvard-Kent Elementary School,350200,MATH,17,33,5,10,12,24,22,43,12,24,51,98,     493.9,          31.1,47,2021,6,ALL
Boston - Henderson K-12 Inclusion School Upper,350426,ELA,15,23,2,3,13,20,20,31,29,45,64,100,     479.6,          24.1,48,2021,6,ALL
Boston - Henderson K-12 Inclusion School Upper,350426,MATH,10,16,0,0,10,16,33,52,21,33,64,100,     481.7,          23.3,48,2021,6,ALL
Boston - Hennigan K-8 School,350153,ELA,19,26,3,4,16,22,23,32,30,42,72,97,     479.9,          32.7,64,2021,6,ALL
Boston - Hennigan K-8 School,350153,MATH,6,9,0,0,6,9,31,44,33,47,70,95,     472.7,          22.7,62,2021,6,ALL
Boston - Hernandez K-8 School,350691,ELA,4,15,0,0,4,15,6,23,16,62,26,70,     472.4,          45.3,23,2021,6,ALL
Boston - Hernandez K-8 School,350691,MATH,4,17,0,0,4,17,9,39,10,43,23,62,     474.4,          30.5,20,2021,6,ALL
Boston - Higginson-Lewis K-8 School,350377,ELA,0,0,0,0,0,0,12,32,25,68,37,98,     462.7,          20.3,33,2021,6,ALL
Boston - Higginson-Lewis K-8 School,350377,MATH,0,0,0,0,0,0,12,32,25,68,37,98,     465.9,          17.9,33,2021,6,ALL
Boston - Hurley K-8 School,350182,ELA,16,44,5,14,11,31,13,36,7,19,36,97,     495.9,          35.1,35,2021,6,ALL
Boston - Hurley K-8 School,350182,MATH,3,8,1,3,2,6,21,58,12,33,36,97,     479.6,           7.3,35,2021,6,ALL
Boston - Irving Middle School,350445,ELA,6,14,3,7,3,7,14,33,22,52,42,94,     473.8,          27.5,38,2021,6,ALL
Boston - Irving Middle School,350445,MATH,2,5,1,2,1,2,16,38,24,57,42,94,     470.7,          19.1,38,2021,6,ALL
Boston - Jackson-Mann K-8 School,350013,ELA,17,34,5,10,12,24,12,24,21,42,50,95,     489.4,          41.5,41,2021,6,ALL
Boston - Jackson-Mann K-8 School,350013,MATH,9,17,1,2,8,15,21,40,23,43,53,98,     482.0,          25.6,43,2021,6,ALL
Boston - Kennedy Patrick J Elementary School,350264,ELA,15,37,0,0,15,37,8,20,18,44,41,100,     482.5,          37.5,38,2021,6,ALL
Boston - Kennedy Patrick J Elementary School,350264,MATH,4,10,0,0,4,10,18,44,19,46,41,100,     474.8,          17.4,38,2021,6,ALL
Boston - Kenny Elementary School,350328,ELA,15,31,1,2,14,29,14,29,19,40,48,100,     483.9,          31.4,44,2021,6,ALL
Boston - Kenny Elementary School,350328,MATH,11,23,1,2,10,21,22,46,15,31,48,100,     481.7,          27.3,44,2021,6,ALL
Boston - Kilmer K-8 School,350190,ELA,34,67,18,35,16,31,6,12,11,22,51,96,     512.3,          55.9,45,2021,6,ALL
Boston - Kilmer K-8 School,350190,MATH,34,67,10,20,24,47,10,20,7,14,51,96,     510.8,          49.6,45,2021,6,ALL
Boston - King K-8 School,350376,ELA,20,35,4,7,16,28,17,30,20,35,57,100,     484.5,          36.8,53,2021,6,ALL
Boston - King K-8 School,350376,MATH,6,11,0,0,6,11,24,43,26,46,56,98,     473.2,          24.2,53,2021,6,ALL
Boston - Lee K-8 School,350183,ELA,12,18,3,4,9,13,18,26,38,56,68,85,     478.0,          32.8,56,2021,6,ALL
Boston - Lee K-8 School,350183,MATH,8,12,2,3,6,9,17,25,44,64,69,86,     473.1,          22.7,57,2021,6,ALL
Boston - Lyndon K-8 School,350262,ELA,34,55,9,15,25,40,16,26,12,19,62,94,     502.9,          46.0,61,2021,6,ALL
Boston - Lyndon K-8 School,350262,MATH,26,42,2,3,24,39,22,35,14,23,62,94,     492.6,          33.3,61,2021,6,ALL
Boston - Lyon K-8 School,350004,ELA,1,9,0,0,1,9,7,64,3,27,11,71,     479.5,,9,2021,6,ALL
Boston - Lyon K-8 School,350004,MATH,3,27,0,0,3,27,6,55,2,18,11,71,     489.9,,9,2021,6,ALL
Boston - Manning Elementary School,350184,ELA,14,61,7,30,7,30,4,17,5,22,23,100,     507.7,          45.2,21,2021,6,ALL
Boston - Manning Elementary School,350184,MATH,11,48,2,9,9,39,5,22,7,30,23,100,     491.9,          13.9,21,2021,6,ALL
Boston - Mario Umana Academy,350656,ELA,11,19,0,0,11,19,15,26,31,54,57,90,     474.5,          29.7,48,2021,6,ALL
Boston - Mario Umana Academy,350656,MATH,2,3,0,0,2,3,32,52,27,44,61,94,     471.7,          23.2,51,2021,6,ALL
Boston - McCormack Middle School,350179,ELA,6,14,0,0,6,14,14,33,22,52,42,70,     473.6,          26.1,36,2021,6,ALL
Boston - McCormack Middle School,350179,MATH,2,5,1,3,1,3,17,44,20,51,39,64,     472.6,          18.7,34,2021,6,ALL
Boston - McKay K-8 School,350080,ELA,17,18,2,2,15,16,37,39,41,43,95,99,     479.8,          35.9,86,2021,6,ALL
Boston - McKay K-8 School,350080,MATH,4,4,0,0,4,4,52,55,39,41,95,99,     473.6,          15.2,86,2021,6,ALL
Boston - Mildred Avenue K-8 School,350378,ELA,23,21,4,4,19,18,39,36,45,42,107,98,     480.2,          37.2,96,2021,6,ALL
Boston - Mildred Avenue K-8 School,350378,MATH,4,4,0,0,4,4,48,45,55,51,107,98,     471.9,          21.5,96,2021,6,ALL
Boston - Mission Hill K-8 School,350382,ELA,6,46,2,15,4,31,4,31,3,23,13,83,     501.5,,12,2021,6,ALL
Boston - Mission Hill K-8 School,350382,MATH,2,15,0,0,2,15,4,31,7,54,13,83,     475.1,,12,2021,6,ALL
Boston - Murphy K-8 School,350240,ELA,79,60,29,22,50,38,31,23,22,17,132,96,     506.6,          41.4,126,2021,6,ALL
Boston - Murphy K-8 School,350240,MATH,61,46,9,7,52,39,46,35,26,20,133,96,     495.5,          21.9,127,2021,6,ALL
Boston - O'Donnell Elementary School,350141,ELA,7,21,1,3,6,18,15,44,12,35,34,100,     478.8,          38.2,27,2021,6,ALL
Boston - O'Donnell Elementary School,350141,MATH,2,6,0,0,2,6,22,65,10,29,34,100,     476.2,          22.3,27,2021,6,ALL
Boston - Ohrenberger School,350258,ELA,40,38,10,9,30,28,33,31,33,31,106,91,     490.0,          30.2,97,2021,6,ALL
Boston - Ohrenberger School,350258,MATH,25,24,5,5,20,19,45,42,36,34,106,91,     483.3,          20.6,97,2021,6,ALL
Boston - Orchard Gardens K-8 School,350257,ELA,6,8,0,0,6,8,26,35,43,57,75,89,     468.9,          23.7,64,2021,6,ALL
Boston - Orchard Gardens K-8 School,350257,MATH,1,1,0,0,1,1,24,32,50,67,75,89,     466.4,          10.7,64,2021,6,ALL
Boston - Otis Elementary School,350156,ELA,10,26,1,3,9,24,14,37,14,37,38,100,     481.9,          38.7,34,2021,6,ALL
Boston - Otis Elementary School,350156,MATH,9,24,0,0,9,24,19,50,10,26,38,100,     483.3,          21.7,34,2021,6,ALL
Boston - Perkins Elementary School,350231,ELA,4,25,1,6,3,19,11,69,1,6,16,94,     492.1,,14,2021,6,ALL
Boston - Perkins Elementary School,350231,MATH,2,13,0,0,2,13,8,50,6,38,16,94,     475.1,,14,2021,6,ALL
Boston - Perry K-8 School,350255,ELA,5,24,1,5,4,19,6,29,10,48,21,96,     486.8,,14,2021,6,ALL
Boston - Perry K-8 School,350255,MATH,6,29,0,0,6,29,6,29,9,43,21,96,     495.3,,14,2021,6,ALL
Boston - Quincy Upper School,350565,ELA,51,39,10,8,41,31,49,37,31,24,131,96,     493.1,          38.9,125,2021,6,ALL
Boston - Quincy Upper School,350565,MATH,52,39,6,5,46,35,56,42,25,19,133,96,     492.6,          25.5,126,2021,6,ALL
Boston - Roosevelt K-8 School,350116,ELA,6,18,0,0,6,18,16,47,12,35,34,74,     482.0,          27.7,30,2021,6,ALL
Boston - Roosevelt K-8 School,350116,MATH,1,3,1,3,0,0,12,39,18,58,31,68,     470.9,          18.1,26,2021,6,ALL
Boston - TechBoston Academy,350657,ELA,8,9,0,0,8,9,40,44,43,47,91,93,     471.8,          19.3,82,2021,6,ALL
Boston - TechBoston Academy,350657,MATH,3,3,0,0,3,3,44,47,47,50,94,96,     470.3,          18.5,85,2021,6,ALL
Boston - Timilty Middle School,350485,ELA,7,15,0,0,7,15,17,36,23,49,47,91,     473.7,          28.9,43,2021,6,ALL
