school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Arlington - Peirce,00100045,SCI,          11,85,           3,23,           8,62,           2,15,           0,0,          13,100,     514.3,,,95,2022,ALL,female
Arlington - Thompson,00100050,ELA,          74,61,          20,16,          54,44,          43,35,           5,4,         122,98,     507.5,          55.1,          74,83,2022,ALL,female
Arlington - Thompson,00100050,MATH,          76,62,          20,16,          56,46,          42,34,           4,3,         122,98,     507.3,          57.9,          74,89,2022,ALL,female
Arlington - Thompson,00100050,SCI,          24,48,           6,12,          18,36,          22,44,           4,8,          50,96,     500.7,,,67,2022,ALL,female
Ashburnham-Westminster - Briggs Elementary,06100025,ELA,          60,50,           5,4,          55,45,          55,45,           6,5,         121,100,     499.2,          46.7,          79,56,2022,ALL,female
Ashburnham-Westminster - Briggs Elementary,06100025,MATH,          55,45,           3,2,          52,43,          54,45,          12,10,         121,100,     496.1,          45.5,          79,60,2022,ALL,female
Ashburnham-Westminster - Briggs Elementary,06100025,SCI,          16,41,           3,8,          13,33,          20,51,           3,8,          39,98,     496.1,,,52,2022,ALL,female
Ashburnham-Westminster - Overlook Middle School,06100305,ELA,         159,58,          28,10,         131,48,         100,37,          13,5,         272,100,     504.4,          62.1,         257,74,2022,ALL,female
Ashburnham-Westminster - Overlook Middle School,06100305,MATH,         120,44,           5,2,         115,42,         138,51,          13,5,         271,100,     497.1,          59.2,         255,63,2022,ALL,female
Ashburnham-Westminster - Overlook Middle School,06100305,SCI,          39,44,           2,2,          37,42,          45,51,           4,5,          88,100,     496.0,,,52,2022,ALL,female
Ashburnham-Westminster - Westminster Elementary,06100005,ELA,          56,41,           0,0,          56,41,          75,55,           5,4,         136,99,     496.5,          43.0,          81,44,2022,ALL,female
Ashburnham-Westminster - Westminster Elementary,06100005,MATH,          49,36,           3,2,          46,34,          73,54,          14,10,         136,99,     493.1,          41.6,          81,50,2022,ALL,female
Ashburnham-Westminster - Westminster Elementary,06100005,SCI,          18,44,           1,2,          17,41,          18,44,           5,12,          41,100,     493.9,,,45,2022,ALL,female
Ashland - Ashland Middle,00140405,ELA,         203,63,          63,20,         140,44,          93,29,          24,8,         320,98,     507.6,          61.4,         307,83,2022,ALL,female
Ashland - Ashland Middle,00140405,MATH,         193,60,          51,16,         142,44,         111,34,          18,6,         322,98,     506.2,          66.6,         306,87,2022,ALL,female
Ashland - Ashland Middle,00140405,SCI,          65,61,           9,8,          56,53,          36,34,           5,5,         106,99,     505.0,,,80,2022,ALL,female
Ashland - David Mindess,00140015,ELA,         143,49,          16,5,         127,44,         128,44,          20,7,         291,100,     499.2,          46.8,         191,56,2022,ALL,female
