school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year
Salem - Witchcraft Heights,2580070,MATH,          34,14,           3,1,          31,13,         111,47,          92,39,         237,100,479.1,26.4,         137,12.0,2022
Salem - Witchcraft Heights,2580070,SCI,          17,20,           0,0,          17,20,          40,46,          30,34,          87,100,480.9,,,15.0,2022
Salem Academy Charter (District) - Salem Academy Charter School,4850485,ELA,          91,44,           6,3,          85,41,          85,41,          32,15,         208,100,495.0,54.8,         199,51.0,2022
Salem Academy Charter (District) - Salem Academy Charter School,4850485,MATH,          59,28,           7,3,          52,25,         118,56,          32,15,         209,99,488.7,44.1,         200,35.0,2022
Salem Academy Charter (District) - Salem Academy Charter School,4850485,SCI,          28,41,           4,6,          24,35,          27,39,          14,20,          69,100,492.4,,,40.0,2022
Sandwich - Oak Ridge,2610025,ELA,         340,48,          59,8,         281,40,         293,41,          75,11,         708,98,498.8,54.8,         478,65.0,2022
Sandwich - Oak Ridge,2610025,MATH,         377,53,          38,5,         339,48,         272,38,          62,9,         711,99,500.3,59.8,         482,70.0,2022
Sandwich - Oak Ridge,2610025,SCI,          83,51,          22,13,          61,37,          58,35,          23,14,         164,99,499.9,,,63.0,2022
Sandwich - Sandwich STEM Academy,2610305,ELA,         187,49,          32,8,         155,41,         152,40,          43,11,         382,100,498.8,57.5,         362,65.0,2022
Sandwich - Sandwich STEM Academy,2610305,MATH,         179,47,          13,3,         166,44,         163,43,          35,9,         377,98,497.6,53.8,         359,61.0,2022
Sandwich - Sandwich STEM Academy,2610305,SCI,         111,53,          12,6,          99,48,          80,38,          17,8,         208,99,500.3,,,65.0,2022
Saugus - Belmonte STEAM Academy,2620060,ELA,         207,38,          18,3,         189,35,         291,53,          49,9,         547,99,494.6,50.1,         364,48.0,2022
Saugus - Belmonte STEAM Academy,2620060,MATH,         236,43,          20,4,         216,39,         247,45,          65,12,         548,100,495.8,57.1,         363,57.0,2022
Saugus - Belmonte STEAM Academy,2620060,SCI,          80,44,          13,7,          67,37,          79,43,          24,13,         183,99,497.3,,,55.0,2022
Saugus - Saugus Middle School,2620305,ELA,         189,33,          14,2,         175,30,         274,48,         113,20,         576,98,489.7,40.6,         559,32.0,2022
Saugus - Saugus Middle School,2620305,MATH,         167,29,          10,2,         157,27,         307,53,         102,18,         576,99,489.2,44.1,         558,37.0,2022
Saugus - Saugus Middle School,2620305,SCI,          85,42,           2,1,          83,41,          97,48,          19,9,         201,98,493.5,,,43.0,2022
Savoy - Emma L Miller Elementary School,2630010,ELA,          10,32,           2,6,           8,26,          17,55,           4,13,          31,100,492.8,46.3,          23,42.0,2022
Savoy - Emma L Miller Elementary School,2630010,MATH,          11,35,           0,0,          11,35,          17,55,           3,10,          31,100,493.3,51.5,          23,50.0,2022
Scituate - Cushing Elementary,2640007,ELA,          90,59,          11,7,          79,52,          59,39,           3,2,         152,100,503.7,47.0,          95,80.0,2022
Scituate - Cushing Elementary,2640007,MATH,          95,63,          13,9,          82,54,          55,36,           2,1,         152,100,507.3,56.8,          95,88.0,2022
Scituate - Cushing Elementary,2640007,SCI,          32,65,           3,6,          29,59,          16,33,           1,2,          49,100,506.3,,,82.0,2022
Scituate - Gates Middle School,2640305,ELA,         362,62,          66,11,         296,50,         184,31,          41,7,         587,99,504.6,47.8,         564,83.0,2022
Scituate - Gates Middle School,2640305,MATH,         329,56,          41,7,         288,49,         218,37,          37,6,         584,98,502.3,36.8,         563,77.0,2022
Scituate - Gates Middle School,2640305,SCI,         109,59,          15,8,          94,51,          67,36,          10,5,         186,98,503.9,,,77.0,2022
Scituate - Hatherly Elementary,2640010,ELA,          74,57,          19,15,          55,43,          44,34,          11,9,         129,100,507.1,62.9,          74,89.0,2022
Scituate - Hatherly Elementary,2640010,MATH,          75,58,          10,8,          65,50,          42,33,          12,9,         129,100,506.5,56.3,          74,86.0,2022
Scituate - Hatherly Elementary,2640010,SCI,          33,89,           8,22,          25,68,           3,8,           1,3,          37,100,517.7,,,98.0,2022
Scituate - Jenkins Elementary School,2640015,ELA,          94,54,          12,7,          82,47,          69,39,          12,7,         175,100,501.7,50.6,         109,75.0,2022
Scituate - Jenkins Elementary School,2640015,MATH,         100,57,           9,5,          91,52,          62,35,          13,7,         175,100,501.5,53.9,         109,74.0,2022
Scituate - Jenkins Elementary School,2640015,SCI,          26,49,           4,8,          22,42,          22,42,           5,9,          53,100,499.7,,,63.0,2022
Scituate - Wampatuck Elementary,2640020,ELA,         129,71,          28,15,         101,56,          46,25,           6,3,         181,100,510.0,63.1,         114,94.0,2022
Scituate - Wampatuck Elementary,2640020,MATH,         119,66,          16,9,         103,57,          57,31,           5,3,         181,100,507.6,52.5,         114,88.0,2022
Scituate - Wampatuck Elementary,2640020,SCI,          40,73,          13,24,          27,49,          14,25,           1,2,          55,100,514.6,,,96.0,2022
Seekonk - Dr. Kevin M. Hurley Middle School,2650405,ELA,         233,52,          32,7,         201,45,         160,36,          54,12,         447,100,498.6,46.8,         429,64.0,2022
Seekonk - Dr. Kevin M. Hurley Middle School,2650405,MATH,         223,50,          19,4,         204,46,         187,42,          37,8,         447,100,497.7,46.9,         426,62.0,2022
Seekonk - Dr. Kevin M. Hurley Middle School,2650405,SCI,          74,51,           7,5,          67,46,          56,38,          16,11,         146,100,497.7,,,56.0,2022
Seekonk - George R Martin,2650007,ELA,         132,57,          19,8,         113,49,          84,36,          16,7,         232,100,501.7,54.4,         159,75.0,2022
Seekonk - George R Martin,2650007,MATH,         138,59,          19,8,         119,51,          83,36,          11,5,         232,100,504.0,63.5,         159,81.0,2022
Seekonk - George R Martin,2650007,SCI,          56,63,          10,11,          46,52,          28,31,           5,6,          89,100,505.5,,,80.0,2022
Seekonk - Mildred Aitken School,2650015,ELA,         135,52,          19,7,         116,45,         109,42,          16,6,         260,100,501.0,54.6,         164,73.0,2022
Seekonk - Mildred Aitken School,2650015,MATH,         149,57,          22,8,         127,49,          89,34,          22,8,         260,100,503.0,53.8,         164,79.0,2022
Seekonk - Mildred Aitken School,2650015,SCI,          49,57,           9,10,          40,47,          32,37,           5,6,          86,100,503.6,,,75.0,2022
Sharon - Cottage Street,2660005,ELA,         143,64,          21,9,         122,54,          77,34,           4,2,         224,99,506.2,52.7,         146,87.0,2022
Sharon - Cottage Street,2660005,MATH,         140,63,          33,15,         107,48,          75,33,           9,4,         224,99,507.3,63.0,         147,88.0,2022
Sharon - Cottage Street,2660005,SCI,          55,71,          11,14,          44,56,          21,27,           2,3,          78,100,510.1,,,89.0,2022
Sharon - East Elementary,2660010,ELA,         187,69,          29,11,         158,58,          79,29,           6,2,         272,100,507.5,51.4,         157,90.0,2022
Sharon - East Elementary,2660010,MATH,         192,71,          56,21,         136,50,          68,25,          11,4,         271,99,512.6,62.9,         155,95.0,2022
Sharon - East Elementary,2660010,SCI,          60,71,          13,15,          47,55,          19,22,           6,7,          85,99,510.6,,,90.0,2022
Sharon - Heights Elementary,2660015,ELA,         205,74,          47,17,         158,57,          63,23,           8,3,         276,99,511.9,61.9,         174,97.0,2022
Sharon - Heights Elementary,2660015,MATH,         216,78,          64,23,         152,55,          49,18,          12,4,         277,100,515.4,64.1,         174,98.0,2022
Sharon - Heights Elementary,2660015,SCI,          74,82,          15,17,          59,66,          12,13,           4,4,          90,99,512.9,,,94.0,2022
Sharon - Sharon Middle,2660305,ELA,         499,59,          90,11,         409,48,         286,34,          62,7,         847,99,503.7,47.4,         804,80.0,2022
Sharon - Sharon Middle,2660305,MATH,         560,66,         174,21,         386,46,         242,29,          41,5,         843,98,509.9,49.0,         797,91.0,2022
Sharon - Sharon Middle,2660305,SCI,         202,70,          43,15,         159,55,          74,26,          14,5,         290,98,509.5,,,88.0,2022
Sherborn - Pine Hill,2690010,ELA,         128,63,          24,12,         104,51,          72,35,           3,1,         203,100,506.5,59.2,         126,89.0,2022
Sherborn - Pine Hill,2690010,MATH,         124,61,          15,7,         109,54,          70,35,           8,4,         202,99,505.9,52.5,         126,87.0,2022
Sherborn - Pine Hill,2690010,SCI,          51,65,           2,3,          49,62,          26,33,           2,3,          79,100,506.4,,,82.0,2022
Shrewsbury - Calvin Coolidge School,2710015,ELA,          58,60,          12,12,          46,47,          34,35,           5,5,          97,100,505.6,59.6,          54,86.0,2022
Shrewsbury - Calvin Coolidge School,2710015,MATH,          64,67,          17,18,          47,49,          26,27,           6,6,          96,99,509.1,73.9,          54,90.0,2022
Shrewsbury - Floral Street School,2710020,ELA,         137,67,          31,15,         106,51,          63,31,           6,3,         206,100,510.9,59.8,          98,96.0,2022
Shrewsbury - Floral Street School,2710020,MATH,         154,75,          47,23,         107,52,          43,21,           9,4,         206,100,514.1,55.8,          98,97.0,2022
Shrewsbury - Major Howard W. Beal School,2710005,ELA,         137,57,          27,11,         110,45,          89,37,          16,7,         242,100,503.4,49.2,         111,79.0,2022
Shrewsbury - Major Howard W. Beal School,2710005,MATH,         155,64,          38,16,         117,48,          72,30,          15,6,         242,100,507.6,58.4,         109,88.0,2022
Shrewsbury - Oak Middle School,2710030,ELA,         598,63,         123,13,         475,50,         282,30,          67,7,         947,100,506.0,54.7,         906,86.0,2022
Shrewsbury - Oak Middle School,2710030,MATH,         586,62,         171,18,         415,44,         289,30,          73,8,         948,100,506.8,49.8,         907,87.0,2022
Shrewsbury - Oak Middle School,2710030,SCI,         302,63,          44,9,         258,54,         150,31,          28,6,         480,99,505.2,,,79.0,2022
Shrewsbury - Sherwood Middle School,2710305,ELA,         561,61,         112,12,         449,49,         306,33,          57,6,         924,99,505.0,52.2,         886,84.0,2022
Shrewsbury - Sherwood Middle School,2710305,MATH,         553,60,         114,12,         439,48,         302,33,          67,7,         922,99,505.7,49.3,         885,85.0,2022
Shrewsbury - Sherwood Middle School,2710305,SCI,         298,64,          56,12,         242,52,         143,30,          28,6,         469,100,506.5,,,82.0,2022
Shrewsbury - Spring Street School,2710035,ELA,         110,76,          42,29,          68,47,          29,20,           5,3,         144,100,518.0,58.9,          62,99.0,2022
Shrewsbury - Spring Street School,2710035,MATH,         117,81,          32,22,          85,59,          22,15,           5,3,         144,100,515.7,57.5,          62,98.0,2022
Shrewsbury - Walter J. Paton School,2710025,ELA,          79,54,          14,10,          65,44,          57,39,          11,7,         147,99,502.5,43.1,          72,77.0,2022
Shrewsbury - Walter J. Paton School,2710025,MATH,          91,61,          22,15,          69,47,          46,31,          11,7,         148,100,505.8,51.2,          72,85.0,2022
Shutesbury - Shutesbury Elementary,2720005,ELA,          35,65,           6,11,          29,54,          17,31,           2,4,          54,100,506.6,67.6,          29,88.0,2022
Shutesbury - Shutesbury Elementary,2720005,MATH,          25,45,           2,4,          23,42,          24,44,           6,11,          55,100,498.1,74.8,          29,64.0,2022
Shutesbury - Shutesbury Elementary,2720005,SCI,          12,71,           3,18,           9,53,           4,24,           1,6,          17,100,511.8,,,96.0,2022
Silver Lake - Silver Lake Regional Middle School,7600405,ELA,         212,43,          11,2,         201,41,         215,44,          66,13,         493,100,494.8,47.2,         479,50.0,2022
Silver Lake - Silver Lake Regional Middle School,7600405,MATH,         217,44,          26,5,         191,39,         228,46,          48,10,         493,100,496.1,53.1,         479,57.0,2022
Silver Lake - Silver Lake Regional Middle School,7600405,SCI,         114,46,          14,6,         100,40,         104,42,          31,12,         249,98,495.8,,,50.0,2022
Sizer School: A North Central Charter Essential (District) - Sizer School: A North Central Charter Essential School,4740505,ELA,          56,40,           7,5,          49,35,          59,42,          24,17,         139,99,491.6,52.5,         112,36.0,2022
Sizer School: A North Central Charter Essential (District) - Sizer School: A North Central Charter Essential School,4740505,MATH,          14,10,           0,0,          14,10,          93,68,          29,21,         136,98,480.0,38.9,         110,14.0,2022
Sizer School: A North Central Charter Essential (District) - Sizer School: A North Central Charter Essential School,4740505,SCI,          16,23,           0,0,          16,23,          34,49,          19,28,          69,97,483.1,,,20.0,2022
Somerset - Chace Street,2730005,ELA,          69,37,           4,2,          65,35,          98,52,          21,11,         188,99,493.1,45.8,         111,43.0,2022
Somerset - Chace Street,2730005,MATH,          73,39,           4,2,          69,37,          92,49,          23,12,         188,99,494.4,57.5,         111,53.0,2022
Somerset - Chace Street,2730005,SCI,          34,61,           3,5,          31,55,          18,32,           4,7,          56,98,501.7,,,70.0,2022
Somerset - North Elementary,2730008,ELA,         100,45,           3,1,          97,44,         103,46,          19,9,         222,100,496.1,45.0,         144,55.0,2022
Somerset - North Elementary,2730008,MATH,          80,36,           6,3,          74,33,         110,50,          31,14,         221,100,493.0,47.1,         143,49.0,2022
Somerset - North Elementary,2730008,SCI,          44,52,           5,6,          39,46,          32,38,           9,11,          85,100,499.2,,,61.0,2022
Somerset - Somerset Middle School,2730305,ELA,         221,38,          21,4,         200,34,         288,49,          73,13,         582,99,494.0,48.1,         542,47.0,2022
Somerset - Somerset Middle School,2730305,MATH,         218,38,          13,2,         205,35,         300,52,          60,10,         578,99,495.0,51.1,         538,54.0,2022
Somerset - Somerset Middle School,2730305,SCI,         101,45,          10,4,          91,40,         109,48,          15,7,         225,99,497.9,,,57.0,2022
Somerset - South,2730015,ELA,          71,53,           8,6,          63,47,          52,39,          11,8,         134,97,501.6,59.0,          81,75.0,2022
Somerset - South,2730015,MATH,          54,40,           0,0,          54,40,          65,49,          15,11,         134,97,493.2,46.5,          81,49.0,2022
Somerset - South,2730015,SCI,          27,54,           2,4,          25,50,          19,38,           4,8,          50,96,500.0,,,64.0,2022
Somerville - Albert F. Argenziano School at Lincoln Park,2740087,ELA,         120,42,          13,5,         107,37,         107,37,          59,21,         286,100,492.0,52.1,         211,39.0,2022
Somerville - Albert F. Argenziano School at Lincoln Park,2740087,MATH,         103,36,          15,5,          88,31,         121,42,          63,22,         287,100,490.6,54.6,         210,41.0,2022
Somerville - Albert F. Argenziano School at Lincoln Park,2740087,SCI,          37,41,           4,4,          33,37,          34,38,          19,21,          90,100,491.6,,,38.0,2022
Somerville - Arthur D Healey,2740075,ELA,          83,30,          11,4,          72,26,         111,41,          80,29,         274,100,485.9,55.2,         216,22.0,2022
Somerville - Arthur D Healey,2740075,MATH,          54,20,           7,3,          47,17,         117,43,         101,37,         272,99,480.5,53.3,         214,16.0,2022
Somerville - Arthur D Healey,2740075,SCI,          26,29,           5,5,          21,23,          37,41,          28,31,          91,98,484.0,,,22.0,2022
Somerville - Benjamin G Brown,2740015,ELA,          63,81,          15,19,          48,62,          15,19,           0,0,          78,100,515.3,65.3,          46,99.0,2022
Somerville - Benjamin G Brown,2740015,MATH,          61,79,          13,17,          48,62,          13,17,           3,4,          77,99,515.1,69.8,          45,97.0,2022
Somerville - Benjamin G Brown,2740015,SCI,          24,83,          12,41,          12,41,           4,14,           1,3,          29,100,519.7,,,99.0,2022
Somerville - E Somerville Community,2740111,ELA,         147,32,          21,5,         126,27,         194,42,         123,27,         464,100,487.1,48.6,         365,25.0,2022
Somerville - E Somerville Community,2740111,MATH,          96,21,           5,1,          91,20,         215,46,         152,33,         463,100,480.6,43.4,         364,16.0,2022
Somerville - E Somerville Community,2740111,SCI,          45,30,          10,7,          35,23,          73,49,          31,21,         149,100,489.1,,,32.0,2022
Somerville - John F Kennedy,2740083,ELA,         201,69,          73,25,         128,44,          57,19,          35,12,         293,100,510.8,59.5,         231,95.0,2022
Somerville - John F Kennedy,2740083,MATH,         185,63,          46,16,         139,47,          74,25,          34,12,         293,100,506.8,68.5,         225,87.0,2022
Somerville - John F Kennedy,2740083,SCI,          63,75,          18,21,          45,54,          14,17,           7,8,          84,98,513.4,,,95.0,2022
Somerville - Next Wave Junior High,2740410,ELA,           1,7,           0,0,           1,7,           1,7,          12,86,          14,100,461.4,,          13,1.0,2022
Somerville - Next Wave Junior High,2740410,MATH,           0,0,           0,0,           0,0,           3,23,          10,77,          13,96,458.8,,          12,1.0,2022
Somerville - West Somerville Neighborhood,2740115,ELA,         110,51,          22,10,          88,41,          77,36,          28,13,         215,97,499.5,54.6,         159,68.0,2022
Somerville - West Somerville Neighborhood,2740115,MATH,          95,44,          19,9,          76,35,          83,38,          39,18,         217,99,495.1,66.6,         158,54.0,2022
Somerville - West Somerville Neighborhood,2740115,SCI,          30,46,           5,8,          25,38,          27,42,           8,12,          65,97,495.7,,,50.0,2022
Somerville - Winter Hill Community,2740120,ELA,          44,20,           1,0,          43,19,          96,43,          84,38,         224,98,480.1,43.3,         177,10.0,2022
Somerville - Winter Hill Community,2740120,MATH,          29,13,           0,0,          29,13,         119,53,          78,35,         226,99,479.1,43.9,         179,13.0,2022
Somerville - Winter Hill Community,2740120,SCI,          13,17,           1,1,          12,16,          30,39,          33,43,          76,99,477.0,,,9.0,2022
South Hadley - Michael E. Smith Middle School,2780305,ELA,         170,33,          15,3,         155,30,         255,50,          86,17,         511,98,491.6,46.3,         445,38.0,2022
South Hadley - Michael E. Smith Middle School,2780305,MATH,         152,30,           8,2,         144,28,         262,51,          96,19,         510,98,489.3,44.5,         447,37.0,2022
South Hadley - Michael E. Smith Middle School,2780305,SCI,         140,55,          23,9,         117,46,          87,34,          29,11,         256,98,501.5,,,68.0,2022
South Hadley - Mosier,2780020,ELA,          95,36,           8,3,          87,33,         128,48,          41,16,         264,98,492.6,50.2,         116,41.0,2022
South Hadley - Mosier,2780020,MATH,          76,29,           7,3,          69,26,         127,49,          58,22,         261,97,488.1,44.3,         114,33.0,2022
South Shore Charter Public (District) - South Shore Charter Public School,4880550,ELA,         206,44,          25,5,         181,39,         209,45,          50,11,         465,96,496.8,53.1,         367,58.0,2022
South Shore Charter Public (District) - South Shore Charter Public School,4880550,MATH,         146,31,           8,2,         138,29,         262,55,          66,14,         474,98,490.0,46.2,         371,39.0,2022
South Shore Charter Public (District) - South Shore Charter Public School,4880550,SCI,          69,45,           8,5,          61,39,          76,49,          10,6,         155,98,498.8,,,59.0,2022
Southampton - William E Norris,2750005,ELA,          94,38,           7,3,          87,35,         131,52,          25,10,         250,99,493.7,46.1,         176,45.0,2022
Southampton - William E Norris,2750005,MATH,         108,43,           8,3,         100,40,         121,48,          23,9,         252,100,495.3,57.8,         179,56.0,2022
Southampton - William E Norris,2750005,SCI,          47,61,           9,12,          38,49,          28,36,           2,3,          77,99,504.7,,,78.0,2022
Southborough - Albert S. Woodward Memorial School,2760050,ELA,          95,77,          27,22,          68,55,          26,21,           2,2,         123,99,515.5,,,99.0,2022
Southborough - Albert S. Woodward Memorial School,2760050,MATH,          97,80,          45,37,          52,43,          21,17,           4,3,         122,98,520.5,,,99.0,2022
Southborough - Margaret A Neary,2760020,ELA,         189,74,          22,9,         167,65,          65,25,           2,1,         256,99,508.9,52.6,         245,93.0,2022
Southborough - Margaret A Neary,2760020,MATH,         216,84,          56,22,         160,63,          35,14,           5,2,         256,99,517.2,60.4,         245,98.0,2022
Southborough - Margaret A Neary,2760020,SCI,          92,76,          22,18,          70,58,          27,22,           2,2,         121,99,513.1,,,94.0,2022
Southborough - P Brent Trottier,2760305,ELA,         232,63,          41,11,         191,51,         118,32,          21,6,         371,99,507.4,46.6,         356,90.0,2022
Southborough - P Brent Trottier,2760305,MATH,         266,71,          95,25,         171,46,          98,26,          10,3,         374,100,514.4,52.4,         358,97.0,2022
Southborough - P Brent Trottier,2760305,SCI,          90,73,          21,17,          69,56,          29,23,           5,4,         124,100,510.4,,,90.0,2022
Southbridge - Charlton Street,2770005,ELA,          26,13,           0,0,          26,13,         106,54,          63,32,         195,100,479.6,37.1,         132,9.0,2022
Southbridge - Charlton Street,2770005,MATH,          17,9,           0,0,          17,9,          80,42,          94,49,         191,100,472.1,36.4,         129,5.0,2022
Southbridge - Charlton Street,2770005,SCI,           5,7,           0,0,           5,7,          32,44,          36,49,          73,100,471.9,,,3.0,2022
Southbridge - Southbridge Academy,2770525,ELA,           0,0,           0,0,           0,0,           2,20,           8,80,          10,100,456.0,,          10,1.0,2022
Southbridge - Southbridge Academy,2770525,MATH,           0,0,           0,0,           0,0,           0,0,          10,100,          10,100,455.6,,          10,1.0,2022
Southbridge - Southbridge Middle School,2770315,ELA,          48,13,           3,1,          45,12,         146,38,         187,49,         381,99,473.5,45.1,         352,3.0,2022
Southbridge - Southbridge Middle School,2770315,MATH,          42,11,           1,0,          41,11,         172,45,         167,44,         381,99,475.4,50.4,         347,7.0,2022
Southbridge - Southbridge Middle School,2770315,SCI,          20,14,           0,0,          20,14,          66,47,          55,39,         141,98,477.9,,,10.0,2022
Southbridge - West Street,2770020,ELA,          21,10,           0,0,          21,10,         118,56,          71,34,         210,99,476.7,39.3,         139,5.0,2022
Southbridge - West Street,2770020,MATH,          20,9,           1,0,          19,9,          84,40,         107,51,         211,100,471.5,39.2,         139,4.0,2022
Southbridge - West Street,2770020,SCI,          12,17,           0,0,          12,17,          33,46,          27,38,          72,100,475.9,,,8.0,2022
Southern Berkshire - Mt Everett Regional,7650505,ELA,          41,35,           3,3,          38,32,          51,44,          25,21,         117,99,490.2,50.6,         108,34.0,2022
Southern Berkshire - Mt Everett Regional,7650505,MATH,          21,18,           5,4,          16,14,          73,62,          23,20,         117,99,484.6,43.3,         108,24.0,2022
Southern Berkshire - Mt Everett Regional,7650505,SCI,          17,53,           2,6,          15,47,          11,34,           4,13,          32,97,497.3,,,55.0,2022
Southern Berkshire - New Marlborough Central,7650018,ELA,           7,41,           2,12,           5,29,           8,47,           2,12,          17,100,496.5,,,57.0,2022
Southern Berkshire - New Marlborough Central,7650018,MATH,           6,35,           1,6,           5,29,           8,47,           3,18,          17,100,491.0,,,42.0,2022
Southern Berkshire - Undermountain,7650035,ELA,          40,37,           4,4,          36,33,          54,50,          15,14,         109,99,493.8,51.1,          75,46.0,2022
Southern Berkshire - Undermountain,7650035,MATH,          45,41,           4,4,          41,38,          45,41,          19,17,         109,99,494.6,49.7,          75,53.0,2022
Southern Berkshire - Undermountain,7650035,SCI,          21,46,           4,9,          17,37,          22,48,           3,7,          46,100,498.9,,,60.0,2022
Southwick-Tolland-Granville Regional School District - Powder Mill School,7660315,ELA,         151,40,          13,3,         138,36,         179,47,          52,14,         382,99,493.6,51.0,         266,45.0,2022
Southwick-Tolland-Granville Regional School District - Powder Mill School,7660315,MATH,         168,44,          14,4,         154,41,         163,43,          49,13,         380,98,495.5,50.7,         264,56.0,2022
Southwick-Tolland-Granville Regional School District - Powder Mill School,7660315,SCI,          39,39,           2,2,          37,37,          52,51,          10,10,         101,100,492.2,,,40.0,2022
Southwick-Tolland-Granville Regional School District - Southwick Regional School,7660505,ELA,          95,41,           7,3,          88,38,         108,47,          29,13,         232,98,493.6,47.7,         222,45.0,2022
Southwick-Tolland-Granville Regional School District - Southwick Regional School,7660505,MATH,          72,31,          15,6,          57,24,         140,59,          24,10,         236,100,493.9,56.0,         225,51.0,2022
Southwick-Tolland-Granville Regional School District - Southwick Regional School,7660505,SCI,          52,44,           5,4,          47,40,          54,46,          11,9,         117,100,496.9,,,54.0,2022
Spencer-E Brookfield - East Brookfield Elementary,7670008,ELA,          37,47,           8,10,          29,37,          31,40,          10,13,          78,100,499.2,62.3,          57,67.0,2022
Spencer-E Brookfield - East Brookfield Elementary,7670008,MATH,          36,47,           1,1,          35,45,          33,43,           8,10,          77,99,493.8,60.3,          57,51.0,2022
Spencer-E Brookfield - East Brookfield Elementary,7670008,SCI,          11,52,           2,10,           9,43,           7,33,           3,14,          21,100,500.6,,,66.0,2022
Spencer-E Brookfield - Knox Trail Middle School,7670415,ELA,          94,25,          10,3,          84,22,         201,52,          88,23,         383,99,486.2,43.1,         367,22.0,2022
Spencer-E Brookfield - Knox Trail Middle School,7670415,MATH,          73,19,           3,1,          70,18,         222,58,          88,23,         383,99,484.0,44.0,         367,23.0,2022
Spencer-E Brookfield - Knox Trail Middle School,7670415,SCI,          90,39,          11,5,          79,35,          97,43,          41,18,         228,99,492.5,,,40.0,2022
Spencer-E Brookfield - Wire Village School,7670040,ELA,          40,24,           1,1,          39,23,          97,58,          29,17,         166,99,488.2,53.9,          83,28.0,2022
Spencer-E Brookfield - Wire Village School,7670040,MATH,          31,19,           1,1,          30,18,          86,52,          49,30,         166,100,481.8,51.7,          85,18.0,2022
Springfield - Alfred G. Zanetti Montessori Magnet School,2810095,ELA,         109,53,          10,5,          99,48,          88,43,          10,5,         207,99,500.7,51.0,         169,71.0,2022
Springfield - Alfred G. Zanetti Montessori Magnet School,2810095,MATH,          82,40,          10,5,          72,35,         110,53,          14,7,         206,99,496.7,47.8,         166,59.0,2022
Springfield - Alfred G. Zanetti Montessori Magnet School,2810095,SCI,          40,55,           8,11,          32,44,          27,37,           6,8,          73,99,502.2,,,71.0,2022
Springfield - Alice B Beal Elementary,2810175,ELA,          42,36,           3,3,          39,34,          59,51,          15,13,         116,100,492.5,52.7,          71,41.0,2022
Springfield - Alice B Beal Elementary,2810175,MATH,          23,20,           1,1,          22,19,          73,63,          20,17,         116,100,485.8,58.6,          71,27.0,2022
Springfield - Alice B Beal Elementary,2810175,SCI,           7,17,           1,2,           6,14,          29,69,           6,14,          42,100,485.7,,,25.0,2022
Springfield - Arthur T Talmadge,2810165,ELA,          17,17,           1,1,          16,16,          60,61,          22,22,          99,100,486.1,60.1,          61,22.0,2022
Springfield - Arthur T Talmadge,2810165,MATH,          19,19,           0,0,          19,19,          53,54,          27,27,          99,100,484.4,54.4,          60,23.0,2022
Springfield - Arthur T Talmadge,2810165,SCI,           5,14,           0,0,           5,14,          18,49,          14,38,          37,100,480.5,,,14.0,2022
Springfield - Brightwood,2810025,ELA,          27,16,           0,0,          27,16,          89,52,          55,32,         171,100,479.7,51.1,         100,9.0,2022
Springfield - Brightwood,2810025,MATH,          18,11,           0,0,          18,11,          86,51,          66,39,         170,99,474.1,51.7,         100,6.0,2022
Springfield - Brightwood,2810025,SCI,           6,15,           0,0,           6,15,          24,59,          11,27,          41,100,483.4,,,21.0,2022
Springfield - Chestnut Accelerated Middle School (Talented and Gifted),2810367,ELA,         130,49,          20,8,         110,42,          89,34,          45,17,         264,96,504.4,48.1,         203,82.0,2022
Springfield - Chestnut Accelerated Middle School (Talented and Gifted),2810367,MATH,          92,38,          10,4,          82,34,         127,52,          23,10,         242,95,498.7,35.0,         202,65.0,2022
Springfield - Chestnut Accelerated Middle School (Talented and Gifted),2810367,SCI,          51,53,           9,9,          42,44,          27,28,          18,19,          96,98,506.7,,,83.0,2022
Springfield - Conservatory of the Arts,2810475,ELA,          27,20,           2,1,          25,19,          61,45,          47,35,         135,99,479.5,33.0,          82,9.0,2022
Springfield - Conservatory of the Arts,2810475,MATH,           1,1,           0,0,           1,1,          76,55,          60,44,         137,100,471.7,22.5,          82,5.0,2022
Springfield - Conservatory of the Arts,2810475,SCI,           4,9,           0,0,           4,9,          25,53,          18,38,          47,100,477.1,,,9.0,2022
Springfield - Daniel B Brunton,2810035,ELA,          41,24,           4,2,          37,22,          79,47,          49,29,         169,99,483.7,36.6,         116,17.0,2022
Springfield - Daniel B Brunton,2810035,MATH,          18,11,           3,2,          15,9,          78,46,          73,43,         169,100,474.2,40.8,         116,7.0,2022
Springfield - Daniel B Brunton,2810035,SCI,          12,20,           1,2,          11,18,          16,26,          33,54,          61,100,475.5,,,8.0,2022
Springfield - Edward P. Boland School,2810010,ELA,          46,25,           2,1,          44,24,          95,51,          45,24,         186,100,486.3,54.9,         117,23.0,2022
Springfield - Edward P. Boland School,2810010,MATH,          26,14,           3,2,          23,12,         106,57,          54,29,         186,100,480.0,56.0,         117,14.0,2022
Springfield - Edward P. Boland School,2810010,SCI,          15,22,           2,3,          13,19,          36,53,          17,25,          68,97,486.1,,,26.0,2022
Springfield - Elias Brookings,2810030,ELA,          14,11,           2,2,          12,9,          72,56,          43,33,         129,100,481.3,47.0,          73,12.0,2022
