school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year
Fall River - Talbot Innovation School,950305,SCI,          13,7,           0,0,          13,7,          80,43,          93,50,         186,100,469.6,,,2.0,2022
Fall River - William S Greene,950065,ELA,          51,17,           1,0,          50,16,         144,47,         109,36,         304,100,479.3,40.5,         205,8.0,2022
Fall River - William S Greene,950065,MATH,          50,17,           0,0,          50,17,         142,47,         110,36,         302,100,478.1,47.6,         205,11.0,2022
Fall River - William S Greene,950065,SCI,          25,22,           1,1,          24,21,          45,39,          44,39,         114,99,477.8,,,10.0,2022
Falmouth - East Falmouth Elementary,960005,ELA,          38,45,           6,7,          32,38,          44,52,           2,2,          84,98,499.6,58.7,          40,68.0,2022
Falmouth - East Falmouth Elementary,960005,MATH,          33,39,           6,7,          27,32,          41,49,          10,12,          84,99,496.2,60.0,          40,58.0,2022
Falmouth - Lawrence,960405,ELA,         190,40,          30,6,         160,34,         212,45,          70,15,         472,99,495.0,42.5,         438,51.0,2022
Falmouth - Lawrence,960405,MATH,         212,45,          37,8,         175,37,         215,46,          40,9,         467,98,498.4,53.6,         437,64.0,2022
Falmouth - Lawrence,960405,SCI,          95,42,          13,6,          82,36,         100,44,          31,14,         226,97,495.1,,,48.0,2022
Falmouth - Morse Pond School,960305,ELA,         252,56,          40,9,         212,47,         150,33,          52,11,         454,99,501.1,53.5,         439,73.0,2022
Falmouth - Morse Pond School,960305,MATH,         251,55,          39,9,         212,47,         169,37,          35,8,         455,100,501.9,53.4,         441,75.0,2022
Falmouth - Morse Pond School,960305,SCI,         106,48,          18,8,          88,40,          87,40,          27,12,         220,100,499.0,,,60.0,2022
Falmouth - Mullen-Hall,960020,ELA,          54,34,           4,3,          50,31,          80,50,          25,16,         159,100,491.3,42.3,          70,37.0,2022
Falmouth - Mullen-Hall,960020,MATH,          47,30,           3,2,          44,28,          84,53,          28,18,         159,100,487.4,47.6,          72,31.0,2022
Falmouth - North Falmouth Elementary,960030,ELA,          78,57,          11,8,          67,49,          52,38,           7,5,         137,99,502.8,59.3,          75,78.0,2022
Falmouth - North Falmouth Elementary,960030,MATH,          93,68,          11,8,          82,60,          36,26,           8,6,         137,100,506.2,47.3,          75,86.0,2022
Falmouth - Teaticket,960015,ELA,          38,44,           5,6,          33,38,          37,43,          12,14,          87,100,495.4,59.6,          49,53.0,2022
Falmouth - Teaticket,960015,MATH,          38,44,           3,3,          35,40,          38,44,          11,13,          87,100,495.5,62.9,          49,55.0,2022
Farmington River Reg - Farmington River Elementary,6620020,ELA,          22,46,           2,4,          20,42,          24,50,           2,4,          48,98,499.9,55.6,          31,69.0,2022
Farmington River Reg - Farmington River Elementary,6620020,MATH,          27,56,           1,2,          26,54,          18,38,           3,6,          48,98,503.5,65.5,          31,80.0,2022
Farmington River Reg - Farmington River Elementary,6620020,SCI,           9,69,           1,8,           8,62,           3,23,           1,8,          13,93,504.7,,,78.0,2022
Fitchburg - Arthur M Longsjo Middle School,970315,ELA,         117,19,           6,1,         111,18,         276,46,         211,35,         604,99,480.1,41.3,         557,10.0,2022
Fitchburg - Arthur M Longsjo Middle School,970315,MATH,          74,12,           2,0,          72,12,         318,53,         209,35,         601,98,478.0,37.2,         557,11.0,2022
Fitchburg - Arthur M Longsjo Middle School,970315,SCI,          67,22,           2,1,          65,22,         109,37,         122,41,         298,97,478.2,,,10.0,2022
Fitchburg - Crocker Elementary,970016,ELA,          80,38,           9,4,          71,34,          90,43,          39,19,         209,99,491.9,50.2,          86,39.0,2022
Fitchburg - Crocker Elementary,970016,MATH,          83,40,           9,4,          74,35,          79,38,          47,22,         209,100,491.6,49.5,          86,44.0,2022
Fitchburg - McKay Elementary School,970340,ELA,          73,19,           7,2,          66,17,         157,41,         154,40,         384,99,480.7,44.9,         281,11.0,2022
Fitchburg - McKay Elementary School,970340,MATH,          58,15,           4,1,          54,14,         161,42,         163,43,         382,100,477.5,45.4,         283,10.0,2022
Fitchburg - McKay Elementary School,970340,SCI,          23,19,           1,1,          22,18,          55,44,          46,37,         124,99,479.3,,,12.0,2022
Fitchburg - Memorial Middle School,970048,ELA,         245,39,          45,7,         200,32,         265,42,         122,19,         632,99,493.1,59.5,         605,43.0,2022
Fitchburg - Memorial Middle School,970048,MATH,         156,25,          13,2,         143,23,         313,50,         161,26,         630,99,484.3,49.5,         605,23.0,2022
Fitchburg - Memorial Middle School,970048,SCI,          76,23,           4,1,          72,22,         162,50,          88,27,         326,99,483.4,,,21.0,2022
Fitchburg - Reingold Elementary,970043,ELA,          81,35,           7,3,          74,32,         120,51,          33,14,         234,100,492.6,49.7,         103,41.0,2022
Fitchburg - Reingold Elementary,970043,MATH,          70,30,          10,4,          60,26,         118,50,          46,20,         234,100,488.9,55.1,         104,36.0,2022
Fitchburg - South Street Early Learning Center,970060,ELA,          60,27,           4,2,          56,25,         108,48,          56,25,         224,100,487.3,56.5,          95,26.0,2022
Fitchburg - South Street Early Learning Center,970060,MATH,          62,28,           3,1,          59,27,         105,47,          55,25,         222,100,485.4,56.9,          94,26.0,2022
Florida - Abbott Memorial,980005,ELA,          15,24,           1,2,          14,22,          36,57,          12,19,          63,100,487.6,43.5,          50,26.0,2022
Florida - Abbott Memorial,980005,MATH,          11,17,           0,0,          11,17,          42,67,          10,16,          63,100,484.0,50.1,          50,23.0,2022
Florida - Abbott Memorial,980005,SCI,          11,35,           1,3,          10,32,          17,55,           3,10,          31,100,493.6,,,44.0,2022
Four Rivers Charter Public (District) - Four Rivers Charter Public School,4130505,ELA,          44,65,           3,4,          41,60,          20,29,           4,6,          68,91,503.8,61.2,          42,81.0,2022
Four Rivers Charter Public (District) - Four Rivers Charter Public School,4130505,MATH,          28,42,           2,3,          26,39,          35,52,           4,6,          67,89,496.9,61.1,          39,61.0,2022
Four Rivers Charter Public (District) - Four Rivers Charter Public School,4130505,SCI,          16,46,           1,3,          15,43,          14,40,           5,14,          35,92,495.1,,,49.0,2022
Foxborough - Charles Taylor Elementary,990050,ELA,          42,49,           8,9,          34,40,          35,41,           9,10,          86,99,499.6,60.3,          40,68.0,2022
Foxborough - Charles Taylor Elementary,990050,MATH,          50,58,           5,6,          45,52,          32,37,           4,5,          86,99,504.3,72.0,          40,82.0,2022
Foxborough - John J Ahern,990405,ELA,         355,48,          46,6,         309,42,         304,41,          76,10,         735,99,497.8,50.6,         712,62.0,2022
Foxborough - John J Ahern,990405,MATH,         401,55,          49,7,         352,48,         277,38,          51,7,         729,98,501.6,56.3,         706,74.0,2022
Foxborough - John J Ahern,990405,SCI,         200,51,          21,5,         179,46,         151,39,          41,10,         392,98,499.0,,,60.0,2022
Foxborough - Mabelle M Burrell,990015,ELA,          64,60,          13,12,          51,48,          34,32,           8,8,         106,100,504.7,53.5,          50,83.0,2022
Foxborough - Mabelle M Burrell,990015,MATH,          76,72,          19,18,          57,54,          23,22,           7,7,         106,100,510.5,51.0,          50,92.0,2022
Foxborough - Vincent M Igo Elementary,990020,ELA,          76,55,          24,18,          52,38,          52,38,           9,7,         137,100,505.2,57.4,          72,85.0,2022
Foxborough - Vincent M Igo Elementary,990020,MATH,          82,60,          17,13,          65,48,          48,35,           6,4,         136,100,505.9,53.7,          72,85.0,2022
Foxborough Regional Charter (District) - Foxborough Regional Charter School,4460550,ELA,         262,31,          18,2,         244,29,         429,51,         149,18,         840,100,489.4,41.6,         659,32.0,2022
Foxborough Regional Charter (District) - Foxborough Regional Charter School,4460550,MATH,         206,25,          22,3,         184,22,         480,57,         152,18,         838,100,487.7,48.9,         659,32.0,2022
Foxborough Regional Charter (District) - Foxborough Regional Charter School,4460550,SCI,          90,32,           9,3,          81,29,         132,48,          55,20,         277,100,489.3,,,32.0,2022
Framingham - Barbieri Elementary,1000035,ELA,          54,17,           3,1,          51,16,         147,47,         111,36,         312,100,480.9,41.3,         197,11.0,2022
Framingham - Barbieri Elementary,1000035,MATH,          25,8,           1,0,          24,8,         129,41,         158,51,         312,100,471.4,36.6,         197,4.0,2022
Framingham - Barbieri Elementary,1000035,SCI,          18,19,           1,1,          17,18,          39,41,          37,39,          94,99,478.6,,,11.0,2022
Framingham - Brophy,1000006,ELA,          39,21,           4,2,          35,19,          72,39,          76,41,         187,99,479.6,36.9,         111,9.0,2022
Framingham - Brophy,1000006,MATH,          24,13,           3,2,          21,11,          67,36,          97,52,         188,99,472.7,34.1,         111,5.0,2022
Framingham - Brophy,1000006,SCI,          13,21,           1,2,          12,19,          19,31,          30,48,          62,99,475.7,,,8.0,2022
Framingham - Cameron Middle School,1000302,ELA,         120,24,          17,3,         103,20,         220,44,         165,33,         505,99,483.1,43.0,         478,15.0,2022
Framingham - Cameron Middle School,1000302,MATH,         138,27,          15,3,         123,24,         246,49,         121,24,         505,99,487.3,50.3,         476,31.0,2022
Framingham - Cameron Middle School,1000302,SCI,          55,29,           8,4,          47,25,          84,44,          50,26,         189,99,487.4,,,28.0,2022
Framingham - Charlotte A Dunning,1000007,ELA,          91,44,          14,7,          77,37,          81,39,          35,17,         207,96,497.4,57.9,         111,60.0,2022
Framingham - Charlotte A Dunning,1000007,MATH,          82,39,           3,1,          79,37,          89,42,          40,19,         211,98,492.9,44.6,         113,48.0,2022
Framingham - Charlotte A Dunning,1000007,SCI,          31,46,           4,6,          27,40,          24,35,          13,19,          68,97,499.7,,,63.0,2022
Framingham - Fuller Middle,1000305,ELA,          92,18,          14,3,          78,16,         143,29,         263,53,         498,99,473.9,37.0,         435,3.0,2022
Framingham - Fuller Middle,1000305,MATH,          59,12,           3,1,          56,11,         214,43,         223,45,         496,98,476.0,35.5,         436,8.0,2022
Framingham - Fuller Middle,1000305,SCI,          21,13,           0,0,          21,13,          52,32,          91,55,         164,97,472.1,,,4.0,2022
Framingham - Harmony Grove Elementary,1000055,ELA,          16,8,           0,0,          16,8,          96,46,          96,46,         208,100,473.8,40.3,         133,3.0,2022
Framingham - Harmony Grove Elementary,1000055,MATH,          15,7,           0,0,          15,7,          95,46,          96,47,         206,99,470.8,36.4,         130,4.0,2022
Framingham - Harmony Grove Elementary,1000055,SCI,           4,6,           0,0,           4,6,          24,36,          39,58,          67,99,465.6,,,1.0,2022
Framingham - Hemenway,1000015,ELA,         136,54,          32,13,         104,41,          88,35,          28,11,         252,100,505.4,60.1,         151,85.0,2022
Framingham - Hemenway,1000015,MATH,         115,46,          16,6,          99,39,          96,38,          40,16,         251,100,498.0,47.8,         151,63.0,2022
Framingham - Hemenway,1000015,SCI,          49,63,          14,18,          35,45,          25,32,           4,5,          78,100,508.6,,,86.0,2022
Framingham - King Elementary School,1000005,ELA,          78,45,          13,8,          65,38,          59,34,          35,20,         172,99,496.4,56.0,         104,56.0,2022
Framingham - King Elementary School,1000005,MATH,          66,38,           6,3,          60,35,          65,38,          41,24,         172,100,491.1,59.1,         103,43.0,2022
Framingham - King Elementary School,1000005,SCI,          33,56,           5,8,          28,47,          12,20,          14,24,          59,100,496.2,,,52.0,2022
Framingham - Mary E Stapleton Elementary,1000045,ELA,          32,21,           3,2,          29,19,          74,50,          43,29,         149,99,482.2,38.4,          89,13.0,2022
Framingham - Mary E Stapleton Elementary,1000045,MATH,          38,26,           7,5,          31,21,          58,39,          53,36,         149,99,482.6,49.1,          89,20.0,2022
Framingham - Mary E Stapleton Elementary,1000045,SCI,           6,13,           1,2,           5,10,          18,38,          24,50,          48,100,474.9,,,7.0,2022
Framingham - Miriam F McCarthy School,1000050,ELA,          52,21,           6,2,          46,19,         119,49,          74,30,         245,100,483.4,46.3,         147,16.0,2022
Framingham - Miriam F McCarthy School,1000050,MATH,          49,20,           4,2,          45,18,         121,50,          74,30,         244,99,479.5,52.8,         148,13.0,2022
Framingham - Miriam F McCarthy School,1000050,SCI,          14,17,           0,0,          14,17,          44,54,          23,28,          81,98,479.7,,,12.0,2022
Framingham - Potter Road,1000039,ELA,          67,28,           5,2,          62,26,         125,51,          51,21,         243,100,486.8,51.6,         153,24.0,2022
Framingham - Potter Road,1000039,MATH,          50,21,           4,2,          46,19,         124,51,          69,28,         243,100,482.2,52.3,         153,19.0,2022
Framingham - Potter Road,1000039,SCI,          28,35,           5,6,          23,29,          37,46,          15,19,          80,100,490.6,,,36.0,2022
Framingham - Walsh Middle,1000310,ELA,         255,36,          24,3,         231,33,         283,40,         172,24,         710,98,489.2,42.2,         667,31.0,2022
Framingham - Walsh Middle,1000310,MATH,         257,37,          29,4,         228,33,         311,44,         132,19,         700,97,491.2,48.7,         666,43.0,2022
Framingham - Walsh Middle,1000310,SCI,          93,41,           6,3,          87,38,          92,40,          44,19,         229,91,491.3,,,38.0,2022
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,ELA,          76,59,          13,10,          63,49,          38,30,          14,11,         128,94,502.6,49.5,         102,77.0,2022
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,MATH,          62,48,           7,5,          55,43,          57,44,          10,8,         129,95,498.5,46.3,         102,65.0,2022
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,SCI,          38,60,           7,11,          31,49,          19,30,           6,10,          63,91,504.0,,,77.0,2022
Franklin - Annie Sullivan Middle School,1010040,ELA,         193,60,          38,12,         155,48,          90,28,          37,12,         320,100,504.2,54.1,         301,82.0,2022
Franklin - Annie Sullivan Middle School,1010040,MATH,         177,55,          30,9,         147,46,         118,37,          26,8,         321,100,503.5,53.2,         302,80.0,2022
Franklin - Annie Sullivan Middle School,1010040,SCI,          79,61,           6,5,          73,56,          41,32,          10,8,         130,100,503.9,,,77.0,2022
Franklin - Helen Keller Elementary,1010012,ELA,         153,55,          26,9,         127,46,         103,37,          20,7,         276,100,503.0,51.6,         180,78.0,2022
Franklin - Helen Keller Elementary,1010012,MATH,         157,57,          24,9,         133,48,          98,35,          22,8,         277,100,502.4,47.8,         180,77.0,2022
Franklin - Helen Keller Elementary,1010012,SCI,          71,67,          12,11,          59,56,          29,27,           6,6,         106,100,507.2,,,84.0,2022
Franklin - Horace Mann,1010405,ELA,         184,51,          24,7,         160,44,         149,41,          27,8,         360,100,499.9,41.9,         352,69.0,2022
Franklin - Horace Mann,1010405,MATH,         182,51,          24,7,         158,44,         165,46,          13,4,         360,100,501.3,46.5,         351,73.0,2022
Franklin - Horace Mann,1010405,SCI,          74,56,          10,8,          64,49,          51,39,           6,5,         131,100,502.9,,,73.0,2022
Franklin - J F Kennedy Memorial,1010013,ELA,         119,64,          29,16,          90,48,          58,31,           9,5,         186,99,508.3,57.3,         124,91.0,2022
Franklin - J F Kennedy Memorial,1010013,MATH,         133,72,          33,18,         100,54,          44,24,           9,5,         186,99,510.8,64.1,         124,93.0,2022
Franklin - J F Kennedy Memorial,1010013,SCI,          51,78,          23,35,          28,43,          11,17,           3,5,          65,100,520.0,,,99.0,2022
Franklin - Jefferson Elementary,1010010,ELA,          97,56,          19,11,          78,45,          58,33,          19,11,         174,99,501.3,46.4,         107,74.0,2022
Franklin - Jefferson Elementary,1010010,MATH,         100,57,          21,12,          79,45,          53,30,          21,12,         174,99,502.6,43.4,         108,78.0,2022
Franklin - Jefferson Elementary,1010010,SCI,          27,57,           3,6,          24,51,          14,30,           6,13,          47,98,499.6,,,62.0,2022
Franklin - Oak Street Elementary,1010030,ELA,         123,62,          25,13,          98,49,          69,35,           7,4,         199,100,506.0,57.6,         133,86.0,2022
Franklin - Oak Street Elementary,1010030,MATH,         120,61,          17,9,         103,52,          66,33,          12,6,         198,100,504.0,54.9,         132,81.0,2022
Franklin - Oak Street Elementary,1010030,SCI,          39,55,           8,11,          31,44,          27,38,           5,7,          71,100,502.4,,,72.0,2022
Franklin - Parmenter,1010032,ELA,          83,53,          15,9,          68,43,          59,37,          16,10,         158,100,500.5,52.6,          99,71.0,2022
Franklin - Parmenter,1010032,MATH,          84,53,          17,11,          67,42,          60,38,          14,9,         158,100,502.4,59.4,         100,77.0,2022
Franklin - Parmenter,1010032,SCI,          37,59,           7,11,          30,48,          24,38,           2,3,          63,100,504.4,,,78.0,2022
Franklin - Remington Middle,1010310,ELA,         155,42,          12,3,         143,39,         157,42,          59,16,         371,100,493.2,40.0,         344,44.0,2022
Franklin - Remington Middle,1010310,MATH,         186,50,          31,8,         155,42,         147,40,          38,10,         371,100,498.7,40.5,         344,65.0,2022
Franklin - Remington Middle,1010310,SCI,          67,54,          11,9,          56,45,          42,34,          15,12,         124,99,500.6,,,66.0,2022
Freetown-Lakeville - Assawompset Elementary School,6650002,ELA,          55,47,           1,1,          54,47,          56,48,           5,4,         116,100,498.7,,,64.0,2022
Freetown-Lakeville - Assawompset Elementary School,6650002,MATH,          58,50,           5,4,          53,46,          49,43,           8,7,         115,99,500.6,,,71.0,2022
Freetown-Lakeville - Freetown Elementary School,6650001,ELA,          49,52,           7,7,          42,44,          35,37,          11,12,          95,100,500.4,,,71.0,2022
Freetown-Lakeville - Freetown Elementary School,6650001,MATH,          55,58,           7,7,          48,51,          31,33,           9,9,          95,100,503.2,,,80.0,2022
Freetown-Lakeville - Freetown-Lakeville Middle School,6650305,ELA,         293,45,          36,5,         257,39,         275,42,          88,13,         656,99,496.2,47.3,         596,55.0,2022
Freetown-Lakeville - Freetown-Lakeville Middle School,6650305,MATH,         318,49,          27,4,         291,44,         279,43,          57,9,         654,99,498.4,49.1,         597,64.0,2022
Freetown-Lakeville - Freetown-Lakeville Middle School,6650305,SCI,         133,58,          17,7,         116,51,          80,35,          15,7,         228,99,502.9,,,73.0,2022
Freetown-Lakeville - George R Austin Intermediate School,6650015,ELA,         195,45,          14,3,         181,42,         194,45,          45,10,         434,99,495.9,51.7,         407,54.0,2022
Freetown-Lakeville - George R Austin Intermediate School,6650015,MATH,         214,50,          17,4,         197,46,         197,46,          20,5,         431,99,499.2,47.4,         404,66.0,2022
Freetown-Lakeville - George R Austin Intermediate School,6650015,SCI,         112,53,          23,11,          89,42,          74,35,          24,11,         210,97,501.3,,,68.0,2022
Frontier - Frontier Regional,6700505,ELA,          74,35,          12,6,          62,29,         106,50,          32,15,         212,99,493.1,42.7,         186,46.0,2022
Frontier - Frontier Regional,6700505,MATH,          67,32,           3,1,          64,30,         117,55,          28,13,         212,99,491.7,44.2,         186,46.0,2022
Frontier - Frontier Regional,6700505,SCI,          54,50,           8,7,          46,43,          42,39,          11,10,         107,94,499.3,,,64.0,2022
Gardner - Gardner Elementary School,1030001,ELA,          72,25,           2,1,          70,24,         142,49,          75,26,         289,100,485.0,45.5,         146,19.0,2022
Gardner - Gardner Elementary School,1030001,MATH,          74,26,           3,1,          71,24,         131,45,          85,29,         290,100,482.7,57.4,         146,20.0,2022
Gardner - Gardner High,1030505,ELA,          71,41,           2,1,          69,39,          80,46,          24,14,         175,98,492.6,63.1,         148,41.0,2022
Gardner - Gardner High,1030505,MATH,          35,20,           1,1,          34,20,         101,58,          38,22,         174,98,484.6,46.1,         148,24.0,2022
Gardner - Gardner High,1030505,SCI,          52,30,           2,1,          50,29,          85,49,          36,21,         173,97,487.9,,,29.0,2022
Gardner - Gardner Middle School,1030405,ELA,         118,24,           9,2,         109,22,         229,47,         140,29,         487,98,483.7,47.5,         446,17.0,2022
Gardner - Gardner Middle School,1030405,MATH,         122,25,           3,1,         119,24,         243,50,         124,25,         489,100,485.7,54.2,         449,26.0,2022
Gardner - Gardner Middle School,1030405,SCI,          37,27,           4,3,          33,24,          70,51,          31,22,         138,99,487.2,,,28.0,2022
Gateway - Chester Elementary,6720059,ELA,          24,41,           1,2,          23,39,          27,46,           8,14,          59,100,495.0,59.8,          36,50.0,2022
Gateway - Chester Elementary,6720059,MATH,          20,34,           0,0,          20,34,          24,41,          15,25,          59,100,489.5,61.5,          36,38.0,2022
Gateway - Chester Elementary,6720059,SCI,           5,50,           0,0,           5,50,           4,40,           1,10,          10,100,495.3,,,48.0,2022
Gateway - Gateway Regional Middle School,6720405,ELA,          42,31,           5,4,          37,27,          66,49,          27,20,         135,99,488.1,39.4,         129,28.0,2022
Gateway - Gateway Regional Middle School,6720405,MATH,          36,27,           4,3,          32,24,          74,55,          25,19,         135,99,488.0,40.2,         127,33.0,2022
Gateway - Gateway Regional Middle School,6720405,SCI,          26,42,           2,3,          24,39,          31,50,           5,8,          62,98,495.7,,,50.0,2022
Gateway - Littleville Elementary School,6720143,ELA,          60,36,           6,4,          54,32,          87,52,          20,12,         167,100,494.6,57.9,         127,49.0,2022
Gateway - Littleville Elementary School,6720143,MATH,          54,33,           4,2,          50,30,          94,57,          17,10,         165,100,493.7,59.7,         125,50.0,2022
Gateway - Littleville Elementary School,6720143,SCI,          17,40,           2,5,          15,36,          19,45,           6,14,          42,100,494.6,,,46.0,2022
Georgetown - Georgetown Middle School,1050305,ELA,          91,46,           8,4,          83,42,          92,46,          16,8,         199,100,498.1,45.7,         195,63.0,2022
Georgetown - Georgetown Middle School,1050305,MATH,          64,32,           4,2,          60,30,         110,55,          25,13,         199,100,490.9,40.9,         192,42.0,2022
Georgetown - Georgetown Middle School,1050305,SCI,          58,51,           2,2,          56,50,          49,43,           6,5,         113,100,499.3,,,61.0,2022
Georgetown - Penn Brook,1050010,ELA,         190,49,          22,6,         168,43,         177,46,          21,5,         388,99,499.4,51.3,         276,67.0,2022
Georgetown - Penn Brook,1050010,MATH,         183,47,           5,1,         178,46,         173,45,          32,8,         388,99,498.2,51.7,         276,64.0,2022
Georgetown - Penn Brook,1050010,SCI,          42,48,          12,14,          30,34,          36,41,          10,11,          88,100,500.8,,,67.0,2022
Gill-Montague - Gill Elementary,6740005,ELA,          27,41,           1,2,          26,39,          32,48,           7,11,          66,100,494.5,46.8,          50,48.0,2022
Gill-Montague - Gill Elementary,6740005,MATH,          23,35,           1,2,          22,34,          33,51,           9,14,          65,98,491.7,50.6,          50,44.0,2022
Gill-Montague - Gill Elementary,6740005,SCI,           7,37,           0,0,           7,37,           9,47,           3,16,          19,95,493.1,,,42.0,2022
Gill-Montague - Great Falls Middle,6740310,ELA,          45,26,           2,1,          43,24,          77,44,          54,31,         176,95,482.0,42.5,         135,13.0,2022
Gill-Montague - Great Falls Middle,6740310,MATH,          36,20,           2,1,          34,19,          92,52,          48,27,         176,97,482.8,52.1,         127,20.0,2022
Gill-Montague - Great Falls Middle,6740310,SCI,          26,41,           3,5,          23,36,          28,44,          10,16,          64,90,493.6,,,44.0,2022
Gill-Montague - Sheffield Elementary School,6740050,ELA,          31,19,           0,0,          31,19,          95,60,          33,21,         159,99,485.0,41.6,         101,19.0,2022
Gill-Montague - Sheffield Elementary School,6740050,MATH,          30,19,           0,0,          30,19,          75,47,          53,34,         158,98,480.2,48.0,         100,15.0,2022
Gill-Montague - Sheffield Elementary School,6740050,SCI,          12,24,           2,4,          10,20,          20,40,          18,36,          50,98,481.1,,,16.0,2022
Global Learning Charter Public (District) - Global Learning Charter Public School,4960305,ELA,         112,32,           6,2,         106,31,         193,56,          40,12,         345,99,491.0,44.2,         323,36.0,2022
Global Learning Charter Public (District) - Global Learning Charter Public School,4960305,MATH,          70,20,           1,0,          69,20,         228,66,          45,13,         343,99,486.7,45.4,         320,29.0,2022
Global Learning Charter Public (District) - Global Learning Charter Public School,4960305,SCI,          38,23,           3,2,          35,21,         104,62,          26,15,         168,99,486.3,,,26.0,2022
Gloucester - Beeman Memorial,1070010,ELA,          38,28,           3,2,          35,25,          81,59,          19,14,         138,99,489.5,37.1,          89,32.0,2022
Gloucester - Beeman Memorial,1070010,MATH,          32,23,           3,2,          29,21,          76,55,          29,21,         137,99,485.7,27.8,          88,26.0,2022
Gloucester - Beeman Memorial,1070010,SCI,          15,28,           0,0,          15,28,          27,50,          12,22,          54,100,487.3,,,28.0,2022
Gloucester - East Gloucester Elementary,1070020,ELA,          52,63,           7,8,          45,54,          26,31,           5,6,          83,99,504.5,72.9,          45,83.0,2022
Gloucester - East Gloucester Elementary,1070020,MATH,          49,59,           6,7,          43,52,          27,33,           7,8,          83,100,502.4,52.1,          45,77.0,2022
Gloucester - East Gloucester Elementary,1070020,SCI,          13,54,           2,8,          11,46,          10,42,           1,4,          24,100,502.2,,,71.0,2022
Gloucester - Plum Cove School,1070042,ELA,          54,55,           6,6,          48,48,          40,40,           5,5,          99,100,502.2,50.3,          63,76.0,2022
Gloucester - Plum Cove School,1070042,MATH,          54,55,           8,8,          46,46,          41,41,           4,4,          99,100,502.2,50.4,          63,77.0,2022
Gloucester - Plum Cove School,1070042,SCI,          20,65,           1,3,          19,61,          11,35,           0,0,          31,100,506.1,,,81.0,2022
Gloucester - Ralph B O'Maley Middle,1070305,ELA,         208,34,          24,4,         184,30,         293,48,         104,17,         605,99,491.6,44.6,         585,38.0,2022
Gloucester - Ralph B O'Maley Middle,1070305,MATH,         191,32,          25,4,         166,27,         285,47,         129,21,         605,100,489.2,38.5,         584,37.0,2022
Gloucester - Ralph B O'Maley Middle,1070305,SCI,          83,42,          10,5,          73,37,          78,40,          35,18,         196,99,494.6,,,46.0,2022
Gloucester - Veterans Memorial,1070045,ELA,          26,29,           1,1,          25,28,          41,46,          22,25,          89,98,488.0,40.0,          61,27.0,2022
Gloucester - Veterans Memorial,1070045,MATH,          15,17,           0,0,          15,17,          59,66,          16,18,          90,99,484.7,38.6,          62,24.0,2022
Gloucester - Veterans Memorial,1070045,SCI,          10,29,           2,6,           8,24,          17,50,           7,21,          34,97,489.8,,,34.0,2022
Gloucester - West Parish,1070050,ELA,          77,43,          11,6,          66,36,          83,46,          21,12,         181,100,497.6,51.0,         112,61.0,2022
Gloucester - West Parish,1070050,MATH,          73,41,          10,6,          63,35,          85,47,          22,12,         180,99,498.4,59.3,         112,64.0,2022
Gloucester - West Parish,1070050,SCI,          29,52,           7,13,          22,39,          22,39,           5,9,          56,100,503.6,,,75.0,2022
Grafton - Grafton Middle,1100305,ELA,         248,48,          34,7,         214,42,         207,40,          57,11,         512,99,498.8,47.6,         484,65.0,2022
Grafton - Grafton Middle,1100305,MATH,         241,47,          58,11,         183,36,         215,42,          53,10,         509,98,499.5,52.0,         481,67.0,2022
Grafton - Grafton Middle,1100305,SCI,         135,59,          18,8,         117,52,          78,34,          14,6,         227,96,503.4,,,75.0,2022
Grafton - Millbury Street Elementary School,1100200,ELA,         258,54,          41,9,         217,46,         174,37,          44,9,         476,99,500.8,54.7,         353,72.0,2022
Grafton - Millbury Street Elementary School,1100200,MATH,         256,54,          43,9,         213,45,         171,36,          47,10,         474,99,501.8,57.8,         352,75.0,2022
Grafton - Millbury Street Elementary School,1100200,SCI,          75,57,          13,10,          62,47,          43,33,          14,11,         132,99,503.9,,,76.0,2022
Grafton - North Street Elementary School,1100030,ELA,         229,56,          27,7,         202,49,         157,38,          24,6,         410,99,502.1,53.3,         294,76.0,2022
Grafton - North Street Elementary School,1100030,MATH,         213,52,          23,6,         190,46,         173,42,          24,6,         410,100,501.4,55.3,         294,73.0,2022
Grafton - North Street Elementary School,1100030,SCI,          49,50,           7,7,          42,43,          42,43,           7,7,          98,97,502.0,,,70.0,2022
Granby - East Meadow,1110004,ELA,          58,27,           3,1,          55,26,         118,56,          35,17,         211,100,488.8,45.0,         144,30.0,2022
Granby - East Meadow,1110004,MATH,          43,20,           5,2,          38,18,         126,60,          42,20,         211,100,485.0,46.8,         144,25.0,2022
Granby - East Meadow,1110004,SCI,          13,30,           1,2,          12,27,          22,50,           9,20,          44,100,486.8,,,27.0,2022
Granby - Granby Jr Sr High School,1110505,ELA,          28,30,           1,1,          27,29,          54,58,          11,12,          93,99,488.2,42.3,          93,28.0,2022
Granby - Granby Jr Sr High School,1110505,MATH,          24,26,           1,1,          23,25,          53,58,          15,16,          92,99,488.4,50.3,          92,34.0,2022
