school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Atlantis Charter (District) - Atlantis Charter School,04910550,ELA,         132,28,          16,3,         116,25,         240,52,          93,20,         465,100,     487.9,          47.3,         375,54,2022,ALL,high needs
Atlantis Charter (District) - Atlantis Charter School,04910550,MATH,          94,20,           2,0,          92,20,         271,58,         100,22,         465,100,     484.5,          44.0,         375,43,2022,ALL,high needs
Atlantis Charter (District) - Atlantis Charter School,04910550,SCI,          41,26,           3,2,          38,25,          75,48,          39,25,         155,100,     485.9,,,46,2022,ALL,high needs
Attleboro - A. Irvin Studley Elementary School,00160001,ELA,          24,32,           1,1,          23,30,          42,55,          10,13,          76,100,     492.8,          58.5,          40,80,2022,ALL,high needs
Attleboro - A. Irvin Studley Elementary School,00160001,MATH,          22,29,           0,0,          22,29,          38,51,          15,20,          75,99,     487.2,          51.6,          40,56,2022,ALL,high needs
Attleboro - Cyril K. Brennan Middle School,00160315,ELA,          84,24,           4,1,          80,23,         164,47,         102,29,         350,99,     484.6,          42.8,         311,35,2022,ALL,high needs
Attleboro - Cyril K. Brennan Middle School,00160315,MATH,          65,19,           1,0,          64,18,         189,54,          97,28,         351,99,     484.4,          45.5,         312,42,2022,ALL,high needs
Attleboro - Cyril K. Brennan Middle School,00160315,SCI,          26,15,           1,1,          25,15,          83,49,          60,36,         169,99,     480.5,,,23,2022,ALL,high needs
Attleboro - Hill-Roberts Elementary School,00160045,ELA,          27,29,           1,1,          26,28,          48,51,          19,20,          94,100,     488.0,          35.0,          49,54,2022,ALL,high needs
Attleboro - Hill-Roberts Elementary School,00160045,MATH,          36,39,           0,0,          36,39,          40,43,          17,18,          93,100,     488.0,          50.8,          49,60,2022,ALL,high needs
Attleboro - Hyman Fine Elementary School,00160040,ELA,          22,23,           2,2,          20,21,          53,55,          22,23,          97,100,     485.3,          46.4,          46,40,2022,ALL,high needs
Attleboro - Hyman Fine Elementary School,00160040,MATH,          15,15,           1,1,          14,14,          58,60,          24,25,          97,100,     482.2,          50.5,          46,31,2022,ALL,high needs
Attleboro - Peter Thacher Elementary School,00160050,ELA,          25,25,           4,4,          21,21,          55,54,          21,21,         101,99,     490.6,          45.3,          48,68,2022,ALL,high needs
Attleboro - Peter Thacher Elementary School,00160050,MATH,          30,30,           1,1,          29,29,          43,43,          27,27,         100,98,     489.0,          58.9,          47,64,2022,ALL,high needs
Attleboro - Robert J. Coelho Middle School,00160305,ELA,          62,22,           5,2,          57,20,         164,59,          53,19,         279,99,     486.7,          47.0,         268,47,2022,ALL,high needs
