school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Amherst - Wildwood Elementary,00080050,MATH,          19,35,           3,6,          16,30,          27,50,           8,15,          54,     495.6,,,34,2019,3,ALL
Andover - Bancroft Elementary,00090003,ELA,          69,69,          11,11,          58,58,          29,29,           2,2,         100,     508.7,,,67,2019,3,ALL
Andover - Bancroft Elementary,00090003,MATH,          63,62,          13,13,          50,50,          34,34,           4,4,         101,     505.2,,,68,2019,3,ALL
Andover - Henry C Sanborn Elementary,00090010,ELA,          55,80,          10,14,          45,65,          14,20,           0,0,          69,     515.2,,,87,2019,3,ALL
Andover - Henry C Sanborn Elementary,00090010,MATH,          52,75,          12,17,          40,58,          17,25,           0,0,          69,     512.5,,,89,2019,3,ALL
Andover - High Plain Elementary,00090004,ELA,          75,88,          24,28,          51,60,          10,12,           0,0,          85,     520.1,,,95,2019,3,ALL
Andover - High Plain Elementary,00090004,MATH,          62,73,          19,22,          43,51,          22,26,           1,1,          85,     513.8,,,91,2019,3,ALL
Andover - South Elementary,00090020,ELA,          79,86,          26,28,          53,58,          12,13,           1,1,          92,     520.4,,,95,2019,3,ALL
Andover - South Elementary,00090020,MATH,          59,64,          13,14,          46,50,          32,35,           1,1,          92,     507.8,,,76,2019,3,ALL
Andover - West Elementary,00090025,ELA,          64,66,          18,19,          46,47,          30,31,           3,3,          97,     510.0,,,72,2019,3,ALL
Andover - West Elementary,00090025,MATH,          61,63,          12,12,          49,51,          30,31,           6,6,          97,     505.3,,,69,2019,3,ALL
Arlington - Brackett,00100010,ELA,          52,83,          15,24,          37,59,          10,16,           1,2,          63,     518.3,,,92,2019,3,ALL
Arlington - Brackett,00100010,MATH,          44,69,          10,16,          34,53,          19,30,           1,2,          64,     511.6,,,87,2019,3,ALL
Arlington - Cyrus E Dallin,00100025,ELA,          45,63,           5,7,          40,56,          23,32,           3,4,          71,     506.3,,,57,2019,3,ALL
Arlington - Cyrus E Dallin,00100025,MATH,          42,59,          10,14,          32,45,          25,35,           4,6,          71,     506.2,,,72,2019,3,ALL
Arlington - Hardy,00100030,ELA,          54,74,           9,12,          45,62,          18,25,           1,1,          73,     511.7,,,78,2019,3,ALL
Arlington - Hardy,00100030,MATH,          47,64,          16,22,          31,42,          24,33,           2,3,          73,     510.2,,,83,2019,3,ALL
Arlington - John A Bishop,00100005,ELA,          55,77,          16,23,          39,55,          16,23,           0,0,          71,     515.4,,,87,2019,3,ALL
Arlington - John A Bishop,00100005,MATH,          40,57,          15,21,          25,36,          29,41,           1,1,          70,     511.4,,,86,2019,3,ALL
Arlington - M Norcross Stratton,00100055,ELA,          52,73,           6,8,          46,65,          13,18,           6,8,          71,     509.4,,,70,2019,3,ALL
Arlington - M Norcross Stratton,00100055,MATH,          42,59,          12,17,          30,42,          23,32,           6,8,          71,     505.7,,,70,2019,3,ALL
Arlington - Peirce,00100045,ELA,          33,73,           5,11,          28,62,          11,24,           1,2,          45,     512.8,,,81,2019,3,ALL
Arlington - Peirce,00100045,MATH,          25,56,           1,2,          24,53,          19,42,           1,2,          45,     502.9,,,60,2019,3,ALL
Arlington - Thompson,00100050,ELA,          60,70,          11,13,          49,57,          25,29,           1,1,          86,     511.2,,,77,2019,3,ALL
Arlington - Thompson,00100050,MATH,          54,63,           9,10,          45,52,          26,30,           6,7,          86,     505.2,,,68,2019,3,ALL
Ashburnham-Westminster - Briggs Elementary,06100025,ELA,          50,74,           6,9,          44,65,          18,26,           0,0,          68,     510.0,,,72,2019,3,ALL
Ashburnham-Westminster - Briggs Elementary,06100025,MATH,          45,65,           8,12,          37,54,          22,32,           2,3,          69,     506.7,,,74,2019,3,ALL
Ashburnham-Westminster - Westminster Elementary,06100005,ELA,          50,50,           5,5,          45,45,          44,44,           7,7,         101,     499.9,,,30,2019,3,ALL
Ashburnham-Westminster - Westminster Elementary,06100005,MATH,          41,41,           6,6,          35,35,          52,51,           8,8,         101,     497.6,,,41,2019,3,ALL
Ashland - David Mindess,00140015,ELA,         126,69,          21,12,         105,58,          52,29,           4,2,         182,     507.6,,,63,2019,3,ALL
Ashland - David Mindess,00140015,MATH,         106,58,          15,8,          91,50,          65,36,          11,6,         182,     503.3,,,61,2019,3,ALL
Athol-Royalston - Athol Community Elementary School,06150020,ELA,          43,49,           5,6,          38,43,          31,35,          14,16,          88,     495.7,,,17,2019,3,ALL
Athol-Royalston - Athol Community Elementary School,06150020,MATH,          33,37,           4,4,          29,33,          39,44,          17,19,          89,     490.6,,,20,2019,3,ALL
Athol-Royalston - Royalston Community School,06150050,ELA,          15,63,           1,4,          14,58,           9,38,           0,0,          24,     507.3,,,62,2019,3,ALL
Athol-Royalston - Royalston Community School,06150050,MATH,          12,50,           3,13,           9,38,           8,33,           4,17,          24,     503.7,,,63,2019,3,ALL
Atlantis Charter (District) - Atlantis Charter School,04910550,ELA,          66,59,          17,15,          49,44,          39,35,           6,5,         111,     507.3,,,60,2019,3,ALL
Atlantis Charter (District) - Atlantis Charter School,04910550,MATH,          58,52,          10,9,          48,43,          42,38,          11,10,         111,     501.3,,,55,2019,3,ALL
Attleboro - A. Irvin Studley Elementary School,00160001,ELA,          53,62,           9,11,          44,52,          23,27,           9,11,          85,     503.3,,,45,2019,3,ALL
Attleboro - A. Irvin Studley Elementary School,00160001,MATH,          48,56,          11,13,          37,44,          24,28,          13,15,          85,     501.1,,,54,2019,3,ALL
Attleboro - Hill-Roberts Elementary School,00160045,ELA,          51,50,           9,9,          42,42,          40,40,          10,10,         101,     500.6,,,32,2019,3,ALL
Attleboro - Hill-Roberts Elementary School,00160045,MATH,          45,45,           6,6,          39,39,          44,44,          12,12,         101,     496.8,,,39,2019,3,ALL
Attleboro - Hyman Fine Elementary School,00160040,ELA,          65,64,          19,19,          46,46,          33,33,           3,3,         101,     511.0,,,76,2019,3,ALL
Attleboro - Hyman Fine Elementary School,00160040,MATH,          48,48,          11,11,          37,37,          43,43,          10,10,         101,     500.2,,,51,2019,3,ALL
Attleboro - Peter Thacher Elementary School,00160050,ELA,          40,50,          14,18,          26,33,          25,31,          15,19,          80,     506.8,,,59,2019,3,ALL
Attleboro - Peter Thacher Elementary School,00160050,MATH,          35,44,          10,13,          25,31,          28,35,          17,21,          80,     500.1,,,51,2019,3,ALL
Attleboro - Thomas Willett Elementary School,00160035,ELA,          50,60,           8,10,          42,51,          32,39,           1,1,          83,     504.2,,,49,2019,3,ALL
Attleboro - Thomas Willett Elementary School,00160035,MATH,          40,48,           5,6,          35,42,          35,42,           8,10,          83,     498.4,,,45,2019,3,ALL
Auburn - Swanson Road Intermediate School,00170030,ELA,         134,69,          16,8,         118,61,          52,27,           9,5,         195,     507.8,,,63,2019,3,ALL
Auburn - Swanson Road Intermediate School,00170030,MATH,         113,58,          18,9,          95,48,          72,37,          11,6,         196,     503.4,,,61,2019,3,ALL
Avon - Ralph D Butler,00180010,ELA,          31,52,           4,7,          27,45,          25,42,           4,7,          60,     501.7,,,38,2019,3,ALL
Avon - Ralph D Butler,00180010,MATH,          24,40,           2,3,          22,37,          28,47,           8,13,          60,     492.9,,,25,2019,3,ALL
Ayer Shirley School District - Lura A. White Elementary School,06160001,ELA,          31,56,           4,7,          27,49,          21,38,           3,5,          55,     503.9,,,48,2019,3,ALL
Ayer Shirley School District - Lura A. White Elementary School,06160001,MATH,          29,54,           6,11,          23,43,          19,35,           6,11,          54,     502.6,,,59,2019,3,ALL
Ayer Shirley School District - Page Hilltop Elementary School,06160002,ELA,          53,70,          14,18,          39,51,          21,28,           2,3,          76,     510.2,,,73,2019,3,ALL
Ayer Shirley School District - Page Hilltop Elementary School,06160002,MATH,          36,47,           5,7,          31,41,          37,49,           3,4,          76,     500.2,,,51,2019,3,ALL
Barnstable - Centerville Elementary,00200010,ELA,          47,66,          13,18,          34,48,          16,23,           8,11,          71,     511.5,,,77,2019,3,ALL
Barnstable - Centerville Elementary,00200010,MATH,          46,65,           7,10,          39,55,          15,21,          10,14,          71,     508.5,,,79,2019,3,ALL
Barnstable - Hyannis West Elementary,00200025,ELA,          36,45,           4,5,          32,40,          37,46,           7,9,          80,     499.5,,,28,2019,3,ALL
Barnstable - Hyannis West Elementary,00200025,MATH,          31,39,           3,4,          28,35,          36,45,          13,16,          80,     492.8,,,25,2019,3,ALL
Barnstable - West Barnstable Elementary,00200005,ELA,          38,57,           7,10,          31,46,          22,33,           7,10,          67,     501.6,,,37,2019,3,ALL
Barnstable - West Barnstable Elementary,00200005,MATH,          33,49,          12,18,          21,31,          29,43,           5,7,          67,     502.3,,,58,2019,3,ALL
Barnstable - West Villages Elementary School,00200045,ELA,          59,62,           4,4,          55,58,          28,29,           8,8,          95,     503.6,,,47,2019,3,ALL
Barnstable - West Villages Elementary School,00200045,MATH,          55,59,          13,14,          42,45,          30,32,           9,10,          94,     505.3,,,69,2019,3,ALL
Barnstable Community Horace Mann Charter Public (District) - Barnstable Community Horace Mann Charter Public School,04270010,ELA,          30,44,           1,1,          29,43,          34,50,           4,6,          68,     497.0,,,21,2019,3,ALL
Barnstable Community Horace Mann Charter Public (District) - Barnstable Community Horace Mann Charter Public School,04270010,MATH,          27,40,           1,1,          26,38,          35,51,           6,9,          68,     493.6,,,27,2019,3,ALL
Bedford - Lt Job Lane School,00230012,ELA,         160,82,          53,27,         107,55,          31,16,           4,2,         195,     519.7,,,95,2019,3,ALL
Bedford - Lt Job Lane School,00230012,MATH,         148,75,          42,21,         106,54,          42,21,           7,4,         197,     514.8,,,92,2019,3,ALL
Belchertown - Swift River Elementary,00240018,ELA,          69,45,           0,0,          69,45,          73,48,          10,7,         152,     496.1,,,18,2019,3,ALL
Belchertown - Swift River Elementary,00240018,MATH,          62,41,           7,5,          55,36,          67,44,          23,15,         152,     493.1,,,26,2019,3,ALL
Bellingham - Joseph F DiPietro Elementary School,00250020,ELA,          45,54,           3,4,          42,50,          36,43,           3,4,          84,     502.1,,,40,2019,3,ALL
Bellingham - Joseph F DiPietro Elementary School,00250020,MATH,          37,44,           7,8,          30,36,          36,43,          11,13,          84,     497.8,,,42,2019,3,ALL
Bellingham - Stall Brook,00250025,ELA,          40,73,           4,7,          36,65,          14,25,           1,2,          55,     507.1,,,61,2019,3,ALL
Bellingham - Stall Brook,00250025,MATH,          28,51,           3,5,          25,45,          26,47,           1,2,          55,     501.8,,,56,2019,3,ALL
Belmont - Daniel Butler,00260015,ELA,          58,83,          29,41,          29,41,          12,17,           0,0,          70,     526.0,,,99,2019,3,ALL
Belmont - Daniel Butler,00260015,MATH,          53,76,          18,26,          35,50,          17,24,           0,0,          70,     517.1,,,96,2019,3,ALL
Belmont - Mary Lee Burbank,00260010,ELA,          60,87,          13,19,          47,68,           8,12,           1,1,          69,     518.0,,,92,2019,3,ALL
Belmont - Mary Lee Burbank,00260010,MATH,          56,81,          28,41,          28,41,          13,19,           0,0,          69,     524.6,,,99,2019,3,ALL
Belmont - Roger E Wellington,00260035,ELA,          94,85,          22,20,          72,65,          16,15,           0,0,         110,     519.0,,,94,2019,3,ALL
Belmont - Roger E Wellington,00260035,MATH,          96,87,          42,38,          54,49,          12,11,           2,2,         110,     522.8,,,99,2019,3,ALL
Belmont - Winn Brook,00260005,ELA,          74,81,          18,20,          56,62,          17,19,           0,0,          91,     516.4,,,89,2019,3,ALL
Belmont - Winn Brook,00260005,MATH,          72,79,          23,25,          49,54,          19,21,           0,0,          91,     518.1,,,97,2019,3,ALL
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,ELA,          37,77,          18,38,          19,40,           9,19,           2,4,          48,     518.3,,,92,2019,3,ALL
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,MATH,          36,75,          12,25,          24,50,          10,21,           2,4,          48,     513.7,,,91,2019,3,ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,ELA,          44,88,          11,22,          33,66,           6,12,           0,0,          50,     518.8,,,93,2019,3,ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,MATH,          43,84,          15,29,          28,55,           8,16,           0,0,          51,     518.9,,,97,2019,3,ALL
Bentley Academy Charter School (District) - Bentley Academy Charter School,35110205,ELA,          21,37,           1,2,          20,35,          29,51,           7,12,          57,     491.9,,,11,2019,3,ALL
Bentley Academy Charter School (District) - Bentley Academy Charter School,35110205,MATH,          11,19,           0,0,          11,19,          29,51,          17,30,          57,     479.6,,,5,2019,3,ALL
Berkley - Berkley Community School,00270010,ELA,          63,66,          15,16,          48,51,          27,28,           5,5,          95,     509.2,,,69,2019,3,ALL
Berkley - Berkley Community School,00270010,MATH,          44,46,           4,4,          40,42,          47,49,           4,4,          95,     498.2,,,44,2019,3,ALL
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,ELA,          32,47,           1,1,          31,46,          26,38,          10,15,          68,     493.9,,,14,2019,3,ALL
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,MATH,          18,26,           3,4,          15,22,          34,50,          16,24,          68,     488.6,,,17,2019,3,ALL
Berlin (non-op) - Berlin Memorial,00280005,ELA,          24,69,           2,6,          22,63,          11,31,           0,0,          35,     507.5,,,64,2019,3,ALL
Berlin (non-op) - Berlin Memorial,00280005,MATH,          29,85,           5,15,          24,71,           5,15,           0,0,          34,     516.0,,,95,2019,3,ALL
Beverly - Ayers/Ryal Side School,00300055,ELA,          57,63,           9,10,          48,53,          28,31,           6,7,          91,     505.0,,,52,2019,3,ALL
Beverly - Ayers/Ryal Side School,00300055,MATH,          55,61,          11,12,          44,49,          29,32,           6,7,          90,     505.0,,,67,2019,3,ALL
Beverly - Centerville Elementary,00300010,ELA,          33,55,          11,18,          22,37,          23,38,           4,7,          60,     506.4,,,58,2019,3,ALL
Beverly - Centerville Elementary,00300010,MATH,          28,47,           3,5,          25,42,          25,42,           7,12,          60,     497.6,,,41,2019,3,ALL
Beverly - Cove Elementary,00300015,ELA,          59,78,          11,14,          48,63,          10,13,           7,9,          76,     514.0,,,84,2019,3,ALL
Beverly - Cove Elementary,00300015,MATH,          51,67,          19,25,          32,42,          20,26,           5,7,          76,     512.7,,,89,2019,3,ALL
Beverly - Hannah Elementary,00300033,ELA,          38,69,           6,11,          32,58,          16,29,           1,2,          55,     507.1,,,61,2019,3,ALL
Beverly - Hannah Elementary,00300033,MATH,          30,55,           4,7,          26,47,          19,35,           6,11,          55,     499.6,,,49,2019,3,ALL
Beverly - North Beverly Elementary,00300040,ELA,          42,68,           9,15,          33,53,          17,27,           3,5,          62,     509.0,,,68,2019,3,ALL
Beverly - North Beverly Elementary,00300040,MATH,          44,71,           8,13,          36,58,          12,19,           6,10,          62,     507.5,,,76,2019,3,ALL
Billerica - Eugene C Vining,00310030,ELA,          21,66,           4,13,          17,53,          11,34,           0,0,          32,     508.7,,,67,2019,3,ALL
Billerica - Eugene C Vining,00310030,MATH,          22,69,           6,19,          16,50,          10,31,           0,0,          32,     510.2,,,83,2019,3,ALL
Billerica - Frederick J Dutile,00310007,ELA,          32,73,           5,11,          27,61,          10,23,           2,5,          44,     509.3,,,69,2019,3,ALL
Billerica - Frederick J Dutile,00310007,MATH,          29,66,           3,7,          26,59,          15,34,           0,0,          44,     506.8,,,74,2019,3,ALL
Billerica - Hajjar Elementary,00310026,ELA,          50,63,           1,1,          49,61,          28,35,           2,3,          80,     505.4,,,54,2019,3,ALL
Billerica - Hajjar Elementary,00310026,MATH,          37,46,           4,5,          33,41,          35,44,           8,10,          80,     499.4,,,48,2019,3,ALL
Billerica - John F Kennedy,00310012,ELA,          34,52,           2,3,          32,49,          27,42,           4,6,          65,     502.4,,,41,2019,3,ALL
Billerica - John F Kennedy,00310012,MATH,          35,54,           3,5,          32,49,          28,43,           2,3,          65,     504.3,,,65,2019,3,ALL
Billerica - Parker,00310015,ELA,          59,57,          15,15,          44,43,          39,38,           5,5,         103,     506.7,,,59,2019,3,ALL
Billerica - Parker,00310015,MATH,          56,54,          13,13,          43,42,          37,36,          10,10,         103,     505.0,,,67,2019,3,ALL
Billerica - Thomas Ditson,00310005,ELA,          50,64,          14,18,          36,46,          25,32,           3,4,          78,     511.0,,,75,2019,3,ALL
Billerica - Thomas Ditson,00310005,MATH,          49,62,          11,14,          38,48,          28,35,           2,3,          79,     506.4,,,72,2019,3,ALL
Blackstone-Millville - A F Maloney,06220015,ELA,          62,53,           3,3,          59,50,          48,41,           7,6,         117,     501.2,,,34,2019,3,ALL
Blackstone-Millville - A F Maloney,06220015,MATH,          47,41,           4,3,          43,37,          55,47,          14,12,         116,     494.5,,,30,2019,3,ALL
Blackstone-Millville - Millville Elementary,06220010,ELA,          19,46,           2,5,          17,41,          19,46,           3,7,          41,     498.7,,,25,2019,3,ALL
Blackstone-Millville - Millville Elementary,06220010,MATH,          17,41,           2,5,          15,37,          23,56,           1,2,          41,     499.0,,,46,2019,3,ALL
Boston - Adams Elementary School,00350302,ELA,          18,44,           7,17,          11,27,          19,46,           4,10,          41,     503.3,,,45,2019,3,ALL
Boston - Adams Elementary School,00350302,MATH,          19,46,           1,2,          18,44,          12,29,          10,24,          41,     495.5,,,33,2019,3,ALL
Boston - Alighieri Dante Montessori School,00350066,ELA,           3,30,           0,0,           3,30,           6,60,           1,10,          10,     490.8,,,9,2019,3,ALL
Boston - Alighieri Dante Montessori School,00350066,MATH,           2,20,           0,0,           2,20,           4,40,           4,40,          10,     477.7,,,4,2019,3,ALL
Boston - Bates Elementary School,00350278,ELA,           5,17,           1,3,           4,13,          20,67,           5,17,          30,     487.8,,,5,2019,3,ALL
Boston - Bates Elementary School,00350278,MATH,          10,33,           1,3,           9,30,          16,53,           4,13,          30,     494.6,,,30,2019,3,ALL
Boston - Blackstone Elementary School,00350390,ELA,          16,23,           1,1,          15,22,          37,54,          16,23,          69,     485.3,,,4,2019,3,ALL
Boston - Blackstone Elementary School,00350390,MATH,          16,23,           2,3,          14,20,          36,51,          19,27,          71,     484.5,,,10,2019,3,ALL
Boston - Boston Teachers Union K-8 Pilot,00350012,ELA,          12,55,           3,14,           9,41,           9,41,           1,5,          22,     506.1,,,56,2019,3,ALL
Boston - Boston Teachers Union K-8 Pilot,00350012,MATH,          18,82,           4,18,          14,64,           4,18,           0,0,          22,     510.7,,,84,2019,3,ALL
Boston - Bradley Elementary School,00350215,ELA,          27,64,           4,10,          23,55,          14,33,           1,2,          42,     504.3,,,50,2019,3,ALL
Boston - Bradley Elementary School,00350215,MATH,          22,52,           5,12,          17,40,          14,33,           6,14,          42,     502.3,,,58,2019,3,ALL
Boston - Channing Elementary School,00350360,ELA,          12,50,           1,4,          11,46,          12,50,           0,0,          24,     502.6,,,42,2019,3,ALL
Boston - Channing Elementary School,00350360,MATH,           6,25,           0,0,           6,25,          15,63,           3,13,          24,     487.6,,,15,2019,3,ALL
Boston - Chittick Elementary School,00350154,ELA,          15,45,           2,6,          13,39,          17,52,           1,3,          33,     499.5,,,28,2019,3,ALL
Boston - Chittick Elementary School,00350154,MATH,          12,35,           1,3,          11,32,          16,47,           6,18,          34,     491.4,,,21,2019,3,ALL
Boston - Clap Elementary School,00350298,ELA,           7,30,           0,0,           7,30,          11,48,           5,22,          23,     489.0,,,6,2019,3,ALL
Boston - Clap Elementary School,00350298,MATH,           4,17,           0,0,           4,17,          13,57,           6,26,          23,     484.0,,,10,2019,3,ALL
Boston - Condon K-8 School,00350146,ELA,          27,36,           6,8,          21,28,          40,53,           9,12,          76,     495.4,,,17,2019,3,ALL
Boston - Condon K-8 School,00350146,MATH,          24,32,           6,8,          18,24,          37,49,          15,20,          76,     493.8,,,28,2019,3,ALL
Boston - Conley Elementary School,00350122,ELA,          21,42,           3,6,          18,36,          22,44,           7,14,          50,     496.7,,,20,2019,3,ALL
Boston - Conley Elementary School,00350122,MATH,          10,20,           1,2,           9,18,          25,50,          15,30,          50,     487.9,,,15,2019,3,ALL
Boston - Curley K-8 School,00350020,ELA,          33,41,          11,14,          22,28,          31,39,          16,20,          80,     498.7,,,25,2019,3,ALL
Boston - Curley K-8 School,00350020,MATH,          25,31,           9,11,          16,20,          32,40,          23,29,          80,     491.3,,,21,2019,3,ALL
Boston - Dever Elementary School,00350268,ELA,          29,52,           3,5,          26,46,          21,38,           6,11,          56,     502.5,,,42,2019,3,ALL
Boston - Dever Elementary School,00350268,MATH,          36,64,           6,11,          30,54,          16,29,           4,7,          56,     506.9,,,74,2019,3,ALL
Boston - Edison K-8 School,00350375,ELA,          16,32,           2,4,          14,28,          24,48,          10,20,          50,     489.0,,,6,2019,3,ALL
Boston - Edison K-8 School,00350375,MATH,          10,20,           2,4,           8,16,          22,44,          18,36,          50,     480.1,,,5,2019,3,ALL
Boston - Eliot K-8 Innovation School,00350096,ELA,          77,89,          29,33,          48,55,          10,11,           0,0,          87,     522.7,,,97,2019,3,ALL
Boston - Eliot K-8 Innovation School,00350096,MATH,          76,87,          33,38,          43,49,          11,13,           0,0,          87,     525.8,,,99,2019,3,ALL
Boston - Ellis Elementary School,00350072,ELA,           9,18,           0,0,           9,18,          25,50,          16,32,          50,     481.5,,,2,2019,3,ALL
Boston - Ellis Elementary School,00350072,MATH,           8,16,           0,0,           8,16,          25,50,          17,34,          50,     477.3,,,3,2019,3,ALL
Boston - Ellison-Parks Early Education School,00350008,ELA,           6,20,           2,7,           4,13,          21,70,           3,10,          30,     489.7,,,7,2019,3,ALL
Boston - Ellison-Parks Early Education School,00350008,MATH,           8,27,           1,3,           7,23,          12,40,          10,33,          30,     484.8,,,11,2019,3,ALL
Boston - Everett Elementary School,00350088,ELA,          14,44,           1,3,          13,41,          14,44,           4,13,          32,     494.6,,,15,2019,3,ALL
Boston - Everett Elementary School,00350088,MATH,          11,34,           0,0,          11,34,          17,53,           4,13,          32,     490.3,,,19,2019,3,ALL
Boston - Gardner Pilot Academy,00350326,ELA,          16,40,           5,13,          11,28,          22,55,           2,5,          40,     499.8,,,29,2019,3,ALL
Boston - Gardner Pilot Academy,00350326,MATH,          11,28,           1,3,          10,25,          19,48,          10,25,          40,     486.4,,,13,2019,3,ALL
