school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Boston - Condon K-8 School,00350146,ELA,           4,3,           0,0,           4,3,          53,36,          89,61,         146,95,     465.2,          43.0,         102,23,2022,ALL,EL
Boston - Condon K-8 School,00350146,MATH,           5,3,           0,0,           5,3,          46,32,          94,65,         145,97,     465.5,          39.3,         108,17,2022,ALL,EL
Boston - Condon K-8 School,00350146,SCI,           1,2,           0,0,           1,2,          16,33,          32,65,          49,91,     465.8,,,49,2022,ALL,EL
Boston - Conley Elementary School,00350122,ELA,           1,5,           0,0,           1,5,          13,59,           8,36,          22,96,     474.0,,          15,58,2022,ALL,EL
Boston - Conley Elementary School,00350122,MATH,           2,9,           0,0,           2,9,           9,41,          11,50,          22,100,     472.5,,          13,44,2022,ALL,EL
Boston - Curley K-8 School,00350020,ELA,           4,3,           0,0,           4,3,          40,31,          84,66,         128,96,     463.9,          30.3,          88,19,2022,ALL,EL
Boston - Curley K-8 School,00350020,MATH,           2,2,           0,0,           2,2,          28,22,         100,77,         130,100,     462.3,          29.1,          93,7,2022,ALL,EL
Boston - Curley K-8 School,00350020,SCI,           1,2,           0,0,           1,2,           6,13,          39,85,          46,100,     457.5,,,8,2022,ALL,EL
Boston - Dearborn 6-12 STEM Academy,00350074,ELA,           0,0,           0,0,           0,0,          13,19,          56,81,          69,91,     455.1,          31.1,          57,2,2022,ALL,EL
Boston - Dearborn 6-12 STEM Academy,00350074,MATH,           0,0,           0,0,           0,0,          18,27,          49,73,          67,94,     461.8,          33.9,          56,6,2022,ALL,EL
Boston - Dearborn 6-12 STEM Academy,00350074,SCI,           0,0,           0,0,           0,0,           5,19,          22,81,          27,91,     457.4,,,7,2022,ALL,EL
Boston - Dever Elementary School,00350268,ELA,           3,4,           0,0,           3,4,          41,53,          33,43,          77,98,     472.4,          43.5,          47,49,2022,ALL,EL
Boston - Dever Elementary School,00350268,MATH,          15,19,           1,1,          14,18,          44,57,          18,23,          77,100,     484.0,          55.4,          49,80,2022,ALL,EL
Boston - Dever Elementary School,00350268,SCI,           1,5,           0,0,           1,5,           8,36,          13,59,          22,100,     467.0,,,55,2022,ALL,EL
Boston - East Boston High School,00350530,ELA,           0,0,           0,0,           0,0,           9,27,          24,73,          33,100,     463.4,          47.0,          31,18,2022,ALL,EL
Boston - East Boston High School,00350530,MATH,           1,3,           0,0,           1,3,          16,48,          16,48,          33,100,     468.1,          43.4,          31,27,2022,ALL,EL
Boston - Edison K-8 School,00350375,ELA,           5,4,           0,0,           5,4,          56,47,          59,49,         120,99,     468.9,          42.4,          83,35,2022,ALL,EL
Boston - Edison K-8 School,00350375,MATH,           4,3,           0,0,           4,3,          54,45,          63,52,         121,99,     469.7,          49.7,          82,34,2022,ALL,EL
Boston - Edison K-8 School,00350375,SCI,           0,0,           0,0,           0,0,           9,25,          27,75,          36,100,     460.8,,,18,2022,ALL,EL
Boston - Eliot K-8 Innovation School,00350096,ELA,           4,19,           0,0,           4,19,          10,48,           7,33,          21,96,     477.4,,           9,70,2022,ALL,EL
Boston - Eliot K-8 Innovation School,00350096,MATH,           5,23,           0,0,           5,23,          12,55,           5,23,          22,100,     485.2,,           9,83,2022,ALL,EL
Boston - Eliot K-8 Innovation School,00350096,SCI,           0,0,           0,0,           0,0,           3,30,           7,70,          10,100,     464.0,,,39,2022,ALL,EL
Boston - Ellis Elementary School,00350072,ELA,           2,4,           0,0,           2,4,          26,51,          23,45,          51,95,     473.3,          39.6,          25,53,2022,ALL,EL
Boston - Ellis Elementary School,00350072,MATH,           0,0,           0,0,           0,0,          23,43,          31,57,          54,98,     465.5,          33.7,          26,17,2022,ALL,EL
Boston - Ellis Elementary School,00350072,SCI,           0,0,           0,0,           0,0,           5,33,          10,67,          15,100,     463.3,,,35,2022,ALL,EL
Boston - Ellison-Parks Early Education School,00350008,ELA,           1,6,           0,0,           1,6,          10,56,           7,39,          18,100,     475.4,,,64,2022,ALL,EL
Boston - Ellison-Parks Early Education School,00350008,MATH,           1,6,           0,0,           1,6,           7,39,          10,56,          18,100,     466.1,,,20,2022,ALL,EL
